Quantum AI Pro 分析報告 (20260326)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                             Reason
   8996.TW                              高力    5.5   845.00 🚀 極強勢攻擊   41.2%   趨勢強勁 / 【EPS連2成長 | 營收爆發(205.73%)】
  6574.TWO                              霈方    5.5   120.00 🚀 極強勢攻擊   36.4%    趨勢強勁 / 【EPS連2成長 | 營收爆發(56.66%)】
   6805.TW                             富世達    5.5  1905.00 🚀 極強勢攻擊   47.1%    趨勢強勁 / 【EPS連2成長 | 營收爆發(51.13%)】
  6163.TWO                             華電網    5.5    66.30 🚀 極強勢攻擊   57.1%   趨勢強勁 / 【EPS連2成長 | 營收爆發(136.48%)】
   2425.TW                              承啟    5.5    28.50 🚀 極強勢攻擊    0.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(113.51%)】
  6693.TWO                             廣閎科    5.5   104.50 🚀 極強勢攻擊   56.2%    趨勢強勁 / 【EPS連2成長 | 營收爆發(42.95%)】
  4973.TWO                              廣穎    5.5    64.10 🚀 極強勢攻擊   45.5%    趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
  6584.TWO                            南俊國際    5.5   558.00 🚀 極強勢攻擊   37.5%    趨勢強勁 / 【EPS連2成長 | 營收爆發(47.92%)】
   3530.TW                             晶相光    5.5    59.00 🚀 極強勢攻擊   45.0%    趨勢強勁 / 【EPS連2成長 | 營收爆發(33.12%)】
  6727.TWO                            亞泰金屬    5.5   280.50 🚀 極強勢攻擊   56.2%   趨勢強勁 / 【EPS連2成長 | 營收爆發(482.36%)】
  3546.TWO                              宇峻    5.5    71.10 🚀 極強勢攻擊   45.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(127.43%)】
  4923.TWO                              力士    5.5    35.25 🚀 極強勢攻擊   11.1%    趨勢強勁 / 【EPS連2成長 | 營收爆發(39.63%)】
  8923.TWO                              時報    5.5    19.80 🚀 極強勢攻擊   40.0%     趨勢強勁 / 【EPS連2成長 | 營收爆發(32.9%)】
  3663.TWO                              鑫科    5.5    72.70 🚀 極強勢攻擊   38.5%   趨勢強勁 / 【EPS連2成長 | 營收爆發(133.68%)】
  8059.TWO                              凱碩    5.5    18.00 🚀 極強勢攻擊    0.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(604.49%)】
  6026.TWO                             福邦證    5.5    14.80 🚀 極強勢攻擊   33.3%   趨勢強勁 / 【EPS連2成長 | 營收爆發(191.85%)】
   8021.TW                              尖點    5.0   256.50 🚀 極強勢攻擊   46.2%     趨勢強勁 / 【營收爆發(42.47%) | 董監持股增加】
  7718.TWO                              友鋮    5.0    48.45 🚀 極強勢攻擊   57.1%     趨勢強勁 / 【營收爆發(40.26%) | 董監持股增加】
  5351.TWO                              鈺創    4.5    71.60 🚀 極強勢攻擊   55.6% 【EPS連2成長 | 營收爆發(310.99%) | 董監持股增加】
  8299.TWO                              群聯    4.5  1650.00 🚀 極強勢攻擊   31.6% 【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
   2481.TW                              強茂    4.5    99.70 🚀 極強勢攻擊   56.2%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   6120.TW                              達運    4.5    12.90 🚀 極強勢攻擊   40.0%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   4956.TW                              光鋐    4.5    35.10 🚀 極強勢攻擊   56.2%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  6218.TWO                              豪勉    4.0    25.80 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(38.05%)】
  7781.TWO                            昕力資*    4.0    30.00 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(42.08%)】
   2465.TW                              麗臺    4.0    54.20 🚀 極強勢攻擊   41.7%             趨勢強勁 / 【營收爆發(127.43%)】
   6531.TW                             愛普*    4.0   509.00 🚀 極強勢攻擊   53.8%             趨勢強勁 / 【營收爆發(146.68%)】
  6199.TWO                              天品    4.0   107.50 🚀 極強勢攻擊   50.0%             趨勢強勁 / 【營收爆發(587.51%)】
  3555.TWO                             博士旺    4.0   161.50 🚀 極強勢攻擊   14.3%            趨勢強勁 / 【營收爆發(4102.23%)】
  6640.TWO                              均華    4.0  1295.00 🚀 極強勢攻擊   75.0%               趨勢強勁 / 【營收爆發(52.0%)】
   2348.TW                              海悅    4.0    79.10 🚀 極強勢攻擊   45.5%             趨勢強勁 / 【營收爆發(239.77%)】
  3489.TWO                              森寶    4.0    23.05 🚀 極強勢攻擊   42.9%            趨勢強勁 / 【營收爆發(7783.71%)】
   5706.TW                              鳳凰    4.0    51.90 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(74.55%)】
  7751.TWO                              竑騰    4.0  1620.00 🚀 極強勢攻擊   65.0%              趨勢強勁 / 【營收爆發(73.86%)】
   8476.TW                             台境*    4.0    19.80 🚀 極強勢攻擊   54.5%              趨勢強勁 / 【營收爆發(43.43%)】
  5514.TWO                              三豐    4.0    16.00 🚀 極強勢攻擊   45.5%           趨勢強勁 / 【營收爆發(21437.63%)】
   2442.TW                             新美齊    4.0    20.40 🚀 極強勢攻擊   43.8%            趨勢強勁 / 【營收爆發(9886.17%)】
  3466.TWO                              德晉    4.0    34.50 🚀 極強勢攻擊   37.5%             趨勢強勁 / 【營收爆發(140.62%)】
  7728.TWO                            光焱科技    4.0   747.00 🚀 極強勢攻擊   41.7%              趨勢強勁 / 【營收爆發(51.95%)】
   2243.TW                           宏旭-KY    4.0    20.65 🚀 極強勢攻擊   57.9%             趨勢強勁 / 【營收爆發(739.37%)】
   2605.TW                              新興    4.0    42.75 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(87.46%)】
  7734.TWO                            印能科技    4.0  1820.00 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(55.59%)】
  6874.TWO                              倍力    4.0    88.80 🚀 極強勢攻擊   75.0%               趨勢強勁 / 【營收爆發(89.2%)】
   2308.TW                             台達電    4.0  1515.00 🚀 極強勢攻擊   38.5%               趨勢強勁 / 【營收爆發(31.0%)】
  1799.TWO                              易威    4.0    38.80 🚀 極強勢攻擊   22.2%              趨勢強勁 / 【營收爆發(38.58%)】
  3490.TWO                              單井    4.0    27.20 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(58.94%)】
  7547.TWO                              碩網    4.0    78.90 🚀 極強勢攻擊   66.7%              趨勢強勁 / 【營收爆發(49.76%)】
   2855.TW                             統一證    4.0    32.45 🚀 極強勢攻擊   35.3%             趨勢強勁 / 【營收爆發(221.36%)】
   3416.TW                             融程電    4.0   148.00 🚀 極強勢攻擊   56.2%              趨勢強勁 / 【營收爆發(37.85%)】
  3339.TWO                              泰谷    4.0    37.20 🚀 極強勢攻擊   57.9%              趨勢強勁 / 【營收爆發(31.83%)】
  7738.TWO                            東聯互動    4.0   185.00 🚀 極強勢攻擊   53.3%              趨勢強勁 / 【營收爆發(30.63%)】
   3026.TW                             禾伸堂    1.5   146.50  📈 多頭續攻   14.3%                          【EPS連2成長】
   2440.TW                             太空梭    1.5    14.35  📈 多頭續攻   33.3%                          【EPS連2成長】
  1815.TWO                              富喬    1.5   104.50  📈 多頭續攻   61.1%           【EPS連2成長 | 營收爆發(60.76%)】
  8240.TWO                              華宏    1.5    50.70  📈 多頭續攻   50.0%                          【EPS連2成長】
  2061.TWO                              風青    1.5    16.70  📈 多頭續攻   50.0%                          【EPS連2成長】
   3653.TW                              健策    1.5  3940.00  📈 多頭續攻    0.0%                          【EPS連2成長】
   6202.TW                              盛群    1.5    50.40  📈 多頭續攻   42.9%                          【EPS連2成長】
  3552.TWO                              同致    1.5    46.85  📈 多頭續攻   50.0%                          【EPS連2成長】
   8103.TW                              瀚荃    1.5    82.30  📈 多頭續攻   40.0%                          【EPS連2成長】
   4967.TW                              十銓    1.5   229.50  📈 多頭續攻   16.7%                          【EPS連2成長】
  5498.TWO                              凱崴    1.5    56.90  📈 多頭續攻   40.0%           【EPS連2成長 | 營收爆發(43.83%)】
   3711.TW                           日月光投控    1.5   359.00  📈 多頭續攻   33.3%                          【EPS連2成長】
  6643.TWO                             M31    1.5   456.00  📈 多頭續攻   60.0%                          【EPS連2成長】
  6182.TWO                              合晶    1.5    35.55  📈 多頭續攻   40.0%                          【EPS連2成長】
  4979.TWO                             華星光    1.5   411.00  📈 多頭續攻   42.9%                          【EPS連2成長】
  3067.TWO                              全域    1.5    17.30  📈 多頭續攻    0.0%                          【EPS連2成長】
  7709.TWO                              榮田    1.5    62.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   6969.TW                         成信實業*-創    1.5    28.20  📈 多頭續攻   50.0%                          【EPS連2成長】
  3163.TWO                             波若威    1.5   809.00  📈 多頭續攻   42.9%                          【EPS連2成長】
  4433.TWO                              興采    1.5    21.25  📈 多頭續攻   50.0%                          【EPS連2成長】
   3013.TW                             晟銘電    1.5    96.50  📈 多頭續攻   50.0%                          【EPS連2成長】
   2069.TW                              運錩    1.5    18.90  📈 多頭續攻  100.0%                          【EPS連2成長】
  3529.TWO                              力旺    1.5  2925.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   3016.TW                              嘉晶    1.5    59.80  📈 多頭續攻   50.0%                          【EPS連2成長】
   4576.TW                           大銀微系統    1.5   137.50  📈 多頭續攻    0.0%                          【EPS連2成長】
  6143.TWO                              振曜    1.5    98.10  📈 多頭續攻   50.0%                          【EPS連2成長】
  5490.TWO                              同亨    1.5    28.40  📈 多頭續攻   63.6%                          【EPS連2成長】
   1528.TW                              恩德    1.5    23.15  📈 多頭續攻   75.0%                          【EPS連2成長】
   6671.TW                           三能-KY    1.5    29.50  📈 多頭續攻   50.0%                          【EPS連2成長】
  5328.TWO                              華容    1.5    24.90  📈 多頭續攻   60.0%                          【EPS連2成長】
  6274.TWO                              台燿    1.5   606.00  📈 多頭續攻   36.4%                          【EPS連2成長】
  5425.TWO                              台半    1.5    60.20  📈 多頭續攻   66.7%                          【EPS連2成長】
  6190.TWO                             萬泰科    1.5    52.20  📈 多頭續攻   60.0%                          【EPS連2成長】
  4166.TWO                              友霖    1.5    26.25  📈 多頭續攻   50.0%                          【EPS連2成長】
  3629.TWO                            地心引力    1.5    18.00  📈 多頭續攻   50.0%       【EPS連2成長 | 營收爆發(136566.67%)】
  6603.TWO                             富強鑫    1.5    21.75  📈 多頭續攻   50.0%                          【EPS連2成長】
  6683.TWO                            雍智科技    1.5  1260.00  📈 多頭續攻   68.4%           【EPS連2成長 | 營收爆發(46.93%)】
   6706.TW                              惠特    1.5   132.00  📈 多頭續攻   50.0%                          【EPS連2成長】
  3491.TWO                             昇達科    1.5  1550.00  📈 多頭續攻   20.0%           【EPS連2成長 | 營收爆發(57.06%)】
   2049.TW                              上銀    1.5   236.50  📈 多頭續攻   66.7%                          【EPS連2成長】
  8096.TWO                              擎亞    1.5    88.10  📈 多頭續攻   66.7%                          【EPS連2成長】
  3227.TWO                              原相    1.5   189.50  📈 多頭續攻   50.0%                          【EPS連2成長】
  3293.TWO                              鈊象    1.5   784.00  📈 多頭續攻   42.9%                          【EPS連2成長】
  4543.TWO                              萬在    1.5    32.85  📈 多頭續攻   25.0%                          【EPS連2成長】
   3035.TW                              智原    1.5   151.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   2357.TW                              華碩    1.5   574.00  📈 多頭續攻   40.0%                          【EPS連2成長】
   1560.TW                              中砂    1.5   461.00  📈 多頭續攻   40.0%                          【EPS連2成長】
   8081.TW                              致新    1.5   233.00  📈 多頭續攻   33.3%                          【EPS連2成長】
  3531.TWO                              先益    1.5    20.90  📈 多頭續攻   50.0%                          【EPS連2成長】
   2347.TW                              聯強    1.5    81.10  📈 多頭續攻   50.0%                          【EPS連2成長】
   2423.TW                              固緯    1.5    48.85  📈 多頭續攻   75.0%                          【EPS連2成長】
   3040.TW                              遠見    1.5    52.70  📈 多頭續攻  100.0%                          【EPS連2成長】
   2399.TW                              映泰    1.5    29.25  📈 多頭續攻   72.7%                          【EPS連2成長】
   1735.TW                             日勝化    1.5    26.80  📈 多頭續攻   75.0%                          【EPS連2成長】
  8234.TWO                              新漢    1.5    63.90  📈 多頭續攻    0.0%                          【EPS連2成長】
   1432.TW                             大魯閣    1.5    17.95  📈 多頭續攻  100.0%                          【EPS連2成長】
  3265.TWO                             台星科    1.5   139.50  📈 多頭續攻    0.0%                          【EPS連2成長】
   6257.TW                              矽格    1.5   146.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   2476.TW                              鉅祥    1.5    84.50  📈 多頭續攻   66.7%                          【EPS連2成長】
  6237.TWO                              驊訊    1.5    37.35  📈 多頭續攻   50.0%                          【EPS連2成長】
   3033.TW                              威健    1.5    33.10  📈 多頭續攻   10.0%                          【EPS連2成長】
   3532.TW                             台勝科    1.5   146.00  📈 多頭續攻   25.0%                          【EPS連2成長】
   5234.TW                            達興材料    1.5   358.00  📈 多頭續攻  100.0%                          【EPS連2成長】
   3450.TW                              聯鈞    1.5   279.00  📈 多頭續攻   66.7%                          【EPS連2成長】
  4123.TWO                              晟德    1.5    41.40  📈 多頭續攻    0.0%                          【EPS連2成長】
   5258.TW                              虹堡    1.5    48.15  📈 多頭續攻   50.0%                          【EPS連2成長】
   1218.TW                              泰山    1.5    19.20  📈 多頭續攻   37.5%                          【EPS連2成長】
   6695.TW                              芯鼎    1.5    39.95  📈 多頭續攻   50.0%                          【EPS連2成長】
   3229.TW                              晟鈦    1.5    20.75  📈 多頭續攻   50.0%                          【EPS連2成長】
   2204.TW                              中華    1.5    55.80  📈 多頭續攻   20.0%                          【EPS連2成長】
   4551.TW                             智伸科    1.5   131.50  📈 多頭續攻   50.0%                          【EPS連2成長】
   8464.TW                              億豐    1.5   340.00  📈 多頭續攻    0.0%                          【EPS連2成長】
  5487.TWO                              通泰    1.5    27.85  📈 多頭續攻    0.0%                          【EPS連2成長】
  2070.TWO                              精湛    1.5    38.95  📈 多頭續攻   50.0%                          【EPS連2成長】
   8150.TW                              南茂    1.5    58.50  📈 多頭續攻   33.3%                          【EPS連2成長】
  3551.TWO                              世禾    1.5   174.50  📈 多頭續攻  100.0%                          【EPS連2成長】
   2305.TW                              全友    1.5    16.15  📈 多頭續攻   56.2%           【EPS連2成長 | 營收爆發(34.16%)】
  7810.TWO                            捷創科技    1.5   260.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   2453.TW                              凌群    1.5    53.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   6909.TW                              創控    1.5    46.10  📈 多頭續攻   50.0%                          【EPS連2成長】
   3583.TW                              辛耘    1.5   501.00  📈 多頭續攻   50.0%                          【EPS連2成長】
  4726.TWO                              永昕    1.5    31.40  📈 多頭續攻   50.0%          【EPS連2成長 | 營收爆發(140.43%)】
  6735.TWO                            美達科技    1.5    57.50  📈 多頭續攻   50.0%                          【EPS連2成長】
   1303.TW                              南亞    1.5    74.80  📈 多頭續攻   33.3%                          【EPS連2成長】
   1802.TW                              台玻    1.5    53.30  📈 多頭續攻   40.0%                          【EPS連2成長】
  1584.TWO                              精剛    1.5    21.80  📈 多頭續攻   50.0%                          【EPS連2成長】
   2388.TW                              威盛    1.5    52.40  📈 多頭續攻   33.3%                          【EPS連2成長】
  5230.TWO                           雷笛克光學    1.5    16.80  📈 多頭續攻   50.0%                          【EPS連2成長】
   2420.TW                              新巨    1.5    52.00  📈 多頭續攻   60.0%                          【EPS連2成長】
  3516.TWO                             亞帝歐    1.5    18.95  📈 多頭續攻   50.0%                          【EPS連2成長】
   8046.TW                              南電    1.5   569.00  📈 多頭續攻   37.5%                          【EPS連2成長】
  4741.TWO                              泓瀚    1.5    29.25  📈 多頭續攻   37.5%                          【EPS連2成長】
  6642.TWO                              富致    1.5    54.50  📈 多頭續攻   40.0%                          【EPS連2成長】
  4529.TWO                              淳紳    1.5     3.33  📈 多頭續攻   28.6%                          【EPS連2成長】
   3045.TW                             台灣大    1.5   109.00  📈 多頭續攻    0.0%                          【EPS連2成長】
  5278.TWO                             尚凡*    1.5    26.60  📈 多頭續攻   50.0%                          【EPS連2成長】
  6435.TWO                              大中    1.5   159.00  📈 多頭續攻   58.3%                          【EPS連2成長】
  3390.TWO                              旭軟    1.5    22.00  📈 多頭續攻   14.3%                          【EPS連2成長】
   2369.TW                              菱生    1.5    31.05  📈 多頭續攻   66.7%                          【EPS連2成長】
  6261.TWO                              久元    1.5    73.80  📈 多頭續攻   50.0%                          【EPS連2成長】
  4760.TWO                              勤凱    1.5   194.00  📈 多頭續攻   50.0%                          【EPS連2成長】
  3499.TWO                             環天科    1.5    18.45  📈 多頭續攻   50.0%                          【EPS連2成長】
   3454.TW                              晶睿    1.5    99.40  📈 多頭續攻   16.7%                          【EPS連2成長】
  8433.TWO                              弘帆    1.5    61.60  📈 多頭續攻   57.1%                          【EPS連2成長】
  6223.TWO                              旺矽    1.5  3655.00  📈 多頭續攻   60.0%           【EPS連2成長 | 營收爆發(45.54%)】
   2484.TW                              希華    1.5    28.10  📈 多頭續攻    0.0%                          【EPS連2成長】
   2023.TW                              燁輝    1.5    14.50  📈 多頭續攻   60.0%                          【EPS連2成長】
   2520.TW                              冠德    1.5    32.05  📈 多頭續攻   50.0%                          【EPS連2成長】
  8416.TWO                              實威    1.5   169.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   6658.TW                              聯策    1.5    69.10  📈 多頭續攻   50.0%                          【EPS連2成長】
  8182.TWO                              加高    1.5    27.15  📈 多頭續攻   50.0%                          【EPS連2成長】
  5548.TWO                              安倉    1.5    25.85  📈 多頭續攻   50.0%                          【EPS連2成長】
  6419.TWO                             京晨科    1.5    82.50  📈 多頭續攻   42.9%           【EPS連2成長 | 營收爆發(37.58%)】
  8074.TWO                              鉅橡    1.5    56.40  📈 多頭續攻   40.0%                          【EPS連2成長】
   2428.TW                              興勤    1.5   157.50  📈 多頭續攻   50.0%                          【EPS連2成長】
  8930.TWO                              青鋼    1.5    32.10  📈 多頭續攻   33.3%                          【EPS連2成長】
   3515.TW                              華擎    1.0   214.50 ☁️ 區間整理   50.0%                           【董監持股增加】
   6625.TW                              必應    1.0    76.80 ☁️ 區間整理   50.0%                           【董監持股增加】
   6916.TW                              華凌    1.0    17.95 ☁️ 區間整理   60.0%                           【董監持股增加】
   2207.TW                             和泰車    1.0   507.00 ☁️ 區間整理    0.0%                           【董監持股增加】
  5309.TWO                             系統電    1.0    60.90 ☁️ 區間整理   66.7%                           【董監持股增加】
  3363.TWO                              上詮    1.0   639.00 ☁️ 區間整理   60.0%                           【董監持股增加】
  6762.TWO                              達亞    1.0   165.00 ☁️ 區間整理   25.0%                           【董監持股增加】
   4915.TW                              致伸    1.0    71.90 ☁️ 區間整理    0.0%                           【董監持股增加】
   3591.TW                             艾笛森    1.0    21.15 ☁️ 區間整理   50.0%                           【董監持股增加】
  4121.TWO                              優盛    1.0    16.25 ☁️ 區間整理   50.0%                           【董監持股增加】
   6931.TW                            青松健康    1.0    50.60 ☁️ 區間整理   50.0%                           【董監持股增加】
   6789.TW                              采鈺    1.0   325.00 ☁️ 區間整理   25.0%                           【董監持股增加】
   6965.TW                           中傑-KY    1.0    85.10 ☁️ 區間整理    0.0%                           【董監持股增加】
  2230.TWO                              泰茂    1.0    31.50 ☁️ 區間整理   42.9%            【營收爆發(88.54%) | 董監持股增加】
   3189.TW                              景碩    1.0   351.50 ☁️ 區間整理   45.5%                           【董監持股增加】
  6865.TWO                            偉康科技    1.0    33.20 ☁️ 區間整理   50.0%                           【董監持股增加】
  4728.TWO                              雙美    1.0   388.50 ☁️ 區間整理   33.3%                           【董監持股增加】
   4906.TW                              正文    1.0    36.60 ☁️ 區間整理   71.4%                           【董監持股增加】
  6596.TWO                            寬宏藝術    1.0   120.00 ☁️ 區間整理   53.3%            【營收爆發(70.77%) | 董監持股增加】
   2010.TW                              春源    1.0    25.55 ☁️ 區間整理   60.0%                           【董監持股增加】
  6146.TWO                              耕興    1.0   196.00 ☁️ 區間整理   62.5%                           【董監持股增加】
   6209.TW                             今國光    1.0    51.80 ☁️ 區間整理  100.0%                           【董監持股增加】
  4161.TWO                             聿新科    1.0    25.40 ☁️ 區間整理   16.7%                           【董監持股增加】
   2836.TW                             高雄銀    1.0    12.15 ☁️ 區間整理    0.0%                           【董監持股增加】
  6667.TWO                             信紘科    1.0   247.00 ☁️ 區間整理   40.0%                           【董監持股增加】
   3338.TW                              泰碩    1.0    60.60 ☁️ 區間整理   57.1%                           【董監持股增加】
  6147.TWO                              頎邦    1.0    77.80 ☁️ 區間整理   42.9%                           【董監持股增加】
  6187.TWO                              萬潤    1.0   939.00 ☁️ 區間整理   61.5%                           【董監持股增加】
   3413.TW                              京鼎    1.0   311.50 ☁️ 區間整理   20.0%                           【董監持股增加】
   1733.TW                              五鼎    1.0    30.00 ☁️ 區間整理    0.0%                           【董監持股增加】
  4538.TWO                             大詠城    1.0    18.75 ☁️ 區間整理   50.0%                           【董監持股增加】
   3008.TW                             大立光    1.0  2210.00 ☁️ 區間整理  100.0%                           【董監持股增加】
   2439.TW                              美律    1.0    85.00 ☁️ 區間整理   50.0%                           【董監持股增加】
   1235.TW                              興泰    1.0    40.35 ☁️ 區間整理   33.3%           【營收爆發(807.67%) | 董監持股增加】
  6578.TWO                            達邦蛋白    1.0    17.70 ☁️ 區間整理   50.0%            【營收爆發(39.97%) | 董監持股增加】
  6624.TWO                             萬年清    0.5    60.40 ☁️ 區間整理    0.0%                 【EPS連2成長 | 董監持股增加】
   6108.TW                              競國    0.5    16.35 ☁️ 區間整理   50.0%          趨勢強勁 / 【EPS連2成長 | ⚠️毛利負值】
   2516.TW                              新建    0.5    14.05 ☁️ 區間整理   42.1%                 【EPS連2成長 | 董監持股增加】
   6919.TW                             康霈*    0.5    85.60 ☁️ 區間整理   20.0%                 【EPS連2成長 | 董監持股增加】
  4157.TWO                          太景*-KY    0.5    11.20 ☁️ 區間整理  100.0%                 【EPS連2成長 | 董監持股增加】
  8342.TWO                              益張    0.5    85.80 ☁️ 區間整理   33.3%                 【EPS連2成長 | 董監持股增加】
   1736.TW                              喬山    0.5   126.50 ☁️ 區間整理   50.0%                 【EPS連2成長 | 董監持股增加】
  3313.TWO                              斐成    0.5    12.80 ☁️ 區間整理   66.7%          趨勢強勁 / 【EPS連2成長 | ⚠️毛利負值】
   2014.TW                              中鴻    0.5    18.80 ☁️ 區間整理   41.7%          趨勢強勁 / 【EPS連2成長 | ⚠️毛利負值】
  6877.TWO                             鏵友益    0.0   116.00 ☁️ 區間整理   12.5%                                   
   2009.TW                             第一銅    0.0    40.35 ☁️ 區間整理   50.0%                     【營收爆發(41.89%)】
   6456.TW                          GIS-KY    0.0    60.50 ☁️ 區間整理   33.3%                                   
  6546.TWO                              正基    0.0    72.60 ☁️ 區間整理   50.0%                                   
 00981A.TW                        主動統一台股增長    0.0    20.92 ☁️ 區間整理   50.0%                            【無財報資料】
   4737.TW                              華廣    0.0    64.90 ☁️ 區間整理   66.7%                                   
   2379.TW                              瑞昱    0.0   489.00 ☁️ 區間整理   55.6%                                   
   6657.TW                              華安    0.0    43.80 ☁️ 區間整理   40.0%                                   
   3717.TW                            聯嘉投控    0.0    21.60 ☁️ 區間整理   50.0%                                   
  1259.TWO                              安心    0.0    59.60 ☁️ 區間整理   33.3%                                   
   2610.TW                              華航    0.0    18.75 ☁️ 區間整理   57.1%                                   
   6799.TW                              來頡    0.0    77.80 ☁️ 區間整理   46.2%                                   
   3005.TW                              神基    0.0   109.50 ☁️ 區間整理   33.3%                                   
   6838.TW                             台新藥    0.0    26.55 ☁️ 區間整理    0.0%                     【營收爆發(120.2%)】
  6126.TWO                              信音    0.0    30.70 ☁️ 區間整理   70.0%                                   
  3259.TWO                              鑫創    0.0    18.35 ☁️ 區間整理   35.0%                                   
   2401.TW                              凌陽    0.0    20.45 ☁️ 區間整理   27.3%                                   
   2603.TW                              長榮    0.0   203.00 ☁️ 區間整理   33.3%                                   
   2436.TW                             偉詮電    0.0    60.50 ☁️ 區間整理   46.2%                                   
   6192.TW                              巨路    0.0   119.50 ☁️ 區間整理   30.0%                                   
   6698.TW                            旭暉應材    0.0    30.85 ☁️ 區間整理   71.4%                                   
  8423.TWO                           保綠-KY    0.0    18.75 ☁️ 區間整理    0.0%                                   
  3218.TWO                             大學光    0.0   131.50 ☁️ 區間整理   31.2%                                   
   6533.TW                             晶心科    0.0   184.00 ☁️ 區間整理   66.7%                                   
 00985A.TW                        主動野村台灣50    0.0    16.46 ☁️ 區間整理   50.0%                            【無財報資料】
   1583.TW                              程泰    0.0    45.00 ☁️ 區間整理   50.0%                                   
   6525.TW                           捷敏-KY    0.0    82.80 ☁️ 區間整理  100.0%                                   
   4919.TW                              新唐    0.0    93.20 ☁️ 區間整理   76.9%                                   
  3213.TWO                              茂訊    0.0    99.20 ☁️ 區間整理   33.3%                                   
   2327.TW                             國巨*    0.0   262.00 ☁️ 區間整理   50.0%                                   
00751B.TWO                      元大AAA至A公司債    0.0    31.68 ☁️ 區間整理   58.3%                            【無財報資料】
   6277.TW                              宏正    0.0    65.40 ☁️ 區間整理   60.0%                                   
   8499.TW                           鼎炫-KY    0.0   256.00 ☁️ 區間整理   50.0%                     【營收爆發(79.89%)】
 00655L.TW CATHAY SECS INV TRUST CO LTD FT    0.0    31.60 ☁️ 區間整理   25.0%                            【無財報資料】
   6949.TW                          沛爾生醫-創    0.0   579.00 ☁️ 區間整理   29.4%                     【營收爆發(61.16%)】
   6112.TW                             邁達特    0.0    44.45 ☁️ 區間整理   75.0%                                   
   2601.TW                              益航    0.0     6.04 ☁️ 區間整理   50.0%                                   
   2408.TW                             南亞科    0.0   225.50 ☁️ 區間整理   58.8%                    【營收爆發(586.71%)】
  5272.TWO                              笙科    0.0    23.95 ☁️ 區間整理   50.0%                                   
   2449.TW                            京元電子    0.0   288.00 ☁️ 區間整理   45.5%                     【營收爆發(41.05%)】
  5443.TWO                              均豪    0.0   104.50 ☁️ 區間整理   12.5%                                   
  8091.TWO                              翔名    0.0   152.00 ☁️ 區間整理  100.0%                                   
  3611.TWO                              鼎翰    0.0   187.50 ☁️ 區間整理   86.7%                                   
   2504.TW                              國產    0.0    37.80 ☁️ 區間整理   20.0%                                   
 00664R.TW                        國泰臺灣加權反1    0.0     2.29 ☁️ 區間整理   50.0%                            【無財報資料】
   2889.TW                             國票金    0.0    16.25 ☁️ 區間整理   50.0%                                   
  3713.TWO                            新晶投控    0.0    17.45 ☁️ 區間整理   83.3%                                   
  3323.TWO                             加百裕    0.0    35.40 ☁️ 區間整理   47.4%                                   
   2231.TW                              為升    0.0   114.00 ☁️ 區間整理   81.8%                                   
  6469.TWO                              大樹    0.0    81.10 ☁️ 區間整理   50.0%                                   
 00980A.TW                        主動野村臺灣優選    0.0    17.69 ☁️ 區間整理   30.0%                            【無財報資料】
   2356.TW                             英業達    0.0    42.95 ☁️ 區間整理   53.8%                                   
  00947.TW                        台新臺灣IC設計    0.0    23.93 ☁️ 區間整理   11.1%                            【無財報資料】
   2397.TW                              友通    0.0    55.50 ☁️ 區間整理   50.0%                                   
  5302.TWO                              太欣    0.0    11.40 ☁️ 區間整理   35.3%                     【營收爆發(69.18%)】
   3702.TW                             大聯大    0.0    95.10 ☁️ 區間整理   56.2%                                   
  3624.TWO                              光頡    0.0    48.10 ☁️ 區間整理  100.0%                                   
  00922.TW                        國泰台灣領袖50    0.0    28.15 ☁️ 區間整理   45.5%                            【無財報資料】
   2406.TW                              國碩    0.0    36.60 ☁️ 區間整理   47.4%                    【營收爆發(159.77%)】
   1795.TW                              美時    0.0   208.50 ☁️ 區間整理   90.0%                    【營收爆發(131.52%)】
 00651R.TW                          復華香港反1    0.0     5.46 ☁️ 區間整理   35.0%                            【無財報資料】
