date,prev_rev_yoy,rev_yoy,eps_yoy,est_price,symbol,pe,gm,advice,price,om,prev_eps,name,eps,prev_year,status,expansion,prev_eps_yoy
2025-12,-0.37,0.46,25.52,-32.400000000000006,3058.TW,0.0,2.21%,⚪ 數據不足,9.6000003815,-20.80%,-0.51,立德,-1.44,2025,🚀 利潤擴張,25.06,59.68
2025-12,2.61,19.96,44.71,-28.049999999999997,6228.TWO,0.0,N/A,⚪ 數據不足,21.5,N/A,-0.69,全譜,-0.47,2025,🚀 利潤擴張,24.75,-7.81
2025-12,31.53,26.97,51.58,160.5,8028.TW,28.878504672897197,N/A,⚠️ 追價風險,309.0,N/A,3.08,昇陽半導體,4.37,2025,🚀 利潤擴張,24.61,81.07
2025-12,14.41,15.02,39.41,499.49999999999994,6782.TW,5.8858858858858865,N/A,💎 強力關注,196.0,N/A,10.1,視陽,14.08,2025,🚀 利潤擴張,24.389999999999997,24.08
2025-12,-15.17,-33.62,-9.3,14.7,8176.TWO,10.408163070714286,N/A,💎 強力關注,10.1999998093,N/A,0.33,智捷,0.4,2025,🌑 雙重衰退,24.319999999999997,557.14
2025-12,0.21,1.95,25.86,24.45,8423.TWO,10.950920479447854,N/A,💎 強力關注,17.8500003815,N/A,0.49,保綠-KY,0.73,2025,🚀 利潤擴張,23.91,28.95
2025-12,-52.22,-61.92,-38.16,-78.00000000000001,6872.TWO,0.0,N/A,⚪ 數據不足,16.7999992371,N/A,-1.54,浩宇生醫,-2.14,2025,🌑 雙重衰退,23.760000000000005,-17.19
2025-12,2.21,-1.66,22.0,31.349999999999998,3296.TW,10.071769969904306,19.21%,💎 強力關注,21.0499992371,1.75%,0.69,勝德,0.61,2025,🧐 疑業外收益,23.66,6800.0
2025-12,-18.74,-20.15,3.51,15.75,1410.TW,24.095237368666666,31.89%,⚠️ 追價風險,25.2999992371,4.46%,0.41,南染,0.58,2025,🧐 疑業外收益,23.659999999999997,0.0
2025-12,-8.13,-20.4,3.03,-78.30000000000001,3672.TWO,0.0,28.80%,⚪ 數據不足,11.8999996185,-34.01%,-1.5,康聯訊,-2.25,2025,🧐 疑業外收益,23.43,33.88
2025-12,-8.43,9.99,33.33,-45.3,5484.TW,0.0,N/A,⚪ 數據不足,54.7000007629,N/A,-0.69,慧友,-0.6,2025,🚀 利潤擴張,23.339999999999996,2.82
2025-12,-15.17,-14.47,8.85,42.599999999999994,2910.TW,7.552817170035212,87.61%,💎 強力關注,21.4500007629,51.79%,0.9,統領,1.23,2025,🏰 高護城河,23.32,8.43
2025-12,-4.12,-4.14,18.87,-16.2,1626.TW,0.0,20.74%,⚪ 數據不足,10.0500001907,-2.32%,-0.3,艾美特-KY,-0.86,2025,🧐 疑業外收益,23.01,53.13
2025-12,13.41,9.65,32.45,159.75,6170.TWO,4.910798050431925,N/A,💎 強力關注,52.2999992371,N/A,3.38,統振,4.49,2025,🚀 利潤擴張,22.800000000000004,78.84
2025-12,39.34,29.61,52.37,207.0,4442.TWO,3.731884057971014,27.73%,💎 強力關注,51.5,10.88%,3.98,竣邦-KY,5.23,2025,🚀 利潤擴張,22.759999999999998,81.37
2025-12,18.12,9.13,31.82,-5.7,2913.TW,0.0,40.70%,⚪ 數據不足,11.0,-7.01%,-0.11,農林,-0.15,2025,🚀 利潤擴張,22.689999999999998,35.29
2025-12,0.12,1.91,24.55,0.0,6907.TWO,0.0,N/A,⚪ 數據不足,142.5,N/A,1.38,雅特力-KY,2.08,2025,🚀 利潤擴張,22.64,56.82
2025-12,26.18,29.17,51.69,1242.0000000000002,7750.TW,26.751207729468597,N/A,⚠️ 追價風險,2215.0,N/A,22.8,新代,35.12,2025,🚀 利潤擴張,22.519999999999996,21.35
2025-12,7.7,5.0,27.34,64.35,1733.TW,6.678321589393939,30.15%,💎 強力關注,28.6499996185,7.57%,1.13,五鼎,1.63,2025,🚀 利潤擴張,22.34,25.56
2025-12,38.83,38.81,60.88,218.7,6591.TW,3.991769599650206,N/A,💎 強力關注,58.2000007629,N/A,4.65,動力-KY,5.37,2025,🚀 利潤擴張,22.07,74.3
2025-12,26.88,23.39,45.42,148.65,3694.TW,6.347124271029264,15.30%,💎 強力關注,62.9000015259,3.72%,3.27,海華,4.03,2025,🚀 利潤擴張,22.03,51.89
2025-12,9.42,2.45,24.44,18.6,2032.TW,14.354838094435484,6.08%,✅ 穩健價值,17.7999992371,2.25%,0.37,新鋼,0.56,2025,🚀 利潤擴張,21.990000000000002,12.12
2025-12,-3.77,2.94,24.88,383.3999999999999,1256.TW,7.1205007824726145,24.61%,💎 強力關注,182.0,6.32%,9.32,鮮活果汁-KY,11.19,2025,🚀 利潤擴張,21.939999999999998,13.52
2025-12,21.52,18.61,40.52,329.1,2211.TW,4.2206015712898814,25.25%,💎 強力關注,92.5999984741,19.61%,7.36,長榮鋼,8.6,2025,🚀 利潤擴張,21.910000000000004,46.61
2025-12,55.74,51.62,73.18,993.9000000000001,6805.TW,29.429520072441893,N/A,⚠️ 追價風險,1950.0,N/A,20.04,富世達,31.0,2025,🚀 利潤擴張,21.56000000000001,68.69
2025-12,-51.12,-62.05,-40.62,-163.35,6550.TW,0.0,N/A,⚪ 數據不足,13.1499996185,N/A,-2.91,北極星藥業-KY,-5.1,2025,🌑 雙重衰退,21.43,-31.08
2025-12,10.85,9.94,31.02,-60.300000000000004,4128.TWO,0.0,42.56%,⚪ 數據不足,15.0,-18.87%,-1.23,中天,-1.29,2025,🚀 利潤擴張,21.08,8.21
2025-12,17.61,19.58,40.61,100.80000000000001,5607.TW,7.827380725312499,N/A,💎 強力關注,52.5999984741,N/A,2.13,遠雄港,2.77,2025,🚀 利潤擴張,21.03,41.06
2025-12,-1.08,5.45,26.43,134.25000000000003,6967.TWO,7.765363128491619,N/A,💎 強力關注,69.5,N/A,2.87,汎瑋材料,4.02,2025,🚀 利潤擴張,20.98,14.98
2025-12,20.43,19.12,39.69,-78.60000000000001,6217.TWO,0.0,N/A,⚪ 數據不足,251.5,N/A,-1.31,中探針,-1.65,2025,🚀 利潤擴張,20.569999999999997,10.71
2025-12,-39.92,-55.31,-34.98,185.99999999999997,6212.TWO,2.298387096774194,N/A,💎 強力關注,28.5,N/A,3.26,理銘,3.96,2025,🌑 雙重衰退,20.330000000000005,59.8
2025-12,42.84,37.15,57.43,171.75,6203.TWO,6.11353711790393,N/A,💎 強力關注,70.0,N/A,3.28,海韻電,5.51,2025,🚀 利潤擴張,20.28,26.15
2025-12,6.38,6.56,26.76,120.6,6799.TW,11.181592229589553,N/A,💎 強力關注,89.9000015259,N/A,2.29,來頡,3.7,2025,🚀 利潤擴張,20.200000000000003,5.14
2025-12,23.84,12.25,32.41,-48.449999999999996,4577.TWO,0.0,23.60%,⚪ 數據不足,94.3000030518,7.93%,-0.92,達航科技,-0.73,2025,🚀 利潤擴張,20.159999999999997,35.66
2025-12,20.49,20.33,40.48,204.3,6870.TWO,22.13656387665198,N/A,⚠️ 追價風險,301.5,N/A,4.38,騰雲,7.08,2025,🚀 利潤擴張,20.15,64.04
2025-12,12.88,12.43,32.55,270.15,5234.TW,21.73792337590228,N/A,⚪ 中性觀察,391.5,N/A,5.33,達興材料,7.37,2025,🚀 利潤擴張,20.119999999999997,39.9
2025-12,-2.98,-3.19,16.48,18.6,4973.TWO,141.93548387096774,N/A,⚠️ 追價風險,176.0,N/A,-0.17,廣穎,2.11,2025,🔄 轉虧為盈,19.67,-108.72
2025-12,22.11,19.41,38.78,25.2,6259.TWO,16.130952608035713,N/A,⚪ 中性觀察,27.1000003815,N/A,0.45,百徽,0.7,2025,🚀 利潤擴張,19.37,15.38
2025-12,12.18,7.45,26.8,37.199999999999996,2516.TW,5.241935483870969,6.67%,💎 強力關注,13.0,4.30%,0.57,新建,1.23,2025,🚀 利潤擴張,19.35,-5.0
2025-12,-0.82,0.27,19.51,70.19999999999999,1259.TWO,12.329059992072649,23.02%,✅ 穩健價值,57.7000007629,0.36%,1.03,安心,2.45,2025,🚀 利潤擴張,19.240000000000002,-53.6
2025-12,2.3,-2.17,16.9,-25.200000000000003,8067.TWO,0.0,N/A,⚪ 數據不足,13.8500003815,N/A,0.02,志旭,-0.59,2025,🧐 疑業外收益,19.07,110.53
2025-12,2.36,-1.12,17.15,-74.85,6431.TW,0.0,N/A,⚪ 數據不足,17.6000003815,N/A,-1.44,光麗-KY,-2.07,2025,🧐 疑業外收益,18.27,11.69
2025-12,-31.52,-33.25,-15.31,-315.75,8444.TWO,0.0,N/A,⚪ 數據不足,4.5199999809,N/A,-5.84,綠河-KY,-10.06,2025,🌑 雙重衰退,17.939999999999998,-22.62
2025-12,26.94,13.44,31.15,205.5,3450.TW,37.00729927007299,26.67%,⚠️ 追價風險,507.0,15.62%,3.48,聯鈞,5.01,2025,🚀 利潤擴張,17.71,91.21
2025-12,-0.63,0.19,17.57,-20.55,4147.TWO,0.0,28.91%,⚪ 數據不足,55.0,-58.34%,-0.36,中裕,-0.61,2025,🚀 利潤擴張,17.38,-20.0
2025-12,-5.96,-5.34,12.0,65.99999999999999,2477.TW,5.113636363636364,N/A,💎 強力關注,22.5,N/A,1.58,美隆電,1.68,2025,🧐 疑業外收益,17.34,15.33
2025-12,0.76,-2.98,14.36,87.30000000000001,2221.TWO,7.457044935721649,20.63%,💎 強力關注,43.4000015259,8.37%,1.72,大甲,2.31,2025,🧐 疑業外收益,17.34,28.36
2025-12,27.79,27.72,45.05,276.3,2421.TW,8.686210640608033,32.82%,💎 強力關注,160.0,16.47%,5.65,建準,7.94,2025,🚀 利潤擴張,17.33,45.85
2025-12,13.75,-3.04,13.93,583.0500000000001,6187.TWO,29.071263184975557,N/A,⚠️ 追價風險,1130.0,N/A,12.1,萬潤,15.46,2025,🧐 疑業外收益,16.97,29.69
2025-12,11.11,5.66,22.61,93.14999999999999,7547.TWO,9.871175400499197,N/A,💎 強力關注,61.2999992371,N/A,2.13,碩網,2.65,2025,🚀 利潤擴張,16.95,41.18
2025-12,8.92,7.68,24.54,277.35,2472.TW,20.1460248783126,32.60%,⚪ 中性觀察,372.5,21.55%,5.19,立隆電,8.73,2025,🚀 利潤擴張,16.86,4.85
2025-12,71.04,15.15,31.78,45.15,8034.TWO,7.757475209800665,N/A,💎 強力關注,23.3500003815,N/A,1.09,榮群,1.42,2025,🚀 利潤擴張,16.630000000000003,208.57
2025-12,28.4,15.92,32.54,128.25,5515.TW,4.853801169590643,N/A,💎 強力關注,41.5,N/A,2.91,建國,4.48,2025,🚀 利潤擴張,16.619999999999997,20.75
2025-12,-7.87,0.05,16.56,111.75,2851.TW,4.966442953020134,24.99%,💎 強力關注,37.0,21.14%,2.0,中再保,3.66,2025,🚀 利潤擴張,16.509999999999998,-23.95
2025-12,43.83,25.06,41.55,-66.3,3593.TW,0.0,-4.13%,⚪ 數據不足,16.4500007629,-22.91%,-1.8,力銘,-1.4,2025,🚀 利潤擴張,16.49,7.69
2025-12,-3.22,-3.47,12.64,288.0,8436.TWO,6.197916666666667,N/A,💎 強力關注,119.0,N/A,5.89,大江,8.68,2025,🧐 疑業外收益,16.11,16.0
2025-12,23.74,25.86,41.92,2283.9,2357.TW,5.582556153947195,15.94%,💎 強力關注,850.0,4.63%,44.63,華碩,59.99,2025,🚀 利潤擴張,16.060000000000002,11.41
2025-12,34.44,27.06,43.01,193.04999999999998,4979.TWO,43.51204351204351,N/A,⚠️ 追價風險,560.0,N/A,3.73,華星光,5.43,2025,🚀 利潤擴張,15.95,37.64
2025-12,12.07,12.31,28.24,71.25,1593.TWO,6.663157814421052,31.32%,💎 強力關注,31.6499996185,10.89%,1.28,祺驊,2.18,2025,🚀 利潤擴張,15.929999999999998,26.73
2025-12,22.1,39.69,55.56,-8.85,5302.TWO,0.0,N/A,⚪ 數據不足,11.1000003815,N/A,-0.2,太欣,-0.12,2025,🚀 利潤擴張,15.870000000000005,0.0
2025-12,95.06,79.86,95.65,-8.85,6969.TW,0.0,N/A,⚪ 數據不足,27.25,N/A,-0.24,成信實業*-創,-0.09,2025,🚀 利潤擴張,15.790000000000006,87.3
2025-12,19.64,19.09,34.88,-41.099999999999994,3234.TWO,0.0,8.38%,⚪ 數據不足,124.5,-32.45%,-0.94,光環,-1.4,2025,🚀 利潤擴張,15.790000000000003,45.03
2025-12,7.92,8.39,24.18,308.85,3711.TW,27.63477416221467,19.52%,⚠️ 追價風險,569.0,9.94%,5.99,日月光投控,9.37,2025,🚀 利潤擴張,15.79,11.64
2025-12,12.53,10.54,26.25,0.0,1799.TWO,0.0,41.11%,⚪ 數據不足,0.0,-18.36%,-0.35,易威,-0.59,2025,🚀 利潤擴張,15.71,44.44
2025-12,12.2,1.16,16.81,-49.95,6124.TWO,0.0,N/A,⚪ 數據不足,32.7999992371,N/A,-0.86,業強,-0.99,2025,🚀 利潤擴張,15.649999999999999,-22.86
2025-12,41.37,59.96,75.21,653.4000000000001,5289.TWO,45.68411386593205,N/A,⚠️ 追價風險,1990.0,N/A,12.46,宜鼎,21.72,2025,🚀 利潤擴張,15.249999999999993,33.7
2025-12,4.13,5.54,20.66,101.85,2423.TW,11.3696608171134,51.76%,💎 強力關注,77.1999969482,18.42%,2.0,固緯,2.92,2025,🏰 高護城河,15.120000000000001,26.58
2025-12,12.72,-0.4,14.63,-15.449999999999998,6222.TWO,0.0,N/A,⚪ 數據不足,20.3999996185,N/A,-0.31,立軒,-0.4,2025,🧐 疑業外收益,15.030000000000001,16.13
2025-12,36.39,31.61,46.42,2344.0499999999997,2330.TW,14.750111985665837,62.33%,✅ 穩健價值,2305.0,54.00%,46.75,台積電,66.26,2025,🏰 高護城河,14.810000000000002,51.8
2025-12,4.39,2.77,17.48,111.75000000000001,6509.TWO,6.637583995020133,N/A,💎 強力關注,49.4500007629,N/A,2.35,聚和,2.87,2025,🚀 利潤擴張,14.71,9.22
2025-12,-0.96,-2.79,11.54,0.0,6722.TW,0.0,N/A,⚪ 數據不足,38.7000007629,N/A,2.02,輝創,2.9,2025,🧐 疑業外收益,14.329999999999998,-11.4
2025-12,-5.83,-6.25,8.0,58.8,1225.TW,7.678571525892857,10.74%,💎 強力關注,30.1000003815,5.38%,1.12,福懋油,1.62,2025,🧐 疑業外收益,14.25,-6.67
2025-12,15.97,-2.37,11.76,0.0,6614.TW,0.0,N/A,⚪ 數據不足,39.9000015259,N/A,0.87,資拓宏宇,2.08,2025,🧐 疑業外收益,14.129999999999999,163.64
2025-12,32.44,30.15,44.26,0.0,7738.TWO,0.0,N/A,⚪ 數據不足,169.5,N/A,11.58,東聯互動,14.61,2025,🚀 利潤擴張,14.11,75.19
2025-12,15.28,16.1,30.18,315.59999999999997,1560.TW,31.606463878327,34.18%,⚠️ 追價風險,665.0,15.49%,6.02,中砂,9.28,2025,🚀 利潤擴張,14.079999999999998,9.71
2025-12,-34.55,42.16,56.1,31.95,5864.TWO,21.924882987276995,N/A,⚪ 中性觀察,46.7000007629,N/A,1.17,致和證,2.56,2025,🚀 利潤擴張,13.940000000000005,-53.39
2025-12,-5.79,-0.76,13.14,86.25,8048.TWO,11.217391304347826,N/A,💎 強力關注,64.5,N/A,1.67,德勝,2.67,2025,🧐 疑業外收益,13.9,5.03
2025-12,-3.98,11.98,25.87,47.55,3703.TW,6.766561754858045,13.84%,💎 強力關注,21.4500007629,7.24%,0.92,欣陸,1.8,2025,🚀 利潤擴張,13.89,-42.14
2025-12,-19.16,0.42,14.29,-7.199999999999999,6225.TW,0.0,N/A,⚪ 數據不足,23.8999996185,N/A,-0.19,天瀚,-0.06,2025,🚀 利潤擴張,13.87,-375.0
2025-12,11.53,7.36,21.15,88.20000000000002,5457.TWO,5.110544087942176,N/A,💎 強力關注,30.0499992371,N/A,1.54,宣德,2.77,2025,🚀 利潤擴張,13.79,-11.11
2025-12,13.69,14.52,28.3,24.45,2836.TW,7.576687350613497,89.95%,💎 強力關注,12.3500003815,32.37%,0.49,高雄銀,0.68,2025,🏰 高護城河,13.780000000000001,28.21
2025-12,-17.76,-23.43,-9.8,-76.95,2007.TW,0.0,-29.22%,⚪ 數據不足,7.5199999809,-33.95%,-1.54,燁興,-2.24,2025,🌑 雙重衰退,13.629999999999999,0.0
2025-12,-2.39,8.58,22.08,215.39999999999998,6727.TWO,32.590529247910865,N/A,⚠️ 追價風險,468.0,N/A,4.14,亞泰金屬,6.8,2025,🚀 利潤擴張,13.499999999999998,-7.17
2025-12,6.34,-2.6,10.87,47.25000000000001,3704.TW,15.507936023523808,30.58%,✅ 穩健價值,48.8499984741,1.57%,1.13,合勤控,1.56,2025,🧐 疑業外收益,13.469999999999999,633.33
2025-12,41.28,30.88,44.34,0.0,6272.TW,0.0,N/A,⚪ 數據不足,37.25,N/A,2.94,驊陞,3.43,2025,🚀 利潤擴張,13.460000000000004,137.1
2025-12,-4.71,-6.83,6.63,-262.95000000000005,4927.TW,0.0,-13.35%,⚪ 數據不足,54.5999984741,-27.74%,-4.9,泰鼎-KY,-8.65,2025,🧐 疑業外收益,13.46,31.27
2025-12,-3.72,-2.8,10.59,846.5999999999999,6414.TW,7.104890148830617,N/A,💎 強力關注,401.0,N/A,17.04,樺漢,23.26,2025,🧐 疑業外收益,13.39,28.02
2025-12,23.91,34.56,47.62,0.0,7810.TWO,0.0,N/A,⚪ 數據不足,207.5,N/A,3.21,捷創科技,6.25,2025,🚀 利潤擴張,13.059999999999995,56.59
2025-12,9.61,12.22,25.0,13.05,6603.TWO,25.68965561091954,N/A,⚠️ 追價風險,22.3500003815,N/A,0.27,富強鑫,0.61,2025,🚀 利潤擴張,12.78,-35.71
2025-12,33.28,38.99,51.64,288.0,6625.TW,3.8906248410520834,N/A,💎 強力關注,74.6999969482,N/A,6.5,必應,9.13,2025,🚀 利潤擴張,12.649999999999999,68.94
2025-12,4.44,5.25,17.71,124.20000000000002,8103.TW,12.077294685990337,N/A,✅ 穩健價值,100.0,N/A,2.47,瀚荃,3.92,2025,🚀 利潤擴張,12.46,2.54
2025-12,4.46,4.87,17.23,180.29999999999998,2313.TW,22.96173044925125,18.70%,⚠️ 追價風險,276.0,10.97%,3.61,華通,5.51,2025,🚀 利潤擴張,12.36,9.06
2025-12,13.82,9.96,22.25,449.54999999999995,8416.TWO,6.056056056056057,N/A,💎 強力關注,181.5,N/A,8.34,實威,13.46,2025,🚀 利潤擴張,12.29,24.85
2025-12,15.92,6.95,19.21,87.44999999999999,2356.TW,12.109776753704978,5.21%,✅ 穩健價值,70.5999984741,1.48%,1.85,英業達,2.42,2025,🚀 利潤擴張,12.260000000000002,35.04
2025-12,71.69,82.32,94.5,44.25,3379.TWO,12.898304826135593,13.52%,✅ 穩健價值,38.0499992371,7.02%,0.5,彬台,2.12,2025,🚀 利潤擴張,12.180000000000007,100.0
2025-12,52.48,40.64,52.82,3595.8,5274.TWO,74.4827298514934,N/A,⚠️ 追價風險,17855.0,N/A,72.23,信驊,103.92,2025,🚀 利潤擴張,12.18,67.72
2025-12,56.94,55.14,66.99,186.0,5206.TWO,1.830645222814516,N/A,💎 強力關注,22.7000007629,N/A,3.69,坤悅,3.44,2025,🚀 利潤擴張,11.849999999999994,61.14
2025-12,10.09,6.36,18.15,111.9,2013.TW,5.730563002680965,4.40%,💎 強力關注,42.75,2.40%,2.27,中鋼構,3.19,2025,🚀 利潤擴張,11.79,13.5
2025-12,-35.17,-9.99,1.75,-48.6,4142.TW,0.0,49.56%,⚪ 數據不足,17.6000003815,23.11%,-1.09,國光生,-0.57,2025,🧐 疑業外收益,11.74,-137.78
2025-12,27.65,30.08,41.67,374.69999999999993,2449.TW,11.649319455564452,37.66%,💎 強力關注,291.0,28.21%,7.17,京元電子,9.01,2025,🚀 利潤擴張,11.590000000000003,52.55
2025-12,-12.49,1.59,13.14,29.849999999999998,6016.TWO,14.72361770708543,N/A,✅ 穩健價值,29.2999992371,N/A,1.11,康和證,1.98,2025,🚀 利潤擴張,11.55,-23.97
2025-12,-39.2,-31.79,-20.55,-99.60000000000001,3055.TW,0.0,16.83%,⚪ 數據不足,87.8000030518,-125.48%,-1.73,蔚華科,-2.68,2025,🌑 雙重衰退,11.239999999999998,-19.72
2025-12,19.97,19.97,31.09,610.05,6788.TWO,11.581017949348416,N/A,💎 強力關注,471.0,N/A,12.09,華景電,17.36,2025,🚀 利潤擴張,11.120000000000001,34.48
2025-12,4.12,4.4,15.38,41.1,8074.TWO,27.153285228430654,N/A,⚠️ 追價風險,74.4000015259,N/A,0.81,鉅橡,1.35,2025,🚀 利潤擴張,10.98,-10.99
2025-12,49.83,54.05,64.8,656.4,2368.TW,34.1636197440585,33.66%,⚠️ 追價風險,1495.0,24.30%,13.61,金像電,19.47,2025,🚀 利潤擴張,10.75,50.06
2025-12,11.61,11.54,21.94,717.1500000000001,3044.TW,10.458063166701526,25.47%,💎 強力關注,500.0,17.08%,14.75,健鼎,19.45,2025,🚀 利潤擴張,10.400000000000002,25.96
2025-12,25.51,19.94,30.21,41.85,2468.TW,15.448028126917562,11.41%,✅ 穩健價值,43.0999984741,4.34%,0.77,華經,1.25,2025,🚀 利潤擴張,10.27,32.76
2025-12,-70.82,-90.93,-80.68,1.1999999999999993,2527.TW,438.12499046375024,61.03%,⚠️ 追價風險,35.0499992371,12.48%,0.6,宏璟,0.93,2025,🏰 高護城河,10.25,-55.04
2025-12,-6.62,-5.32,4.73,0.0,1218.TW,0.0,16.49%,⚪ 數據不足,0.0,2.59%,1.07,泰山,1.59,2025,🧐 疑業外收益,10.05,-16.8
2025-12,19.83,22.78,32.83,402.59999999999997,3036.TW,9.314456035767513,3.74%,💎 強力關注,250.0,1.75%,8.11,文曄,11.61,2025,🚀 利潤擴張,10.049999999999997,41.71
2025-12,20.14,20.3,30.29,384.15,3357.TWO,11.636079656384226,28.44%,✅ 穩健價值,298.0,14.20%,7.84,臺慶科,10.26,2025,🚀 利潤擴張,9.989999999999998,58.06
2025-12,22.45,29.32,39.18,123.75,3257.TW,6.787878787878788,45.11%,✅ 穩健價值,56.0,18.06%,2.65,虹冠電,3.42,2025,🚀 利潤擴張,9.86,26.19
2025-12,15.61,20.44,30.06,79.95,2884.TW,6.416510462082551,91.14%,✅ 穩健價值,34.2000007629,40.48%,1.62,玉山金,2.12,2025,🏰 高護城河,9.619999999999997,23.66
2025-12,-27.03,-34.37,-25.0,3.3,1471.TW,50.45454718863636,5.75%,⚠️ 追價風險,11.1000003815,-72.91%,-0.05,首利,0.03,2025,🔄 轉虧為盈,9.369999999999997,-117.24
2025-12,-2.5,-3.84,5.37,232.95,2006.TW,4.301352418016743,15.94%,✅ 穩健價值,66.8000030518,10.83%,4.55,東和鋼鐵,6.47,2025,🧐 疑業外收益,9.21,-0.44
2025-12,21.32,22.89,31.94,453.15000000000003,6138.TWO,10.294604435617345,N/A,✅ 穩健價值,311.0,N/A,9.27,茂達,13.04,2025,🚀 利潤擴張,9.05,24.31
2025-12,1.87,4.06,13.1,68.39999999999999,2880.TW,7.774122974320175,97.25%,✅ 穩健價值,35.4500007629,45.93%,1.43,華南金,1.9,2025,🏰 高護城河,9.04,10.0
2025-12,5.88,-2.54,6.41,-7.05,6928.TW,0.0,N/A,⚪ 數據不足,44.5,N/A,-0.1,攸泰科技,-0.73,2025,🧐 疑業外收益,8.95,79.17
2025-12,-6.16,-5.88,2.44,32.55,5381.TWO,15.299539522073731,N/A,✅ 穩健價值,33.2000007629,N/A,0.65,光譜,0.72,2025,🧐 疑業外收益,8.32,12.28
2025-12,3.98,2.6,10.9,383.4,5520.TWO,3.247261345852895,N/A,✅ 穩健價值,83.0,N/A,7.92,力泰,9.97,2025,🚀 利潤擴張,8.3,17.13
2025-12,8.04,7.41,15.65,-39.300000000000004,4804.TWO,0.0,-7.81%,⚪ 數據不足,3.2699999809,-65.06%,-0.65,大略-KY,-1.54,2025,🚀 利潤擴張,8.24,55.65
2025-12,12.82,-0.56,7.5,118.8,6470.TWO,6.25,N/A,✅ 穩健價值,49.5,N/A,2.27,宇智,3.87,2025,🧐 疑業外收益,8.06,14.07
2025-12,-8.2,-3.78,4.25,290.85,5478.TWO,5.440948942753996,N/A,✅ 穩健價值,105.5,N/A,5.84,智冠,7.93,2025,🧐 疑業外收益,8.03,-5.4
2025-12,19.58,20.92,28.92,74.1,2329.TW,11.376518373056681,15.35%,✅ 穩健價值,56.2000007629,8.19%,1.41,華泰,2.45,2025,🚀 利潤擴張,8.0,-2.16
2025-12,52.19,42.0,49.96,1360.5,3653.TW,43.384785005512676,41.25%,⚠️ 追價風險,3935.0,31.26%,26.92,健策,36.75,2025,🚀 利潤擴張,7.960000000000001,62.75
2025-12,40.71,31.04,38.68,690.6,3611.TWO,4.148566463944396,32.53%,✅ 穩健價值,191.0,8.38%,13.9,鼎翰,19.63,2025,🚀 利潤擴張,7.640000000000001,23.16
2025-12,17.89,15.91,23.44,121.2,5212.TWO,5.816831683168317,N/A,✅ 穩健價值,47.0,N/A,2.82,凌網,4.74,2025,🚀 利潤擴張,7.530000000000001,-1.4
2025-12,15.97,18.23,25.64,59.1,3290.TWO,13.705583756345177,30.40%,✅ 穩健價值,54.0,14.85%,1.22,東浦,2.02,2025,🚀 利潤擴張,7.41,-0.64
2025-12,1.3,-0.93,6.35,-45.89999999999999,3511.TWO,0.0,15.28%,⚪ 數據不足,24.7999992371,-5.62%,-1.0,矽瑪,-1.18,2025,🧐 疑業外收益,7.279999999999999,11.5
2025-12,-0.21,-2.83,4.35,25.95,1605.TW,21.09826589595376,4.90%,⚪ 中性觀察,36.5,-1.88%,0.52,華新,0.75,2025,🧐 疑業外收益,7.18,-41.67
2025-12,30.93,39.37,46.52,1659.9,2404.TW,10.753659859027652,17.19%,✅ 穩健價值,1190.0,13.88%,34.07,漢唐,48.08,2025,🚀 利潤擴張,7.150000000000006,52.4
2025-12,5.39,5.01,12.1,241.20000000000002,3026.TW,41.10696517412935,17.62%,⚠️ 追價風險,661.0,5.81%,4.75,禾伸堂,6.58,2025,🚀 利潤擴張,7.09,5.79
2025-12,7.66,6.1,13.09,395.85,8279.TWO,3.7514209928003033,N/A,✅ 穩健價值,99.0,N/A,8.62,生展,10.02,2025,🚀 利潤擴張,6.99,28.46
2025-12,23.16,21.11,28.09,239.70000000000002,2301.TW,14.017521902377972,21.72%,✅ 穩健價值,224.0,10.49%,4.94,光寶科,6.64,2025,🚀 利潤擴張,6.98,28.23
2025-12,-7.37,-10.2,-3.49,52.5,6662.TWO,8.485714503685715,N/A,✅ 穩健價值,29.7000007629,N/A,0.99,樂斯科,1.66,2025,🌑 雙重衰退,6.709999999999999,3.13
2025-12,0.48,0.59,7.2,45.3,3652.TW,11.092715231788079,32.08%,✅ 穩健價值,33.5,2.52%,0.94,精聯,1.34,2025,🚀 利潤擴張,6.61,10.59
2025-12,3.26,3.7,10.11,122.85000000000002,5876.TW,5.207570393882784,N/A,✅ 穩健價值,42.6500015259,N/A,2.56,上海商銀,3.06,2025,🚀 利潤擴張,6.409999999999999,17.51
2025-12,38.55,-3.41,2.97,-168.45000000000002,6706.TW,0.0,N/A,⚪ 數據不足,176.5,N/A,-3.69,惠特,-3.92,2025,🧐 疑業外收益,6.380000000000001,7.98
2025-12,29.4,12.29,18.59,355.8,8069.TWO,8.49494097807757,N/A,✅ 穩健價值,201.5,N/A,8.17,元太,9.14,2025,🚀 利潤擴張,6.300000000000001,75.65
2025-12,-15.54,-8.29,-2.0,327.6,6703.TWO,5.128205128205128,N/A,✅ 穩健價值,112.0,N/A,5.77,軒郁,9.9,2025,🌑 雙重衰退,6.289999999999999,-23.43
2025-12,-0.93,-5.76,0.5,81.89999999999999,4532.TW,4.468864398992675,17.17%,✅ 穩健價值,24.3999996185,6.80%,1.5,瑞智,2.05,2025,🧐 疑業外收益,6.26,2.8
