股號,名稱,收盤價,隔日勝率%,累積獲利%,交易次數,目前ATR,目前狀態,專家分析原因
3006.TW,晶豪科,161.00,100.00,-15.76,2,10.61,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 161.50，建議耐心等待突破。
1442.TW,名軒,30.10,66.67,-11.89,5,1.10,持股中,📈 趨勢續強。目前防禦位設於 25.23，與現價緩衝空間為 16.2%。
3376.TW,新日興,224.00,40.00,-0.20,9,11.21,持股中,📈 趨勢續強。目前防禦位設於 209.50，與現價緩衝空間為 6.5%。
1303.TW,南亞,88.40,60.00,-31.57,9,5.49,持股中,📈 趨勢續強。目前防禦位設於 86.60，與現價緩衝空間為 2.0%。
00715L.TW,期街口S&P布蘭特油正2,46.21,0.00,0.00,0,4.81,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
8349.TWO,�矬�,44.25,80.00,-1.75,9,1.51,持股中,📈 趨勢續強。目前防禦位設於 43.85，與現價緩衝空間為 0.9%。
2633.TW,台灣高鐵,26.70,0.00,-3.66,3,0.41,持股中,📈 趨勢續強。目前防禦位設於 26.70，與現價緩衝空間為 0.0%。
4530.TWO,宏易,28.40,16.67,-8.90,11,1.24,持股中,📈 趨勢續強。目前防禦位設於 28.00，與現價緩衝空間為 1.4%。
00760B.TWO,復華新興企業債,54.30,0.00,-4.25,7,0.29,持股中,📈 趨勢續強。目前防禦位設於 54.05，與現價緩衝空間為 0.5%。
8931.TWO,大汽電,42.40,66.67,-11.64,5,0.88,持股中,📈 趨勢續強。目前防禦位設於 40.66，與現價緩衝空間為 4.1%。
1441.TW,大東,11.80,50.00,5.06,3,0.29,持股中,📈 趨勢續強。目前防禦位設於 9.84，與現價緩衝空間為 16.6%。
6654.TWO,天正國際,88.00,57.14,-6.61,14,2.04,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 88.00，建議耐心等待突破。
3693.TWO,營邦,704.00,0.00,0.00,0,47.79,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
1295.TWO,生合,59.50,0.00,-4.30,1,2.01,持股中,📈 趨勢續強。目前防禦位設於 57.26，與現價緩衝空間為 3.8%。
6290.TWO,良維,266.50,53.33,40.09,29,15.21,持股中,📈 趨勢續強。目前防禦位設於 230.00，與現價緩衝空間為 13.7%。
2543.TW,皇昌,52.30,60.00,6.87,10,1.58,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 59.70，建議耐心等待突破。
1762.TW,中化生,28.65,70.00,-1.57,19,0.65,建議買入,🚀 今日收盤 28.65 突破關鍵高點 25.40，啟動波段漲勢。
2388.TW,威盛,72.80,0.00,31.36,3,3.56,持股中,📈 趨勢續強。目前防禦位設於 51.60，與現價緩衝空間為 29.1%。
6234.TWO,高僑,34.80,66.67,4.53,5,1.66,持股中,📈 趨勢續強。目前防禦位設於 28.20，與現價緩衝空間為 19.0%。
3360.TWO,尚立,14.40,60.00,-1.16,9,0.38,持股中,📈 趨勢續強。目前防禦位設於 13.47，與現價緩衝空間為 6.4%。
1256.TW,鮮活果汁-KY,165.50,50.00,0.73,3,4.96,持股中,📈 趨勢續強。目前防禦位設於 142.32，與現價緩衝空間為 14.0%。
3260.TWO,威剛,393.50,55.56,28.18,17,27.39,持股中,📈 趨勢續強。目前防禦位設於 388.00，與現價緩衝空間為 1.4%。
3673.TW,TPK-KY,69.80,66.67,54.98,5,4.50,持股中,📈 趨勢續強。目前防禦位設於 43.20，與現價緩衝空間為 38.1%。
2035.TWO,唐榮,28.00,33.33,-11.68,5,0.22,持股中,📈 趨勢續強。目前防禦位設於 28.00，與現價緩衝空間為 0.0%。
6418.TWO,詠昇,29.90,33.33,-18.73,5,1.15,建議買入,🚀 今日收盤 29.90 突破關鍵高點 29.75，啟動波段漲勢。
5230.TWO,雷笛克光學,18.50,33.33,-15.61,5,0.71,持股中,📈 趨勢續強。目前防禦位設於 15.80，與現價緩衝空間為 14.6%。
3169.TWO,亞信,105.50,33.33,-4.49,5,3.16,持股中,📈 趨勢續強。目前防禦位設於 85.66，與現價緩衝空間為 18.8%。
1516.TW,川飛,20.65,50.00,-9.03,8,0.92,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 21.50，建議耐心等待突破。
3413.TW,京鼎,327.50,33.33,8.72,5,10.04,持股中,📈 趨勢續強。目前防禦位設於 294.50，與現價緩衝空間為 10.1%。
00693U.TW,期街口S&P黃豆,21.99,77.78,-6.28,17,0.17,持股中,📈 趨勢續強。目前防禦位設於 21.93，與現價緩衝空間為 0.3%。
3516.TWO,亞帝歐,20.05,0.00,1.43,1,0.57,持股中,📈 趨勢續強。目前防禦位設於 18.34，與現價緩衝空間為 8.6%。
2201.TW,裕隆,27.35,50.00,-12.69,4,0.78,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 28.00，建議耐心等待突破。
1323.TW,永裕,20.65,33.33,9.67,6,1.24,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 18.60，建議耐心等待突破。
1733.TW,五鼎,29.80,50.00,-9.88,11,0.45,建議買入,🚀 今日收盤 29.80 突破關鍵高點 29.40，啟動波段漲勢。
3071.TWO,協禧,30.40,0.00,22.09,1,1.44,持股中,📈 趨勢續強。目前防禦位設於 26.65，與現價緩衝空間為 12.3%。
00662.TW,富邦NASDAQ,107.90,33.33,-1.96,5,1.46,持股中,📈 趨勢續強。目前防禦位設於 97.05，與現價緩衝空間為 10.1%。
8046.TW,南電,789.00,0.00,0.00,0,50.36,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
1445.TW,大宇,13.25,45.45,-12.12,22,0.53,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.45，建議耐心等待突破。
1229.TW,聯華,43.65,40.00,-2.97,9,0.59,建議買入,🚀 今日收盤 43.65 突破關鍵高點 43.60，啟動波段漲勢。
00931B.TWO,統一美債20年,13.57,50.00,-4.14,8,0.09,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.79，建議耐心等待突破。
2948.TWO,寶陞,38.35,0.00,-14.37,8,0.64,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 39.90，建議耐心等待突破。
2419.TW,仲琦,34.95,33.33,7.25,5,2.47,建議買入,🚀 今日收盤 34.95 突破關鍵高點 31.00，啟動波段漲勢。
2392.TW,正崴,39.80,55.56,0.91,17,1.55,持股中,📈 趨勢續強。目前防禦位設於 32.26，與現價緩衝空間為 18.9%。
4741.TWO,泓瀚,58.20,100.00,165.38,1,4.04,持股中,📈 趨勢續強。目前防禦位設於 52.40，與現價緩衝空間為 10.0%。
4966.TWO,譜瑞-KY,537.00,50.00,-8.69,3,20.96,持股中,📈 趨勢續強。目前防禦位設於 459.73，與現價緩衝空間為 14.4%。
6186.TWO,新潤,41.60,50.00,-9.53,3,1.03,持股中,📈 趨勢續強。目前防禦位設於 38.74，與現價緩衝空間為 6.9%。
3045.TW,台灣大,113.50,100.00,5.34,3,1.14,持股中,📈 趨勢續強。目前防禦位設於 108.50，與現價緩衝空間為 4.4%。
6515.TW,穎崴,10715.00,100.00,17.49,1,732.86,持股中,📈 趨勢續強。目前防禦位設於 7226.79，與現價緩衝空間為 32.6%。
8171.TWO,天宇,24.35,50.00,-18.07,28,0.77,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.70，建議耐心等待突破。
8102.TWO,傑霖科技,81.40,0.00,44.50,1,nan,持股中,📈 趨勢續強。目前防禦位設於 50.68，與現價緩衝空間為 37.7%。
8437.TWO,大地-KY,13.55,0.00,-5.32,3,0.29,建議買入,🚀 今日收盤 13.55 突破關鍵高點 12.50，啟動波段漲勢。
8085.TWO,福華,14.55,16.67,-22.61,12,0.57,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.65，建議耐心等待突破。
00634R.TW,富邦上証反1,3.12,25.00,-2.96,8,0.04,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 3.16，建議耐心等待突破。
8416.TWO,實威,172.50,0.00,0.86,1,1.68,持股中,📈 趨勢續強。目前防禦位設於 166.07，與現價緩衝空間為 3.7%。
3715.TW,定穎投控,192.00,0.00,0.00,0,10.57,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6958.TW,日盛台駿,20.00,66.67,17.07,5,0.57,持股中,📈 趨勢續強。目前防禦位設於 17.10，與現價緩衝空間為 14.5%。
1570.TWO,力肯,38.50,40.00,16.22,9,1.18,持股中,📈 趨勢續強。目前防禦位設於 31.00，與現價緩衝空間為 19.5%。
3444.TWO,利機,100.00,0.00,35.93,3,5.09,持股中,📈 趨勢續強。目前防禦位設於 58.16，與現價緩衝空間為 41.8%。
8027.TWO,鈦昇,149.50,50.00,19.46,3,12.93,持股中,📈 趨勢續強。目前防禦位設於 128.00，與現價緩衝空間為 14.4%。
4164.TW,承業醫,32.75,0.00,-1.80,1,0.82,持股中,📈 趨勢續強。目前防禦位設於 31.10，與現價緩衝空間為 5.0%。
4991.TWO,環宇-KY,721.00,100.00,237.26,1,44.68,持股中,📈 趨勢續強。目前防禦位設於 388.00，與現價緩衝空間為 46.2%。
2024.TW,志聯,14.50,50.00,-13.71,3,0.22,持股中,📈 趨勢續強。目前防禦位設於 14.30，與現價緩衝空間為 1.4%。
4542.TWO,科嶠,176.00,0.00,-6.19,1,11.97,持股中,📈 趨勢續強。目前防禦位設於 158.45，與現價緩衝空間為 10.0%。
6415.TW,矽力*-KY,394.00,40.00,42.58,19,19.43,持股中,📈 趨勢續強。目前防禦位設於 294.50，與現價緩衝空間為 25.3%。
6573.TW,虹揚-KY,13.55,50.00,-5.23,3,0.52,持股中,📈 趨勢續強。目前防禦位設於 11.63，與現價緩衝空間為 14.2%。
2207.TW,和泰車,518.00,33.33,-12.31,5,12.39,持股中,📈 趨勢續強。目前防禦位設於 483.54，與現價緩衝空間為 6.7%。
3597.TWO,映興,25.10,50.00,-3.54,3,0.47,持股中,📈 趨勢續強。目前防禦位設於 22.54，與現價緩衝空間為 10.2%。
5536.TWO,聖暉*,890.00,100.00,31.43,3,41.50,持股中,📈 趨勢續強。目前防禦位設於 692.00，與現價緩衝空間為 22.2%。
6104.TWO,創惟,94.80,25.00,-24.72,7,2.87,持股中,📈 趨勢續強。目前防禦位設於 85.13，與現價緩衝空間為 10.2%。
910322.TW,康師傅-DR,25.55,0.00,0.00,0,0.31,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3321.TW,同泰,17.00,50.00,-13.39,3,0.70,持股中,📈 趨勢續強。目前防禦位設於 15.40，與現價緩衝空間為 9.4%。
2211.TW,長榮鋼,101.00,100.00,-6.26,2,1.61,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 101.00，建議耐心等待突破。
4439.TW,冠星-KY,103.00,0.00,14.95,3,3.49,持股中,📈 趨勢續強。目前防禦位設於 97.50，與現價緩衝空間為 5.3%。
00949.TW,復華日本龍頭,19.71,16.67,-12.39,12,0.29,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.54，建議耐心等待突破。
2542.TW,興富發,33.90,33.33,-13.02,6,0.68,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 35.80，建議耐心等待突破。
6431.TW,光麗-KY,20.85,0.00,-25.51,6,1.25,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.85，建議耐心等待突破。
7721.TW,微程式,84.10,66.67,57.77,5,5.40,建議買入,🚀 今日收盤 84.10 突破關鍵高點 48.00，啟動波段漲勢。
6625.TW,必應,75.00,0.00,-2.35,3,1.68,持股中,📈 趨勢續強。目前防禦位設於 74.90，與現價緩衝空間為 0.1%。
02001R.TW,富邦蘋果反一N,nan,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4192.TWO,杏國,19.90,0.00,-24.40,8,0.55,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.45，建議耐心等待突破。
00994A.TW,主動第一金台股優,15.87,50.00,20.45,7,0.50,持股中,📈 趨勢續強。目前防禦位設於 12.64，與現價緩衝空間為 20.4%。
9917.TW,中保科,115.50,50.00,-0.42,3,1.39,持股中,📈 趨勢續強。目前防禦位設於 115.00，與現價緩衝空間為 0.4%。
8074.TWO,鉅橡,77.20,50.00,10.01,3,4.83,持股中,📈 趨勢續強。目前防禦位設於 50.21，與現價緩衝空間為 35.0%。
4924.TWO,欣厚-KY,10.40,0.00,0.00,0,0.54,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.00，建議耐心等待突破。
5548.TWO,安倉,24.20,20.00,-2.05,9,0.28,建議買入,🚀 今日收盤 24.20 突破關鍵高點 23.35，啟動波段漲勢。
8271.TW,宇瞻,216.50,20.00,53.40,9,13.00,持股中,📈 趨勢續強。目前防禦位設於 131.00，與現價緩衝空間為 39.5%。
8182.TWO,加高,44.10,54.55,49.73,21,2.37,持股中,📈 趨勢續強。目前防禦位設於 27.75，與現價緩衝空間為 37.1%。
7455.TWO,樺緯物聯,61.00,0.00,-7.03,4,1.39,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 62.00，建議耐心等待突破。
6167.TWO,久正,13.70,44.44,7.70,17,0.70,建議買入,🚀 今日收盤 13.70 突破關鍵高點 11.90，啟動波段漲勢。
2926.TWO,誠品生活,35.65,0.00,0.00,0,0.75,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 40.65，建議耐心等待突破。
8047.TWO,星雲,52.20,66.67,-3.11,11,2.84,建議買入,🚀 今日收盤 52.20 突破關鍵高點 48.45，啟動波段漲勢。
4540.TW,全球傳動,59.10,0.00,24.58,3,2.93,持股中,📈 趨勢續強。目前防禦位設於 38.33，與現價緩衝空間為 35.1%。
3056.TW,富華新,14.50,33.33,-12.57,6,0.31,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 14.75，建議耐心等待突破。
3158.TWO,嘉實,90.10,0.00,-3.49,7,1.84,持股中,📈 趨勢續強。目前防禦位設於 90.00，與現價緩衝空間為 0.1%。
3669.TW,圓展,39.25,0.00,3.77,3,1.95,持股中,📈 趨勢續強。目前防禦位設於 38.85，與現價緩衝空間為 1.0%。
1309.TW,台達化,19.10,20.00,79.09,9,2.08,建議買入,🚀 今日收盤 19.10 突破關鍵高點 11.70，啟動波段漲勢。
6028.TWO,公勝保經,79.60,0.00,-6.32,2,1.62,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 84.70，建議耐心等待突破。
00904.TW,新光臺灣半導體30,33.32,100.00,11.41,1,0.82,持股中,📈 趨勢續強。目前防禦位設於 27.94，與現價緩衝空間為 16.1%。
6756.TW,威鋒電子,82.20,66.67,-2.25,5,2.40,持股中,📈 趨勢續強。目前防禦位設於 67.48，與現價緩衝空間為 17.9%。
6919.TW,康霈*,111.50,50.00,4.20,3,7.46,持股中,📈 趨勢續強。目前防禦位設於 106.00，與現價緩衝空間為 4.9%。
3211.TWO,順達,379.50,75.00,8.27,7,21.07,持股中,📈 趨勢續強。目前防禦位設於 342.50，與現價緩衝空間為 9.7%。
2360.TW,致茂,2025.00,0.00,0.00,0,157.50,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
00708L.TW,期元大S&P黃金正2,101.85,33.33,-9.97,6,3.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 96.20，建議耐心等待突破。
9962.TWO,有益,10.15,0.00,0.00,0,0.26,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 10.30，建議耐心等待突破。
6180.TWO,橘子,41.80,0.00,-13.95,4,0.84,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 44.20，建議耐心等待突破。
8016.TW,矽創,219.00,66.67,-8.79,5,5.57,持股中,📈 趨勢續強。目前防禦位設於 188.89，與現價緩衝空間為 13.7%。
3094.TW,聯傑,26.05,0.00,-7.35,3,0.94,持股中,📈 趨勢續強。目前防禦位設於 22.39，與現價緩衝空間為 14.1%。
5484.TW,慧友,39.20,66.67,-15.24,5,2.31,持股中,📈 趨勢續強。目前防禦位設於 38.85，與現價緩衝空間為 0.9%。
6284.TWO,佳邦,87.60,75.00,-8.79,7,2.86,持股中,📈 趨勢續強。目前防禦位設於 81.00，與現價緩衝空間為 7.5%。
4558.TWO,寶緯,19.60,50.00,-6.81,3,0.99,持股中,📈 趨勢續強。目前防禦位設於 18.63，與現價緩衝空間為 5.0%。
5211.TWO,蒙恬,23.40,0.00,3.98,3,0.69,持股中,📈 趨勢續強。目前防禦位設於 20.54，與現價緩衝空間為 12.2%。
7783.TWO,佳運,103.00,100.00,-3.28,3,7.51,持股中,📈 趨勢續強。目前防禦位設於 70.98，與現價緩衝空間為 31.1%。
7794.TWO,宏�硒撥s,39.50,50.00,-5.30,4,3.29,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 47.27，建議耐心等待突破。
00941.TW,中信上游半導體,24.03,33.33,5.06,5,0.35,持股中,📈 趨勢續強。目前防禦位設於 24.01，與現價緩衝空間為 0.1%。
3014.TW,聯陽,124.00,37.50,-12.29,15,1.89,持股中,📈 趨勢續強。目前防禦位設於 113.50，與現價緩衝空間為 8.5%。
6870.TWO,騰雲,187.00,0.00,-19.17,4,6.57,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 193.50，建議耐心等待突破。
3558.TWO,神準,117.00,75.00,-9.66,7,3.82,持股中,📈 趨勢續強。目前防禦位設於 103.93，與現價緩衝空間為 11.2%。
3406.TW,玉晶光,529.00,60.00,13.71,9,23.46,持股中,📈 趨勢續強。目前防禦位設於 452.00，與現價緩衝空間為 14.6%。
6794.TW,向榮生技,82.00,0.00,-1.80,1,2.74,持股中,📈 趨勢續強。目前防禦位設於 80.10，與現價緩衝空間為 2.3%。
2383.TW,台光電,3950.00,0.00,0.00,0,210.71,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
7402.TWO,邑錡,130.00,33.33,-12.08,5,6.43,持股中,📈 趨勢續強。目前防禦位設於 117.50，與現價緩衝空間為 9.6%。
6235.TW,華孚,47.15,33.33,-17.18,5,1.26,持股中,📈 趨勢續強。目前防禦位設於 43.49，與現價緩衝空間為 7.8%。
3149.TW,正達,46.30,0.00,-26.30,5,2.48,持股中,📈 趨勢續強。目前防禦位設於 39.51，與現價緩衝空間為 14.7%。
7717.TWO,萊德光電-KY,868.00,33.33,-15.32,5,68.93,持股中,📈 趨勢續強。目前防禦位設於 846.00，與現價緩衝空間為 2.5%。
00963.TW,中信全球高股息,12.84,33.33,-0.95,5,0.10,建議買入,🚀 今日收盤 12.84 突破關鍵高點 12.28，啟動波段漲勢。
4580.TWO,捷流閥業,80.00,0.00,-5.42,4,1.09,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 80.30，建議耐心等待突破。
6739.TWO,竹陞科技,1710.00,100.00,79.54,5,122.14,持股中,📈 趨勢續強。目前防禦位設於 1540.00，與現價緩衝空間為 9.9%。
7702.TWO,前端風電,19.75,33.33,-5.89,5,1.31,持股中,📈 趨勢續強。目前防禦位設於 15.87，與現價緩衝空間為 19.7%。
2023.TW,燁輝,14.05,0.00,-6.27,2,0.27,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 14.80，建議耐心等待突破。
3454.TW,未知,99.40,0.00,0.00,0,0.00,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3543.TW,州巧,44.45,50.00,-21.55,16,1.93,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 46.40，建議耐心等待突破。
2345.TW,智邦,2190.00,75.00,51.97,7,121.79,持股中,📈 趨勢續強。目前防禦位設於 1495.00，與現價緩衝空間為 31.7%。
3018.TW,隆銘綠能,10.85,46.15,0.76,26,0.20,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 10.85，建議耐心等待突破。
6526.TW,達發,555.00,0.00,6.38,5,18.96,持股中,📈 趨勢續強。目前防禦位設於 455.29，與現價緩衝空間為 18.0%。
6843.TWO,進典,46.20,0.00,0.00,0,1.63,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4584.TWO,君帆,40.50,0.00,-9.38,4,1.03,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 41.90，建議耐心等待突破。
1776.TW,展宇,16.95,20.00,-9.42,9,0.46,持股中,📈 趨勢續強。目前防禦位設於 15.75，與現價緩衝空間為 7.1%。
8240.TWO,華宏,63.00,100.00,47.35,1,4.27,持股中,📈 趨勢續強。目前防禦位設於 50.20，與現價緩衝空間為 20.3%。
5601.TWO,台聯櫃,36.00,0.00,-2.76,2,0.50,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 36.55，建議耐心等待突破。
3686.TW,達能,18.30,12.50,-22.29,15,0.59,持股中,📈 趨勢續強。目前防禦位設於 16.56，與現價緩衝空間為 9.5%。
6933.TW,AMAX-KY,188.00,66.67,11.07,5,12.79,持股中,📈 趨勢續強。目前防禦位設於 186.00，與現價緩衝空間為 1.1%。
4183.TWO,福永生技,15.25,0.00,-6.07,2,0.23,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 16.30，建議耐心等待突破。
2061.TWO,風青,15.90,0.00,0.00,0,0.59,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.05，建議耐心等待突破。
2415.TW,錩新,28.90,57.14,-7.60,14,0.80,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 27.90，建議耐心等待突破。
1337.TW,再生-KY,5.36,25.00,-18.62,24,0.23,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 5.66，建議耐心等待突破。
7719.TWO,碳基,44.35,0.00,-14.66,3,2.91,持股中,📈 趨勢續強。目前防禦位設於 34.52，與現價緩衝空間為 22.2%。
6409.TW,旭隼,773.00,0.00,-1.24,1,33.43,持股中,📈 趨勢續強。目前防禦位設於 685.50，與現價緩衝空間為 11.3%。
3663.TWO,鑫科,73.50,40.00,-20.78,10,4.32,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 76.60，建議耐心等待突破。
6588.TWO,東典光電,153.50,100.00,52.89,1,12.29,持股中,📈 趨勢續強。目前防禦位設於 150.00，與現價緩衝空間為 2.3%。
4563.TWO,百德,44.80,0.00,-0.60,1,1.38,建議買入,🚀 今日收盤 44.80 突破關鍵高點 42.00，啟動波段漲勢。
6494.TWO,九齊,53.00,80.00,29.61,9,2.38,持股中,📈 趨勢續強。目前防禦位設於 44.80，與現價緩衝空間為 15.5%。
6155.TW,鈞寶,49.40,33.33,-26.34,5,3.22,持股中,📈 趨勢續強。目前防禦位設於 39.10，與現價緩衝空間為 20.9%。
6165.TW,浪凡,48.70,50.00,-5.38,15,1.05,建議買入,🚀 今日收盤 48.70 突破關鍵高點 45.00，啟動波段漲勢。
3707.TWO,漢磊,59.10,0.00,-6.46,3,2.72,持股中,📈 趨勢續強。目前防禦位設於 47.37，與現價緩衝空間為 19.9%。
3064.TWO,泰偉,18.50,100.00,-17.02,4,1.24,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.60，建議耐心等待突破。
8103.TW,瀚荃,96.00,33.33,-28.34,11,4.42,持股中,📈 趨勢續強。目前防禦位設於 79.50，與現價緩衝空間為 17.2%。
3498.TWO,陽程,87.60,33.33,46.91,5,5.69,持股中,📈 趨勢續強。目前防禦位設於 83.70，與現價緩衝空間為 4.5%。
3297.TWO,杭特,35.95,50.00,-22.90,7,1.74,持股中,📈 趨勢續強。目前防禦位設於 31.73，與現價緩衝空間為 11.7%。
3310.TWO,佳穎,71.70,33.33,-25.13,5,2.31,持股中,📈 趨勢續強。目前防禦位設於 70.00，與現價緩衝空間為 2.4%。
2883.TW,凱基金,20.70,0.00,-3.62,2,0.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.75，建議耐心等待突破。
9937.TW,全國,57.40,66.67,-5.21,5,0.60,持股中,📈 趨勢續強。目前防禦位設於 54.14，與現價緩衝空間為 5.7%。
6788.TWO,華景電,508.00,60.00,48.11,9,27.82,持股中,📈 趨勢續強。目前防禦位設於 381.00，與現價緩衝空間為 25.0%。
6793.TWO,天力離岸,6.84,0.00,10.55,1,0.59,持股中,📈 趨勢續強。目前防禦位設於 5.36，與現價緩衝空間為 21.6%。
6781.TW,AES-KY,1020.00,50.00,-7.30,3,46.21,持股中,📈 趨勢續強。目前防禦位設於 916.29，與現價緩衝空間為 10.2%。
2308.TW,台達電,2015.00,0.00,0.00,0,94.64,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6903.TWO,巨漢,389.00,66.67,8.99,11,24.61,持股中,📈 趨勢續強。目前防禦位設於 382.50，與現價緩衝空間為 1.7%。
2324.TW,仁寶,31.45,100.00,7.04,3,1.22,持股中,📈 趨勢續強。目前防禦位設於 26.85，與現價緩衝空間為 14.6%。
00764B.TWO,群益25年美債,28.14,37.50,-12.42,32,0.19,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 27.98，建議耐心等待突破。
6108.TW,競國,18.30,50.00,15.74,7,0.61,持股中,📈 趨勢續強。目前防禦位設於 16.35，與現價緩衝空間為 10.7%。
4148.TW,全宇生技-KY,37.60,0.00,-0.77,9,1.33,建議買入,🚀 今日收盤 37.60 突破關鍵高點 37.30，啟動波段漲勢。
6578.TWO,達邦蛋白,17.20,100.00,-6.26,2,0.36,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 18.25，建議耐心等待突破。
1907.TW,永豐餘,25.50,33.33,3.16,6,0.67,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.35，建議耐心等待突破。
2375.TW,凱美,88.10,50.00,-2.59,3,4.96,持股中,📈 趨勢續強。目前防禦位設於 68.64，與現價緩衝空間為 22.1%。
00965.TW,元大航太防衛科技,25.97,80.00,-3.34,9,0.41,持股中,📈 趨勢續強。目前防禦位設於 25.81，與現價緩衝空間為 0.6%。
4513.TWO,福裕,16.20,25.00,-20.06,8,0.60,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 16.95，建議耐心等待突破。
6805.TW,富世達,1915.00,60.00,22.73,9,115.71,持股中,📈 趨勢續強。目前防禦位設於 1785.00，與現價緩衝空間為 6.8%。
2905.TW,三商,14.60,40.00,-14.91,9,0.27,持股中,📈 趨勢續強。目前防禦位設於 14.30，與現價緩衝空間為 2.1%。
2073.TWO,雄順,26.40,33.33,-12.33,12,0.36,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 26.00，建議耐心等待突破。
6969.TW,成信實業*-創,31.75,100.00,1.32,1,0.90,持股中,📈 趨勢續強。目前防禦位設於 27.70，與現價緩衝空間為 12.8%。
8201.TW,無敵,13.55,0.00,-8.54,2,0.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.90，建議耐心等待突破。
5292.TW,華懋,245.00,100.00,30.23,1,15.57,持股中,📈 趨勢續強。目前防禦位設於 204.50，與現價緩衝空間為 16.5%。
00958B.TWO,永豐ESG銀行債15+,9.35,50.00,-0.77,4,0.05,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.26，建議耐心等待突破。
3605.TW,宏致,71.60,0.00,-2.70,3,3.01,持股中,📈 趨勢續強。目前防禦位設於 66.50，與現價緩衝空間為 7.1%。
