                    股號           名稱       現價  指標(DMA)  累計損益(%)  交易次數    目前狀態 短 中 長                                               專業建議
                  4540         全球傳動    41.90    -2.85   29.51%    44  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 49.7 跌破移動支撐位 50.4。 優先鎖利落袋，等待下次訊號。
                  3056          富華新    14.95    -0.43   76.56%    70  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 24.78 跌破移動支撐位 24.96。 優先鎖利落袋，等待下次訊號。
                  3158           嘉實    90.80     4.51   15.39%    28  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 86.83 跌破移動支撐位 87.67。 優先鎖利落袋，等待下次訊號。
                  3669           圓展    32.70    -0.86   47.99%    66  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 33.15 跌破移動支撐位 33.65。 優先鎖利落袋，等待下次訊號。
                  1309          台達化    23.60     4.93  -21.33%    72  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 12.35 跌破移動支撐位 12.4。 優先鎖利落袋，等待下次訊號。
                  6028         公勝保經    83.73    -9.66   -22.3%    38  🚫 建議賣出 ▼ ▼ ▼   🚨 價格防衛：收盤價 103.15 跌破移動支撐位 109.22。 優先鎖利落袋，等待下次訊號。
                 00904    新光臺灣半導體30    28.24    -0.46   15.64%    30  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 29.66 跌破移動支撐位 29.72。 優先鎖利落袋，等待下次訊號。
                  6756         威鋒電子    71.00    -2.27  -20.14%    30   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 81.8 (景氣壓力點)。
                  6919          康霈*    94.90   -24.98   51.77%    12   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 181.0 (景氣壓力點)。
                  3211           順達   352.50    32.82   22.33%    68  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 323.5 跌破移動支撐位 332.0。 優先鎖利落袋，等待下次訊號。
                  2360           致茂  1610.00    83.75   -3.97%    86  🚫 建議賣出 ▼ ▲ ▲   🚨 價格防衛：收盤價 1340.0 跌破移動支撐位 1385.0。 優先鎖利落袋，等待下次訊號。
                00708L   期元大S&P黃金正2    98.55   -13.51   31.14%    58  🚫 建議賣出 ▲ ▼ ▼      🚨 價格防衛：收盤價 89.1 跌破移動支撐位 90.25。 優先鎖利落袋，等待下次訊號。
                  9962           有益    11.00    -0.07   40.54%    72  🚫 建議賣出 ▼ ▼ ▼       📉 趨勢反轉：中期指標由正轉負 (-0.03)，動能消失。 優先鎖利落袋，等待下次訊號。
                  6180           橘子    43.55    -1.81   76.56%    58   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 54.0 (景氣壓力點)。
                  8016           矽創   194.50    -0.42  -13.88%    66  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 199.0 跌破移動支撐位 201.0。 優先鎖利落袋，等待下次訊號。
                  3094           聯傑    22.65    -0.48   -3.69%    72  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 25.8 跌破移動支撐位 27.15。 優先鎖利落袋，等待下次訊號。
                  5484           慧友    44.70     2.01  337.58%    76  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 40.25 跌破移動支撐位 40.8。 優先鎖利落袋，等待下次訊號。
                  6284           佳邦    82.30     2.38  -38.37%    72  🚫 建議賣出 ▼ ▲ ▼       🚨 價格防衛：收盤價 81.8 跌破移動支撐位 83.7。 優先鎖利落袋，等待下次訊號。
                  4558           寶緯    20.55     1.12   12.02%    28  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 20.55 跌破移動支撐位 20.7。 優先鎖利落袋，等待下次訊號。
                  5211           蒙恬    20.90    -1.34  -24.84%    56  🚫 建議賣出 ▼ ▼ ▼       📉 趨勢反轉：中期指標由正轉負 (-0.93)，動能消失。 優先鎖利落袋，等待下次訊號。
                  7783           佳運    79.50    -6.92   -5.95%     4   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 141.0 (景氣壓力點)。
                 00941      中信上游半導體    21.77     0.03   -1.68%     9  🚩 建議買入 ▼ ▲ ▲                🔥 突破確認：成功站穩壓力位，指標呈 🌀 趨勢分歧震盪，具備攻擊動能。
                  3014           聯陽   116.00    -1.52   -3.22%    68  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 122.0 跌破移動支撐位 122.5。 優先鎖利落袋，等待下次訊號。
                  6870           騰雲   187.50    -4.68   31.01%    24   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 207.5 (景氣壓力點)。
                  3558           神準   111.00   -10.28    7.18%    52  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 137.0 跌破移動支撐位 138.5。 優先鎖利落袋，等待下次訊號。
                  3406          玉晶光   451.50     8.62  174.96%    80  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 452.0 跌破移動支撐位 460.0。 優先鎖利落袋，等待下次訊號。
                  6794         向榮生技    80.70    -1.32   17.85%     4   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 93.2 (景氣壓力點)。
                  2383          台光電  2860.00   163.00    5.82%    80  🚫 建議賣出 ▼ ▲ ▲   🚨 價格防衛：收盤價 1790.0 跌破移動支撐位 1830.0。 優先鎖利落袋，等待下次訊號。
                  7402           邑錡   119.00     0.30    29.9%    56  🚫 建議賣出 ▼ ▲ ▼     🚨 價格防衛：收盤價 138.0 跌破移動支撐位 139.5。 優先鎖利落袋，等待下次訊號。
                  6235           華孚    47.20    -0.81  109.94%    90  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 63.0 跌破移動支撐位 64.2。 優先鎖利落袋，等待下次訊號。
                  3149           正達    45.15    -1.06  -11.95%    62  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 38.9 跌破移動支撐位 39.5。 優先鎖利落袋，等待下次訊號。
                  7717      萊德光電-KY   726.00    61.45       0%     0   ⚪ 觀望中 ▲ ▲ ▲                    ⚪ 觀望為宜：不符合進場模型，保持耐心等待指標翻正與紅K出現。
                 00963      中信全球高股息    12.46     0.06   -1.23%     5  🚩 建議買入 ▲ ▲ ▲                🔥 突破確認：成功站穩壓力位，指標呈 🚀 三期共振強勢，具備攻擊動能。
                  4580         捷流閥業    80.70    -0.30   -6.35%    30  🚫 建議賣出 ▲ ▼ ▼       🚨 價格防衛：收盤價 80.5 跌破移動支撐位 81.4。 優先鎖利落袋，等待下次訊號。
                  6739         竹陞科技  1215.00    68.30   22.37%    32  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 857.0 跌破移動支撐位 876.0。 優先鎖利落袋，等待下次訊號。
                  7702         前端風電    21.40    -2.50   -3.38%     2   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 79.75 (景氣壓力點)。
                  2023           燁輝    14.45    -0.13  -18.85%    72   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 16.0 (景氣壓力點)。
                  3454           未知    99.40     0.01   -8.29%    74  🚫 建議賣出 ▼ ▲ ▲       🚨 價格防衛：收盤價 85.5 跌破移動支撐位 86.1。 優先鎖利落袋，等待下次訊號。
                  3543           州巧    47.35    -0.85    33.1%    34   ⏳ 觀察中 ▼ ▼ ▲             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 55.1 (景氣壓力點)。
                  2345           智邦  1660.00    93.25   39.25%    76  🚫 建議賣出 ▼ ▲ ▲   🚨 價格防衛：收盤價 1400.0 跌破移動支撐位 1405.0。 優先鎖利落袋，等待下次訊號。
                  3018         隆銘綠能    12.00    -0.42   26.66%    56  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 11.9 跌破移動支撐位 12.0。 優先鎖利落袋，等待下次訊號。
                  6526           達發   483.50   -19.12   -4.01%    16  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 525.0 跌破移動支撐位 529.0。 優先鎖利落袋，等待下次訊號。
                  6843           進典    54.50    -0.63    4.66%    10  🚫 建議賣出 ▼ ▼ ▼       📉 趨勢反轉：中期指標由正轉負 (-0.32)，動能消失。 優先鎖利落袋，等待下次訊號。
                  4584           君帆    42.90    -0.91    2.35%    20   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 65.66 (景氣壓力點)。
                  1776           展宇    15.85     0.27   -4.23%    66  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 16.0 跌破移動支撐位 16.3。 優先鎖利落袋，等待下次訊號。
                  8240           華宏    56.00     2.82   45.47%    76  🚫 建議賣出 ▼ ▲ ▲       🚨 價格防衛：收盤價 56.0 跌破移動支撐位 58.2。 優先鎖利落袋，等待下次訊號。
                  5601          台聯櫃    36.80    -0.45  -22.44%    68  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 36.0 跌破移動支撐位 36.5。 優先鎖利落袋，等待下次訊號。
                  3686           達能    17.90    -0.36   45.09%    54  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 18.5 跌破移動支撐位 19.25。 優先鎖利落袋，等待下次訊號。
                  6933      AMAX-KY   127.00    -1.40   -2.99%     6   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 153.0 (景氣壓力點)。
                  2061           風青    16.95    -0.62   20.59%    66  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 18.85 跌破移動支撐位 19.1。 優先鎖利落袋，等待下次訊號。
                  2415           錩新    30.10     1.04   23.59%    62  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 29.05 跌破移動支撐位 29.25。 優先鎖利落袋，等待下次訊號。
                  1337        再生-KY     6.15     0.18   17.71%    46  🚫 建議賣出 ▼ ▲ ▲       🚨 價格防衛：收盤價 5.82 跌破移動支撐位 5.86。 優先鎖利落袋，等待下次訊號。
                  7719           碳基    38.50    -0.49   74.88%    10   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 50.6 (景氣壓力點)。
                  3663           鑫科    68.80     1.96    8.63%    80  🚫 建議賣出 ▼ ▲ ▲       🚨 價格防衛：收盤價 71.5 跌破移動支撐位 71.8。 優先鎖利落袋，等待下次訊號。
                  6588         東典光電   132.50    24.05   19.08%    38  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 66.0 跌破移動支撐位 67.7。 優先鎖利落袋，等待下次訊號。
                  4563           百德    41.30    -1.63  -18.42%    56  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 66.6 跌破移動支撐位 66.7。 優先鎖利落袋，等待下次訊號。
                  6494           九齊    44.50    -1.16   33.13%    50  🚫 建議賣出 ▼ ▼ ▲      🚨 價格防衛：收盤價 38.95 跌破移動支撐位 39.4。 優先鎖利落袋，等待下次訊號。
                  6155           鈞寶    44.50    -1.20   22.03%    84   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 51.5 (景氣壓力點)。
                  3707           漢磊    49.75    -3.69  -26.17%    76  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 60.2 跌破移動支撐位 60.9。 優先鎖利落袋，等待下次訊號。
                  3064           泰偉    27.05    -4.79  -20.69%    70  🚫 建議賣出 ▼ ▼ ▼       📉 趨勢反轉：中期指標由正轉負 (-0.27)，動能消失。 優先鎖利落袋，等待下次訊號。
                  8103           瀚荃    80.70    -3.78  -53.21%    74  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 93.3 跌破移動支撐位 98.6。 優先鎖利落袋，等待下次訊號。
                  3498           陽程    72.80     2.54   27.56%    64  🚫 建議賣出 ▼ ▲ ▲       🚨 價格防衛：收盤價 55.4 跌破移動支撐位 60.7。 優先鎖利落袋，等待下次訊號。
                  3297           杭特    33.65    -2.11  -18.44%    60   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 39.4 (景氣壓力點)。
                  3310           佳穎    72.50     0.44   34.75%    82   ⏳ 觀察中 ▼ ▲ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 83.9 (景氣壓力點)。
                  2883          凱基金    19.80    -0.40   16.17%    80  🚫 建議賣出 ▼ ▼ ▲      🚨 價格防衛：收盤價 19.95 跌破移動支撐位 20.5。 優先鎖利落袋，等待下次訊號。
                  9937           全國    56.60    -0.82   -7.34%    86  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 58.9 跌破移動支撐位 59.3。 優先鎖利落袋，等待下次訊號。
                  6788          華景電   363.00    11.68  -46.83%    34  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 362.5 跌破移動支撐位 370.0。 優先鎖利落袋，等待下次訊號。
                  6793         天力離岸     6.21    -0.03   -7.02%    16  🚫 建議賣出 ▼ ▼ ▲        🚨 價格防衛：收盤價 6.2 跌破移動支撐位 6.55。 優先鎖利落袋，等待下次訊號。
                  6781       AES-KY   998.00    -3.80   31.47%    30   ⏳ 觀察中 ▼ ▼ ▼           🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 1535.0 (景氣壓力點)。
                  2308          台達電  1475.00    60.25    9.88%    70  🚫 建議賣出 ▼ ▲ ▲   🚨 價格防衛：收盤價 1030.0 跌破移動支撐位 1035.0。 優先鎖利落袋，等待下次訊號。
                  6903           巨漢   287.00   -10.82   37.29%    22  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 283.0 跌破移動支撐位 293.0。 優先鎖利落袋，等待下次訊號。
                  2324           仁寶    27.45    -1.68  -10.01%    84  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 30.59 跌破移動支撐位 31.08。 優先鎖利落袋，等待下次訊號。
                00764B      群益25年美債    28.44    -0.12    0.71%    48  🚫 建議賣出 ▲ ▼ ▲     🚨 價格防衛：收盤價 28.58 跌破移動支撐位 28.65。 優先鎖利落袋，等待下次訊號。
                  6108           競國    16.20     0.11   -6.68%    68  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 15.25 跌破移動支撐位 15.45。 優先鎖利落袋，等待下次訊號。
                  4148      全宇生技-KY    43.60     2.30   17.61%    40  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 41.1 跌破移動支撐位 41.25。 優先鎖利落袋，等待下次訊號。
                  6578         達邦蛋白    17.70    -0.23  -37.45%    44   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 20.3 (景氣壓力點)。
                  1907          永豐餘    26.45     1.61   36.57%    76  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 26.45 跌破移動支撐位 26.5。 優先鎖利落袋，等待下次訊號。
                  2375           凱美    76.10    -3.87   83.87%    62  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 102.0 跌破移動支撐位 105.0。 優先鎖利落袋，等待下次訊號。
                 00965     元大航太防衛科技    24.31    -1.17   -0.01%    10  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 22.66 跌破移動支撐位 22.71。 優先鎖利落袋，等待下次訊號。
                  4513           福裕    16.85    -0.41  100.83%    72  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 20.9 跌破移動支撐位 20.95。 優先鎖利落袋，等待下次訊號。
                  6805          富世達  1925.00    29.75   20.72%    16  🚫 建議賣出 ▼ ▲ ▲   🚨 價格防衛：收盤價 1480.0 跌破移動支撐位 1540.0。 優先鎖利落袋，等待下次訊號。
                  2905           三商    14.55    -0.35   -5.15%    62  🚫 建議賣出 ▲ ▼ ▼       🚨 價格防衛：收盤價 16.0 跌破移動支撐位 16.1。 優先鎖利落袋，等待下次訊號。
                  2073           雄順    27.10    -0.24   -6.94%    14  🚫 建議賣出 ▼ ▼ ▲       🚨 價格防衛：收盤價 26.8 跌破移動支撐位 28.5。 優先鎖利落袋，等待下次訊號。
                  6969      成信實業*-創    28.60    -0.38    0.75%     4  🚫 建議賣出 ▲ ▼ ▼      🚨 價格防衛：收盤價 34.65 跌破移動支撐位 35.0。 優先鎖利落袋，等待下次訊號。
                  8201           無敵    12.50    -0.54   -6.74%    60  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 14.2 跌破移動支撐位 14.35。 優先鎖利落袋，等待下次訊號。
                  5292           華懋   229.00    40.70   12.64%    38  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 193.5 跌破移動支撐位 194.0。 優先鎖利落袋，等待下次訊號。
                00958B  永豐ESG銀行債15+     9.32    -0.07   -0.36%     8  🚫 建議賣出 ▲ ▼ ▼       🚨 價格防衛：收盤價 9.53 跌破移動支撐位 9.54。 優先鎖利落袋，等待下次訊號。
                  3605           宏致    56.50    -2.51   -22.7%    72   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 72.3 (景氣壓力點)。
                  3313           斐成    12.85     0.07  -48.65%    62   ⏳ 觀察中 ▼ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 13.65 (景氣壓力點)。
                  2474           可成   189.50     2.95  -25.24%    80  🚫 建議賣出 ▲ ▲ ▼     🚨 價格防衛：收盤價 188.0 跌破移動支撐位 189.5。 優先鎖利落袋，等待下次訊號。
                  4433           興采    21.20     0.00   -2.19%    58   ⏳ 觀察中 ▼ ▲ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 21.2 (景氣壓力點)。
                  6272           驊陞    32.20    -2.25       0%     0   ⚪ 觀望中 ▼ ▼ ▼                    ⚪ 觀望為宜：不符合進場模型，保持耐心等待指標翻正與紅K出現。
                  3013          晟銘電    99.90     2.39  -14.58%    72   ⏳ 觀察中 ▲ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 106.0 (景氣壓力點)。
                  3529           力旺  2725.00   159.25   15.23%    70  🚫 建議賣出 ▼ ▲ ▲   🚨 價格防衛：收盤價 2335.0 跌破移動支撐位 2430.0。 優先鎖利落袋，等待下次訊號。
                  8436           大江   127.00     1.97   92.35%    75   🍀 持股中 ▲ ▲ ▼                   🌀 趨勢分歧震盪：目前為強勢推升中。守穩移動支撐位 125.5。
                  6276          安鈦克    33.50     0.40   44.61%    56   ⏳ 觀察中 ▼ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 43.35 (景氣壓力點)。
                  8473          山林水    37.85     0.28   -0.07%    58  🚫 建議賣出 ▼ ▲ ▲      🚨 價格防衛：收盤價 39.25 跌破移動支撐位 39.8。 優先鎖利落袋，等待下次訊號。
                  6182           合晶    32.55    -0.15  -37.27%    78   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 38.95 (景氣壓力點)。
                  6598       ABC-KY    23.40    -0.95   42.51%    32  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 23.2 跌破移動支撐位 23.5。 優先鎖利落袋，等待下次訊號。
                  4931          新盛力   136.50     1.98   24.88%    44   ⏳ 觀察中 ▼ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 157.5 (景氣壓力點)。
                  5284       jpp-KY   275.00     4.00  -20.66%    76  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 272.0 跌破移動支撐位 275.5。 優先鎖利落袋，等待下次訊號。
                  6499           益安    91.30    -3.86   -18.3%    50  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 118.5 跌破移動支撐位 119.0。 優先鎖利落袋，等待下次訊號。
                  2387           精元    39.95    -0.16   29.34%    84  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 37.96 跌破移動支撐位 38.96。 優先鎖利落袋，等待下次訊號。
                00968B      元大優息投等債     9.35    -0.02     0.0%     4  🚫 建議賣出 ▲ ▼ ▼       🚨 價格防衛：收盤價 8.37 跌破移動支撐位 8.37。 優先鎖利落袋，等待下次訊號。
                  2609           陽明    52.70    -4.20   41.15%    64  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 60.0 跌破移動支撐位 63.1。 優先鎖利落袋，等待下次訊號。
                  3057           喬鼎    15.75    -0.05  -63.73%    64  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 15.6 跌破移動支撐位 15.7。 優先鎖利落袋，等待下次訊號。
                  3632           研勤     9.84    -0.11   86.96%    60   ⏳ 觀察中 ▲ ▼ ▲             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 10.2 (景氣壓力點)。
                  5013           強新    30.00     0.05   -24.1%    80   ⏳ 觀察中 ▼ ▲ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 31.2 (景氣壓力點)。
                  6548          長科*    47.60     0.76   24.47%    68   ⏳ 觀察中 ▲ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 49.75 (景氣壓力點)。
                  5314          世紀*    77.60     1.54   -3.38%    82   ⏳ 觀察中 ▲ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 105.0 (景氣壓力點)。
                 00713     元大台灣高息低波    51.50    -0.16   19.09%    58  🚫 建議賣出 ▼ ▼ ▲       🚨 價格防衛：收盤價 52.8 跌破移動支撐位 52.9。 優先鎖利落袋，等待下次訊號。
                  4764           雙鍵   125.50   -14.17     5.8%    54  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 104.0 跌破移動支撐位 113.5。 優先鎖利落袋，等待下次訊號。
                 2887I       台新新光辛特     9.37     0.04       0%     1 🔹 已鎖利續抱 ▲ ▲ ▲                    🚀 三期共振強勢：目前為鎖利續抱中。守穩移動支撐位 9.37。
                  6472           保瑞   459.00   -15.60  280.36%    56  🚫 建議賣出 ▼ ▼ ▼    🚨 價格防衛：收盤價 577.65 跌破移動支撐位 580.1。 優先鎖利落袋，等待下次訊號。
                  6863        永道-KY    90.40    -1.78   -5.06%    12   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 118.0 (景氣壓力點)。
                  2365           昆盈    31.20    -1.91  -36.68%    74  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 39.0 跌破移動支撐位 41.0。 優先鎖利落袋，等待下次訊號。
                  2425           承啟    26.65    -1.34   51.36%    68  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 28.5 跌破移動支撐位 28.55。 優先鎖利落袋，等待下次訊號。
                  4138           曜亞    61.70    -0.06  -56.16%    78  🚫 建議賣出 ▲ ▼ ▲       🚨 價格防衛：收盤價 61.9 跌破移動支撐位 62.0。 優先鎖利落袋，等待下次訊號。
                  3594           磐儀    39.25    -1.64   -5.34%    58  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 38.25 跌破移動支撐位 38.35。 優先鎖利落袋，等待下次訊號。
                  4561           健椿    33.00    -1.17    2.98%    46  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 44.65 跌破移動支撐位 47.7。 優先鎖利落袋，等待下次訊號。
                  6128           上福    20.90    -1.16  -29.92%    62  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 25.7 跌破移動支撐位 26.2。 優先鎖利落袋，等待下次訊號。
                  3008          大立光  2190.00   -78.15    58.0%    76   ⏳ 觀察中 ▼ ▼ ▼           🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 2390.0 (景氣壓力點)。
                  2313           華通   266.00    34.57   -1.36%    74  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 223.5 跌破移動支撐位 224.5。 優先鎖利落袋，等待下次訊號。
                  6823           濾能    63.20    -0.51     7.2%    24  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 65.9 跌破移動支撐位 66.3。 優先鎖利落袋，等待下次訊號。
                  2390           云辰    10.10     0.09  -28.11%    56  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 10.75 跌破移動支撐位 10.85。 優先鎖利落袋，等待下次訊號。
                  6175           立敦    48.05     0.58  -22.96%    72   ⏳ 觀察中 ▲ ▲ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 52.6 (景氣壓力點)。
                  3490           單井    25.80     0.88  104.56%    84  🚫 建議賣出 ▼ ▲ ▲      🚨 價格防衛：收盤價 25.1 跌破移動支撐位 25.65。 優先鎖利落袋，等待下次訊號。
                01004T       土銀富邦R2    10.89    -0.02    4.09%    46   ⏳ 觀察中 ▲ ▼ ▲            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 11.03 (景氣壓力點)。
                  5321          美而快    24.05    -0.16   85.26%    50   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 43.0 (景氣壓力點)。
                  3379           彬台    37.00    -1.52   -1.39%    66  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 49.0 跌破移動支撐位 50.7。 優先鎖利落袋，等待下次訊號。
                  2723        美食-KY    70.00    -1.56    62.3%    64   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 93.58 (景氣壓力點)。
                  3625           西勝    16.80     0.22   38.04%    60   ⏳ 觀察中 ▼ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 18.35 (景氣壓力點)。
                  3141           晶宏    41.85    -2.06   52.03%    68   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 52.2 (景氣壓力點)。
                  7740        熙特爾-創   178.50    -8.62   -2.86%     2  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 170.0 跌破移動支撐位 173.0。 優先鎖利落袋，等待下次訊號。
                  6708           天擎    40.40    -0.05  -17.93%    38  🚫 建議賣出 ▲ ▼ ▼      🚨 價格防衛：收盤價 41.85 跌破移動支撐位 41.9。 優先鎖利落袋，等待下次訊號。
                  1589        永冠-KY     6.15    -0.63   27.63%    64  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 18.0 跌破移動支撐位 18.05。 優先鎖利落袋，等待下次訊號。
                  1435           中福    17.70    -0.65     2.2%    58  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 23.05 跌破移動支撐位 23.55。 優先鎖利落袋，等待下次訊號。
                  6291           沛亨   370.50    30.45  209.13%    70  🚫 建議賣出 ▲ ▲ ▲   🚨 價格防衛：收盤價 225.01 跌破移動支撐位 226.48。 優先鎖利落袋，等待下次訊號。
                  2221           大甲    31.00     0.17   -8.06%    70  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 30.5 跌破移動支撐位 30.6。 優先鎖利落袋，等待下次訊號。
                  3048           益登    34.70    -1.93   27.74%    60  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 40.2 跌破移動支撐位 40.4。 優先鎖利落袋，等待下次訊號。
