股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,建議買進價,歷史次數,raw_wr5,raw_pnl
5328.TWO,華容,無,23.8500003815,41.0,🟢 黃金標的,60.00%,60.00%,7.80%,-0.50%,0.0,5,0.6,0.078
2337.TW,旺宏,無,127.0,60.45,🟢 黃金標的,80.00%,60.00%,9.66%,-2.16%,0.0,5,0.6,0.0966
3036.TW,文曄,無,225.0,46.6,🟢 黃金標的,60.00%,60.00%,4.13%,-4.36%,0.0,5,0.6,0.0413
3631.TWO,晟楠,無,28.25,57.22,🟢 黃金標的,40.00%,60.00%,4.47%,-3.01%,0.0,5,0.6,0.0447
7781.TWO,昕力資*,無,28.7999992371,63.7,🟢 黃金標的,60.00%,60.00%,7.96%,-16.52%,0.0,5,0.6,0.0796
2640.TWO,大車隊,無,188.0,83.94,🟢 黃金標的,60.00%,60.00%,10.65%,-1.74%,0.0,5,0.6,0.1065
6197.TW,佳必琪,無,163.0,44.74,🟢 黃金標的,80.00%,60.00%,5.08%,-3.27%,0.0,5,0.6,0.0508
2489.TW,瑞軒,無,33.4000015259,43.71,🟢 黃金標的,71.43%,57.14%,3.42%,-2.76%,0.0,7,0.5714,0.0342
5351.TWO,鈺創,無,70.1999969482,56.75,🟢 黃金標的,71.43%,57.14%,8.32%,-3.83%,0.0,7,0.5714,0.0832
1711.TW,永光,無,38.9500007629,66.73,🟢 黃金標的,55.56%,55.56%,6.88%,-5.70%,0.0,9,0.5556,0.0688
5291.TWO,邑昇,無,78.0,82.52,🟢 黃金標的,55.56%,55.56%,6.14%,-2.65%,0.0,9,0.5556,0.0614
00749B.TWO,凱基新興債10+,無,31.8899993896,43.18,🔵 穩健標的,100.00%,100.00%,0.12%,-0.31%,0.0,1,1.0,0.0012
8074.TWO,鉅橡,無,55.5999984741,37.4,🔵 穩健標的,0.00%,100.00%,0.53%,-4.97%,0.0,1,1.0,0.0053
4414.TW,如興,無,12.0500001907,71.43,🔵 穩健標的,100.00%,100.00%,0.42%,-3.33%,0.0,1,1.0,0.0042
2393.TW,億光,無,67.9000015259,65.24,🔵 穩健標的,50.00%,100.00%,0.60%,-2.62%,0.0,2,1.0,0.006
00795B.TWO,中信美國公債20年,無,27.6299991608,53.89,🔵 穩健標的,100.00%,100.00%,0.83%,-0.22%,0.0,1,1.0,0.0083
00865B.TW,國泰US短期公債,無,48.3499984741,57.74,🔵 穩健標的,0.00%,100.00%,0.63%,-0.19%,0.0,1,1.0,0.0063
00669R.TW,國泰美國道瓊反1,無,5.9400000572,53.85,🔵 穩健標的,0.00%,100.00%,0.16%,-2.96%,0.0,1,1.0,0.0016
4142.TW,國光生,無,18.7999992371,79.59,🔵 穩健標的,0.00%,100.00%,0.82%,-1.36%,0.0,1,1.0,0.0082
1460.TW,宏遠,無,7.1599998474,62.5,🔵 穩健標的,50.00%,100.00%,0.88%,-2.13%,0.0,2,1.0,0.0088
0052.TW,富邦科技,無,44.7299995422,45.03,🔵 穩健標的,0.00%,100.00%,0.34%,-2.63%,0.0,1,1.0,0.0034
00893.TW,國泰智能電動車,無,33.2299995422,44.81,🔵 穩健標的,100.00%,100.00%,0.64%,-0.38%,0.0,1,1.0,0.0064
3058.TW,立德,無,9.5,52.9,🔵 穩健標的,0.00%,100.00%,0.99%,-5.71%,0.0,1,1.0,0.0099
00875.TW,國泰網路資安,無,37.9300003052,44.6,🔵 穩健標的,0.00%,100.00%,0.34%,-2.50%,0.0,1,1.0,0.0034
00752.TW,中信中國50,無,23.9699993134,43.19,🔵 穩健標的,0.00%,100.00%,0.95%,-2.64%,0.0,1,1.0,0.0095
6642.TWO,富致,無,53.7999992371,35.48,🔵 穩健標的,25.00%,75.00%,0.47%,-1.88%,0.0,4,0.75,0.0047
6026.TWO,福邦證,無,14.8000001907,56.67,🔵 穩健標的,50.00%,75.00%,0.90%,-2.38%,0.0,4,0.75,0.009
1402.TW,遠東新,無,27.1499996185,39.74,🔵 穩健標的,75.00%,75.00%,0.53%,-1.45%,0.0,4,0.75,0.0053
00939.TW,統一台灣高息動能,無,15.4399995804,46.79,🔵 穩健標的,85.71%,71.43%,0.93%,-0.27%,0.0,7,0.7143,0.0093
2025.TW,千興,無,11.3999996185,57.43,🔵 穩健標的,0.00%,66.67%,0.13%,-11.09%,0.0,3,0.6667,0.0013
4991.TWO,環宇-KY,無,420.0,63.92,🔵 穩健標的,33.33%,66.67%,0.44%,-9.64%,0.0,3,0.6667,0.0044
6415.TW,矽力*-KY,無,282.5,55.83,🔵 穩健標的,0.00%,66.67%,0.39%,-5.16%,0.0,3,0.6667,0.0039
5013.TWO,強新,無,30.0,40.0,🔵 穩健標的,33.33%,66.67%,0.72%,-0.85%,0.0,6,0.6667,0.0072
2618.TW,長榮航,無,35.0,58.9,🔵 穩健標的,66.67%,66.67%,0.67%,-1.25%,0.0,6,0.6667,0.0067
1513.TW,中興電,無,145.0,31.88,🔵 穩健標的,66.67%,66.67%,0.51%,-1.64%,0.0,3,0.6667,0.0051
6859.TWO,伯特光,無,117.0,42.5,🔵 穩健標的,33.33%,66.67%,0.72%,-4.80%,0.0,6,0.6667,0.0072
4770.TW,上品,無,219.0,25.81,🔵 穩健標的,66.67%,66.67%,0.45%,-5.93%,0.0,3,0.6667,0.0045
5443.TWO,均豪,無,101.0,57.4,🔵 穩健標的,33.33%,66.67%,0.65%,-4.01%,0.0,3,0.6667,0.0065
3004.TW,豐達科,無,108.0,50.0,🔵 穩健標的,33.33%,66.67%,0.19%,-3.34%,0.0,3,0.6667,0.0019
2605.TW,新興,無,41.0,65.19,🔵 穩健標的,66.67%,66.67%,0.73%,-3.91%,0.0,3,0.6667,0.0073
6227.TWO,茂綸,無,93.3000030518,79.5,🔵 穩健標的,66.67%,66.67%,0.80%,-1.63%,0.0,3,0.6667,0.008
5607.TW,遠雄港,無,45.5,18.67,🔵 穩健標的,33.33%,66.67%,0.07%,-2.09%,0.0,3,0.6667,0.0007
2436.TW,偉詮電,無,61.0999984741,53.75,🔵 穩健標的,50.00%,66.67%,0.60%,-4.37%,0.0,6,0.6667,0.006
6432.TWO,今展科,無,33.0999984741,47.64,🔵 穩健標的,66.67%,66.67%,0.89%,-2.96%,0.0,3,0.6667,0.0089
2535.TW,達欣工,無,70.9000015259,43.88,🔵 穩健標的,20.00%,60.00%,0.98%,-1.92%,0.0,5,0.6,0.0098
00929.TW,復華台灣科技優息,無,19.0,43.59,🔵 穩健標的,60.00%,60.00%,0.99%,-1.75%,0.0,5,0.6,0.0099
0056.TW,元大高股息,無,38.1100006104,46.14,🔵 穩健標的,80.00%,60.00%,0.48%,-0.26%,0.0,5,0.6,0.0048
00882.TW,中信中國高股息,無,15.529999733,35.27,🔵 穩健標的,40.00%,60.00%,0.34%,-1.72%,0.0,5,0.6,0.0034
2548.TW,華固,無,123.0,63.27,🔵 穩健標的,20.00%,60.00%,0.17%,-3.62%,0.0,5,0.6,0.0017
3645.TW,達邁,無,73.0999984741,34.22,🔵 穩健標的,42.86%,57.14%,0.77%,-3.67%,0.0,7,0.5714,0.0077
4540.TW,全球傳動,無,41.9000015259,25.77,🟡 妖股/高波動,57.14%,42.86%,4.72%,-2.71%,0.0,7,0.4286,0.0472
2305.TW,全友,無,15.8999996185,60.29,🟡 妖股/高波動,42.86%,42.86%,3.12%,-4.37%,0.0,7,0.4286,0.0312
3081.TWO,聯亞,無,1730.0,60.66,🟡 妖股/高波動,80.00%,40.00%,13.73%,-4.40%,0.0,5,0.4,0.1373
6141.TW,柏承,無,20.8999996185,55.42,🟡 妖股/高波動,60.00%,40.00%,11.91%,0.79%,0.0,5,0.4,0.1191
3437.TW,榮創,無,22.5499992371,64.33,🟡 妖股/高波動,40.00%,40.00%,9.93%,-1.97%,0.0,5,0.4,0.0993
8064.TWO,東捷,無,64.5,56.83,🟡 妖股/高波動,37.50%,37.50%,5.51%,-5.22%,0.0,8,0.375,0.0551
7547.TWO,碩網,無,85.6999969482,86.08,🟡 妖股/高波動,62.50%,37.50%,5.52%,-4.85%,0.0,8,0.375,0.0552
8933.TWO,愛地雅,無,6.8899998665,50.7,🟡 妖股/高波動,66.67%,33.33%,4.68%,-2.57%,0.0,3,0.3333,0.0468
6821.TWO,聯寶,無,59.0,81.07,🟡 妖股/高波動,75.00%,25.00%,27.56%,0.18%,0.0,4,0.25,0.2756
00881.TW,國泰台灣科技龍頭,無,36.8600006104,50.42,⚪ 一般監控,66.67%,100.00%,2.79%,-0.29%,0.0,6,1.0,0.0279
00927.TW,群益半導體收益,無,24.2000007629,47.57,⚪ 一般監控,50.00%,100.00%,2.94%,-1.79%,0.0,2,1.0,0.0294
3706.TW,神達,無,76.4000015259,30.36,⚪ 一般監控,0.00%,100.00%,1.97%,-7.13%,0.0,1,1.0,0.0197
6925.TWO,意藍,無,74.3000030518,54.76,⚪ 一般監控,0.00%,100.00%,1.44%,-3.26%,0.0,1,1.0,0.0144
00980A.TW,主動野村臺灣優選,無,17.5699996948,54.46,⚪ 一般監控,0.00%,100.00%,2.46%,-4.68%,0.0,1,1.0,0.0246
3285.TWO,微端,無,28.2000007629,44.62,⚪ 一般監控,100.00%,100.00%,1.19%,-1.02%,0.0,1,1.0,0.0119
3665.TW,貿聯-KY,無,1910.0,64.71,⚪ 一般監控,0.00%,100.00%,1.92%,-6.85%,0.0,1,1.0,0.0192
4532.TW,瑞智,無,26.0,45.65,⚪ 一般監控,50.00%,100.00%,1.60%,-1.25%,0.0,4,1.0,0.016
00693U.TW,期街口S&P黃豆,無,22.1000003815,35.94,⚪ 一般監控,100.00%,100.00%,2.28%,-0.10%,0.0,1,1.0,0.0228
6028.TWO,公勝保經,無,89.6999969482,22.56,⚪ 一般監控,0.00%,100.00%,2.15%,-5.15%,0.0,1,1.0,0.0215
00713.TW,元大台灣高息低波,無,51.5,51.67,⚪ 一般監控,0.00%,100.00%,1.13%,-0.20%,0.0,2,1.0,0.0113
TXF.TW,未知,無,33402.0,49.18,⚪ 一般監控,100.00%,100.00%,1.39%,-0.75%,0.0,2,1.0,0.0139
5701.TWO,劍湖山,無,3.5199999809,28.33,⚪ 一般監控,100.00%,100.00%,2.01%,0.25%,0.0,1,1.0,0.0201
00753L.TW,中信中國50正2,無,10.3400001526,41.19,⚪ 一般監控,0.00%,100.00%,1.42%,-4.27%,0.0,1,1.0,0.0142
5205.TWO,中茂,無,29.2999992371,57.64,⚪ 一般監控,0.00%,100.00%,1.56%,0.00%,0.0,1,1.0,0.0156
1611.TW,中電,無,12.3000001907,41.95,⚪ 一般監控,0.00%,100.00%,1.48%,-3.70%,0.0,1,1.0,0.0148
2492.TW,華新科,無,118.0,44.07,⚪ 一般監控,33.33%,100.00%,2.33%,-6.31%,0.0,3,1.0,0.0233
6508.TWO,惠光,無,27.9500007629,49.59,⚪ 一般監控,50.00%,100.00%,2.04%,-6.17%,0.0,2,1.0,0.0204
00900.TW,富邦特選高股息30,無,13.8999996185,43.97,⚪ 一般監控,66.67%,100.00%,1.66%,-0.25%,0.0,3,1.0,0.0166
00985A.TW,主動野村台灣50,無,16.2000007629,50.71,⚪ 一般監控,100.00%,100.00%,2.80%,0.66%,0.0,2,1.0,0.028
4541.TWO,晟田,無,41.75,56.67,⚪ 一般監控,66.67%,100.00%,1.77%,-1.98%,0.0,3,1.0,0.0177
6922.TWO,宸曜,無,155.0,52.88,⚪ 一般監控,100.00%,100.00%,1.22%,0.30%,0.0,1,1.0,0.0122
8255.TWO,朋程,無,118.0,38.96,⚪ 一般監控,100.00%,100.00%,1.54%,-0.76%,0.0,2,1.0,0.0154
1101.TW,台泥,無,23.7000007629,35.42,⚪ 一般監控,0.00%,100.00%,2.60%,-2.41%,0.0,2,1.0,0.026
1597.TW,直得,無,86.5,68.05,⚪ 一般監控,33.33%,100.00%,1.89%,-1.12%,0.0,3,1.0,0.0189
4915.TW,致伸,無,72.0999984741,50.79,⚪ 一般監控,0.00%,100.00%,2.55%,-1.64%,0.0,2,1.0,0.0255
2634.TW,漢翔,無,47.0499992371,33.65,⚪ 一般監控,0.00%,100.00%,2.00%,-5.28%,0.0,1,1.0,0.02
3168.TW,眾福科,無,40.8499984741,44.44,⚪ 一般監控,0.00%,100.00%,2.55%,-3.04%,0.0,1,1.0,0.0255
3653.TW,健策,無,3950.0,65.27,⚪ 一般監控,0.00%,100.00%,2.62%,-3.85%,0.0,2,1.0,0.0262
2360.TW,致茂,無,1610.0,56.57,⚪ 一般監控,50.00%,87.50%,2.31%,-3.87%,0.0,8,0.875,0.0231
00935.TW,野村臺灣新科技50,無,37.4599990845,51.39,⚪ 一般監控,87.50%,87.50%,2.45%,0.02%,0.0,8,0.875,0.0245
00904.TW,新光臺灣半導體30,無,28.2399997711,48.12,⚪ 一般監控,83.33%,83.33%,1.99%,-0.72%,0.0,6,0.8333,0.0199
4538.TWO,大詠城,無,18.9500007629,50.0,⚪ 一般監控,60.00%,80.00%,1.21%,-0.80%,0.0,5,0.8,0.0121
2897.TW,王道銀行,無,10.0500001907,55.93,⚪ 一般監控,50.00%,75.00%,1.78%,-1.03%,0.0,4,0.75,0.0178
3481.TW,群創,無,25.0499992371,21.58,⚪ 一般監控,75.00%,75.00%,1.89%,-5.96%,0.0,4,0.75,0.0189
7744.TWO,崴寶,無,435.0,40.34,⚪ 一般監控,100.00%,75.00%,1.78%,-1.81%,0.0,4,0.75,0.0178
6834.TW,天二科技,無,31.9500007629,65.74,⚪ 一般監控,50.00%,75.00%,1.57%,-4.91%,0.0,4,0.75,0.0157
2330.TW,台積電,無,1855.0,47.13,⚪ 一般監控,75.00%,75.00%,2.14%,-0.69%,0.0,4,0.75,0.0214
2302.TW,麗正,無,17.7000007629,39.53,⚪ 一般監控,14.29%,71.43%,2.26%,-3.81%,0.0,7,0.7143,0.0226
1712.TW,興農,無,44.0999984741,46.74,⚪ 一般監控,100.00%,66.67%,1.09%,-0.59%,0.0,3,0.6667,0.0109
5548.TWO,安倉,無,25.2000007629,68.97,⚪ 一般監控,66.67%,66.67%,2.61%,-1.53%,0.0,3,0.6667,0.0261
3707.TWO,漢磊,無,49.75,38.32,⚪ 一般監控,33.33%,66.67%,1.03%,-3.13%,0.0,3,0.6667,0.0103
4513.TWO,福裕,無,16.8500003815,19.51,⚪ 一般監控,66.67%,66.67%,2.01%,-3.06%,0.0,3,0.6667,0.0201
4561.TWO,健椿,無,33.0,41.94,⚪ 一般監控,33.33%,66.67%,1.32%,-2.42%,0.0,3,0.6667,0.0132
6291.TWO,沛亨,無,370.5,62.22,⚪ 一般監控,33.33%,66.67%,1.90%,-7.45%,0.0,3,0.6667,0.019
00951.TW,台新日本半導體,無,13.1700000763,42.34,⚪ 一般監控,0.00%,66.67%,1.49%,-2.01%,0.0,3,0.6667,0.0149
3088.TWO,艾訊,無,81.5,51.16,⚪ 一般監控,66.67%,66.67%,1.91%,-1.48%,0.0,3,0.6667,0.0191
4772.TWO,台特化,無,289.0,28.5,⚪ 一般監控,100.00%,66.67%,1.80%,-1.27%,0.0,3,0.6667,0.018
2010.TW,春源,無,25.2000007629,62.73,⚪ 一般監控,50.00%,66.67%,1.50%,-1.15%,0.0,6,0.6667,0.015
4916.TW,事欣科,無,57.4000015259,40.0,⚪ 一般監控,0.00%,66.67%,2.58%,-3.22%,0.0,3,0.6667,0.0258
2329.TW,華泰,無,50.5,46.74,⚪ 一般監控,33.33%,66.67%,1.34%,-5.36%,0.0,3,0.6667,0.0134
5519.TW,隆大,無,33.4500007629,31.68,⚪ 一般監控,33.33%,66.67%,1.83%,-4.06%,0.0,3,0.6667,0.0183
1528.TW,恩德,無,26.1000003815,65.75,⚪ 一般監控,100.00%,66.67%,1.09%,0.84%,0.0,3,0.6667,0.0109
00936.TW,台新永續高息中小,無,17.5,51.88,⚪ 一般監控,66.67%,66.67%,1.10%,-0.69%,0.0,6,0.6667,0.011
1225.TW,福懋油,無,31.6499996185,41.73,⚪ 一般監控,33.33%,66.67%,2.39%,-3.67%,0.0,3,0.6667,0.0239
6530.TWO,創威,無,87.0,57.67,⚪ 一般監控,63.64%,63.64%,2.79%,-4.41%,0.0,11,0.6364,0.0279
6988.TW,威力暘-創,無,14.9499998093,51.28,⚪ 一般監控,60.00%,60.00%,1.79%,-4.88%,0.0,5,0.6,0.0179
6531.TW,愛普*,無,460.0,45.45,⚪ 一般監控,40.00%,60.00%,1.45%,-3.78%,0.0,5,0.6,0.0145
2049.TW,上銀,無,233.5,43.48,⚪ 一般監控,80.00%,60.00%,1.36%,-1.69%,0.0,5,0.6,0.0136
2603.TW,長榮,無,204.5,43.0,⚪ 一般監控,40.00%,60.00%,1.92%,-1.30%,0.0,5,0.6,0.0192
2883.TW,凱基金,無,19.7999992371,47.56,⚪ 一般監控,57.14%,57.14%,1.78%,-1.86%,0.0,7,0.5714,0.0178
2347.TW,聯強,無,77.5,65.7,⚪ 一般監控,85.71%,57.14%,2.43%,-1.79%,0.0,7,0.5714,0.0243
6456.TW,GIS-KY,無,54.4000015259,32.51,⚪ 一般監控,42.86%,57.14%,1.47%,-7.21%,0.0,7,0.5714,0.0147
00891.TW,中信關鍵半導體,無,24.0400009155,49.15,⚪ 一般監控,85.71%,57.14%,1.15%,-0.91%,0.0,7,0.5714,0.0115
6924.TW,榮惠-KY創,無,79.6999969482,71.21,⚪ 一般監控,50.00%,50.00%,7.10%,-1.49%,0.0,2,0.5,0.071
00876.TW,元大全球5G,無,61.75,48.64,⚪ 一般監控,100.00%,50.00%,0.30%,-0.54%,0.0,4,0.5,0.003
6525.TW,捷敏-KY,無,80.5,36.29,⚪ 一般監控,100.00%,50.00%,0.31%,-1.37%,0.0,2,0.5,0.0031
6877.TWO,鏵友益,無,113.5,56.55,⚪ 一般監控,50.00%,50.00%,1.24%,-1.37%,0.0,4,0.5,0.0124
1802.TW,台玻,無,53.9000015259,48.23,⚪ 一般監控,50.00%,50.00%,1.30%,-5.80%,0.0,6,0.5,0.013
3086.TWO,華義,無,295.0,81.7,⚪ 一般監控,50.00%,50.00%,2.37%,-5.18%,0.0,4,0.5,0.0237
4556.TWO,旭然,無,27.0,47.94,⚪ 一般監控,50.00%,50.00%,0.68%,-1.02%,0.0,2,0.5,0.0068
2303.TW,聯電,無,57.4000015259,38.06,⚪ 一般監控,50.00%,50.00%,0.72%,-8.12%,0.0,4,0.5,0.0072
911622.TW,泰聚亨-DR,無,3.9700000286,34.62,⚪ 一般監控,100.00%,50.00%,1.11%,-2.49%,0.0,2,0.5,0.0111
6735.TWO,美達科技,無,56.7999992371,55.24,⚪ 一般監控,50.00%,50.00%,4.81%,-2.88%,0.0,4,0.5,0.0481
8472.TWO,夠麻吉,無,79.3000030518,65.24,⚪ 一般監控,25.00%,50.00%,0.72%,-6.25%,0.0,4,0.5,0.0072
5475.TWO,德宏,無,224.5,51.32,⚪ 一般監控,50.00%,50.00%,14.94%,-5.95%,0.0,6,0.5,0.1494
5289.TWO,宜鼎,無,931.0,45.37,⚪ 一般監控,0.00%,50.00%,1.48%,-3.50%,0.0,2,0.5,0.0148
3317.TWO,尼克森,無,50.4000015259,59.24,⚪ 一般監控,50.00%,50.00%,2.32%,-4.08%,0.0,4,0.5,0.0232
8112.TW,至上,無,76.5999984741,35.0,⚪ 一般監控,50.00%,50.00%,0.76%,-6.59%,0.0,4,0.5,0.0076
8105.TW,凌巨,無,12.8999996185,47.37,⚪ 一般監控,50.00%,50.00%,1.40%,-2.64%,0.0,6,0.5,0.014
6187.TWO,萬潤,無,891.0,68.62,⚪ 一般監控,83.33%,50.00%,3.80%,-1.70%,0.0,6,0.5,0.038
8249.TW,菱光,無,47.9000015259,34.26,⚪ 一般監控,50.00%,50.00%,3.17%,-3.90%,0.0,4,0.5,0.0317
2252.TWO,為昇科,無,19.0,62.5,⚪ 一般監控,0.00%,50.00%,1.27%,-8.14%,0.0,4,0.5,0.0127
5228.TWO,鈺鎧,無,24.2000007629,62.43,⚪ 一般監控,75.00%,50.00%,1.72%,-4.72%,0.0,4,0.5,0.0172
4806.TWO,桂田文創,無,11.1000003815,22.64,⚪ 一般監控,75.00%,50.00%,0.22%,-3.93%,0.0,4,0.5,0.0022
6996.TWO,力領科技,無,166.5,36.36,⚪ 一般監控,50.00%,50.00%,1.04%,-2.89%,0.0,4,0.5,0.0104
6122.TWO,擎邦,無,49.9000015259,34.74,⚪ 一般監控,50.00%,50.00%,0.51%,-4.51%,0.0,4,0.5,0.0051
2543.TW,皇昌,無,58.0,13.91,⚪ 一般監控,50.00%,50.00%,0.58%,-5.03%,0.0,2,0.5,0.0058
1762.TW,中化生,無,28.7000007629,42.99,⚪ 一般監控,50.00%,50.00%,0.79%,-2.68%,0.0,4,0.5,0.0079
1323.TW,永裕,無,21.2000007629,68.28,⚪ 一般監控,100.00%,50.00%,10.99%,-0.79%,0.0,2,0.5,0.1099
2392.TW,正崴,無,35.7000007629,50.33,⚪ 一般監控,50.00%,50.00%,2.15%,-2.49%,0.0,2,0.5,0.0215
4741.TWO,泓瀚,無,37.0,84.54,⚪ 一般監控,75.00%,50.00%,1.99%,-4.18%,0.0,8,0.5,0.0199
8171.TWO,天宇,無,24.3500003815,34.0,⚪ 一般監控,50.00%,50.00%,3.58%,-1.25%,0.0,2,0.5,0.0358
2024.TW,志聯,無,14.6999998093,46.77,⚪ 一般監控,50.00%,50.00%,0.32%,-1.66%,0.0,2,0.5,0.0032
3211.TWO,順達,無,352.5,66.78,⚪ 一般監控,50.00%,50.00%,1.51%,-2.46%,0.0,4,0.5,0.0151
4563.TWO,百德,無,41.2999992371,31.91,⚪ 一般監控,50.00%,50.00%,0.20%,-5.24%,0.0,4,0.5,0.002
3498.TWO,陽程,無,72.8000030518,48.82,⚪ 一般監控,0.00%,50.00%,1.03%,-9.99%,0.0,2,0.5,0.0103
2887I.TW,台新新光辛特,無,9.3699998856,62.5,⚪ 一般監控,0.00%,50.00%,0.11%,-0.21%,0.0,2,0.5,0.0011
2723.TW,美食-KY,無,70.0,28.95,⚪ 一般監控,0.00%,50.00%,0.34%,-3.56%,0.0,2,0.5,0.0034
4949.TW,有成精密,無,67.9000015259,58.19,⚪ 一般監控,50.00%,50.00%,6.89%,-2.45%,0.0,4,0.5,0.0689
5515.TW,建國,無,36.4500007629,52.32,⚪ 一般監控,0.00%,50.00%,1.22%,-2.77%,0.0,2,0.5,0.0122
2838.TW,聯邦銀,無,20.8999996185,63.16,⚪ 一般監控,50.00%,50.00%,0.93%,-0.96%,0.0,2,0.5,0.0093
3432.TW,台端,無,16.6499996185,50.94,⚪ 一般監控,75.00%,50.00%,1.69%,-1.68%,0.0,4,0.5,0.0169
8996.TW,高力,無,908.0,49.6,⚪ 一般監控,50.00%,50.00%,1.63%,-0.83%,0.0,2,0.5,0.0163
3708.TW,上緯投控,無,122.5,43.02,⚪ 一般監控,50.00%,50.00%,0.53%,-3.22%,0.0,4,0.5,0.0053
6861.TW,睿生光電,無,132.0,24.29,⚪ 一般監控,50.00%,50.00%,15.81%,-3.62%,0.0,4,0.5,0.1581
2103.TW,台橡,無,19.3999996185,41.32,⚪ 一般監控,50.00%,50.00%,0.14%,-1.97%,0.0,2,0.5,0.0014
6980.TWO,鐳洋科技,無,149.0,56.32,⚪ 一般監控,25.00%,50.00%,9.21%,-13.99%,0.0,4,0.5,0.0921
6953.TWO,家碩,無,213.0,49.84,⚪ 一般監控,50.00%,50.00%,4.88%,-0.48%,0.0,4,0.5,0.0488
4137.TW,麗豐-KY,無,105.5,39.29,⚪ 一般監控,66.67%,50.00%,0.89%,-1.48%,0.0,6,0.5,0.0089
2455.TW,全新,無,263.5,62.78,⚪ 一般監控,0.00%,50.00%,6.65%,-6.51%,0.0,4,0.5,0.0665
3189.TW,景碩,無,332.0,58.7,⚪ 一般監控,37.50%,50.00%,0.65%,-8.01%,0.0,8,0.5,0.0065
6163.TWO,華電網,無,62.2000007629,62.37,⚪ 一般監控,75.00%,50.00%,4.40%,-4.59%,0.0,4,0.5,0.044
4946.TWO,辣椒,無,111.5,22.32,⚪ 一般監控,50.00%,50.00%,1.63%,-5.75%,0.0,6,0.5,0.0163
3209.TW,全科,無,41.5,63.67,⚪ 一般監控,50.00%,50.00%,1.58%,-0.82%,0.0,2,0.5,0.0158
3532.TW,台勝科,無,135.0,55.49,⚪ 一般監控,50.00%,50.00%,4.69%,-5.45%,0.0,4,0.5,0.0469
00719B.TWO,元大美債1-3,無,31.4799995422,56.19,⚪ 一般監控,0.00%,50.00%,0.45%,-0.03%,0.0,2,0.5,0.0045
2006.TW,東和鋼鐵,無,68.5999984741,24.28,⚪ 一般監控,66.67%,50.00%,0.02%,-3.22%,0.0,6,0.5,0.0002
5302.TWO,太欣,無,10.8000001907,40.85,⚪ 一般監控,50.00%,50.00%,10.60%,-2.51%,0.0,4,0.5,0.106
2014.TW,中鴻,無,18.2999992371,55.28,⚪ 一般監控,25.00%,50.00%,2.30%,-4.18%,0.0,4,0.5,0.023
3680.TWO,家登,無,377.0,47.65,⚪ 一般監控,50.00%,50.00%,1.08%,-3.70%,0.0,4,0.5,0.0108
6488.TWO,環球晶,無,413.5,45.32,⚪ 一般監控,25.00%,50.00%,2.28%,-7.19%,0.0,4,0.5,0.0228
4168.TWO,醣聯,無,23.2999992371,39.13,⚪ 一般監控,50.00%,50.00%,0.41%,-1.45%,0.0,2,0.5,0.0041
00864B.TWO,中信美國公債0-1,無,46.7299995422,56.99,⚪ 一般監控,0.00%,50.00%,0.60%,-0.56%,0.0,2,0.5,0.006
2371.TW,大同,無,30.9500007629,37.86,⚪ 一般監控,75.00%,50.00%,0.21%,-2.89%,0.0,4,0.5,0.0021
3555.TWO,博士旺,無,157.0,52.69,⚪ 一般監控,83.33%,50.00%,2.39%,-4.47%,0.0,6,0.5,0.0239
3207.TWO,耀勝,無,67.0,40.0,⚪ 一般監控,50.00%,50.00%,2.52%,-6.47%,0.0,2,0.5,0.0252
6470.TWO,宇智,無,47.7999992371,6.6,⚪ 一般監控,50.00%,50.00%,8.53%,0.80%,0.0,2,0.5,0.0853
6202.TW,盛群,無,47.7000007629,31.79,⚪ 一般監控,50.00%,50.00%,4.31%,-4.21%,0.0,8,0.5,0.0431
4720.TW,德淵,無,17.7000007629,61.81,⚪ 一般監控,50.00%,50.00%,0.23%,-1.60%,0.0,2,0.5,0.0023
2414.TW,精技,無,43.0499992371,43.04,⚪ 一般監控,50.00%,50.00%,0.06%,-1.62%,0.0,4,0.5,0.0006
8081.TW,致新,無,232.0,41.86,⚪ 一般監控,33.33%,50.00%,0.15%,-2.25%,0.0,6,0.5,0.0015
2399.TW,映泰,無,31.8500003815,61.49,⚪ 一般監控,60.00%,50.00%,5.47%,-3.17%,0.0,10,0.5,0.0547
8927.TWO,北基,無,23.5499992371,27.91,⚪ 一般監控,100.00%,50.00%,0.31%,0.14%,0.0,2,0.5,0.0031
2441.TW,超豐,無,88.4000015259,54.01,⚪ 一般監控,0.00%,50.00%,3.14%,-2.99%,0.0,2,0.5,0.0314
8147.TWO,正淩,無,133.0,55.46,⚪ 一般監控,75.00%,50.00%,2.00%,-1.25%,0.0,4,0.5,0.02
3717.TW,聯嘉投控,無,22.8500003815,74.53,⚪ 一般監控,75.00%,50.00%,2.87%,-2.33%,0.0,4,0.5,0.0287
8289.TWO,泰藝,無,37.0499992371,57.03,⚪ 一般監控,63.64%,45.45%,3.07%,-3.97%,0.0,11,0.4545,0.0307
6937.TW,天虹,無,245.5,41.8,⚪ 一般監控,71.43%,42.86%,1.08%,-3.90%,0.0,7,0.4286,0.0108
2395.TW,研華,無,331.0,41.14,⚪ 一般監控,40.00%,40.00%,0.28%,-4.09%,0.0,5,0.4,0.0028
