Quantum AI Pro 分析報告 (20260315)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                                            Reason
   3036.TW                              文曄    8.5   235.50 🚀 極強勢攻擊   78.9% 外資買1442張 / 投信加碼 / 趨勢強勁 / 【營收爆發(151.67%) | 董監持股增加】
   6531.TW                             愛普*    6.0   531.00 🚀 極強勢攻擊   60.0%                 外資買2988張 / 趨勢強勁 / 【營收爆發(146.68%)】
   3706.TW                              神達    6.0    82.70 🚀 極強勢攻擊   37.5%                  外資買1733張 / 趨勢強勁 / 【營收爆發(34.35%)】
  3211.TWO                              順達    5.5   307.50 🚀 極強勢攻擊   14.3%                            外資買1002張 / 投信加碼 / 趨勢強勁
   6415.TW                          矽力*-KY    5.5   280.00 🚀 極強勢攻擊   33.3%               外資買1130張 / 【EPS連2成長 | 營收爆發(46.42%)】
   2337.TW                              旺宏    5.5   108.50 🚀 極強勢攻擊   70.0%                 外資買34433張 / 投信加碼 / 【營收爆發(59.98%)】
   9933.TW                              中鼎    5.5    33.85 🚀 極強勢攻擊    0.0%                       外資買2743張 / 趨勢強勁 / 【EPS連2成長】
  4973.TWO                              廣穎    5.5    67.20 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
  3093.TWO                             港建*    5.0    40.55 🚀 極強勢攻擊   57.9%                     趨勢強勁 / 【營收爆發(90.8%) | 董監持股增加】
  5536.TWO                             聖暉*    4.5   679.00 🚀 極強勢攻擊   45.0%                 【EPS連2成長 | 營收爆發(38.79%) | 董監持股增加】
  8027.TWO                              鈦昇    4.0   109.00 🚀 極強勢攻擊   43.8%                          外資買817張 / 【營收爆發(62.78%)】
   1256.TW                         鮮活果汁-KY    4.0   161.00 🚀 極強勢攻擊   45.5%                             趨勢強勁 / 【營收爆發(87.61%)】
   2543.TW                              皇昌    4.0    73.50 🚀 極強勢攻擊   36.4%                             趨勢強勁 / 【營收爆發(34.97%)】
   2376.TW                              技嘉    4.0   233.00 🚀 極強勢攻擊   77.8%                          外資買1385張 / 【營收爆發(47.4%)】
   6024.TW                             群益期    4.0    56.00 🚀 極強勢攻擊   57.1%                            趨勢強勁 / 【營收爆發(152.89%)】
  3066.TWO                              李洲    4.0    17.80 🚀 極強勢攻擊   37.5%                             趨勢強勁 / 【營收爆發(42.57%)】
   3380.TW                              明泰    4.0    36.15 🚀 極強勢攻擊   42.9%                                    外資買901張 / 趨勢強勁
   4943.TW                           康控-KY    4.0    12.00 🚀 極強勢攻擊    0.0%                              趨勢強勁 / 【營收爆發(38.5%)】
   6197.TW                             佳必琪    4.0   175.50 🚀 極強勢攻擊   83.3%                         外資買1003張 / 趨勢強勁 / 【無財報資料】
 00642U.TW                        期元大S&P石油    4.0    25.50 🚀 極強勢攻擊   60.0%                                   外資買4488張 / 趨勢強勁
  6223.TWO                              旺矽    4.0  3550.00 🚀 極強勢攻擊   25.0%                             趨勢強勁 / 【營收爆發(33.06%)】
  8472.TWO                             夠麻吉    4.0    79.60 🚀 極強勢攻擊    0.0%                             趨勢強勁 / 【營收爆發(30.76%)】
   3231.TW                              緯創    4.0   134.00 🚀 極強勢攻擊   33.3%                        外資買3895張 / 【營收爆發(177.37%)】
   1529.TW                            樂事綠能    4.0    28.85 🚀 極強勢攻擊   62.5%                            趨勢強勁 / 【營收爆發(277.22%)】
  3260.TWO                              威剛    4.0   359.50 🚀 極強勢攻擊   70.0%                         外資買2294張 / 【營收爆發(114.3%)】
  1294.TWO                            漢田生技    4.0    87.60 🚀 極強勢攻擊   28.6%                            趨勢強勁 / 【營收爆發(117.94%)】
 00953B.TW                        群益優選非投等債    4.0     9.65 🚀 極強勢攻擊   68.8%                                   外資買1542張 / 趨勢強勁
   8271.TW                              宇瞻    4.0   173.50 🚀 極強勢攻擊   64.3%                            趨勢強勁 / 【營收爆發(193.82%)】
  5345.TWO                              馥鴻    4.0    23.10 🚀 極強勢攻擊    0.0%                            趨勢強勁 / 【營收爆發(214.64%)】
  1785.TWO                             光洋科    4.0    82.00 🚀 極強勢攻擊   66.7%                             趨勢強勁 / 【營收爆發(67.72%)】
  5205.TWO                              中茂    4.0    29.45 🚀 極強勢攻擊   50.0%                            趨勢強勁 / 【營收爆發(204.44%)】
   2481.TW                              強茂    1.0    96.90 ☁️ 區間整理   33.3%                               外資買2718張 / 【董監持股增加】
   3149.TW                              正達    1.0    46.50 ☁️ 區間整理   60.0%                 外資買886張 / 【營收爆發(72.58%) | ⚠️毛利負值】
  6187.TWO                              萬潤    1.0   684.00 ☁️ 區間整理   62.5%                                外資買801張 / 【董監持股增加】
   2836.TW                             高雄銀    1.0    12.15 ☁️ 區間整理   36.4%                           【營收爆發(30.58%) | 董監持股增加】
   3419.TW                              譁裕    1.0    14.85 ☁️ 區間整理   50.0%                                          【董監持股增加】
   1762.TW                             中化生    1.0    28.60 ☁️ 區間整理   44.4%                    趨勢強勁 / 【營收爆發(40.01%) | ⚠️毛利負值】
   2439.TW                              美律    1.0    84.70 ☁️ 區間整理   50.0%                                          【董監持股增加】
   5706.TW                              鳳凰    0.5    51.10 ☁️ 區間整理   44.4%                                【EPS連2成長 | 董監持股增加】
  6925.TWO                              意藍    0.5    70.60 ☁️ 區間整理   50.0%                                【EPS連2成長 | 董監持股增加】
   6120.TW                              達運    0.5    13.15 ☁️ 區間整理   53.3%                                【EPS連2成長 | 董監持股增加】
   2323.TW                              中環    0.5    10.50 ☁️ 區間整理   50.0%                                【EPS連2成長 | 董監持股增加】
  8291.TWO                              尚茂    0.5    13.70 ☁️ 區間整理   50.0%                【EPS連2成長 | 營收爆發(213.51%) | ⚠️毛利負值】
   2340.TW                              台亞    0.0    27.15 ☁️ 區間整理   41.2%                       外資買860張 / 【⚠️毛利負值 | 董監持股增加】
  5347.TWO                              世界    0.0   114.00 ☁️ 區間整理   80.0%                                                  
   1304.TW                              台聚    0.0    12.85 ☁️ 區間整理   23.5%                                              趨勢強勁
   1503.TW                              士電    0.0   203.00 ☁️ 區間整理   38.5%                                                  
   3305.TW                              昇貿    0.0   102.00 ☁️ 區間整理   50.0%                                    【營收爆發(62.39%)】
   5469.TW                             瀚宇博    0.0    87.60 ☁️ 區間整理   42.9%                                    【營收爆發(59.14%)】
  00923.TW                      群益台ESG低碳50    0.0    28.80 ☁️ 區間整理   30.0%                                                  
  4768.TWO                            晶呈科技    0.0   461.00 ☁️ 區間整理   50.0%                                   【營收爆發(228.67%)】
   8482.TW                           商億-KY    0.0    48.90 ☁️ 區間整理   50.0%                                           【無財報資料】
  6143.TWO                              振曜    0.0    99.50 ☁️ 區間整理   54.5%                                                  
  4305.TWO                              世坤    0.0    43.20 ☁️ 區間整理   57.9%                                                  
   3532.TW                             台勝科    0.0   126.00 ☁️ 區間整理   50.0%                                                  
  00900.TW                       富邦特選高股息30    0.0    14.20 ☁️ 區間整理    0.0%                                                  
   2451.TW                              創見    0.0   236.00 ☁️ 區間整理   36.4%                                   【營收爆發(246.28%)】
   3653.TW                              健策    0.0  3245.00 ☁️ 區間整理   42.9%                                                  
  8089.TWO                            康全電訊    0.0    23.85 ☁️ 區間整理   63.6%                                                  
   2103.TW                              台橡    0.0    21.70 ☁️ 區間整理   53.8%                                                  
  6188.TWO                              廣明    0.0    94.00 ☁️ 區間整理   73.3%                                                  
   6230.TW                           尼得科超眾    0.0   171.00 ☁️ 區間整理   45.0%                                                  
   1611.TW                              中電    0.0    13.25 ☁️ 區間整理   50.0%                                                  
   2305.TW                              全友    0.0    14.40 ☁️ 區間整理   53.8%                                           【無財報資料】
   9931.TW                              欣高    0.0    40.00 ☁️ 區間整理   38.5%                                                  
  6207.TWO                              雷科    0.0    52.80 ☁️ 區間整理   50.0%                                                  
   1414.TW                              東和    0.0    19.85 ☁️ 區間整理  100.0%                                           【無財報資料】
  5516.TWO                              雙喜    0.0    13.35 ☁️ 區間整理   28.6%                                    【營收爆發(77.49%)】
  3508.TWO                              位速    0.0    39.25 ☁️ 區間整理   58.3%                                    【營收爆發(30.65%)】
   5471.TW                              松翰    0.0    41.40 ☁️ 區間整理   26.7%                                                  
   2331.TW                              精英    0.0    23.70 ☁️ 區間整理   28.6%                                    【營收爆發(34.01%)】
  6190.TWO                             萬泰科    0.0    50.30 ☁️ 區間整理   50.0%                                                  
   8438.TW                              昶昕    0.0    70.00 ☁️ 區間整理   43.8%                                                  
 00993A.TW                          主動安聯台灣    0.0    10.50 ☁️ 區間整理   53.3%                                                  
   2108.TW                              南帝    0.0    25.85 ☁️ 區間整理   10.0%                                                  
 00631L.TW                        元大台灣50正2    0.0   464.65 ☁️ 區間整理    0.0%                                                  
  4533.TWO                             協易機    0.0    33.50 ☁️ 區間整理   85.7%                                                  
   1466.TW                              聚隆    0.0    18.00 ☁️ 區間整理   50.0%                                                  
   2485.TW                              兆赫    0.0    62.00 ☁️ 區間整理   30.8%                                   【營收爆發(162.71%)】
  3465.TWO                            進泰電子    0.0    43.80 ☁️ 區間整理   64.7%                                                  
   8011.TW                              台通    0.0    20.40 ☁️ 區間整理   37.5%                                           【無財報資料】
   8996.TW                              高力    0.0   899.00 ☁️ 區間整理   47.4%                                   【營收爆發(205.73%)】
   1513.TW                             中興電    0.0   158.00 ☁️ 區間整理   42.9%                                                  
009815.TWO                       大華美國MAG7+    0.0     9.59 ☁️ 區間整理   36.4%                                                  
  3629.TWO                            地心引力    0.0    17.80 ☁️ 區間整理   50.0%                                【營收爆發(123766.67%)】
   2010.TW                              春源    0.0    24.20 ☁️ 區間整理   43.8%                                    【營收爆發(30.29%)】
   1432.TW                             大魯閣    0.0    18.85 ☁️ 區間整理   53.8%                                                  
   3661.TW                           世芯-KY    0.0  3190.00 ☁️ 區間整理   26.3%                                                  
   2466.TW                             冠西電    0.0    43.35 ☁️ 區間整理   25.0%                                    【營收爆發(54.54%)】
   1305.TW                              華夏    0.0    13.75 ☁️ 區間整理   15.4%                                              趨勢強勁
   6695.TW                              芯鼎    0.0    39.95 ☁️ 區間整理   50.0%                                                  
  3438.TWO                             類比科    0.0    48.45 ☁️ 區間整理   50.0%                                           【無財報資料】
  5386.TWO                              青雲    0.0   314.00 ☁️ 區間整理   81.2%                                  【營收爆發(1025.37%)】
  8088.TWO                              品安    0.0    56.00 ☁️ 區間整理   66.7%                                   【營收爆發(136.01%)】
   2022.TW                              聚亨    0.0     9.05 ☁️ 區間整理   41.7%                                    【營收爆發(76.64%)】
  00952.TW                        凱基台灣AI50    0.0    12.87 ☁️ 區間整理   50.0%                                           【無財報資料】
   8033.TW                              雷虎    0.0   141.50 ☁️ 區間整理   60.0%                                                  
   6928.TW                            攸泰科技    0.0    49.20 ☁️ 區間整理   57.1%                                                  
  6486.TWO                              互動    0.0    85.60 ☁️ 區間整理   28.6%                                                  
   2206.TW                            三陽工業    0.0    58.00 ☁️ 區間整理   50.0%                                                  
   2367.TW                              燿華    0.0    72.60 ☁️ 區間整理   66.7%                                          外資買2060張
00740B.TWO                         富邦全球投等債    0.0    38.74 ☁️ 區間整理   63.6%                                          外資買1444張
  8477.TWO                             創業家    0.0    13.50 ☁️ 區間整理   44.4%                                                  
   3033.TW                              威健    0.0    30.40 ☁️ 區間整理   25.0%                                    【營收爆發(59.01%)】
 00663L.TW                        國泰臺灣加權正2    0.0    60.75 ☁️ 區間整理   66.7%                                                  
00969B.TWO YUANTA SECURITIES INV TRUST CO     0.0     8.52 ☁️ 區間整理   22.2%                                           【無財報資料】
  8076.TWO                              伍豐    0.0    25.25 ☁️ 區間整理    0.0%                                           【無財報資料】
 00675L.TW                        富邦臺灣加權正2    0.0   184.65 ☁️ 區間整理    0.0%                                           【無財報資料】
  3252.TWO                              海灣    0.0    20.00 ☁️ 區間整理   37.5%                                                  
   6706.TW                              惠特    0.0   127.50 ☁️ 區間整理   36.4%                                                  
   6438.TW                              迅得    0.0   148.00 ☁️ 區間整理   50.0%                                                  
   1438.TW                            三地開發    0.0    29.65 ☁️ 區間整理   20.0%                                                  
   4137.TW                           麗豐-KY    0.0   107.00 ☁️ 區間整理   52.6%                                   【營收爆發(117.15%)】
  4728.TWO                              雙美    0.0   388.50 ☁️ 區間整理   38.5%                                                  
   6782.TW                              視陽    0.0   190.50 ☁️ 區間整理   11.1%                                                  
   3308.TW                              聯德    0.0    22.45 ☁️ 區間整理   46.7%                                                  
   6592.TW                            和潤企業    0.0    62.60 ☁️ 區間整理   52.9%                                                  
  2641.TWO                              正德    0.0    18.70 ☁️ 區間整理   72.7%                                    【營收爆發(33.43%)】
     ^TWII TSEC CAPITALIZATION WEIGHTED ST    0.0 33400.32 ☁️ 區間整理   50.0%                                          【財報解析出錯】
  6218.TWO                              豪勉    0.0    23.10 ☁️ 區間整理   46.7%                                                  
  6727.TWO                            亞泰金屬    0.0   261.00 ☁️ 區間整理   66.7%                                    【營收爆發(265.8%)】
  00893.TW                         國泰智能電動車    0.0    33.59 ☁️ 區間整理   41.2%                                外資買1272張 / 【無財報資料】
  6907.TWO                          雅特力-KY    0.0   110.00 ☁️ 區間整理   50.0%                                                  
   2233.TW                              宇隆    0.0   226.50 ☁️ 區間整理   38.9%                                                  
  4304.TWO                              勝昱    0.0    30.30 ☁️ 區間整理  100.0%                                                  
   2330.TW                             台積電    0.0  1865.00 ☁️ 區間整理   75.0%                                    【營收爆發(36.81%)】
00746B.TWO FUBON SECURITIES INVSTMT TRUST     0.0    35.76 ☁️ 區間整理   45.0%                                 外資買818張 / 【無財報資料】
   1413.TW                              宏洲    0.0     9.59 ☁️ 區間整理   50.0%                                           【無財報資料】
  3230.TWO                              錦明    0.0    38.35 ☁️ 區間整理   33.3%                                                  
   6477.TW                              安集    0.0    39.50 ☁️ 區間整理   60.0%                                    【營收爆發(78.94%)】
  3162.TWO                              精確    0.0    53.60 ☁️ 區間整理    0.0%                                    【營收爆發(30.95%)】
  3363.TWO                              上詮    0.0   624.00 ☁️ 區間整理   76.9%                                                  
  6121.TWO                              新普    0.0   352.00 ☁️ 區間整理   72.7%                                                  
   6442.TW                              光聖    0.0  1690.00 ☁️ 區間整理   50.0%                                                  
   1727.TW                             中華化    0.0    60.80 ☁️ 區間整理   62.5%                                                  
   2645.TW                            長榮航太    0.0   160.50 ☁️ 區間整理   50.0%                                    【營收爆發(34.77%)】
   6754.TW                            匯僑設計    0.0    45.00 ☁️ 區間整理   70.6%                                           【無財報資料】
  6679.TWO                              鈺太    0.0   251.00 ☁️ 區間整理   28.6%                                                  
   9110.TW                          越南控-DR    0.0     3.16 ☁️ 區間整理   75.0%                                                  
   2414.TW                              精技    0.0    44.25 ☁️ 區間整理   53.8%                                    【營收爆發(54.11%)】
  6761.TWO                              穩得    0.0   168.00 ☁️ 區間整理   23.5%                                                  
   2363.TW                              矽統    0.0    50.60 ☁️ 區間整理   30.0%                                   【營收爆發(171.58%)】
   2634.TW                              漢翔    0.0    50.80 ☁️ 區間整理   42.9%                                                  
   2421.TW                              建準    0.0   144.50 ☁️ 區間整理   71.4%                                                  
  3073.TWO                            天方能源    0.0    29.40 ☁️ 區間整理   50.0%                                  【營收爆發(1048.46%)】
 00995A.TW                        主動中信台灣卓越    0.0    11.57 ☁️ 區間整理   71.4%                                                  
  00891.TW                         中信關鍵半導體    0.0    23.95 ☁️ 區間整理   64.3%                                                  
   3010.TW                              華立    0.0   130.50 ☁️ 區間整理   36.4%                                                  
   2886.TW                             兆豐金    0.0    38.75 ☁️ 區間整理   50.0%                                                  
  3624.TWO                              光頡    0.0    50.70 ☁️ 區間整理   63.6%                                                  
  2640.TWO                             大車隊    0.0   141.50 ☁️ 區間整理   52.9%                                                  
  3492.TWO                              長盛    0.0    25.00 ☁️ 區間整理   50.0%                                           【無財報資料】
  6134.TWO                              萬旭    0.0    30.30 ☁️ 區間整理   64.7%                                    【營收爆發(47.63%)】
 00655L.TW CATHAY SECS INV TRUST CO LTD FT    0.0    32.83 ☁️ 區間整理   50.0%                                                  
  4131.TWO                              浩泰    0.0    36.30 ☁️ 區間整理   58.8%                                                  
 00665L.TW                        富邦恒生國企正2    0.0    10.00 ☁️ 區間整理   45.5%                                          外資買1958張
   2328.TW                              廣宇    0.0    46.10 ☁️ 區間整理   54.5%                                                  
   1439.TW                              雋揚    0.0    27.45 ☁️ 區間整理   68.8%                                                  
   2241.TW                             艾姆勒    0.0    28.90 ☁️ 區間整理   50.0%                                    【營收爆發(45.48%)】
   3515.TW                              華擎    0.0   210.50 ☁️ 區間整理   43.8%                                           【無財報資料】
   3652.TW                              精聯    0.0    27.35 ☁️ 區間整理   50.0%                                                  
  6874.TWO                              倍力    0.0    83.00 ☁️ 區間整理   50.0%                                           【無財報資料】
   2903.TW                              遠百    0.0    23.25 ☁️ 區間整理   57.1%                                                  
  00875.TW                          國泰網路資安    0.0    38.59 ☁️ 區間整理   50.0%                                                  
  6584.TWO                            南俊國際    0.0   388.50 ☁️ 區間整理   50.0%                                    【營收爆發(47.92%)】
 00982D.TW                        主動富邦動態入息    0.0    10.08 ☁️ 區間整理    0.0%                                                  
  6983.TWO                            華洋精機    0.0   384.00 ☁️ 區間整理   50.0%                                                  
  8358.TWO                              金居    0.0   241.50 ☁️ 區間整理   37.5%                                    【營收爆發(45.92%)】
  6237.TWO                              驊訊    0.0    37.70 ☁️ 區間整理   50.0%                                                  
  7712.TWO                           博盛半導體    0.0   128.50 ☁️ 區間整理   21.4%                                                  
   6226.TW                              光鼎    0.0    10.05 ☁️ 區間整理   50.0%                                           【無財報資料】
  6664.TWO                              群翊    0.0   273.50 ☁️ 區間整理   30.8%                                                  
   6257.TW                              矽格    0.0   131.00 ☁️ 區間整理   41.7%                                                  
  3491.TWO                             昇達科    0.0  1310.00 ☁️ 區間整理   57.1%                                    【營收爆發(57.06%)】
  6233.TWO                              旺玖    0.0    27.20 ☁️ 區間整理   50.0%                                                  
 00990A.TW                       主動元大AI新經濟    0.0    11.91 ☁️ 區間整理   33.3%                                          外資買2888張
00687B.TWO                         國泰20年美債    0.0    28.68 ☁️ 區間整理   50.0%                                                  
 00877.TWO                          復華中國5G    0.0    28.58 ☁️ 區間整理   60.0%                                                  
   2855.TW                             統一證    0.0    30.25 ☁️ 區間整理   40.0%                                   【營收爆發(373.49%)】
  3178.TWO                              公準    0.0    54.70 ☁️ 區間整理   75.0%                                                  
   2338.TW                              光罩    0.0    50.00 ☁️ 區間整理   60.0%                                                  
  3580.TWO                             友威科    0.0    70.80 ☁️ 區間整理   50.0%                                           【無財報資料】
  6629.TWO                           泰金-KY    0.0   107.00 ☁️ 區間整理   27.3%                                    【營收爆發(58.57%)】
   3450.TW                              聯鈞    0.0   281.00 ☁️ 區間整理   66.7%                                                  
   1313.TW                              聯成    0.0    12.55 ☁️ 區間整理   46.7%                                              趨勢強勁
  00878.TW                         國泰永續高股息    0.0    22.30 ☁️ 區間整理   36.4%                                          外資買6421張
00857B.TWO                        永豐20年美公債    0.0    23.89 ☁️ 區間整理   27.3%                                                  
   1436.TW                             華友聯    0.0    54.00 ☁️ 區間整理   57.1%                                                  
  5864.TWO                             致和證    0.0    23.70 ☁️ 區間整理   60.0%                                                  
  3483.TWO                              力致    0.0    80.40 ☁️ 區間整理   50.0%                                                  
  8183.TWO                              精星    0.0    36.40 ☁️ 區間整理   18.8%                                                  
   2399.TW                              映泰    0.0    26.25 ☁️ 區間整理   63.2%                                    趨勢強勁 / 【無財報資料】
   3042.TW                              晶技    0.0    93.50 ☁️ 區間整理   30.0%                                                  
00772B.TWO                        中信高評級公司債    0.0    33.82 ☁️ 區間整理   52.6%                                                  
  8927.TWO                              北基    0.0    24.05 ☁️ 區間整理   50.0%                                           【無財報資料】
   2441.TW                              超豐    0.0    85.00 ☁️ 區間整理   33.3%                                                  
   3257.TW                             虹冠電    0.0    55.90 ☁️ 區間整理   68.8%                                                  
  4303.TWO                              信立    0.0    59.00 ☁️ 區間整理   57.1%                                           【無財報資料】
   5244.TW                              弘凱    0.0    36.85 ☁️ 區間整理   46.7%                                           【無財報資料】
  00915.TW                       凱基優選高股息30    0.0    23.36 ☁️ 區間整理   16.7%                                           【無財報資料】
  5381.TWO                              合正    0.0    25.35 ☁️ 區間整理   66.7%                                                  
  4128.TWO                              中天    0.0    18.10 ☁️ 區間整理  100.0%                                           【無財報資料】
   8070.TW                             長華*    0.0    43.75 ☁️ 區間整理   83.3%                                                  
   6669.TW                              緯穎    0.0  4070.00 ☁️ 區間整理   50.0%                                   【營收爆發(103.44%)】
  3067.TWO                              全域    0.0    18.50 ☁️ 區間整理   80.0%                                                  
   1590.TW                          亞德客-KY    0.0  1020.00 ☁️ 區間整理   37.5%                                                  
   5519.TW                              隆大    0.0    33.90 ☁️ 區間整理    0.0%                                    趨勢強勁 / 【無財報資料】
  6546.TWO                              正基    0.0    78.10 ☁️ 區間整理   83.3%                                                  
   4938.TW                              和碩    0.0    75.80 ☁️ 區間整理   50.0%                                          外資買1150張
   8499.TW                           鼎炫-KY    0.0   277.50 ☁️ 區間整理   50.0%                                    【營收爆發(83.71%)】
   3338.TW                              泰碩    0.0    58.60 ☁️ 區間整理   38.9%                                                  
   6192.TW                              巨路    0.0   120.50 ☁️ 區間整理   31.2%                                           【無財報資料】
  8087.TWO                            麗升能源    0.0    32.45 ☁️ 區間整理   28.6%                                    【營收爆發(883.4%)】
  6535.TWO                              順藥    0.0   151.00 ☁️ 區間整理    0.0%                                   【營收爆發(9777.5%)】
   1210.TW                              大成    0.0    52.90 ☁️ 區間整理   27.3%                                           【無財報資料】
   1308.TW                              亞聚    0.0    14.95 ☁️ 區間整理   14.3%                                              趨勢強勁
  5272.TWO                              笙科    0.0    21.85 ☁️ 區間整理   50.0%                                                  
   1235.TW                              興泰    0.0    36.40 ☁️ 區間整理   44.4%                                   【營收爆發(177.24%)】
  8383.TWO                              千附    0.0    41.70 ☁️ 區間整理   58.3%                                                  
   6753.TW                            龍德造船    0.0   135.50 ☁️ 區間整理   41.7%                                                  
   2239.TW                           英利-KY    0.0    24.30 ☁️ 區間整理   69.2%                                                  
  6651.TWO                             全宇昕    0.0    96.00 ☁️ 區間整理    0.0%                                           【無財報資料】
   3041.TW                              揚智    0.0    23.55 ☁️ 區間整理   75.0%                                                  
  6469.TWO                              大樹    0.0    83.10 ☁️ 區間整理   53.8%                                                  
   6112.TW                             邁達特    0.0    47.80 ☁️ 區間整理   60.0%                                                  
   2379.TW                              瑞昱    0.0   470.00 ☁️ 區間整理   52.9%                                                  
  4198.TWO                            欣大健康    0.0    39.15 ☁️ 區間整理   81.2%                                           【無財報資料】
  8289.TWO                              泰藝    0.0    34.55 ☁️ 區間整理   33.3%                                                  
  6126.TWO                              信音    0.0    32.50 ☁️ 區間整理   43.8%                                           【無財報資料】
   4746.TW                              台耀    0.0    55.10 ☁️ 區間整理   50.0%                                           【無財報資料】
   3711.TW                           日月光投控    0.0   341.50 ☁️ 區間整理   44.4%                                                  
   6133.TW                              金橋    0.0    24.10 ☁️ 區間整理   33.3%                                                  
   9918.TW                             欣天然    0.0    47.75 ☁️ 區間整理   57.9%                                                  
  4971.TWO                          IET-KY    0.0   464.00 ☁️ 區間整理   46.2%                                    【營收爆發(43.13%)】
   6225.TW                              天瀚    0.0    23.35 ☁️ 區間整理   50.0%                                                  
  6684.TWO                              安格    0.0    45.85 ☁️ 區間整理   50.0%                                                  
  3546.TWO                              宇峻    0.0    69.80 ☁️ 區間整理   50.0%                                                  
 00987A.TW                        主動台新優勢成長    0.0    11.58 ☁️ 區間整理   53.8%                                                  
   2397.TW                              友通    0.0    55.00 ☁️ 區間整理   50.0%                                                  
   2006.TW                            東和鋼鐵    0.0    77.70 ☁️ 區間整理   46.7%                                                  
  8423.TWO                           保綠-KY    0.0    18.30 ☁️ 區間整理    0.0%                                           【無財報資料】
   6533.TW                             晶心科    0.0   192.00 ☁️ 區間整理   72.2%                                                  
 00985A.TW                        主動野村台灣50    0.0    16.01 ☁️ 區間整理   72.7%                                                  
   6142.TW                              友勁    0.0     9.75 ☁️ 區間整理   50.0%                                                  
   2321.TW                              東訊    0.0    14.90 ☁️ 區間整理   50.0%                                                  
   2327.TW                             國巨*    0.0   258.00 ☁️ 區間整理   54.5%                                          外資買2867張
   2601.TW                              益航    0.0     6.22 ☁️ 區間整理   33.3%                                                  
  6613.TWO                             朋億*    0.0   189.50 ☁️ 區間整理   64.7%                                                  
  3207.TWO                              耀勝    0.0    67.60 ☁️ 區間整理   14.3%                                    【營收爆發(45.99%)】
   2429.TW                             銘旺科    0.0    50.30 ☁️ 區間整理   80.0%                                                  
   7788.TW                            松川精密    0.0   151.00 ☁️ 區間整理   50.0%                                                  
  00735.TW                          國泰臺韓科技    0.0    66.90 ☁️ 區間整理   80.0%                                                  
  3227.TWO                              原相    0.0   198.00 ☁️ 區間整理   50.0%                                                  
   2357.TW                              華碩    0.0   589.00 ☁️ 區間整理   50.0%                                    【營收爆發(79.97%)】
   2801.TW                              彰銀    0.0    20.60 ☁️ 區間整理   46.2%                                                  
  8455.TWO                           大拓-KY    0.0    21.35 ☁️ 區間整理   50.0%                                                  
  4130.TWO                              健亞    0.0    32.20 ☁️ 區間整理   40.0%                                                  
  6894.TWO                             衛司特    0.0   336.00 ☁️ 區間整理   64.7%                                    【營收爆發(55.42%)】
   1809.TW                              中釉    0.0    26.00 ☁️ 區間整理   40.0%                                                  
  5443.TWO                              均豪    0.0    96.70 ☁️ 區間整理   42.9%                                                  
  7737.TWO                              凱鈿    0.0    38.90 ☁️ 區間整理    0.0%                                                  
  6560.TWO                             欣普羅    0.0    40.10 ☁️ 區間整理   45.5%                                    【營收爆發(55.97%)】
 009801.TW                        中信美國創新科技    0.0    10.59 ☁️ 區間整理  100.0%                                                  
   5269.TW                              祥碩    0.0  1225.00 ☁️ 區間整理   50.0%                                    【營收爆發(58.31%)】
  3555.TWO                             博士旺    0.0   162.00 ☁️ 區間整理   50.0%                                  【營收爆發(3727.37%)】
  3551.TWO                              世禾    0.0   180.00 ☁️ 區間整理   50.0%                                                  
   3229.TW                              晟鈦    0.0    18.85 ☁️ 區間整理   50.0%                                           【無財報資料】
  3570.TWO                              大塚    0.0   171.00 ☁️ 區間整理   23.1%                                     【營收爆發(67.7%)】
  8917.TWO                              欣泰    0.0    56.50 ☁️ 區間整理   50.0%                                                  
   6139.TW                              亞翔    0.0   524.00 ☁️ 區間整理   50.0%                                    【營收爆發(87.64%)】
  6101.TWO                            寬魚國際    0.0    38.05 ☁️ 區間整理   42.9%                                   【營收爆發(685.99%)】
   5222.TW                              全訊    0.0   133.50 ☁️ 區間整理   60.0%                                                  
   2889.TW                             國票金    0.0    16.30 ☁️ 區間整理   69.2%                                   【營收爆發(102.15%)】
  3713.TWO                            新晶投控    0.0    17.75 ☁️ 區間整理   60.0%                                                  
   2438.TW                              翔耀    0.0    20.60 ☁️ 區間整理  100.0%                                   【營收爆發(281.18%)】
   2231.TW                              為升    0.0    82.10 ☁️ 區間整理   55.0%                                                  
   2354.TW                              鴻準    0.0    53.70 ☁️ 區間整理   58.3%                                                  
  3680.TWO                              家登    0.0   381.00 ☁️ 區間整理   66.7%                                    【營收爆發(62.74%)】
  7709.TWO                              榮田    0.0    55.00 ☁️ 區間整理   50.0%                                                  
00761B.TWO                         國泰A級公司債    0.0    34.55 ☁️ 區間整理   33.3%                                                  
  4171.TWO                              瑞基    0.0    19.00 ☁️ 區間整理    0.0%                                    【營收爆發(84.93%)】
  5371.TWO                             中光電    0.0    81.10 ☁️ 區間整理   66.7%                                                  
  00939.TW                        統一台灣高息動能    0.0    15.64 ☁️ 區間整理   20.0%                                                  
   3062.TW                              建漢    0.0    23.35 ☁️ 區間整理   45.5%                                    【營收爆發(67.97%)】
   9929.TW                              秋雨    0.0    10.10 ☁️ 區間整理   52.9%                                                  
