Quantum AI Pro 分析報告 (20260311)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                                    Reason
   6994.TW                            富威電力    6.5    87.70 🚀 極強勢攻擊   50.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(114.38%) | 董監持股增加】
   6944.TW                            兆聯實業    5.5   743.00 🚀 極強勢攻擊   44.4%           趨勢強勁 / 【EPS連2成長 | 營收爆發(51.58%)】
   2467.TW                              志聖    5.5   368.00 🚀 極強勢攻擊   75.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(124.1%)】
  4123.TWO                              晟德    5.5    44.40 🚀 極強勢攻擊   50.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(56.42%)】
  3093.TWO                             港建*    5.0    33.55 🚀 極強勢攻擊   47.4%             趨勢強勁 / 【營收爆發(90.8%) | 董監持股增加】
   3036.TW                              文曄    5.0   231.50 🚀 極強勢攻擊   77.8%           趨勢強勁 / 【營收爆發(151.67%) | 董監持股增加】
  5536.TWO                             聖暉*    4.5   697.00 🚀 極強勢攻擊   45.0%         【EPS連2成長 | 營收爆發(38.79%) | 董監持股增加】
   3702.TW                             大聯大    4.0    72.80 🚀 極強勢攻擊   50.0%                     趨勢強勁 / 【營收爆發(44.57%)】
   2404.TW                              漢唐    4.0  1085.00 🚀 極強勢攻擊   60.0%                     趨勢強勁 / 【營收爆發(58.89%)】
  5291.TWO                              邑昇    4.0    53.00 🚀 極強勢攻擊   63.2%                     趨勢強勁 / 【營收爆發(34.27%)】
   1256.TW                         鮮活果汁-KY    4.0   171.00 🚀 極強勢攻擊   54.5%                     趨勢強勁 / 【營收爆發(87.61%)】
   6477.TW                              安集    4.0    39.35 🚀 極強勢攻擊   60.0%                     趨勢強勁 / 【營收爆發(78.94%)】
   4943.TW                           康控-KY    4.0    12.20 🚀 極強勢攻擊    0.0%                      趨勢強勁 / 【營收爆發(38.5%)】
  8087.TWO                            麗升能源    4.0    34.05 🚀 極強勢攻擊   26.7%                     趨勢強勁 / 【營收爆發(883.4%)】
   4137.TW                           麗豐-KY    4.0   111.00 🚀 極強勢攻擊   52.6%                    趨勢強勁 / 【營收爆發(117.15%)】
   2406.TW                              國碩    4.0    34.15 🚀 極強勢攻擊   62.5%                    趨勢強勁 / 【營收爆發(188.65%)】
   2543.TW                              皇昌    4.0    74.00 🚀 極強勢攻擊   36.4%                     趨勢強勁 / 【營收爆發(34.97%)】
  6894.TWO                             衛司特    4.0   308.50 🚀 極強勢攻擊   60.0%                     趨勢強勁 / 【營收爆發(55.42%)】
   1529.TW                            樂事綠能    4.0    27.40 🚀 極強勢攻擊   57.1%                    趨勢強勁 / 【營收爆發(277.22%)】
   3706.TW                              神達    4.0    82.90 🚀 極強勢攻擊   40.0%                     趨勢強勁 / 【營收爆發(34.35%)】
   6531.TW                             愛普*    4.0   441.50 🚀 極強勢攻擊   33.3%                    趨勢強勁 / 【營收爆發(146.68%)】
   3029.TW                              零壹    4.0   115.00 🚀 極強勢攻擊   47.4%                      趨勢強勁 / 【營收爆發(31.5%)】
  3207.TWO                              耀勝    4.0    75.90 🚀 極強勢攻擊   16.7%                     趨勢強勁 / 【營收爆發(45.99%)】
  5205.TWO                              中茂    4.0    28.80 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(204.44%)】
   6669.TW                              緯穎    4.0  4190.00 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(103.44%)】
  4908.TWO                              前鼎    4.0    94.50 🚀 極強勢攻擊   52.9%                     趨勢強勁 / 【營收爆發(66.88%)】
  6788.TWO                             華景電    4.0   347.50 🚀 極強勢攻擊   66.7%                     趨勢強勁 / 【營收爆發(35.54%)】
  4768.TWO                            晶呈科技    4.0   440.50 🚀 極強勢攻擊   33.3%                    趨勢強勁 / 【營收爆發(228.67%)】
  3066.TWO                              李洲    4.0    16.25 🚀 極強勢攻擊   16.7%                     趨勢強勁 / 【營收爆發(42.57%)】
  3709.TWO                           鑫聯大投控    4.0    68.00 🚀 極強勢攻擊   57.1%                    趨勢強勁 / 【營收爆發(132.66%)】
  1294.TWO                            漢田生技    4.0    91.80 🚀 極強勢攻擊   35.7%                    趨勢強勁 / 【營收爆發(117.94%)】
   2377.TW                              微星    4.0    94.50 🚀 極強勢攻擊   46.7%                     趨勢強勁 / 【營收爆發(33.73%)】
  6532.TWO                              瑞耘    1.5    64.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
  7714.TWO                            創泓科技    1.5   140.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2885.TW                             元大金    1.5    44.35  📈 多頭續攻   44.4%                  【EPS連2成長 | 營收爆發(36.23%)】
   4737.TW                              華廣    1.0    61.10 ☁️ 區間整理  100.0%                                  【董監持股增加】
  3206.TWO                              志豐    1.0    35.40 ☁️ 區間整理   50.0%                                  【董監持股增加】
  1569.TWO                              濱川    1.0    51.50 ☁️ 區間整理   50.0%                                  【董監持股增加】
   4934.TW                              太極    1.0    19.45 ☁️ 區間整理   44.4%           趨勢強勁 / 【營收爆發(118.42%) | ⚠️毛利負值】
   6863.TW                           永道-KY    1.0    93.30 ☁️ 區間整理   50.0%                                  【董監持股增加】
   2442.TW                             新美齊    1.0    19.70 ☁️ 區間整理   50.0%                                  【董監持股增加】
  8932.TWO                             智通*    1.0    96.50 ☁️ 區間整理   29.4%                   【營收爆發(30.79%) | 董監持股增加】
   1537.TW                              廣隆    1.0   123.00 ☁️ 區間整理   50.0%                                  【董監持股增加】
   1216.TW                              統一    1.0    70.20 ☁️ 區間整理    0.0%                                  【董監持股增加】
  3623.TWO                             富晶通    1.0    24.80 ☁️ 區間整理   56.2%            趨勢強勁 / 【營收爆發(45.77%) | ⚠️毛利負值】
  4542.TWO                              科嶠    1.0   162.50 ☁️ 區間整理   71.4%                   【營收爆發(96.66%) | 董監持股增加】
   6906.TW                             現觀科    1.0    71.50 ☁️ 區間整理    0.0%                                  【董監持股增加】
   1101.TW                              台泥    1.0    25.00 ☁️ 區間整理   45.5%                                  【董監持股增加】
   2439.TW                              美律    1.0    81.80 ☁️ 區間整理   50.0%                                  【董監持股增加】
  6170.TWO                              統振    1.0    48.85 ☁️ 區間整理   50.0%                                  【董監持股增加】
  4530.TWO                              宏易    1.0    28.60 ☁️ 區間整理   50.0%                                  【董監持股增加】
   1762.TW                             中化生    1.0    30.00 ☁️ 區間整理   44.4%            趨勢強勁 / 【營收爆發(40.01%) | ⚠️毛利負值】
   3419.TW                              譁裕    1.0    15.90 ☁️ 區間整理   50.0%                                  【董監持股增加】
  2035.TWO                              唐榮    1.0    28.50 ☁️ 區間整理  100.0%             趨勢強勁 / 【營收爆發(44.5%) | ⚠️毛利負值】
  8291.TWO                              尚茂    0.5    13.35 ☁️ 區間整理   50.0%        【EPS連2成長 | 營收爆發(213.51%) | ⚠️毛利負值】
   6120.TW                              達運    0.5    13.35 ☁️ 區間整理   60.0%                        【EPS連2成長 | 董監持股增加】
   5706.TW                              鳳凰    0.5    51.00 ☁️ 區間整理   44.4%                        【EPS連2成長 | 董監持股增加】
  6925.TWO                              意藍    0.5    71.10 ☁️ 區間整理    0.0%                        【EPS連2成長 | 董監持股增加】
  6761.TWO                              穩得    0.0   159.00 ☁️ 區間整理   31.6%                                          
   1503.TW                              士電    0.0   208.50 ☁️ 區間整理   40.0%                                          
   1611.TW                              中電    0.0    13.40 ☁️ 區間整理   50.0%                                          
   8033.TW                              雷虎    0.0   143.50 ☁️ 區間整理   66.7%                                          
  5347.TWO                              世界    0.0   114.00 ☁️ 區間整理   66.7%                                          
  6188.TWO                              廣明    0.0    94.90 ☁️ 區間整理   73.3%                                          
00696B.TWO                         富邦美債20年    0.0    30.04 ☁️ 區間整理   38.5%                                          
 00982A.TW                        主動群益台灣強棒    0.0    16.19 ☁️ 區間整理   62.5%                                          
   2103.TW                              台橡    0.0    20.25 ☁️ 區間整理   53.8%                                          
   3711.TW                           日月光投控    0.0   345.50 ☁️ 區間整理   25.0%                                          
00969B.TWO YUANTA SECURITIES INV TRUST CO     0.0     8.69 ☁️ 區間整理   30.0%                                   【無財報資料】
  8089.TWO                            康全電訊    0.0    24.50 ☁️ 區間整理   63.6%                                          
   2305.TW                              全友    0.0    14.60 ☁️ 區間整理   50.0%                                   【無財報資料】
  3178.TWO                              公準    0.0    55.20 ☁️ 區間整理   66.7%                                          
  6016.TWO                             康和證    0.0    17.55 ☁️ 區間整理   44.4%                           【營收爆發(151.85%)】
  00923.TW                      群益台ESG低碳50    0.0    29.34 ☁️ 區間整理   40.0%                                          
  4303.TWO                              信立    0.0    57.80 ☁️ 區間整理   44.4%                                   【無財報資料】
   2338.TW                              光罩    0.0    48.80 ☁️ 區間整理   58.3%                                          
  1815.TWO                              富喬    0.0   105.50 ☁️ 區間整理   22.2%                                          
  4971.TWO                          IET-KY    0.0   481.50 ☁️ 區間整理   50.0%                            【營收爆發(43.13%)】
   2451.TW                              創見    0.0   229.00 ☁️ 區間整理   33.3%                           【營收爆發(246.28%)】
   2010.TW                              春源    0.0    22.95 ☁️ 區間整理   50.0%                            【營收爆發(30.29%)】
  6143.TWO                              振曜    0.0    99.00 ☁️ 區間整理   53.8%                                          
 00675L.TW                        富邦臺灣加權正2    0.0   192.95 ☁️ 區間整理    0.0%                                   【無財報資料】
 009805.TW                        新光美國電力基建    0.0    14.99 ☁️ 區間整理   58.8%                                          
 00663L.TW                        國泰臺灣加權正2    0.0    63.40 ☁️ 區間整理   66.7%                                          
  2641.TWO                              正德    0.0    19.00 ☁️ 區間整理   61.5%                            【營收爆發(33.43%)】
   2646.TW                            星宇航空    0.0    21.90 ☁️ 區間整理   52.9%                                          
  6190.TWO                             萬泰科    0.0    51.20 ☁️ 區間整理   60.0%                                          
   2331.TW                              精英    0.0    24.60 ☁️ 區間整理   33.3%                            【營收爆發(34.01%)】
00687B.TWO                         國泰20年美債    0.0    28.98 ☁️ 區間整理   41.7%                                          
   6214.TW                              精誠    0.0   112.50 ☁️ 區間整理   20.0%                            【營收爆發(39.19%)】
   5471.TW                              松翰    0.0    42.25 ☁️ 區間整理   29.4%                                          
  3508.TWO                              位速    0.0    36.10 ☁️ 區間整理   64.3%                            【營收爆發(30.65%)】
   3305.TW                              昇貿    0.0   106.00 ☁️ 區間整理   52.9%                            【營收爆發(62.39%)】
   2466.TW                             冠西電    0.0    46.65 ☁️ 區間整理   25.0%                            【營收爆發(54.54%)】
   5469.TW                             瀚宇博    0.0    88.60 ☁️ 區間整理   40.0%                            【營收爆發(59.14%)】
   3653.TW                              健策    0.0  3485.00 ☁️ 區間整理   42.9%                                          
  5516.TWO                              雙喜    0.0    14.70 ☁️ 區間整理   44.4%                            【營收爆發(77.49%)】
 009817.TW                         國泰日本不動產    0.0     9.83 ☁️ 區間整理   50.0%                                          
  5345.TWO                              馥鴻    0.0    24.00 ☁️ 區間整理   50.0%                           【營收爆發(214.64%)】
   2393.TW                              億光    0.0    61.90 ☁️ 區間整理   60.0%                                          
   6782.TW                              視陽    0.0   193.50 ☁️ 區間整理    9.1%                                          
   6754.TW                            匯僑設計    0.0    41.85 ☁️ 區間整理   73.7%                                   【無財報資料】
  6207.TWO                              雷科    0.0    52.80 ☁️ 區間整理   50.0%                                          
  3234.TWO                              光環    0.0    81.40 ☁️ 區間整理   75.0%                                          
00795B.TWO                       中信美國公債20年    0.0    27.83 ☁️ 區間整理   52.6%                                          
  6218.TWO                              豪勉    0.0    23.30 ☁️ 區間整理   47.1%                                          
  3624.TWO                              光頡    0.0    52.90 ☁️ 區間整理   61.5%                                          
  5328.TWO                              華容    0.0    26.30 ☁️ 區間整理   50.0%                            【營收爆發(35.41%)】
   6139.TW                              亞翔    0.0   532.00 ☁️ 區間整理   66.7%                            【營收爆發(87.64%)】
   6438.TW                              迅得    0.0   151.00 ☁️ 區間整理   50.0%                                          
   6706.TW                              惠特    0.0   113.00 ☁️ 區間整理   41.7%                                          
   6928.TW                            攸泰科技    0.0    50.60 ☁️ 區間整理   56.2%                                          
   2347.TW                              聯強    0.0    68.60 ☁️ 區間整理   57.1%                                          
  3252.TWO                              海灣    0.0    20.00 ☁️ 區間整理   37.5%                                          
  3073.TWO                            天方能源    0.0    30.95 ☁️ 區間整理   50.0%                          【營收爆發(1048.46%)】
   2881.TW                             富邦金    0.0    89.20 ☁️ 區間整理   38.5%                                          
  6486.TWO                              互動    0.0    85.90 ☁️ 區間整理   25.0%                                          
   2834.TW                             臺企銀    0.0    15.20 ☁️ 區間整理   57.9%                                          
   6505.TW                             台塑化    0.0    57.70 ☁️ 區間整理   46.7%                                          
   2206.TW                            三陽工業    0.0    59.40 ☁️ 區間整理   50.0%                                          
 00655L.TW CATHAY SECS INV TRUST CO LTD FT    0.0    32.60 ☁️ 區間整理   50.0%                                          
   2426.TW                              鼎元    0.0    28.10 ☁️ 區間整理   47.1%                                          
  8076.TWO                              伍豐    0.0    25.20 ☁️ 區間整理   25.0%                                   【無財報資料】
   3189.TW                              景碩    0.0   290.50 ☁️ 區間整理   71.4%                                          
  8431.TWO                             匯鑽科    0.0    70.50 ☁️ 區間整理   33.3%                             【營收爆發(32.1%)】
00724B.TWO                        群益投資級金融債    0.0    34.49 ☁️ 區間整理   30.8%                                          
  8358.TWO                              金居    0.0   225.50 ☁️ 區間整理   33.3%                            【營收爆發(45.92%)】
  6244.TWO                              茂迪    0.0    33.45 ☁️ 區間整理   45.0%                                          
   2022.TW                              聚亨    0.0     9.15 ☁️ 區間整理   35.7%                            【營收爆發(76.64%)】
00725B.TWO                        國泰投資級公司債    0.0    35.68 ☁️ 區間整理   50.0%                                          
  4728.TWO                              雙美    0.0   394.00 ☁️ 區間整理   40.0%                                          
 00982D.TW                        主動富邦動態入息    0.0    10.17 ☁️ 區間整理    0.0%                                          
   1432.TW                             大魯閣    0.0    17.30 ☁️ 區間整理   53.3%                                          
   3532.TW                             台勝科    0.0   125.00 ☁️ 區間整理   50.0%                                          
  8477.TWO                             創業家    0.0    12.95 ☁️ 區間整理   52.6%                                          
  00900.TW                       富邦特選高股息30    0.0    14.36 ☁️ 區間整理    0.0%                                          
   3033.TW                              威健    0.0    30.00 ☁️ 區間整理   35.7%                            【營收爆發(59.01%)】
   3308.TW                              聯德    0.0    24.05 ☁️ 區間整理   41.2%                                          
   6695.TW                              芯鼎    0.0    40.10 ☁️ 區間整理   50.0%                                          
     ^TWII TSEC CAPITALIZATION WEIGHTED ST    0.0 34114.19 ☁️ 區間整理   50.0%                                  【財報解析出錯】
   1235.TW                              興泰    0.0    38.60 ☁️ 區間整理   35.0%                           【營收爆發(177.24%)】
  8088.TWO                              品安    0.0    52.30 ☁️ 區間整理   50.0%                           【營收爆發(136.01%)】
   1438.TW                            三地開發    0.0    30.20 ☁️ 區間整理   42.9%                                          
  6983.TWO                            華洋精機    0.0   314.00 ☁️ 區間整理   50.0%                                          
  3580.TWO                             友威科    0.0    69.90 ☁️ 區間整理   50.0%                                   【無財報資料】
   2239.TW                           英利-KY    0.0    24.50 ☁️ 區間整理   73.3%                                          
  5386.TWO                              青雲    0.0   319.00 ☁️ 區間整理   83.3%                          【營收爆發(1025.37%)】
   2855.TW                             統一證    0.0    30.60 ☁️ 區間整理   53.3%                           【營收爆發(373.49%)】
  1259.TWO                              安心    0.0    63.00 ☁️ 區間整理   50.0%                                   【無財報資料】
  7709.TWO                              榮田    0.0    56.40 ☁️ 區間整理   50.0%                                          
   1310.TW                              台苯    0.0    11.30 ☁️ 區間整理   28.6%                                          
   1439.TW                              雋揚    0.0    27.45 ☁️ 區間整理   72.2%                                          
 00985A.TW                        主動野村台灣50    0.0    16.22 ☁️ 區間整理   58.3%                                          
   2887.TW                           台新新光金    0.0    24.35 ☁️ 區間整理   64.3%                           【營收爆發(117.67%)】
   1590.TW                          亞德客-KY    0.0  1035.00 ☁️ 區間整理   30.0%                                          
   9110.TW                          越南控-DR    0.0     3.18 ☁️ 區間整理   70.0%                                          
  6679.TWO                              鈺太    0.0   243.50 ☁️ 區間整理   28.6%                                          
 009816.TW                       凱基台灣TOP50    0.0    10.94 ☁️ 區間整理   50.0%                                          
   1460.TW                              宏遠    0.0     6.76 ☁️ 區間整理   75.0%                                          
  00735.TW                          國泰臺韓科技    0.0    69.25 ☁️ 區間整理   66.7%                                          
  3227.TWO                              原相    0.0   198.00 ☁️ 區間整理   50.0%                                          
   2645.TW                            長榮航太    0.0   160.00 ☁️ 區間整理   50.0%                            【營收爆發(34.77%)】
   2105.TW                              正新    0.0    28.50 ☁️ 區間整理   41.2%                                          
   1587.TW                              吉茂    0.0    37.70 ☁️ 區間整理   50.0%                            【營收爆發(42.77%)】
   1727.TW                             中華化    0.0    50.30 ☁️ 區間整理   66.7%                                          
   2801.TW                              彰銀    0.0    20.70 ☁️ 區間整理   46.2%                                          
   6442.TW                              光聖    0.0  1810.00 ☁️ 區間整理  100.0%                                          
  6121.TWO                              新普    0.0   344.00 ☁️ 區間整理   61.5%                                          
  3363.TWO                              上詮    0.0   607.00 ☁️ 區間整理   71.4%                                          
  6727.TWO                            亞泰金屬    0.0   216.00 ☁️ 區間整理   57.1%                            【營收爆發(265.8%)】
   7788.TW                            松川精密    0.0   165.00 ☁️ 區間整理    0.0%                                          
   3652.TW                              精聯    0.0    27.75 ☁️ 區間整理   50.0%                                          
  3162.TWO                              精確    0.0    53.80 ☁️ 區間整理   25.0%                            【營收爆發(30.95%)】
  00939.TW                        統一台灣高息動能    0.0    15.80 ☁️ 區間整理   27.3%                                          
  5864.TWO                             致和證    0.0    24.75 ☁️ 區間整理   50.0%                                          
00761B.TWO                         國泰A級公司債    0.0    35.05 ☁️ 區間整理   35.7%                                          
  4171.TWO                              瑞基    0.0    18.95 ☁️ 區間整理   20.0%                            【營收爆發(84.93%)】
   1436.TW                             華友聯    0.0    53.90 ☁️ 區間整理   56.2%                                          
   1904.TW                              正隆    0.0    17.65 ☁️ 區間整理   22.2%                                   【無財報資料】
  5371.TWO                             中光電    0.0    81.20 ☁️ 區間整理   69.2%                                          
   3062.TW                              建漢    0.0    24.10 ☁️ 區間整理   40.0%                            【營收爆發(67.97%)】
  8917.TWO                              欣泰    0.0    56.20 ☁️ 區間整理   50.0%                                          
   9929.TW                              秋雨    0.0    10.60 ☁️ 區間整理   52.6%                                          
   3416.TW                             融程電    0.0   146.50 ☁️ 區間整理   53.3%                                          
   5388.TW                              中磊    0.0    77.30 ☁️ 區間整理   50.0%                                          
  6101.TWO                            寬魚國際    0.0    38.10 ☁️ 區間整理   33.3%                           【營收爆發(685.99%)】
00857B.TWO                        永豐20年美公債    0.0    24.12 ☁️ 區間整理   33.3%                                          
  3491.TWO                             昇達科    0.0  1265.00 ☁️ 區間整理   62.5%                            【營收爆發(57.06%)】
  8455.TWO                           大拓-KY    0.0    22.65 ☁️ 區間整理   58.3%                                          
  4130.TWO                              健亞    0.0    33.95 ☁️ 區間整理   35.3%                                          
  3230.TWO                              錦明    0.0    38.80 ☁️ 區間整理   28.6%                                          
   3545.TW                              敦泰    0.0    44.15 ☁️ 區間整理  100.0%                                          
 00995A.TW                        主動中信台灣卓越    0.0    11.56 ☁️ 區間整理   61.5%                                          
  00891.TW                         中信關鍵半導體    0.0    24.41 ☁️ 區間整理   57.1%                                          
   3010.TW                              華立    0.0   125.50 ☁️ 區間整理   40.0%                                          
   2886.TW                             兆豐金    0.0    39.30 ☁️ 區間整理   40.0%                                          
   2376.TW                              技嘉    0.0   232.00 ☁️ 區間整理   60.0%                             【營收爆發(47.4%)】
  2640.TWO                             大車隊    0.0   139.00 ☁️ 區間整理   57.9%                                          
  6134.TWO                              萬旭    0.0    31.35 ☁️ 區間整理   63.2%                            【營收爆發(47.63%)】
   2421.TW                              建準    0.0   140.50 ☁️ 區間整理   85.7%                                          
   2634.TW                              漢翔    0.0    51.40 ☁️ 區間整理   35.7%                                          
   3515.TW                              華擎    0.0   210.00 ☁️ 區間整理   38.9%                                   【無財報資料】
  4131.TWO                              浩泰    0.0    37.40 ☁️ 區間整理   52.6%                                          
   2241.TW                             艾姆勒    0.0    29.85 ☁️ 區間整理   50.0%                            【營收爆發(45.48%)】
   0052.TW                            富邦科技    0.0    46.46 ☁️ 區間整理   63.6%                                          
   4915.TW                              致伸    0.0    71.80 ☁️ 區間整理   45.5%                                          
   2363.TW                              矽統    0.0    51.50 ☁️ 區間整理   27.3%                           【營收爆發(171.58%)】
  8401.TWO                             白紗科    0.0    27.15 ☁️ 區間整理   83.3%                                   【無財報資料】
   1413.TW                              宏洲    0.0     9.73 ☁️ 區間整理   50.0%                                   【無財報資料】
 009801.TW                        中信美國創新科技    0.0    10.72 ☁️ 區間整理  100.0%                                          
   5871.TW                           中租-KY    0.0   103.50 ☁️ 區間整理   16.7%                                          
   2429.TW                             銘旺科    0.0    48.70 ☁️ 區間整理   82.4%                                          
   1809.TW                              中釉    0.0    25.00 ☁️ 區間整理   36.4%                                          
  7737.TWO                              凱鈿    0.0    38.00 ☁️ 區間整理   33.3%                                          
  6560.TWO                             欣普羅    0.0    41.05 ☁️ 區間整理   38.5%                            【營收爆發(55.97%)】
  4304.TWO                              勝昱    0.0    30.00 ☁️ 區間整理   75.0%                                          
   5269.TW                              祥碩    0.0  1260.00 ☁️ 區間整理   60.0%                            【營收爆發(58.31%)】
   2414.TW                              精技    0.0    43.40 ☁️ 區間整理   53.8%                            【營收爆發(54.11%)】
  3555.TWO                             博士旺    0.0   134.50 ☁️ 區間整理   50.0%                          【營收爆發(3727.37%)】
  3551.TWO                              世禾    0.0   185.00 ☁️ 區間整理   43.8%                                          
  3570.TWO                              大塚    0.0   169.50 ☁️ 區間整理   33.3%                             【營收爆發(67.7%)】
  3067.TWO                              全域    0.0    17.80 ☁️ 區間整理   71.4%                                          
  6907.TWO                          雅特力-KY    0.0   104.00 ☁️ 區間整理   50.0%                                          
   2903.TW                              遠百    0.0    23.10 ☁️ 區間整理   46.2%                                          
  3680.TWO                              家登    0.0   390.00 ☁️ 區間整理   60.0%                            【營收爆發(62.74%)】
   2354.TW                              鴻準    0.0    54.40 ☁️ 區間整理   54.5%                                          
   2438.TW                              翔耀    0.0    21.20 ☁️ 區間整理   66.7%                           【營收爆發(281.18%)】
  6584.TWO                            南俊國際    0.0   385.00 ☁️ 區間整理   56.2%                            【營收爆發(47.92%)】
   6152.TW                              百一    0.0    19.10 ☁️ 區間整理   50.0%                                          
   6715.TW                              嘉基    0.0   282.00 ☁️ 區間整理   75.0%                                          
   2603.TW                              長榮    0.0   210.00 ☁️ 區間整理   50.0%                                          
   6533.TW                             晶心科    0.0   192.50 ☁️ 區間整理   80.0%                                          
   2328.TW                              廣宇    0.0    46.20 ☁️ 區間整理   46.2%                                          
   1326.TW                              台化    0.0    44.00 ☁️ 區間整理   46.7%                                          
 00688L.TW                       國泰20年美債正2    0.0     7.38 ☁️ 區間整理   35.7%                                          
   1608.TW                              華榮    0.0    34.10 ☁️ 區間整理   88.9%                                   【無財報資料】
   4919.TW                              新唐    0.0    88.70 ☁️ 區間整理   60.0%                                          
   6142.TW                              友勁    0.0     9.68 ☁️ 區間整理   50.0%                                          
   2321.TW                              東訊    0.0    15.00 ☁️ 區間整理   50.0%                                          
  8289.TWO                              泰藝    0.0    33.25 ☁️ 區間整理   25.0%                                          
  6629.TWO                           泰金-KY    0.0   110.00 ☁️ 區間整理   30.8%                            【營收爆發(58.57%)】
   3450.TW                              聯鈞    0.0   272.50 ☁️ 區間整理   70.0%                                          
   2006.TW                            東和鋼鐵    0.0    83.40 ☁️ 區間整理   50.0%                                          
   2397.TW                              友通    0.0    55.70 ☁️ 區間整理   50.0%                                          
   2610.TW                              華航    0.0    19.00 ☁️ 區間整理   65.0%                                          
  6664.TWO                              群翊    0.0   271.50 ☁️ 區間整理   26.7%                                          
  6233.TWO                              旺玖    0.0    26.40 ☁️ 區間整理   50.0%                                          
  00919.TW                        群益台灣精選高息    0.0    23.79 ☁️ 區間整理   44.4%                                          
   6213.TW                              聯茂    0.0   133.50 ☁️ 區間整理   61.5%                                          
   6133.TW                              金橋    0.0    24.90 ☁️ 區間整理   37.5%                                          
  00875.TW                          國泰網路資安    0.0    38.61 ☁️ 區間整理   50.0%                                          
   6225.TW                              天瀚    0.0    23.55 ☁️ 區間整理   50.0%                                          
  00882.TW                         中信中國高股息    0.0    16.06 ☁️ 區間整理   64.3%                                          
  6237.TWO                              驊訊    0.0    37.95 ☁️ 區間整理   50.0%                                          
  6684.TWO                              安格    0.0    45.65 ☁️ 區間整理   50.0%                                          
  3546.TWO                              宇峻    0.0    68.80 ☁️ 區間整理   60.0%                                          
 00987A.TW                        主動台新優勢成長    0.0    11.62 ☁️ 區間整理   50.0%                                          
  2066.TWO                              世德    0.0    52.40 ☁️ 區間整理   75.0%                                          
  7712.TWO                           博盛半導體    0.0   106.50 ☁️ 區間整理   25.0%                                          
   2486.TW                              一詮    0.0   140.50 ☁️ 區間整理   75.0%                                          
   3005.TW                              神基    0.0   132.00 ☁️ 區間整理   50.0%                                          
   1456.TW                              怡華    0.0    13.65 ☁️ 區間整理   57.9%                            【營收爆發(50.81%)】
   1708.TW                              東鹼    0.0    35.45 ☁️ 區間整理   25.0%                                          
  00902.TW                         中信電池及儲能    0.0    14.59 ☁️ 區間整理   18.2%                                          
   2441.TW                              超豐    0.0    87.80 ☁️ 區間整理   27.3%                                          
  6469.TWO                              大樹    0.0    83.00 ☁️ 區間整理   53.3%                                          
  8927.TWO                              北基    0.0    23.90 ☁️ 區間整理   43.8%                                   【無財報資料】
   3042.TW                              晶技    0.0    93.90 ☁️ 區間整理   18.2%                                          
   2601.TW                              益航    0.0     6.53 ☁️ 區間整理   25.0%                                          
  5272.TWO                              笙科    0.0    22.45 ☁️ 區間整理   50.0%                                          
  6613.TWO                             朋億*    0.0   192.00 ☁️ 區間整理   63.2%                                          
 00992A.TW                        主動群益科技創新    0.0    12.65 ☁️ 區間整理   73.3%                                          
  8183.TWO                              精星    0.0    35.75 ☁️ 區間整理   22.2%                                          
  5443.TWO                              均豪    0.0    97.10 ☁️ 區間整理   40.0%                                          
   2892.TW                             第一金    0.0    29.15 ☁️ 區間整理   42.9%                                          
  6274.TWO                              台燿    0.0   488.50 ☁️ 區間整理   11.1%                                          
  3713.TWO                            新晶投控    0.0    17.60 ☁️ 區間整理   58.8%                                          
  3483.TWO                              力致    0.0    82.20 ☁️ 區間整理   50.0%                                          
  6651.TWO                             全宇昕    0.0    90.90 ☁️ 區間整理   66.7%                                   【無財報資料】
   6753.TW                            龍德造船    0.0   136.50 ☁️ 區間整理   42.9%                                          
   8070.TW                             長華*    0.0    43.15 ☁️ 區間整理   75.0%                                          
   8499.TW                           鼎炫-KY    0.0   276.50 ☁️ 區間整理   50.0%                            【營收爆發(83.71%)】
  4198.TWO                            欣大健康    0.0    40.00 ☁️ 區間整理   72.2%                                   【無財報資料】
   2379.TW                              瑞昱    0.0   474.00 ☁️ 區間整理   52.6%                                          
  6546.TWO                              正基    0.0    80.30 ☁️ 區間整理   75.0%                                          
  8067.TWO                              志旭    0.0    14.35 ☁️ 區間整理   50.0%                                          
   6456.TW                          GIS-KY    0.0    63.20 ☁️ 區間整理   31.2%                                          
  6265.TWO                             方土昶    0.0    37.75 ☁️ 區間整理   54.5%                           【營收爆發(435.72%)】
   3338.TW                              泰碩    0.0    58.90 ☁️ 區間整理   40.0%                                          
  8383.TWO                              千附    0.0    40.75 ☁️ 區間整理   57.1%                                          
  5381.TWO                              合正    0.0    26.55 ☁️ 區間整理   65.0%                                          
   8021.TW                              尖點    0.0   242.00 ☁️ 區間整理   50.0%                            【營收爆發(42.47%)】
   5244.TW                              弘凱    0.0    34.70 ☁️ 區間整理   46.7%                                   【無財報資料】
