股號,名稱,收盤價,隔日勝率%,累積獲利%,交易次數,目前ATR,目前狀態,專家分析原因
2478.TW,大毅,72.00,100.00,2.59,3,3.64,持股中,📈 趨勢續強。目前防禦位設於 57.23，與現價緩衝空間為 20.5%。
6015.TWO,宏遠證,13.20,33.33,-19.80,5,0.24,持股中,📈 趨勢續強。目前防禦位設於 12.51，與現價緩衝空間為 5.2%。
4560.TW,強信-KY,34.90,40.00,3.17,9,0.79,持股中,📈 趨勢續強。目前防禦位設於 31.64，與現價緩衝空間為 9.3%。
8291.TWO,尚茂,13.75,0.00,-20.71,5,0.43,建議買入,🚀 今日收盤 13.75 突破關鍵高點 13.60，啟動波段漲勢。
6865.TWO,偉康科技,36.50,50.00,4.31,3,1.99,持股中,📈 趨勢續強。目前防禦位設於 34.80，與現價緩衝空間為 4.7%。
00845B.TWO,富邦新興投等債,33.55,75.00,-4.01,7,0.16,持股中,📈 趨勢續強。目前防禦位設於 33.45，與現價緩衝空間為 0.3%。
4532.TW,瑞智,24.15,50.00,-3.01,3,0.47,持股中,📈 趨勢續強。目前防禦位設於 23.49，與現價緩衝空間為 2.7%。
6988.TW,威力暘-創,14.50,0.00,-19.95,4,0.52,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 14.95，建議耐心等待突破。
6582.TW,申豐,31.70,66.67,-6.39,6,0.86,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 31.90，建議耐心等待突破。
5543.TWO,桓鼎-KY,29.00,50.00,-11.62,7,1.03,持股中,📈 趨勢續強。目前防禦位設於 26.50，與現價緩衝空間為 8.6%。
6668.TW,中揚光,37.60,100.00,6.79,1,1.52,持股中,📈 趨勢續強。目前防禦位設於 32.47，與現價緩衝空間為 13.6%。
020030.TW,統一智慧電動車N,15.00,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3691.TWO,碩禾,117.00,50.00,-22.98,3,7.29,持股中,📈 趨勢續強。目前防禦位設於 116.50，與現價緩衝空間為 0.4%。
9136.TW,巨騰-DR,12.15,33.33,54.00,11,0.65,持股中,📈 趨勢續強。目前防禦位設於 7.90，與現價緩衝空間為 35.0%。
2897.TW,王道銀行,10.15,100.00,10.02,2,0.14,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.16，建議耐心等待突破。
9939.TW,宏全,117.50,100.00,-3.49,2,2.79,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 120.00，建議耐心等待突破。
3592.TW,瑞鼎,254.50,40.00,4.35,9,6.68,持股中,📈 趨勢續強。目前防禦位設於 224.50，與現價緩衝空間為 11.8%。
4760.TWO,勤凱,261.00,66.67,36.38,5,16.36,持股中,📈 趨勢續強。目前防禦位設於 258.50，與現價緩衝空間為 1.0%。
4806.TWO,桂田文創,10.35,33.33,3.92,11,0.49,持股中,📈 趨勢續強。目前防禦位設於 9.76，與現價緩衝空間為 5.7%。
1718.TW,中纖,6.76,50.00,-8.37,12,0.16,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 7.12，建議耐心等待突破。
6491.TW,晶碩,287.50,50.00,-1.88,3,6.68,建議買入,🚀 今日收盤 287.50 突破關鍵高點 285.50，啟動波段漲勢。
00955.TWO,中信日本商社,14.99,0.00,-11.49,4,0.27,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.69，建議耐心等待突破。
3078.TWO,僑威,59.00,50.00,-19.35,7,1.31,持股中,📈 趨勢續強。目前防禦位設於 55.50，與現價緩衝空間為 5.9%。
2484.TW,希華,47.50,64.71,82.28,33,3.00,持股中,📈 趨勢續強。目前防禦位設於 29.20，與現價緩衝空間為 38.5%。
6829.TWO,千附精密,261.50,0.00,130.63,3,12.32,持股中,📈 趨勢續強。目前防禦位設於 112.50，與現價緩衝空間為 57.0%。
2520.TW,冠德,31.10,50.00,-10.46,11,0.66,持股中,📈 趨勢續強。目前防禦位設於 29.70，與現價緩衝空間為 4.5%。
6996.TWO,力領科技,191.50,0.00,10.03,1,5.46,持股中,📈 趨勢續強。目前防禦位設於 158.86，與現價緩衝空間為 17.0%。
3388.TWO,崇越電,120.50,42.86,85.89,13,5.69,持股中,📈 趨勢續強。目前防禦位設於 64.70，與現價緩衝空間為 46.3%。
3115.TWO,富榮綱,11.00,50.00,-0.31,3,0.27,持股中,📈 趨勢續強。目前防禦位設於 9.29，與現價緩衝空間為 15.5%。
6166.TW,凌華,81.00,50.00,12.02,3,3.76,持股中,📈 趨勢續強。目前防禦位設於 58.76，與現價緩衝空間為 27.5%。
6259.TWO,百徽,22.15,75.00,0.93,7,1.44,持股中,📈 趨勢續強。目前防禦位設於 17.15，與現價緩衝空間為 22.6%。
6103.TWO,合邦,39.60,40.00,8.40,10,2.09,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 42.00，建議耐心等待突破。
2102.TW,泰豐,19.35,100.00,-13.74,4,0.44,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.60，建議耐心等待突破。
1338.TW,廣華-KY,17.10,100.00,-5.56,2,0.75,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.15，建議耐心等待突破。
3023.TW,信邦,283.50,0.00,12.50,1,8.82,持股中,📈 趨勢續強。目前防禦位設於 274.00，與現價緩衝空間為 3.4%。
2106.TW,建大,18.20,50.00,-10.10,7,0.39,持股中,📈 趨勢續強。目前防禦位設於 18.00，與現價緩衝空間為 1.1%。
00738U.TW,期元大道瓊白銀,63.60,50.00,-8.13,3,2.13,持股中,📈 趨勢續強。目前防禦位設於 54.38，與現價緩衝空間為 14.5%。
6672.TW,騰輝電子-KY,206.00,100.00,86.85,1,10.92,持股中,📈 趨勢續強。目前防禦位設於 123.29，與現價緩衝空間為 40.2%。
3694.TW,海華,62.20,50.00,-1.05,3,1.95,持股中,📈 趨勢續強。目前防禦位設於 51.14，與現價緩衝空間為 17.8%。
6596.TWO,寬宏藝術,103.50,60.00,-8.95,10,3.25,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 105.50，建議耐心等待突破。
6160.TWO,欣技,16.85,20.00,-14.63,9,0.47,持股中,📈 趨勢續強。目前防禦位設於 14.77，與現價緩衝空間為 12.4%。
5426.TWO,振發,19.30,50.00,-14.71,4,0.50,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.00，建議耐心等待突破。
8048.TWO,德勝,69.00,50.00,16.66,7,3.14,持股中,📈 趨勢續強。目前防禦位設於 51.57，與現價緩衝空間為 25.3%。
2312.TW,金寶,29.85,35.71,17.76,27,1.25,持股中,📈 趨勢續強。目前防禦位設於 21.22，與現價緩衝空間為 28.9%。
2208.TW,台船,20.70,60.00,-16.54,19,0.58,持股中,📈 趨勢續強。目前防禦位設於 19.38，與現價緩衝空間為 6.4%。
2028.TW,威致,18.80,0.00,3.53,1,0.44,持股中,📈 趨勢續強。目前防禦位設於 17.90，與現價緩衝空間為 4.8%。
1909.TW,榮成,9.40,100.00,-10.32,4,0.27,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.57，建議耐心等待突破。
009803.TW,保德信市值動能50,18.27,0.00,0.00,0,0.41,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
7584.TWO,樂意,32.90,0.00,-24.26,5,1.25,持股中,📈 趨勢續強。目前防禦位設於 32.01，與現價緩衝空間為 2.7%。
8050.TWO,廣積,43.00,25.00,-8.00,7,0.82,持股中,📈 趨勢續強。目前防禦位設於 39.35，與現價緩衝空間為 8.5%。
2348.TW,海悅,76.80,62.50,-7.11,15,1.92,建議買入,🚀 今日收盤 76.80 突破關鍵高點 72.70，啟動波段漲勢。
3455.TWO,由田,218.00,0.00,82.87,1,12.46,持股中,📈 趨勢續強。目前防禦位設於 197.00，與現價緩衝空間為 9.6%。
2104.TW,國際中橡,11.15,100.00,-14.30,4,0.34,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.35，建議耐心等待突破。
6122.TWO,擎邦,50.50,100.00,-8.62,3,0.97,持股中,📈 趨勢續強。目前防禦位設於 48.54，與現價緩衝空間為 3.9%。
02001L.TW,富邦蘋果正二N,97.40,100.00,31.55,1,nan,持股中,📈 趨勢續強。目前防禦位設於 66.50，與現價緩衝空間為 31.7%。
2880.TW,華南金,35.25,20.00,6.52,9,0.84,持股中,📈 趨勢續強。目前防禦位設於 32.17，與現價緩衝空間為 8.7%。
6435.TWO,大中,189.50,80.00,32.82,9,8.29,持股中,📈 趨勢續強。目前防禦位設於 160.00，與現價緩衝空間為 15.6%。
6585.TW,鼎基,90.10,25.00,-14.77,8,2.94,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 87.90，建議耐心等待突破。
6909.TW,創控,66.20,0.00,37.88,3,4.15,持股中,📈 趨勢續強。目前防禦位設於 41.40，與現價緩衝空間為 37.5%。
8942.TWO,森鉅,43.05,71.43,9.37,13,1.96,持股中,📈 趨勢續強。目前防禦位設於 43.00，與現價緩衝空間為 0.1%。
8476.TW,台境*,18.30,25.00,-18.18,8,0.56,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.05，建議耐心等待突破。
6530.TWO,創威,124.50,0.00,96.75,1,8.25,持股中,📈 趨勢續強。目前防禦位設於 83.70，與現價緩衝空間為 32.8%。
3226.TWO,龍鋒,41.25,50.00,0.31,12,2.71,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 41.25，建議耐心等待突破。
6806.TW,森崴能源,26.85,28.57,-16.26,13,2.74,持股中,📈 趨勢續強。目前防禦位設於 24.56，與現價緩衝空間為 8.5%。
2755.TWO,揚秦,135.00,75.00,20.05,8,2.82,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 143.50，建議耐心等待突破。
3390.TWO,旭軟,27.35,0.00,10.98,3,0.88,持股中,📈 趨勢續強。目前防禦位設於 20.29，與現價緩衝空間為 25.8%。
1605.TW,華新,31.60,0.00,-1.84,1,1.29,持股中,📈 趨勢續強。目前防禦位設於 31.45，與現價緩衝空間為 0.5%。
8038.TWO,長園科,47.50,50.00,8.94,3,1.83,持股中,📈 趨勢續強。目前防禦位設於 37.76，與現價緩衝空間為 20.5%。
4726.TWO,永昕,29.85,0.00,0.00,0,0.60,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 30.75，建議耐心等待突破。
00648R.TW,元大S&P500反1,4.20,40.00,-8.77,10,0.07,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 4.21，建議耐心等待突破。
3006.TW,晶豪科,167.50,50.00,-16.36,3,10.14,建議買入,🚀 今日收盤 167.50 突破關鍵高點 161.50，啟動波段漲勢。
1442.TW,名軒,29.45,66.67,-14.12,5,1.12,持股中,📈 趨勢續強。目前防禦位設於 25.23，與現價緩衝空間為 14.3%。
3376.TW,新日興,222.50,40.00,-0.93,9,10.75,持股中,📈 趨勢續強。目前防禦位設於 209.50，與現價緩衝空間為 5.8%。
1303.TW,南亞,89.40,60.00,-30.40,9,5.20,持股中,📈 趨勢續強。目前防禦位設於 86.60，與現價緩衝空間為 3.1%。
00715L.TW,期街口S&P布蘭特油正2,48.87,0.00,0.00,0,4.76,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 50.00，建議耐心等待突破。
8349.TWO,�矬�,44.35,80.00,-1.52,9,1.47,持股中,📈 趨勢續強。目前防禦位設於 43.85，與現價緩衝空間為 1.1%。
2633.TW,台灣高鐵,26.50,0.00,-4.41,4,0.39,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 26.30，建議耐心等待突破。
4530.TWO,宏易,28.40,16.67,-8.90,11,1.21,持股中,📈 趨勢續強。目前防禦位設於 28.00，與現價緩衝空間為 1.4%。
00760B.TWO,復華新興企業債,54.25,0.00,-4.34,7,0.25,持股中,📈 趨勢續強。目前防禦位設於 54.05，與現價緩衝空間為 0.4%。
8931.TWO,大汽電,41.85,66.67,-12.93,5,0.84,持股中,📈 趨勢續強。目前防禦位設於 40.66，與現價緩衝空間為 2.9%。
1441.TW,大東,12.95,50.00,15.69,3,0.36,持股中,📈 趨勢續強。目前防禦位設於 9.84，與現價緩衝空間為 24.0%。
6654.TWO,天正國際,88.90,50.00,-7.20,15,2.09,建議買入,🚀 今日收盤 88.90 突破關鍵高點 88.00，啟動波段漲勢。
3693.TWO,營邦,707.00,0.00,0.00,0,48.57,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
1295.TWO,生合,60.20,0.00,-3.17,1,1.94,持股中,📈 趨勢續強。目前防禦位設於 57.26，與現價緩衝空間為 4.9%。
6290.TWO,良維,279.00,53.33,45.58,29,15.29,持股中,📈 趨勢續強。目前防禦位設於 230.00，與現價緩衝空間為 17.6%。
2543.TW,皇昌,51.60,60.00,6.87,10,1.49,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 59.70，建議耐心等待突破。
1762.TW,中化生,28.15,70.00,-3.30,20,0.65,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 25.40，建議耐心等待突破。
2388.TW,威盛,80.00,0.00,44.47,3,3.90,持股中,📈 趨勢續強。目前防禦位設於 51.60，與現價緩衝空間為 35.5%。
6234.TWO,高僑,38.25,66.67,16.30,5,1.80,持股中,📈 趨勢續強。目前防禦位設於 28.20，與現價緩衝空間為 26.3%。
3360.TWO,尚立,14.20,60.00,-2.55,9,0.37,持股中,📈 趨勢續強。目前防禦位設於 13.47，與現價緩衝空間為 5.1%。
1256.TW,鮮活果汁-KY,163.50,50.00,-0.56,3,4.71,持股中,📈 趨勢續強。目前防禦位設於 142.32，與現價緩衝空間為 13.0%。
3260.TWO,威剛,421.50,55.56,35.96,17,27.46,持股中,📈 趨勢續強。目前防禦位設於 388.00，與現價緩衝空間為 7.9%。
3673.TW,TPK-KY,66.00,66.67,45.99,5,4.75,持股中,📈 趨勢續強。目前防禦位設於 43.20，與現價緩衝空間為 34.5%。
2035.TWO,唐榮,28.00,33.33,-11.68,5,0.17,持股中,📈 趨勢續強。目前防禦位設於 28.00，與現價緩衝空間為 0.0%。
6418.TWO,詠昇,29.80,33.33,-19.06,5,1.24,持股中,📈 趨勢續強。目前防禦位設於 27.72，與現價緩衝空間為 7.0%。
5230.TWO,雷笛克光學,18.15,33.33,-17.56,5,0.70,持股中,📈 趨勢續強。目前防禦位設於 15.80，與現價緩衝空間為 13.0%。
3169.TWO,亞信,116.00,33.33,6.88,5,3.68,持股中,📈 趨勢續強。目前防禦位設於 85.66，與現價緩衝空間為 26.2%。
1516.TW,川飛,20.50,50.00,-9.03,8,0.90,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 21.50，建議耐心等待突破。
3413.TW,京鼎,330.00,33.33,9.57,5,9.43,持股中,📈 趨勢續強。目前防禦位設於 294.50，與現價緩衝空間為 10.8%。
00693U.TW,期街口S&P黃豆,22.28,77.78,-4.97,17,0.18,持股中,📈 趨勢續強。目前防禦位設於 21.93，與現價緩衝空間為 1.6%。
3516.TWO,亞帝歐,21.05,0.00,6.48,1,0.69,持股中,📈 趨勢續強。目前防禦位設於 18.34，與現價緩衝空間為 12.9%。
2201.TW,裕隆,27.85,50.00,-12.69,4,0.83,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 28.00，建議耐心等待突破。
1323.TW,永裕,20.25,25.00,9.07,7,1.12,建議買入,🚀 今日收盤 20.25 突破關鍵高點 18.60，啟動波段漲勢。
1733.TW,五鼎,29.55,50.00,-10.71,11,0.44,持股中,📈 趨勢續強。目前防禦位設於 29.55，與現價緩衝空間為 0.0%。
3071.TWO,協禧,33.40,0.00,34.14,1,1.55,持股中,📈 趨勢續強。目前防禦位設於 26.65，與現價緩衝空間為 20.2%。
00662.TW,富邦NASDAQ,107.95,33.33,-1.91,5,1.41,持股中,📈 趨勢續強。目前防禦位設於 97.05，與現價緩衝空間為 10.1%。
8046.TW,南電,803.00,0.00,0.00,0,48.71,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
1445.TW,大宇,13.25,41.67,-12.72,23,0.50,建議買入,🚀 今日收盤 13.25 突破關鍵高點 12.45，啟動波段漲勢。
1229.TW,聯華,43.50,40.00,-3.31,10,0.52,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 43.60，建議耐心等待突破。
00931B.TWO,統一美債20年,13.53,50.00,-4.14,8,0.08,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.79，建議耐心等待突破。
2948.TWO,寶陞,38.40,0.00,-14.37,8,0.72,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 39.90，建議耐心等待突破。
2419.TW,仲琦,35.20,66.67,7.96,5,2.34,持股中,📈 趨勢續強。目前防禦位設於 35.15，與現價緩衝空間為 0.1%。
2392.TW,正崴,38.35,55.56,-3.03,17,1.57,持股中,📈 趨勢續強。目前防禦位設於 32.26，與現價緩衝空間為 15.9%。
4741.TWO,泓瀚,59.00,100.00,169.02,1,4.14,持股中,📈 趨勢續強。目前防禦位設於 52.40，與現價緩衝空間為 11.2%。
4966.TWO,譜瑞-KY,590.00,50.00,1.20,3,23.62,持股中,📈 趨勢續強。目前防禦位設於 459.73，與現價緩衝空間為 22.1%。
6186.TWO,新潤,41.25,50.00,-10.36,3,1.06,持股中,📈 趨勢續強。目前防禦位設於 38.74，與現價緩衝空間為 6.1%。
3045.TW,台灣大,113.00,100.00,4.87,3,1.21,持股中,📈 趨勢續強。目前防禦位設於 108.50，與現價緩衝空間為 4.0%。
6515.TW,穎崴,10730.00,100.00,17.66,1,722.86,持股中,📈 趨勢續強。目前防禦位設於 7226.79，與現價緩衝空間為 32.6%。
8171.TWO,天宇,23.85,50.00,-18.07,28,0.76,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.70，建議耐心等待突破。
8102.TWO,傑霖科技,77.80,0.00,38.11,1,3.49,持股中,📈 趨勢續強。目前防禦位設於 50.68，與現價緩衝空間為 34.9%。
8437.TWO,大地-KY,13.10,0.00,-8.63,3,0.32,持股中,📈 趨勢續強。目前防禦位設於 11.87，與現價緩衝空間為 9.4%。
8085.TWO,福華,14.65,16.67,-22.61,12,0.55,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.65，建議耐心等待突破。
00634R.TW,富邦上証反1,3.09,25.00,-2.96,8,0.04,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 3.16，建議耐心等待突破。
8416.TWO,實威,175.00,0.00,2.33,1,1.71,持股中,📈 趨勢續強。目前防禦位設於 166.07，與現價緩衝空間為 5.1%。
3715.TW,定穎投控,189.00,0.00,0.00,0,10.11,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6958.TW,日盛台駿,19.55,66.67,14.53,5,0.61,持股中,📈 趨勢續強。目前防禦位設於 19.15，與現價緩衝空間為 2.0%。
1570.TWO,力肯,42.35,40.00,28.57,9,1.40,持股中,📈 趨勢續強。目前防禦位設於 31.00，與現價緩衝空間為 26.8%。
3444.TWO,利機,96.50,0.00,30.66,3,5.24,持股中,📈 趨勢續強。目前防禦位設於 58.16，與現價緩衝空間為 39.7%。
8027.TWO,鈦昇,149.50,50.00,19.46,3,12.61,持股中,📈 趨勢續強。目前防禦位設於 128.00，與現價緩衝空間為 14.4%。
4164.TW,承業醫,32.20,0.00,-3.45,1,0.83,持股中,📈 趨勢續強。目前防禦位設於 31.10，與現價緩衝空間為 3.4%。
4991.TWO,環宇-KY,693.00,100.00,224.17,1,44.04,持股中,📈 趨勢續強。目前防禦位設於 388.00，與現價緩衝空間為 44.0%。
2024.TW,志聯,14.40,50.00,-14.35,3,0.25,持股中,📈 趨勢續強。目前防禦位設於 14.30，與現價緩衝空間為 0.7%。
4542.TWO,科嶠,170.00,0.00,-9.39,1,11.30,持股中,📈 趨勢續強。目前防禦位設於 169.00，與現價緩衝空間為 0.6%。
7753.TWO,星亞,43.85,0.00,-10.36,7,1.27,建議買入,🚀 今日收盤 43.85 突破關鍵高點 40.15，啟動波段漲勢。
6415.TW,矽力*-KY,402.50,40.00,45.38,19,20.43,持股中,📈 趨勢續強。目前防禦位設於 294.50，與現價緩衝空間為 26.8%。
6573.TW,虹揚-KY,13.85,50.00,-2.83,3,0.55,持股中,📈 趨勢續強。目前防禦位設於 11.63，與現價緩衝空間為 16.0%。
2207.TW,和泰車,519.00,33.33,-12.12,5,11.75,持股中,📈 趨勢續強。目前防禦位設於 483.54，與現價緩衝空間為 6.8%。
3597.TWO,映興,26.05,50.00,0.42,3,0.56,持股中,📈 趨勢續強。目前防禦位設於 22.54，與現價緩衝空間為 13.5%。
5536.TWO,聖暉*,896.00,100.00,32.30,3,38.93,持股中,📈 趨勢續強。目前防禦位設於 692.00，與現價緩衝空間為 22.8%。
6104.TWO,創惟,104.00,25.00,-14.86,7,3.13,持股中,📈 趨勢續強。目前防禦位設於 85.13，與現價緩衝空間為 18.1%。
910322.TW,康師傅-DR,25.55,0.00,0.00,0,0.33,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3321.TW,同泰,17.30,50.00,-11.63,3,0.71,持股中,📈 趨勢續強。目前防禦位設於 15.40，與現價緩衝空間為 11.0%。
2211.TW,長榮鋼,101.00,100.00,-6.26,2,1.53,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 101.00，建議耐心等待突破。
4439.TW,冠星-KY,104.00,0.00,16.10,3,3.37,持股中,📈 趨勢續強。目前防禦位設於 97.50，與現價緩衝空間為 6.2%。
00949.TW,復華日本龍頭,19.51,16.67,-12.39,12,0.29,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.54，建議耐心等待突破。
2542.TW,興富發,34.00,33.33,-13.02,6,0.67,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 35.80，建議耐心等待突破。
6431.TW,光麗-KY,20.70,0.00,-25.51,6,1.06,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.85，建議耐心等待突破。
7721.TW,微程式,80.60,66.67,53.63,6,5.32,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 48.00，建議耐心等待突破。
6625.TW,必應,75.50,0.00,-1.67,3,1.67,持股中,📈 趨勢續強。目前防禦位設於 74.90，與現價緩衝空間為 0.8%。
02001R.TW,富邦蘋果反一N,nan,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4192.TWO,杏國,19.90,0.00,-24.40,8,0.55,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.45，建議耐心等待突破。
00994A.TW,主動第一金台股優,16.07,50.00,22.04,7,0.48,持股中,📈 趨勢續強。目前防禦位設於 12.64，與現價緩衝空間為 21.3%。
9917.TW,中保科,115.50,50.00,-0.42,3,1.36,持股中,📈 趨勢續強。目前防禦位設於 115.00，與現價緩衝空間為 0.4%。
8074.TWO,鉅橡,81.20,50.00,16.51,3,4.96,持股中,📈 趨勢續強。目前防禦位設於 50.21，與現價緩衝空間為 38.2%。
4924.TWO,欣厚-KY,10.30,0.00,0.00,0,0.51,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.00，建議耐心等待突破。
5548.TWO,安倉,23.90,20.00,-3.28,10,0.26,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.35，建議耐心等待突破。
8271.TW,宇瞻,238.00,20.00,66.40,9,13.54,持股中,📈 趨勢續強。目前防禦位設於 131.00，與現價緩衝空間為 45.0%。
8182.TWO,加高,41.55,54.55,40.45,21,2.43,持股中,📈 趨勢續強。目前防禦位設於 27.75，與現價緩衝空間為 33.2%。
7455.TWO,樺緯物聯,70.80,0.00,8.63,3,1.99,持股中,📈 趨勢續強。目前防禦位設於 61.50，與現價緩衝空間為 13.1%。
6167.TWO,久正,13.45,44.44,5.88,18,0.68,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.90，建議耐心等待突破。
2926.TWO,誠品生活,36.45,0.00,0.00,0,0.77,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 40.65，建議耐心等待突破。
8047.TWO,星雲,54.30,83.33,0.89,11,2.78,持股中,📈 趨勢續強。目前防禦位設於 53.00，與現價緩衝空間為 2.4%。
4540.TW,全球傳動,59.10,0.00,24.58,3,3.04,持股中,📈 趨勢續強。目前防禦位設於 38.33，與現價緩衝空間為 35.1%。
3056.TW,富華新,14.30,33.33,-12.57,6,0.29,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 14.75，建議耐心等待突破。
3158.TWO,嘉實,90.10,0.00,-3.49,7,1.66,持股中,📈 趨勢續強。目前防禦位設於 90.00，與現價緩衝空間為 0.1%。
3669.TW,圓展,39.20,0.00,3.64,3,1.90,持股中,📈 趨勢續強。目前防禦位設於 38.85，與現價緩衝空間為 0.9%。
1309.TW,台達化,18.60,20.00,76.49,10,1.88,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.70，建議耐心等待突破。
6028.TWO,公勝保經,80.20,0.00,-6.32,2,1.54,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 84.70，建議耐心等待突破。
00904.TW,新光臺灣半導體30,33.63,100.00,12.45,1,0.79,持股中,📈 趨勢續強。目前防禦位設於 27.94，與現價緩衝空間為 16.9%。
6756.TW,威鋒電子,90.40,66.67,9.07,5,2.81,持股中,📈 趨勢續強。目前防禦位設於 67.48，與現價緩衝空間為 25.4%。
6919.TW,康霈*,111.00,50.00,3.68,3,7.30,持股中,📈 趨勢續強。目前防禦位設於 106.00，與現價緩衝空間為 4.5%。
3211.TWO,順達,415.00,75.00,19.26,7,21.89,持股中,📈 趨勢續強。目前防禦位設於 342.50，與現價緩衝空間為 17.5%。
2360.TW,致茂,2030.00,0.00,0.00,0,153.57,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
00708L.TW,期元大S&P黃金正2,101.05,25.00,-10.57,7,3.27,建議買入,🚀 今日收盤 101.05 突破關鍵高點 96.20，啟動波段漲勢。
9962.TWO,有益,10.00,0.00,0.00,0,0.25,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 10.30，建議耐心等待突破。
6180.TWO,橘子,41.40,0.00,-13.95,4,0.81,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 41.80，建議耐心等待突破。
8016.TW,矽創,240.50,66.67,1.41,5,6.50,持股中,📈 趨勢續強。目前防禦位設於 188.89，與現價緩衝空間為 21.5%。
3094.TW,聯傑,27.80,0.00,-0.43,3,1.07,持股中,📈 趨勢續強。目前防禦位設於 22.39，與現價緩衝空間為 19.5%。
5484.TW,慧友,39.20,66.67,-15.24,5,2.03,持股中,📈 趨勢續強。目前防禦位設於 38.85，與現價緩衝空間為 0.9%。
6284.TWO,佳邦,86.30,75.00,-10.39,7,2.73,持股中,📈 趨勢續強。目前防禦位設於 86.30，與現價緩衝空間為 0.0%。
4558.TWO,寶緯,19.25,50.00,-8.62,3,0.90,持股中,📈 趨勢續強。目前防禦位設於 18.63，與現價緩衝空間為 3.2%。
5211.TWO,蒙恬,22.60,0.00,0.24,3,0.76,持股中,📈 趨勢續強。目前防禦位設於 20.54，與現價緩衝空間為 9.1%。
7783.TWO,佳運,101.00,100.00,-5.37,3,7.59,持股中,📈 趨勢續強。目前防禦位設於 70.98，與現價緩衝空間為 29.7%。
