pe,expansion,date,symbol,est_price,prev_rev_yoy,eps,rev_yoy,prev_eps_yoy,eps_yoy,prev_year,status,om,gm,prev_eps,price,name,advice
0.0,20.159999999999997,2025-12,4577.TWO,0.0,23.84,-0.73,12.25,35.66,32.41,2025,🚀 利潤擴張,7.93%,23.60%,-0.92,0.0,達航科技,⚪ 數據不足
0.0,20.15,2025-12,6870.TWO,0.0,20.49,7.08,20.33,64.04,40.48,2025,🚀 利潤擴張,N/A,N/A,4.38,0.0,騰雲,⚪ 數據不足
0.0,20.119999999999997,2025-12,5234.TW,0.0,12.88,7.37,12.43,39.9,32.55,2025,🚀 利潤擴張,N/A,N/A,5.33,0.0,達興材料,⚪ 數據不足
0.0,19.67,2025-12,4973.TWO,0.0,-2.98,2.11,-3.19,-108.72,16.48,2025,🔄 轉虧為盈,N/A,N/A,-0.17,0.0,廣穎,⚪ 數據不足
0.0,19.37,2025-12,6259.TWO,0.0,22.11,0.7,19.41,15.38,38.78,2025,🚀 利潤擴張,N/A,N/A,0.45,0.0,百徽,⚪ 數據不足
5.080645315120968,19.35,2025-12,2516.TW,37.199999999999996,12.18,1.23,7.45,-5.0,26.8,2025,🚀 利潤擴張,4.30%,6.67%,0.57,12.6000003815,新建,💎 強力關注
12.393162393162394,19.240000000000002,2025-12,1259.TWO,70.19999999999999,-0.82,2.45,0.27,-53.6,19.51,2025,🚀 利潤擴張,0.36%,23.02%,1.03,58.0,安心,✅ 穩健價值
0.0,19.07,2025-12,8067.TWO,0.0,2.3,-0.59,-2.17,110.53,16.9,2025,🧐 疑業外收益,N/A,N/A,0.02,0.0,志旭,⚪ 數據不足
0.0,18.27,2025-12,6431.TW,0.0,2.36,-2.07,-1.12,11.69,17.15,2025,🧐 疑業外收益,N/A,N/A,-1.44,0.0,光麗-KY,⚪ 數據不足
0.0,17.939999999999998,2025-12,8444.TWO,0.0,-31.52,-10.06,-33.25,-22.62,-15.31,2025,🌑 雙重衰退,N/A,N/A,-5.84,0.0,綠河-KY,⚪ 數據不足
39.34306569343066,17.71,2025-12,3450.TW,205.5,26.94,5.01,13.44,91.21,31.15,2025,🚀 利潤擴張,15.62%,26.67%,3.48,539.0,聯鈞,⚠️ 追價風險
0.0,17.38,2025-12,4147.TWO,0.0,-0.63,-0.61,0.19,-20.0,17.57,2025,🚀 利潤擴張,-58.34%,28.91%,-0.36,0.0,中裕,⚪ 數據不足
5.034090822386364,17.34,2025-12,2477.TW,65.99999999999999,-5.96,1.68,-5.34,15.33,12.0,2025,🧐 疑業外收益,N/A,N/A,1.58,22.1499996185,美隆電,💎 強力關注
7.50000026218213,17.34,2025-12,2221.TWO,87.30000000000001,0.76,2.31,-2.98,28.36,14.36,2025,🧐 疑業外收益,8.37%,20.63%,1.72,43.6500015259,大甲,💎 強力關注
8.957654723127035,17.33,2025-12,2421.TW,276.3,27.79,7.94,27.72,45.85,45.05,2025,🚀 利潤擴張,16.47%,32.82%,5.65,165.0,建準,💎 強力關注
0.0,16.97,2025-12,6187.TWO,0.0,13.75,15.46,-3.04,29.69,13.93,2025,🧐 疑業外收益,N/A,N/A,12.1,0.0,萬潤,⚪ 數據不足
0.0,16.95,2025-12,7547.TWO,0.0,11.11,2.65,5.66,41.18,22.61,2025,🚀 利潤擴張,N/A,N/A,2.13,0.0,碩網,⚪ 數據不足
21.200648999459165,16.86,2025-12,2472.TW,277.35,8.92,8.73,7.68,4.85,24.54,2025,🚀 利潤擴張,21.55%,32.60%,5.19,392.0,立隆電,⚪ 中性觀察
0.0,16.630000000000003,2025-12,8034.TWO,0.0,71.04,1.42,15.15,208.57,31.78,2025,🚀 利潤擴張,N/A,N/A,1.09,0.0,榮群,⚪ 數據不足
0.0,16.619999999999997,2025-12,5515.TW,0.0,28.4,4.48,15.92,20.75,32.54,2025,🚀 利潤擴張,N/A,N/A,2.91,0.0,建國,⚪ 數據不足
4.71812101018792,16.509999999999998,2025-12,2851.TW,111.75,-7.87,3.66,0.05,-23.95,16.56,2025,🚀 利潤擴張,21.14%,24.99%,2.0,35.1500015259,中再保,💎 強力關注
0.0,16.49,2025-12,3593.TW,-66.3,43.83,-1.4,25.06,7.69,41.55,2025,🚀 利潤擴張,-22.91%,-4.13%,-1.8,16.8500003815,力銘,⚪ 數據不足
0.0,16.11,2025-12,8436.TWO,0.0,-3.22,8.68,-3.47,16.0,12.64,2025,🧐 疑業外收益,N/A,N/A,5.89,0.0,大江,⚪ 數據不足
5.497175883357414,16.060000000000002,2025-12,2357.TW,2283.9,23.74,59.99,25.86,11.41,41.92,2025,🚀 利潤擴張,4.63%,15.94%,44.63,837.0,華碩,💎 強力關注
0.0,15.95,2025-12,4979.TWO,0.0,34.44,5.43,27.06,37.64,43.01,2025,🚀 利潤擴張,N/A,N/A,3.73,0.0,華星光,⚪ 數據不足
6.568421213242106,15.929999999999998,2025-12,1593.TWO,71.25,12.07,2.18,12.31,26.73,28.24,2025,🚀 利潤擴張,10.89%,31.32%,1.28,31.2000007629,祺驊,💎 強力關注
0.0,15.870000000000005,2025-12,5302.TWO,0.0,22.1,-0.12,39.69,0.0,55.56,2025,🚀 利潤擴張,N/A,N/A,-0.2,0.0,太欣,⚪ 數據不足
0.0,15.790000000000006,2025-12,6969.TW,0.0,95.06,-0.09,79.86,87.3,95.65,2025,🚀 利潤擴張,N/A,N/A,-0.24,0.0,成信實業*-創,⚪ 數據不足
0.0,15.790000000000003,2025-12,3234.TWO,0.0,19.64,-1.4,19.09,45.03,34.88,2025,🚀 利潤擴張,-32.45%,8.38%,-0.94,0.0,光環,⚪ 數據不足
29.18892666342885,15.79,2025-12,3711.TW,308.85,7.92,9.37,8.39,11.64,24.18,2025,🚀 利潤擴張,9.94%,19.52%,5.99,601.0,日月光投控,⚠️ 追價風險
0.0,15.71,2025-12,1799.TWO,0.0,12.53,-0.59,10.54,44.44,26.25,2025,🚀 利潤擴張,-18.36%,41.11%,-0.35,0.0,易威,⚪ 數據不足
0.0,15.649999999999999,2025-12,6124.TWO,0.0,12.2,-0.99,1.16,-22.86,16.81,2025,🚀 利潤擴張,N/A,N/A,-0.86,0.0,業強,⚪ 數據不足
0.0,15.249999999999993,2025-12,5289.TWO,0.0,41.37,21.72,59.96,33.7,75.21,2025,🚀 利潤擴張,N/A,N/A,12.46,0.0,宜鼎,⚪ 數據不足
11.885124734639174,15.120000000000001,2025-12,2423.TW,101.85,4.13,2.92,5.54,26.58,20.66,2025,🏰 高護城河,18.42%,51.76%,2.0,80.6999969482,固緯,💎 強力關注
0.0,15.030000000000001,2025-12,6222.TWO,0.0,12.72,-0.4,-0.4,16.13,14.63,2025,🧐 疑業外收益,N/A,N/A,-0.31,0.0,立軒,⚪ 數據不足
15.070071030908046,14.810000000000002,2025-12,2330.TW,2344.0499999999997,36.39,66.26,31.61,51.8,46.42,2025,🏰 高護城河,54.00%,62.33%,46.75,2355.0,台積電,✅ 穩健價值
0.0,14.71,2025-12,6509.TWO,0.0,4.39,2.87,2.77,9.22,17.48,2025,🚀 利潤擴張,N/A,N/A,2.35,0.0,聚和,⚪ 數據不足
0.0,14.329999999999998,2025-12,6722.TW,0.0,-0.96,2.9,-2.79,-11.4,11.54,2025,🧐 疑業外收益,N/A,N/A,2.02,0.0,輝創,⚪ 數據不足
7.5765308068622454,14.25,2025-12,1225.TW,58.8,-5.83,1.62,-6.25,-6.67,8.0,2025,🧐 疑業外收益,5.38%,10.74%,1.12,29.7000007629,福懋油,💎 強力關注
0.0,14.129999999999999,2025-12,6614.TW,0.0,15.97,2.08,-2.37,163.64,11.76,2025,🧐 疑業外收益,N/A,N/A,0.87,0.0,資拓宏宇,⚪ 數據不足
0.0,14.11,2025-12,7738.TWO,0.0,32.44,14.61,30.15,75.19,44.26,2025,🚀 利潤擴張,N/A,N/A,11.58,0.0,東聯互動,⚪ 數據不足
34.07794676806084,14.079999999999998,2025-12,1560.TW,315.59999999999997,15.28,9.28,16.1,9.71,30.18,2025,🚀 利潤擴張,15.49%,34.18%,6.02,717.0,中砂,⚠️ 追價風險
0.0,13.940000000000005,2025-12,5864.TWO,0.0,-34.55,2.56,42.16,-53.39,56.1,2025,🚀 利潤擴張,N/A,N/A,1.17,0.0,致和證,⚪ 數據不足
0.0,13.9,2025-12,8048.TWO,0.0,-5.79,2.67,-0.76,5.03,13.14,2025,🧐 疑業外收益,N/A,N/A,1.67,0.0,德勝,⚪ 數據不足
6.435331109936909,13.89,2025-12,3703.TW,47.55,-3.98,1.8,11.98,-42.14,25.87,2025,🚀 利潤擴張,7.24%,13.84%,0.92,20.3999996185,欣陸,💎 強力關注
0.0,13.87,2025-12,6225.TW,0.0,-19.16,-0.06,0.42,-375.0,14.29,2025,🚀 利潤擴張,N/A,N/A,-0.19,0.0,天瀚,⚪ 數據不足
0.0,13.79,2025-12,5457.TWO,0.0,11.53,2.77,7.36,-11.11,21.15,2025,🚀 利潤擴張,N/A,N/A,1.54,0.0,宣德,⚪ 數據不足
7.177913993435583,13.780000000000001,2025-12,2836.TW,24.45,13.69,0.68,14.52,28.21,28.3,2025,🏰 高護城河,32.37%,89.95%,0.49,11.6999998093,高雄銀,💎 強力關注
0.0,13.629999999999999,2025-12,2007.TW,-76.95,-17.76,-2.24,-23.43,0.0,-9.8,2025,🌑 雙重衰退,-33.95%,-29.22%,-1.54,7.6399998665,燁興,⚪ 數據不足
0.0,13.499999999999998,2025-12,6727.TWO,0.0,-2.39,6.8,8.58,-7.17,22.08,2025,🚀 利潤擴張,N/A,N/A,4.14,0.0,亞泰金屬,⚪ 數據不足
14.85714261495238,13.469999999999999,2025-12,3704.TW,47.25000000000001,6.34,1.56,-2.6,633.33,10.87,2025,🧐 疑業外收益,1.57%,30.58%,1.13,46.7999992371,合勤控,✅ 穩健價值
0.0,13.460000000000004,2025-12,6272.TW,0.0,41.28,3.43,30.88,137.1,44.34,2025,🚀 利潤擴張,N/A,N/A,2.94,0.0,驊陞,⚪ 數據不足
0.0,13.46,2025-12,4927.TW,0.0,-4.71,-8.65,-6.83,31.27,6.63,2025,🧐 疑業外收益,-27.74%,-13.35%,-4.9,0.0,泰鼎-KY,⚪ 數據不足
0.0,13.39,2025-12,6414.TW,0.0,-3.72,23.26,-2.8,28.02,10.59,2025,🧐 疑業外收益,N/A,N/A,17.04,0.0,樺漢,⚪ 數據不足
0.0,13.059999999999995,2025-12,7810.TWO,0.0,23.91,6.25,34.56,56.59,47.62,2025,🚀 利潤擴張,N/A,N/A,3.21,0.0,捷創科技,⚪ 數據不足
0.0,12.78,2025-12,6603.TWO,0.0,9.61,0.61,12.22,-35.71,25.0,2025,🚀 利潤擴張,N/A,N/A,0.27,0.0,富強鑫,⚪ 數據不足
0.0,12.649999999999999,2025-12,6625.TW,0.0,33.28,9.13,38.99,68.94,51.64,2025,🚀 利潤擴張,N/A,N/A,6.5,0.0,必應,⚪ 數據不足
0.0,12.46,2025-12,8103.TW,0.0,4.44,3.92,5.25,2.54,17.71,2025,🚀 利潤擴張,N/A,N/A,2.47,0.0,瀚荃,⚪ 數據不足
23.46089850249584,12.36,2025-12,2313.TW,180.29999999999998,4.46,5.51,4.87,9.06,17.23,2025,🚀 利潤擴張,10.97%,18.70%,3.61,282.0,華通,⚠️ 追價風險
0.0,12.29,2025-12,8416.TWO,0.0,13.82,13.46,9.96,24.85,22.25,2025,🚀 利潤擴張,N/A,N/A,8.34,0.0,實威,⚪ 數據不足
13.24185196367067,12.260000000000002,2025-12,2356.TW,87.44999999999999,15.92,2.42,6.95,35.04,19.21,2025,🚀 利潤擴張,1.48%,5.21%,1.85,77.1999969482,英業達,✅ 穩健價值
0.0,12.180000000000007,2025-12,3379.TWO,0.0,71.69,2.12,82.32,100.0,94.5,2025,🚀 利潤擴張,7.02%,13.52%,0.5,0.0,彬台,⚪ 數據不足
0.0,12.18,2025-12,5274.TWO,0.0,52.48,103.92,40.64,67.72,52.82,2025,🚀 利潤擴張,N/A,N/A,72.23,0.0,信驊,⚪ 數據不足
0.0,11.849999999999994,2025-12,5206.TWO,0.0,56.94,3.44,55.14,61.14,66.99,2025,🚀 利潤擴張,N/A,N/A,3.69,0.0,坤悅,⚪ 數據不足
5.70375324894102,11.79,2025-12,2013.TW,111.9,10.09,3.19,6.36,13.5,18.15,2025,🚀 利潤擴張,2.40%,4.40%,2.27,42.5499992371,中鋼構,💎 強力關注
0.0,11.74,2025-12,4142.TW,-48.6,-35.17,-0.57,-9.99,-137.78,1.75,2025,🧐 疑業外收益,23.11%,49.56%,-1.09,17.2000007629,國光生,⚪ 數據不足
12.730184147317855,11.590000000000003,2025-12,2449.TW,374.69999999999993,27.65,9.01,30.08,52.55,41.67,2025,🚀 利潤擴張,28.21%,37.66%,7.17,318.0,京元電子,✅ 穩健價值
0.0,11.55,2025-12,6016.TWO,0.0,-12.49,1.98,1.59,-23.97,13.14,2025,🚀 利潤擴張,N/A,N/A,1.11,0.0,康和證,⚪ 數據不足
0.0,11.239999999999998,2025-12,3055.TW,-99.60000000000001,-39.2,-2.68,-31.79,-19.72,-20.55,2025,🌑 雙重衰退,-125.48%,16.83%,-1.73,108.5,蔚華科,⚪ 數據不足
0.0,11.120000000000001,2025-12,6788.TWO,0.0,19.97,17.36,19.97,34.48,31.09,2025,🚀 利潤擴張,N/A,N/A,12.09,0.0,華景電,⚪ 數據不足
0.0,10.98,2025-12,8074.TWO,0.0,4.12,1.35,4.4,-10.99,15.38,2025,🚀 利潤擴張,N/A,N/A,0.81,0.0,鉅橡,⚪ 數據不足
30.27879341864717,10.75,2025-12,2368.TW,656.4,49.83,19.47,54.05,50.06,64.8,2025,🚀 利潤擴張,24.30%,33.66%,13.61,1325.0,金像電,⚠️ 追價風險
10.83455344070278,10.400000000000002,2025-12,3044.TW,717.1500000000001,11.61,19.45,11.54,25.96,21.94,2025,🚀 利潤擴張,17.08%,25.47%,14.75,518.0,健鼎,💎 強力關注
13.082437275985663,10.27,2025-12,2468.TW,41.85,25.51,1.25,19.94,32.76,30.21,2025,🚀 利潤擴張,4.34%,11.41%,0.77,36.5,華經,✅ 穩健價值
459.3750000000002,10.25,2025-12,2527.TW,1.1999999999999993,-70.82,0.93,-90.93,-55.04,-80.68,2025,🏰 高護城河,12.48%,61.03%,0.6,36.75,宏璟,⚠️ 追價風險
0.0,10.05,2025-12,1218.TW,0.0,-6.62,1.59,-5.32,-16.8,4.73,2025,🧐 疑業外收益,2.59%,16.49%,1.07,0.0,泰山,⚪ 數據不足
10.711624441132638,10.049999999999997,2025-12,3036.TW,402.59999999999997,19.83,11.61,22.78,41.71,32.83,2025,🚀 利潤擴張,1.75%,3.74%,8.11,287.5,文曄,💎 強力關注
0.0,9.989999999999998,2025-12,3357.TWO,0.0,20.14,10.26,20.3,58.06,30.29,2025,🚀 利潤擴張,14.20%,28.44%,7.84,0.0,臺慶科,⚪ 數據不足
8.084848114933333,9.86,2025-12,3257.TW,123.75,22.45,3.42,29.32,26.19,39.18,2025,🚀 利潤擴張,18.06%,45.11%,2.65,66.6999969482,虹冠電,✅ 穩健價值
5.900562994915572,9.619999999999997,2025-12,2884.TW,79.95,15.61,2.12,20.44,23.66,30.06,2025,🏰 高護城河,40.48%,91.14%,1.62,31.4500007629,玉山金,✅ 穩健價值
55.68181818181818,9.369999999999997,2025-12,1471.TW,3.3,-27.03,0.03,-34.37,-117.24,-25.0,2025,🔄 轉虧為盈,-72.91%,5.75%,-0.05,12.25,首利,⚠️ 追價風險
4.352865323509337,9.21,2025-12,2006.TW,232.95,-2.5,6.47,-3.84,-0.44,5.37,2025,🧐 疑業外收益,10.83%,15.94%,4.55,67.5999984741,東和鋼鐵,✅ 穩健價值
0.0,9.05,2025-12,6138.TWO,0.0,21.32,13.04,22.89,24.31,31.94,2025,🚀 利潤擴張,N/A,N/A,9.27,0.0,茂達,⚪ 數據不足
7.20394703379386,9.04,2025-12,2880.TW,68.39999999999999,1.87,1.9,4.06,10.0,13.1,2025,🏰 高護城河,45.93%,97.25%,1.43,32.8499984741,華南金,✅ 穩健價值
0.0,8.95,2025-12,6928.TW,0.0,5.88,-0.73,-2.54,79.17,6.41,2025,🧐 疑業外收益,N/A,N/A,-0.1,0.0,攸泰科技,⚪ 數據不足
0.0,8.32,2025-12,5381.TWO,0.0,-6.16,0.72,-5.88,12.28,2.44,2025,🧐 疑業外收益,N/A,N/A,0.65,0.0,光譜,⚪ 數據不足
0.0,8.3,2025-12,5520.TWO,0.0,3.98,9.97,2.6,17.13,10.9,2025,🚀 利潤擴張,N/A,N/A,7.92,0.0,力泰,⚪ 數據不足
0.0,8.24,2025-12,4804.TWO,0.0,8.04,-1.54,7.41,55.65,15.65,2025,🚀 利潤擴張,-65.06%,-7.81%,-0.65,0.0,大略-KY,⚪ 數據不足
0.0,8.06,2025-12,6470.TWO,0.0,12.82,3.87,-0.56,14.07,7.5,2025,🧐 疑業外收益,N/A,N/A,2.27,0.0,宇智,⚪ 數據不足
0.0,8.03,2025-12,5478.TWO,0.0,-8.2,7.93,-3.78,-5.4,4.25,2025,🧐 疑業外收益,N/A,N/A,5.84,0.0,智冠,⚪ 數據不足
12.348178137651823,8.0,2025-12,2329.TW,74.1,19.58,2.45,20.92,-2.16,28.92,2025,🚀 利潤擴張,8.19%,15.35%,1.41,61.0,華泰,✅ 穩健價值
42.33737596471885,7.960000000000001,2025-12,3653.TW,1360.5,52.19,36.75,42.0,62.75,49.96,2025,🚀 利潤擴張,31.26%,41.25%,26.92,3840.0,健策,⚠️ 追價風險
0.0,7.640000000000001,2025-12,3611.TWO,0.0,40.71,19.63,31.04,23.16,38.68,2025,🚀 利潤擴張,8.38%,32.53%,13.9,0.0,鼎翰,⚪ 數據不足
0.0,7.530000000000001,2025-12,5212.TWO,0.0,17.89,4.74,15.91,-1.4,23.44,2025,🚀 利潤擴張,N/A,N/A,2.82,0.0,凌網,⚪ 數據不足
0.0,7.41,2025-12,3290.TWO,0.0,15.97,2.02,18.23,-0.64,25.64,2025,🚀 利潤擴張,14.85%,30.40%,1.22,0.0,東浦,⚪ 數據不足
0.0,7.279999999999999,2025-12,3511.TWO,0.0,1.3,-1.18,-0.93,11.5,6.35,2025,🧐 疑業外收益,-5.62%,15.28%,-1.0,0.0,矽瑪,⚪ 數據不足
22.947977319595374,7.18,2025-12,1605.TW,25.95,-0.21,0.75,-2.83,-41.67,4.35,2025,🧐 疑業外收益,-1.88%,4.90%,0.52,39.7000007629,華新,⚠️ 追價風險
10.61810952467016,7.150000000000006,2025-12,2404.TW,1659.9,30.93,48.08,39.37,52.4,46.52,2025,🚀 利潤擴張,13.88%,17.19%,34.07,1175.0,漢唐,✅ 穩健價值
41.7910447761194,7.09,2025-12,3026.TW,241.20000000000002,5.39,6.58,5.01,5.79,12.1,2025,🚀 利潤擴張,5.81%,17.62%,4.75,672.0,禾伸堂,⚠️ 追價風險
0.0,6.99,2025-12,8279.TWO,0.0,7.66,10.02,6.1,28.46,13.09,2025,🚀 利潤擴張,N/A,N/A,8.62,0.0,生展,⚪ 數據不足
14.67459324155194,6.98,2025-12,2301.TW,239.70000000000002,23.16,6.64,21.11,28.23,28.09,2025,🚀 利潤擴張,10.49%,21.72%,4.94,234.5,光寶科,✅ 穩健價值
0.0,6.709999999999999,2025-12,6662.TWO,0.0,-7.37,1.66,-10.2,3.13,-3.49,2025,🌑 雙重衰退,N/A,N/A,0.99,0.0,樂斯科,⚪ 數據不足
12.052980637715233,6.61,2025-12,3652.TW,45.3,0.48,1.34,0.59,10.59,7.2,2025,🚀 利潤擴張,2.52%,32.08%,0.94,36.4000015259,精聯,✅ 穩健價值
0.0,6.409999999999999,2025-12,5876.TW,0.0,3.26,3.06,3.7,17.51,10.11,2025,🚀 利潤擴張,N/A,N/A,2.56,0.0,上海商銀,⚪ 數據不足
0.0,6.380000000000001,2025-12,6706.TW,0.0,38.55,-3.92,-3.41,7.98,2.97,2025,🧐 疑業外收益,N/A,N/A,-3.69,0.0,惠特,⚪ 數據不足
0.0,6.300000000000001,2025-12,8069.TWO,0.0,29.4,9.14,12.29,75.65,18.59,2025,🚀 利潤擴張,N/A,N/A,8.17,0.0,元太,⚪ 數據不足
0.0,6.289999999999999,2025-12,6703.TWO,0.0,-15.54,9.9,-8.29,-23.43,-2.0,2025,🌑 雙重衰退,N/A,N/A,5.77,0.0,軒郁,⚪ 數據不足
4.450549310824177,6.26,2025-12,4532.TW,81.89999999999999,-0.93,2.05,-5.76,2.8,0.5,2025,🧐 疑業外收益,6.80%,17.17%,1.5,24.2999992371,瑞智,✅ 穩健價值
0.0,6.200000000000001,2025-12,6415.TW,0.0,0.55,6.4,1.94,19.44,8.14,2025,🚀 利潤擴張,N/A,N/A,4.31,0.0,矽力*-KY,⚪ 數據不足
0.0,6.09,2025-12,5534.TW,0.0,-38.06,6.0,-29.66,-17.65,-23.57,2025,🌑 雙重衰退,N/A,N/A,2.24,0.0,長虹,⚪ 數據不足
5.092812946216087,6.070000000000002,2025-12,3005.TW,315.15000000000003,9.96,8.43,10.6,15.04,16.67,2025,🚀 利潤擴張,14.37%,31.02%,6.36,107.0,神基,✅ 穩健價值
0.0,5.880000000000001,2025-12,5601.TWO,0.0,1.76,0.42,1.81,0.0,7.69,2025,🚀 利潤擴張,N/A,N/A,0.32,0.0,台聯櫃,⚪ 數據不足
0.0,5.83,2025-12,1337.TW,-62.85000000000001,-18.71,-1.74,-18.82,-18.1,-12.99,2025,🌑 雙重衰退,-65.33%,-19.71%,-1.24,4.9299998283,再生-KY,⚪ 數據不足
5.587392550143266,5.68,2025-12,1712.TW,104.69999999999999,-2.3,2.6,-1.68,6.7,4.0,2025,🧐 疑業外收益,5.88%,29.22%,2.07,39.0,興農,✅ 穩健價值
0.0,5.67,2025-12,6122.TWO,0.0,-2.12,4.78,1.36,-0.87,7.03,2025,🚀 利潤擴張,N/A,N/A,3.44,0.0,擎邦,⚪ 數據不足
0.0,5.66,2025-12,3284.TWO,0.0,-29.91,2.31,-17.82,-53.6,-12.16,2025,🌑 雙重衰退,13.35%,25.16%,1.21,0.0,太普高,⚪ 數據不足
0.0,5.529999999999999,2025-12,2617.TW,0.0,-5.48,3.18,-2.28,0.43,3.25,2025,🧐 疑業外收益,41.07%,46.23%,2.36,0.0,台航,⚪ 數據不足
0.0,5.21,2025-12,6761.TWO,0.0,2.55,7.34,-2.32,1.73,2.89,2025,🧐 疑業外收益,N/A,N/A,5.51,0.0,穩得,⚪ 數據不足
0.0,5.189999999999998,2025-12,6005.TW,0.0,6.33,2.64,12.14,5.65,17.33,2025,🚀 利潤擴張,N/A,N/A,1.87,0.0,群益證,⚪ 數據不足
5.297927658782383,5.18,2025-12,2801.TW,57.900000000000006,7.51,1.51,8.35,20.0,13.53,2025,🏰 高護城河,38.59%,88.90%,1.2,20.4500007629,彰銀,✅ 穩健價值
0.0,5.170000000000002,2025-12,9931.TW,0.0,-27.73,2.45,-19.51,-6.06,-14.34,2025,🌑 雙重衰退,N/A,N/A,1.86,0.0,欣高,⚪ 數據不足
0.0,4.989999999999995,2025-12,8114.TW,0.0,69.45,18.5,30.67,86.67,35.66,2025,🚀 利潤擴張,N/A,N/A,15.84,0.0,振樺電,⚪ 數據不足
0.0,4.94,2025-12,9937.TW,0.0,-6.0,2.36,-6.2,-1.14,-1.26,2025,🌑 雙重衰退,N/A,N/A,1.74,0.0,全國,⚪ 數據不足
8.827067669172932,4.890000000000001,2025-12,2317.TW,498.75,16.23,13.61,18.13,34.73,23.02,2025,🚀 利潤擴張,3.28%,5.88%,10.38,293.5,鴻海,✅ 穩健價值
9.685641461342396,4.89,2025-12,3045.TW,176.54999999999998,-0.87,4.77,-0.31,1.8,4.58,2025,🧐 疑業外收益,10.58%,19.71%,3.49,114.0,台灣大,✅ 穩健價值
0.0,4.739999999999998,2025-12,6290.TWO,0.0,28.79,8.73,26.34,42.86,31.08,2025,🚀 利潤擴張,N/A,N/A,6.2,0.0,良維,⚪ 數據不足
0.0,4.730000000000004,2025-12,6515.TW,0.0,32.04,46.93,35.51,39.53,40.24,2025,🚀 利潤擴張,N/A,N/A,33.4,0.0,穎崴,⚪ 數據不足
0.0,4.57,2025-12,1538.TW,-31.050000000000004,22.91,-1.59,1.9,64.0,6.47,2025,🚀 利潤擴張,-58.77%,32.24%,-0.36,11.6999998093,正峰,⚪ 數據不足
0.0,4.569999999999999,2025-12,3492.TWO,0.0,7.91,1.77,4.69,26.36,9.26,2025,🚀 利潤擴張,-0.96%,27.24%,1.63,0.0,長盛,⚪ 數據不足
0.0,4.509999999999998,2025-12,3171.TWO,0.0,23.81,4.3,32.43,36.4,36.94,2025,🚀 利潤擴張,7.94%,25.09%,3.11,0.0,炎洲流通,⚪ 數據不足
0.0,4.480000000000004,2025-12,8155.TWO,0.0,35.15,6.88,36.9,1.87,41.38,2025,🚀 利潤擴張,N/A,N/A,3.35,0.0,博智,⚪ 數據不足
0.0,4.48,2025-12,4749.TWO,0.0,32.03,11.33,28.3,32.29,32.78,2025,🚀 利潤擴張,23.34%,44.02%,8.49,0.0,新應材,⚪ 數據不足
6.856187290969899,4.4399999999999995,2025-12,2838.TW,44.85,-0.7,1.29,4.5,-1.98,8.94,2025,🏰 高護城河,35.36%,94.34%,0.91,20.5,聯邦銀,✅ 穩健價值
3.0248306136681715,4.43,2025-12,1442.TW,132.89999999999998,-63.75,3.03,-62.17,-57.58,-57.74,2025,🌑 雙重衰退,34.02%,49.04%,2.49,26.7999992371,名軒,✅ 穩健價值
0.0,4.3500000000000005,2025-12,4571.TW,0.0,4.55,9.61,0.1,7.67,4.45,2025,🚀 利潤擴張,18.52%,33.35%,7.33,0.0,鈞興-KY,⚪ 數據不足
137.0757180156658,4.32,2025-12,3037.TW,114.89999999999999,12.28,4.38,13.75,-37.88,18.07,2025,🚀 利潤擴張,6.82%,15.77%,2.06,1050.0,欣興,⚠️ 追價風險
0.0,4.299999999999999,2025-12,6220.TWO,0.0,-20.23,0.81,-17.2,-25.0,-12.9,2025,🌑 雙重衰退,N/A,N/A,0.45,0.0,岳豐,⚪ 數據不足
0.0,4.28,2025-12,1210.TW,0.0,-1.43,4.33,-1.49,-9.42,2.79,2025,🧐 疑業外收益,5.11%,15.43%,2.67,0.0,大成,⚪ 數據不足
0.0,4.16,2025-12,3388.TWO,0.0,-2.28,4.15,-2.69,2.0,1.47,2025,🧐 疑業外收益,6.27%,17.90%,3.06,0.0,崇越電,⚪ 數據不足
6.707021791767554,4.14,2025-12,3010.TW,309.75000000000006,-2.77,8.84,-2.3,-5.56,1.84,2025,🧐 疑業外收益,5.39%,8.77%,6.28,138.5,華立,✅ 穩健價值
0.0,3.9399999999999995,2025-12,3349.TWO,0.0,28.56,-1.02,5.58,48.21,9.52,2025,🚀 利潤擴張,-15.09%,15.17%,-0.64,0.0,寶德,⚪ 數據不足
0.0,3.830000000000002,2025-12,8162.TW,0.0,28.35,1.57,19.79,96.15,23.62,2025,🚀 利潤擴張,N/A,N/A,1.53,0.0,微矽電子-創,⚪ 數據不足
6.182108626198084,3.51,2025-12,3596.TW,469.49999999999994,8.39,12.6,8.19,12.4,11.7,2025,🚀 利潤擴張,6.31%,15.29%,9.52,193.5,智易,✅ 穩健價值
0.0,3.44,2025-12,6689.TW,0.0,2.81,2.31,-1.67,-34.29,1.77,2025,🧐 疑業外收益,N/A,N/A,1.15,0.0,伊雲谷,⚪ 數據不足
0.0,3.3400000000000003,2025-12,6121.TWO,0.0,-0.37,30.6,2.65,3.45,5.99,2025,🚀 利潤擴張,N/A,N/A,21.26,0.0,新普,⚪ 數據不足
0.0,3.3100000000000005,2025-12,6697.TWO,0.0,14.74,3.04,13.17,27.0,16.48,2025,🚀 利潤擴張,N/A,N/A,2.54,0.0,東捷資訊,⚪ 數據不足
