股號,名稱,收盤價,隔日勝率%,累積獲利%,交易次數,目前ATR,目前狀態,專家分析原因
3045.TW,台灣大,110.00,100.00,2.07,3,0.75,持股中,📈 趨勢續強。目前防禦位設於 108.50，與現價緩衝空間為 1.4%。
6515.TW,穎崴,9820.00,100.00,7.68,1,699.64,持股中,📈 趨勢續強。目前防禦位設於 7226.79，與現價緩衝空間為 26.4%。
8171.TWO,天宇,24.05,50.00,-18.07,28,0.81,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.70，建議耐心等待突破。
8102.TWO,傑霖科技,61.70,0.00,9.53,1,nan,持股中,📈 趨勢續強。目前防禦位設於 50.68，與現價緩衝空間為 17.9%。
8437.TWO,大地-KY,12.40,0.00,-4.73,2,0.20,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.20，建議耐心等待突破。
00634R.TW,富邦上証反1,3.12,25.00,-2.96,8,0.05,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 3.16，建議耐心等待突破。
8416.TWO,實威,169.00,0.00,-1.18,1,1.50,持股中,📈 趨勢續強。目前防禦位設於 166.07，與現價緩衝空間為 1.7%。
3715.TW,定穎投控,186.50,0.00,0.00,0,12.04,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6958.TW,日盛台駿,20.05,66.67,17.36,5,0.51,持股中,📈 趨勢續強。目前防禦位設於 17.10，與現價緩衝空間為 14.7%。
3444.TWO,利機,80.00,0.00,5.81,3,4.24,持股中,📈 趨勢續強。目前防禦位設於 58.16，與現價緩衝空間為 27.3%。
8027.TWO,鈦昇,145.50,50.00,15.82,3,13.57,持股中,📈 趨勢續強。目前防禦位設於 128.00，與現價緩衝空間為 12.0%。
4164.TW,承業醫,31.45,0.00,-5.70,1,0.66,持股中,📈 趨勢續強。目前防禦位設於 29.33，與現價緩衝空間為 6.7%。
4991.TWO,環宇-KY,600.00,100.00,180.66,1,41.11,持股中,📈 趨勢續強。目前防禦位設於 388.00，與現價緩衝空間為 35.3%。
2024.TW,志聯,14.65,50.00,-12.75,3,0.19,持股中,📈 趨勢續強。目前防禦位設於 14.30，與現價緩衝空間為 2.4%。
4542.TWO,科嶠,171.50,0.00,-8.59,1,12.25,持股中,📈 趨勢續強。目前防禦位設於 158.45，與現價緩衝空間為 7.6%。
6415.TW,矽力*-KY,302.50,30.00,12.52,19,16.15,建議買入,🚀 今日收盤 302.50 突破關鍵高點 275.58，啟動波段漲勢。
6573.TW,虹揚-KY,12.60,50.00,-12.85,3,0.50,持股中,📈 趨勢續強。目前防禦位設於 11.63，與現價緩衝空間為 7.7%。
2207.TW,和泰車,516.00,33.33,-12.70,5,12.93,持股中,📈 趨勢續強。目前防禦位設於 483.54，與現價緩衝空間為 6.3%。
3597.TWO,映興,24.80,50.00,-4.78,3,0.43,持股中,📈 趨勢續強。目前防禦位設於 22.54，與現價緩衝空間為 9.1%。
5536.TWO,聖暉*,790.00,100.00,17.09,3,41.07,持股中,📈 趨勢續強。目前防禦位設於 692.00，與現價緩衝空間為 12.4%。
6104.TWO,創惟,92.80,0.00,-26.86,7,2.84,建議買入,🚀 今日收盤 92.80 突破關鍵高點 89.90，啟動波段漲勢。
910322.TW,康師傅-DR,26.20,0.00,0.00,0,0.41,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3321.TW,同泰,16.00,50.00,-19.26,3,0.66,持股中,📈 趨勢續強。目前防禦位設於 15.40，與現價緩衝空間為 3.8%。
2211.TW,長榮鋼,100.50,100.00,-6.26,2,1.72,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 101.00，建議耐心等待突破。
4439.TW,冠星-KY,98.50,0.00,9.80,3,3.01,持股中,📈 趨勢續強。目前防禦位設於 79.31，與現價緩衝空間為 19.5%。
00949.TW,復華日本龍頭,19.89,20.00,-10.75,9,0.35,持股中,📈 趨勢續強。目前防禦位設於 19.84，與現價緩衝空間為 0.3%。
2542.TW,興富發,35.30,33.33,-10.15,5,0.65,持股中,📈 趨勢續強。目前防禦位設於 34.30，與現價緩衝空間為 2.8%。
6431.TW,光麗-KY,21.05,0.00,-25.51,6,1.55,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.85，建議耐心等待突破。
7721.TW,微程式,91.90,100.00,78.60,3,5.29,持股中,📈 趨勢續強。目前防禦位設於 87.00，與現價緩衝空間為 5.3%。
6625.TW,必應,77.30,0.00,0.80,3,1.66,持股中,📈 趨勢續強。目前防禦位設於 70.20，與現價緩衝空間為 9.2%。
02001R.TW,富邦蘋果反一N,0.61,0.00,0.00,0,0.02,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4192.TWO,杏國,20.45,0.00,-21.25,7,0.55,持股中,📈 趨勢續強。目前防禦位設於 19.85，與現價緩衝空間為 2.9%。
00994A.TW,主動第一金台股優,15.18,50.00,14.98,7,0.51,持股中,📈 趨勢續強。目前防禦位設於 12.64，與現價緩衝空間為 16.7%。
9917.TW,中保科,116.50,50.00,0.47,3,1.43,持股中,📈 趨勢續強。目前防禦位設於 115.00，與現價緩衝空間為 1.3%。
8074.TWO,鉅橡,69.70,50.00,-2.17,3,4.11,持股中,📈 趨勢續強。目前防禦位設於 50.21，與現價緩衝空間為 28.0%。
4924.TWO,欣厚-KY,10.05,0.00,0.00,0,0.57,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.00，建議耐心等待突破。
5548.TWO,安倉,24.40,33.33,0.58,6,0.39,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.35，建議耐心等待突破。
8271.TW,宇瞻,163.50,20.00,21.38,9,12.00,持股中,📈 趨勢續強。目前防禦位設於 131.00，與現價緩衝空間為 19.9%。
8182.TWO,加高,35.50,54.55,18.42,21,1.93,持股中,📈 趨勢續強。目前防禦位設於 27.75，與現價緩衝空間為 21.8%。
7455.TWO,樺緯物聯,61.70,0.00,-5.91,3,1.61,持股中,📈 趨勢續強。目前防禦位設於 60.71，與現價緩衝空間為 1.6%。
6167.TWO,久正,14.35,50.00,12.14,15,0.72,持股中,📈 趨勢續強。目前防禦位設於 14.15，與現價緩衝空間為 1.4%。
8047.TWO,星雲,56.00,80.00,3.63,9,3.16,持股中,📈 趨勢續強。目前防禦位設於 53.00，與現價緩衝空間為 5.4%。
4540.TW,全球傳動,52.90,0.00,10.36,3,2.48,持股中,📈 趨勢續強。目前防禦位設於 38.33，與現價緩衝空間為 27.5%。
3056.TW,富華新,14.85,33.33,-10.55,5,0.32,持股中,📈 趨勢續強。目前防禦位設於 14.65，與現價緩衝空間為 1.3%。
3158.TWO,嘉實,90.00,0.00,-0.40,5,2.29,持股中,📈 趨勢續強。目前防禦位設於 90.00，與現價緩衝空間為 0.0%。
3669.TW,圓展,39.30,0.00,3.91,3,2.04,持股中,📈 趨勢續強。目前防禦位設於 33.40，與現價緩衝空間為 15.0%。
1309.TW,台達化,20.75,33.33,82.83,6,2.22,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.70，建議耐心等待突破。
6028.TWO,公勝保經,81.40,0.00,-6.32,2,3.53,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 84.70，建議耐心等待突破。
00904.TW,新光臺灣半導體30,32.68,100.00,7.00,1,0.85,持股中,📈 趨勢續強。目前防禦位設於 28.54，與現價緩衝空間為 12.7%。
6756.TW,威鋒電子,77.00,66.67,-9.43,5,2.33,持股中,📈 趨勢續強。目前防禦位設於 67.48，與現價緩衝空間為 12.4%。
6919.TW,康霈*,107.00,50.00,-0.51,3,7.84,持股中,📈 趨勢續強。目前防禦位設於 70.42，與現價緩衝空間為 34.2%。
3211.TWO,順達,348.50,75.00,-1.33,7,23.14,持股中,📈 趨勢續強。目前防禦位設於 342.50，與現價緩衝空間為 1.7%。
2360.TW,致茂,2050.00,0.00,0.00,0,139.29,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
00708L.TW,期元大S&P黃金正2,104.10,50.00,-8.01,3,3.78,持股中,📈 趨勢續強。目前防禦位設於 103.30，與現價緩衝空間為 0.8%。
9962.TWO,有益,10.20,0.00,0.00,0,0.27,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.15，建議耐心等待突破。
6180.TWO,橘子,42.15,0.00,-13.95,4,0.87,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 44.20，建議耐心等待突破。
8016.TW,矽創,210.50,66.67,-12.83,5,5.43,持股中,📈 趨勢續強。目前防禦位設於 188.89，與現價緩衝空間為 10.3%。
3094.TW,聯傑,25.15,0.00,-10.90,3,0.70,建議買入,🚀 今日收盤 25.15 突破關鍵高點 23.65，啟動波段漲勢。
5484.TW,慧友,38.80,50.00,-15.02,4,2.77,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 38.90，建議耐心等待突破。
6284.TWO,佳邦,88.10,75.00,-8.17,7,2.85,持股中,📈 趨勢續強。目前防禦位設於 81.00，與現價緩衝空間為 8.1%。
4558.TWO,寶緯,19.80,50.00,-5.77,3,1.05,持股中,📈 趨勢續強。目前防禦位設於 18.63，與現價緩衝空間為 5.9%。
5211.TWO,蒙恬,22.90,0.00,1.64,3,0.76,持股中,📈 趨勢續強。目前防禦位設於 20.54，與現價緩衝空間為 10.3%。
7783.TWO,佳運,95.60,50.00,-11.31,3,4.23,建議買入,🚀 今日收盤 95.60 突破關鍵高點 75.50，啟動波段漲勢。
00941.TW,中信上游半導體,23.96,33.33,4.74,5,0.42,持股中,📈 趨勢續強。目前防禦位設於 22.11，與現價緩衝空間為 7.7%。
3014.TW,聯陽,122.50,37.50,-13.56,15,1.93,持股中,📈 趨勢續強。目前防禦位設於 113.50，與現價緩衝空間為 7.3%。
6870.TWO,騰雲,192.50,0.00,-19.17,4,6.93,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 193.50，建議耐心等待突破。
3558.TWO,神準,111.00,66.67,-11.68,6,3.93,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 112.50，建議耐心等待突破。
3406.TW,玉晶光,511.00,60.00,9.74,9,18.82,持股中,📈 趨勢續強。目前防禦位設於 452.00，與現價緩衝空間為 11.5%。
6794.TW,向榮生技,81.00,0.00,-2.99,1,2.81,持股中,📈 趨勢續強。目前防禦位設於 80.10，與現價緩衝空間為 1.1%。
2383.TW,台光電,3835.00,0.00,0.00,0,211.43,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
7402.TWO,邑錡,125.00,33.33,-16.21,5,5.86,持股中,📈 趨勢續強。目前防禦位設於 117.50，與現價緩衝空間為 6.0%。
6235.TW,華孚,45.90,33.33,-19.89,5,1.53,建議買入,🚀 今日收盤 45.90 突破關鍵高點 45.75，啟動波段漲勢。
3149.TW,正達,42.10,0.00,-25.27,4,2.59,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 45.20，建議耐心等待突破。
7717.TWO,萊德光電-KY,836.00,33.33,-19.70,5,71.86,持股中,📈 趨勢續強。目前防禦位設於 710.00，與現價緩衝空間為 15.1%。
00963.TW,中信全球高股息,12.88,50.00,-0.47,3,0.10,持股中,📈 趨勢續強。目前防禦位設於 12.16，與現價緩衝空間為 5.6%。
4580.TWO,捷流閥業,79.80,0.00,-5.42,4,1.05,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 81.00，建議耐心等待突破。
6739.TWO,竹陞科技,1575.00,100.00,68.50,5,117.86,持股中,📈 趨勢續強。目前防禦位設於 1160.00，與現價緩衝空間為 26.3%。
7702.TWO,前端風電,18.35,0.00,-12.61,5,0.94,建議買入,🚀 今日收盤 18.35 突破關鍵高點 17.50，啟動波段漲勢。
2023.TW,燁輝,14.00,0.00,-6.27,2,0.27,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 14.80，建議耐心等待突破。
3454.TW,未知,99.40,0.00,0.00,0,0.00,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3543.TW,州巧,43.05,50.00,-21.55,16,2.07,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 46.40，建議耐心等待突破。
2345.TW,智邦,2035.00,75.00,41.38,7,112.14,持股中,📈 趨勢續強。目前防禦位設於 1495.00，與現價緩衝空間為 26.5%。
3018.TW,隆銘綠能,11.00,46.15,0.76,26,0.19,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.40，建議耐心等待突破。
6526.TW,達發,503.00,0.00,-4.21,5,17.39,持股中,📈 趨勢續強。目前防禦位設於 455.29，與現價緩衝空間為 9.5%。
6843.TWO,進典,47.15,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4584.TWO,君帆,41.20,0.00,-9.38,4,0.79,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 41.90，建議耐心等待突破。
1776.TW,展宇,16.30,20.00,-13.50,9,0.44,持股中,📈 趨勢續強。目前防禦位設於 15.75，與現價緩衝空間為 3.4%。
8240.TWO,華宏,64.40,100.00,50.62,1,4.32,持股中,📈 趨勢續強。目前防禦位設於 50.20，與現價緩衝空間為 22.0%。
5601.TWO,台聯櫃,36.95,0.00,-0.19,1,0.44,持股中,📈 趨勢續強。目前防禦位設於 35.96，與現價緩衝空間為 2.7%。
3686.TW,達能,17.70,12.50,-25.58,15,0.61,持股中,📈 趨勢續強。目前防禦位設於 16.56，與現價緩衝空間為 6.5%。
6933.TW,AMAX-KY,182.50,66.67,7.15,5,11.18,持股中,📈 趨勢續強。目前防禦位設於 122.04，與現價緩衝空間為 33.1%。
4183.TWO,福永生技,15.30,0.00,-6.07,2,0.26,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 16.30，建議耐心等待突破。
2061.TWO,風青,16.20,0.00,0.00,0,0.65,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.05，建議耐心等待突破。
2415.TW,錩新,29.05,50.00,-7.70,11,0.88,建議買入,🚀 今日收盤 29.05 突破關鍵高點 27.90，啟動波段漲勢。
1337.TW,再生-KY,5.62,25.00,-18.62,24,0.29,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 5.65，建議耐心等待突破。
7719.TWO,碳基,37.85,0.00,-12.30,2,2.31,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 42.15，建議耐心等待突破。
6409.TW,旭隼,792.00,0.00,1.19,1,34.43,持股中,📈 趨勢續強。目前防禦位設於 685.50，與現價緩衝空間為 13.4%。
3663.TWO,鑫科,71.00,40.00,-20.78,10,4.32,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 76.60，建議耐心等待突破。
6588.TWO,東典光電,152.00,100.00,51.39,1,12.93,持股中,📈 趨勢續強。目前防禦位設於 123.00，與現價緩衝空間為 19.1%。
4563.TWO,百德,41.60,0.00,0.00,0,1.25,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 42.00，建議耐心等待突破。
6494.TWO,九齊,53.40,80.00,30.42,9,2.35,持股中,📈 趨勢續強。目前防禦位設於 44.80，與現價緩衝空間為 16.1%。
6155.TW,鈞寶,52.60,33.33,-19.39,5,3.35,持股中,📈 趨勢續強。目前防禦位設於 39.10，與現價緩衝空間為 25.7%。
6165.TW,浪凡,44.90,50.00,-7.92,12,0.91,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 45.00，建議耐心等待突破。
3707.TWO,漢磊,54.70,0.00,-14.24,3,2.79,持股中,📈 趨勢續強。目前防禦位設於 47.37，與現價緩衝空間為 13.4%。
3064.TWO,泰偉,19.95,100.00,-17.02,4,1.38,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 31.90，建議耐心等待突破。
8103.TW,瀚荃,92.20,33.33,-32.43,11,3.99,持股中,📈 趨勢續強。目前防禦位設於 79.50，與現價緩衝空間為 13.8%。
3498.TWO,陽程,81.40,33.33,38.44,5,5.58,持股中,📈 趨勢續強。目前防禦位設於 72.00，與現價緩衝空間為 11.5%。
3297.TWO,杭特,36.50,50.00,-21.38,7,1.75,持股中,📈 趨勢續強。目前防禦位設於 31.73，與現價緩衝空間為 13.1%。
3310.TWO,佳穎,70.00,33.33,-27.14,5,3.16,持股中,📈 趨勢續強。目前防禦位設於 70.00，與現價緩衝空間為 0.0%。
2883.TW,凱基金,21.15,0.00,-1.53,1,0.48,持股中,📈 趨勢續強。目前防禦位設於 19.67，與現價緩衝空間為 7.0%。
9937.TW,全國,57.40,66.67,-5.21,5,0.57,持股中,📈 趨勢續強。目前防禦位設於 54.14，與現價緩衝空間為 5.7%。
6788.TWO,華景電,392.00,60.00,16.86,9,23.43,持股中,📈 趨勢續強。目前防禦位設於 381.00，與現價緩衝空間為 2.8%。
6793.TWO,天力離岸,6.30,0.00,1.83,1,0.57,持股中,📈 趨勢續強。目前防禦位設於 5.36，與現價緩衝空間為 14.9%。
6781.TW,AES-KY,1015.00,0.00,-7.79,3,51.21,建議買入,🚀 今日收盤 1015.00 突破關鍵高點 1010.00，啟動波段漲勢。
2308.TW,台達電,1845.00,0.00,0.00,0,85.71,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6903.TWO,巨漢,383.00,66.67,7.00,11,24.39,持股中,📈 趨勢續強。目前防禦位設於 303.50，與現價緩衝空間為 20.8%。
2324.TW,仁寶,29.40,100.00,0.02,3,1.07,持股中,📈 趨勢續強。目前防禦位設於 26.85，與現價緩衝空間為 8.7%。
00764B.TWO,群益25年美債,28.10,33.33,-12.18,30,0.18,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 27.98，建議耐心等待突破。
6108.TW,競國,17.80,50.00,12.72,7,0.53,持股中,📈 趨勢續強。目前防禦位設於 16.35，與現價緩衝空間為 8.1%。
4148.TW,全宇生技-KY,38.40,0.00,2.26,6,1.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 37.30，建議耐心等待突破。
6578.TWO,達邦蛋白,17.80,100.00,-4.10,1,0.33,持股中,📈 趨勢續強。目前防禦位設於 17.60，與現價緩衝空間為 1.1%。
1907.TW,永豐餘,25.95,0.00,2.99,3,0.79,持股中,📈 趨勢續強。目前防禦位設於 25.80，與現價緩衝空間為 0.6%。
2375.TW,凱美,87.50,50.00,-3.36,3,4.74,持股中,📈 趨勢續強。目前防禦位設於 68.64，與現價緩衝空間為 21.6%。
00965.TW,元大航太防衛科技,26.02,80.00,-3.15,9,0.47,持股中,📈 趨勢續強。目前防禦位設於 24.01，與現價緩衝空間為 7.7%。
4513.TWO,福裕,16.60,25.00,-20.06,8,0.64,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 16.95，建議耐心等待突破。
6805.TW,富世達,1900.00,60.00,21.87,9,119.64,持股中,📈 趨勢續強。目前防禦位設於 1785.00，與現價緩衝空間為 6.1%。
2905.TW,三商,14.60,40.00,-14.91,9,0.29,持股中,📈 趨勢續強。目前防禦位設於 14.30，與現價緩衝空間為 2.1%。
2073.TWO,雄順,26.95,33.33,-10.28,11,0.51,持股中,📈 趨勢續強。目前防禦位設於 26.80，與現價緩衝空間為 0.6%。
6969.TW,成信實業*-創,29.35,100.00,-6.34,1,0.70,持股中,📈 趨勢續強。目前防禦位設於 27.70，與現價緩衝空間為 5.6%。
8201.TW,無敵,13.55,0.00,-8.54,2,0.43,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.90，建議耐心等待突破。
5292.TW,華懋,227.50,100.00,20.93,1,15.86,持股中,📈 趨勢續強。目前防禦位設於 204.50，與現價緩衝空間為 10.1%。
00958B.TWO,永豐ESG銀行債15+,9.36,0.00,0.15,1,0.05,持股中,📈 趨勢續強。目前防禦位設於 9.36，與現價緩衝空間為 0.0%。
3605.TW,宏致,64.70,0.00,-13.00,3,2.60,持股中,📈 趨勢續強。目前防禦位設於 58.48，與現價緩衝空間為 9.6%。
3313.TWO,斐成,13.10,0.00,0.00,0,0.34,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.10，建議耐心等待突破。
2474.TW,可成,197.50,100.00,-5.38,3,3.36,持股中,📈 趨勢續強。目前防禦位設於 182.14，與現價緩衝空間為 7.8%。
4433.TWO,興采,20.65,0.00,-27.78,12,0.47,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.70，建議耐心等待突破。
6272.TW,驊陞,32.30,100.00,-0.75,1,1.33,持股中,📈 趨勢續強。目前防禦位設於 29.91，與現價緩衝空間為 7.4%。
3013.TW,晟銘電,105.00,33.33,-19.97,5,5.20,持股中,📈 趨勢續強。目前防禦位設於 102.00，與現價緩衝空間為 2.9%。
3529.TWO,力旺,3705.00,75.00,64.65,7,215.71,持股中,📈 趨勢續強。目前防禦位設於 2660.00，與現價緩衝空間為 28.2%。
8436.TWO,大江,123.00,0.00,-3.38,2,3.32,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 124.00，建議耐心等待突破。
6276.TWO,安鈦克,31.85,100.00,-9.32,2,1.18,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 32.15，建議耐心等待突破。
8473.TW,山林水,37.80,16.67,-8.40,11,0.97,建議買入,🚀 今日收盤 37.80 突破關鍵高點 37.75，啟動波段漲勢。
6182.TWO,合晶,37.00,0.00,-7.08,3,1.75,持股中,📈 趨勢續強。目前防禦位設於 31.29，與現價緩衝空間為 15.4%。
6598.TW,ABC-KY,22.90,100.00,-0.16,1,0.71,持股中,📈 趨勢續強。目前防禦位設於 21.01，與現價緩衝空間為 8.3%。
4931.TWO,新盛力,140.50,40.00,-40.74,10,8.18,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 145.50，建議耐心等待突破。
5284.TW,jpp-KY,317.00,0.00,-0.76,5,17.18,持股中,📈 趨勢續強。目前防禦位設於 273.00，與現價緩衝空間為 13.9%。
6499.TWO,益安,84.40,33.33,-3.55,6,3.26,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 91.00，建議耐心等待突破。
2387.TW,精元,40.10,57.14,1.55,14,1.13,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 35.05，建議耐心等待突破。
00968B.TWO,元大優息投等債,9.38,28.57,-9.96,13,0.06,持股中,📈 趨勢續強。目前防禦位設於 9.36，與現價緩衝空間為 0.2%。
2609.TW,陽明,51.00,0.00,-4.67,8,1.09,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 53.40，建議耐心等待突破。
3057.TW,喬鼎,18.10,50.00,-40.10,11,0.95,持股中,📈 趨勢續強。目前防禦位設於 16.16，與現價緩衝空間為 10.7%。
3632.TWO,研勤,9.04,14.29,-36.07,13,0.26,持股中,📈 趨勢續強。目前防禦位設於 8.90，與現價緩衝空間為 1.5%。
5013.TWO,強新,30.50,100.00,-0.60,1,0.67,持股中,📈 趨勢續強。目前防禦位設於 28.59，與現價緩衝空間為 6.3%。
6548.TWO,長科*,49.75,0.00,0.87,1,2.49,持股中,📈 趨勢續強。目前防禦位設於 47.60，與現價緩衝空間為 4.3%。
5314.TWO,世紀*,81.00,0.00,-11.21,2,3.94,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 84.70，建議耐心等待突破。
00713.TW,元大台灣高息低波,53.60,50.00,-5.05,11,0.50,持股中,📈 趨勢續強。目前防禦位設於 51.47，與現價緩衝空間為 4.0%。
4764.TW,雙鍵,193.50,50.00,46.51,11,12.86,持股中,📈 趨勢續強。目前防禦位設於 111.82，與現價緩衝空間為 42.2%。
2887I.TW,台新新光辛特,9.38,0.00,-0.34,4,0.03,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.29，建議耐心等待突破。
6472.TW,保瑞,425.50,0.00,-11.35,4,17.79,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 440.00，建議耐心等待突破。
6863.TW,永道-KY,102.00,50.00,-6.06,3,3.34,持股中,📈 趨勢續強。目前防禦位設於 83.46，與現價緩衝空間為 18.2%。
2365.TW,昆盈,34.30,100.00,-0.74,1,1.41,持股中,📈 趨勢續強。目前防禦位設於 30.54，與現價緩衝空間為 11.0%。
2425.TW,承啟,31.05,50.00,-4.11,3,1.26,持股中,📈 趨勢續強。目前防禦位設於 25.52，與現價緩衝空間為 17.8%。
4138.TWO,曜亞,63.20,75.00,-5.32,7,0.61,持股中,📈 趨勢續強。目前防禦位設於 61.30，與現價緩衝空間為 3.0%。
3594.TWO,磐儀,43.30,42.86,1.63,13,1.55,持股中,📈 趨勢續強。目前防禦位設於 40.75，與現價緩衝空間為 5.9%。
4561.TWO,健椿,37.40,80.00,27.44,9,1.52,持股中,📈 趨勢續強。目前防禦位設於 31.90，與現價緩衝空間為 14.7%。
6128.TW,上福,21.00,14.29,-5.68,13,0.41,建議買入,🚀 今日收盤 21.00 突破關鍵高點 20.84，啟動波段漲勢。
3008.TW,大立光,2820.00,33.33,1.18,5,108.21,持股中,📈 趨勢續強。目前防禦位設於 2125.06，與現價緩衝空間為 24.6%。
2313.TW,華通,260.00,0.00,0.00,0,20.64,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6823.TWO,濾能,70.10,33.33,-31.74,5,3.26,建議買入,🚀 今日收盤 70.10 突破關鍵高點 69.70，啟動波段漲勢。
2390.TW,云辰,10.10,45.45,-7.69,22,0.24,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 10.15，建議耐心等待突破。
6175.TWO,立敦,63.50,100.00,27.51,3,3.35,持股中,📈 趨勢續強。目前防禦位設於 44.50，與現價緩衝空間為 29.9%。
3540.TWO,曜越,27.30,50.00,-8.05,3,0.81,持股中,📈 趨勢續強。目前防禦位設於 25.72，與現價緩衝空間為 5.8%。
3490.TWO,單井,29.05,50.00,13.56,3,1.49,持股中,📈 趨勢續強。目前防禦位設於 25.80，與現價緩衝空間為 11.2%。
01004T.TW,土銀富邦R2,10.93,16.67,-12.71,11,0.02,持股中,📈 趨勢續強。目前防禦位設於 10.84，與現價緩衝空間為 0.9%。
5321.TWO,美而快,23.95,50.00,-16.08,3,0.88,持股中,📈 趨勢續強。目前防禦位設於 22.93，與現價緩衝空間為 4.2%。
3379.TWO,彬台,37.15,0.00,-5.42,2,1.41,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 38.20，建議耐心等待突破。
2723.TW,美食-KY,67.30,0.00,-7.64,2,1.91,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 74.70，建議耐心等待突破。
3625.TWO,西勝,17.00,0.00,-24.31,6,0.64,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.15，建議耐心等待突破。
3141.TWO,晶宏,43.65,25.00,-44.67,8,1.62,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 43.80，建議耐心等待突破。
7740.TW,熙特爾-創,180.50,83.33,20.05,12,9.46,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 148.00，建議耐心等待突破。
6708.TWO,天擎,38.50,0.00,-6.18,2,1.08,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 40.50，建議耐心等待突破。
1589.TW,永冠-KY,5.54,50.00,-41.29,4,0.23,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 5.54，建議耐心等待突破。
00785B.TWO,富邦金融投等債,35.46,33.33,-1.97,5,0.22,持股中,📈 趨勢續強。目前防禦位設於 35.42，與現價緩衝空間為 0.1%。
