eps_yoy,prev_eps,pe,eps,status,gm,date,prev_year,name,est_price,price,rev_yoy,expansion,prev_rev_yoy,om,prev_eps_yoy,symbol,advice
36.13,12.15,6.341550553769203,3.27,⚠️ 獲利稀釋,N/A,2026-03,2025,力領科技,419.85,177.5,195.54,-159.41,-9.4,N/A,-14.17,6996.TWO,⚪ 中性觀察
-3.77,1.36,8.69300923449848,0.51,📉 獲利侵蝕,34.44%,2026-03,2025,倉佑,49.35,28.6000003815,155.84,-159.61,0.3,17.09%,-13.92,1568.TW,⚪ 中性觀察
52.94,-1.52,0.0,-0.24,⚠️ 獲利稀釋,N/A,2026-03,2025,驊訊,-67.2,34.6500015259,214.29,-161.35,11.69,N/A,-462.96,6237.TWO,⚪ 數據不足
-61.9,2.25,13.86792452830189,0.4,📉 獲利侵蝕,N/A,2026-03,2025,傑霖科技,79.49999999999999,73.5,100.37,-162.27,-23.31,N/A,-62.55,8102.TWO,⚪ 中性觀察
-25.14,5.51,6.069153498471337,1.37,📉 獲利侵蝕,N/A,2026-03,2025,海韻電,164.85,66.6999969482,137.15,-162.29000000000002,37.15,N/A,57.43,6203.TWO,⚪ 中性觀察
22.89,6.32,7.852564102564102,2.47,⚠️ 獲利稀釋,N/A,2026-03,2025,全宇昕,234.00000000000003,122.5,186.39,-163.5,3.91,N/A,-22.95,6651.TWO,⚪ 中性觀察
-8.48,7.4,6.490507952796305,2.59,📉 獲利侵蝕,25.33%,2026-03,2025,茂訊,292.35,126.5,155.73,-164.20999999999998,1.19,7.00%,-12.32,3213.TWO,⚪ 中性觀察
-114.81,-1.34,0.0,-0.58,📉 獲利侵蝕,27.86%,2026-03,2025,隴華,-58.8,8.3000001907,50.4,-165.21,34.04,-40.94%,59.69,2424.TW,⚪ 數據不足
-26.32,3.81,5.246913580246913,0.84,📉 獲利侵蝕,44.64%,2026-03,2025,曜亞,145.8,51.0,139.24,-165.56,-11.82,12.42%,-32.69,4138.TWO,⚪ 中性觀察
333.33,4.31,6.767241297101295,1.17,⚠️ 獲利稀釋,35.36%,2026-03,2025,裕民,139.19999999999996,62.7999992371,499.13,-165.8,-4.75,30.49%,-22.2,2606.TW,⚪ 中性觀察
12.5,0.13,96.76471037000002,0.09,⚠️ 獲利稀釋,43.11%,2026-03,2025,海灣,2.55,16.4500007629,179.42,-166.92,-3.71,22.84%,141.94,3252.TWO,❌ 暫避觀望
197.5,1.91,12.453183520599252,1.19,⚠️ 獲利稀釋,N/A,2026-03,2025,有成精密,80.1,66.5,364.73,-167.23000000000002,-0.48,N/A,240.74,4949.TW,⚪ 中性觀察
96.93,8.67,14.3778801843318,3.21,⚠️ 獲利稀釋,N/A,2026-03,2025,佳必琪,325.49999999999994,312.0,264.19,-167.26,12.03,N/A,-0.23,6197.TW,⚪ 中性觀察
25.58,-5.1,0.0,-0.64,⚠️ 獲利稀釋,N/A,2026-03,2025,北極星藥業-KY,-160.04999999999998,11.8999996185,192.98,-167.39999999999998,-62.05,N/A,-40.62,6550.TW,⚪ 數據不足
-4.55,-1.09,0.0,-0.23,📉 獲利侵蝕,35.81%,2026-03,2025,連宇,-45.3,18.0,162.93,-167.48000000000002,-16.89,-38.32%,-234.57,2482.TW,⚪ 數據不足
-11.11,-1.29,0.0,-0.4,📉 獲利侵蝕,N/A,2026-03,2025,大地-KY,-46.050000000000004,9.8699998856,157.19,-168.3,-31.28,N/A,-516.13,8437.TWO,⚪ 數據不足
21.52,12.25,19.08068783068783,3.85,⚠️ 獲利稀釋,39.78%,2026-03,2025,研華,453.6,577.0,190.06,-168.54,18.56,15.69%,17.26,2395.TW,❌ 暫避觀望
46.51,0.67,17.923322196198082,0.64,⚠️ 獲利稀釋,N/A,2026-03,2025,聚鼎,46.949999999999996,56.0999984741,215.08,-168.57000000000002,-2.5,N/A,-69.96,6224.TW,❌ 暫避觀望
63.39,11.33,26.803051317614425,3.66,⚠️ 獲利稀釋,44.02%,2026-03,2025,新應材,432.6,773.0,232.49,-169.10000000000002,28.3,23.34%,32.78,4749.TWO,❌ 暫避觀望
31.51,3.01,40.0,0.96,⚠️ 獲利稀釋,N/A,2026-03,2025,天虹,103.49999999999999,276.0,201.37,-169.86,-13.26,N/A,-50.25,6937.TW,❌ 暫避觀望
21.39,10.22,6.79063936481404,2.27,⚠️ 獲利稀釋,N/A,2026-03,2025,安�硌穈T,358.95000000000005,162.5,191.57,-170.18,13.3,N/A,36.27,6690.TWO,⚪ 中性觀察
-100.0,0.71,92.00000217985715,0.0,📉 獲利侵蝕,N/A,2026-03,2025,點序,10.5,64.4000015259,70.28,-170.28,16.84,N/A,152.21,6485.TWO,❌ 暫避觀望
25.0,-1.63,0.0,-0.21,⚠️ 獲利稀釋,N/A,2026-03,2025,佑全,-49.05,22.8500003815,195.61,-170.61,-1.45,N/A,-54.29,6929.TWO,⚪ 數據不足
18.71,4.58,8.449396471680593,1.65,⚠️ 獲利稀釋,N/A,2026-03,2025,杰力,161.55,91.0,189.52,-170.81,-12.32,N/A,-22.77,5299.TWO,⚪ 中性觀察
620.0,0.26,29.264705321323532,0.36,⚠️ 獲利稀釋,15.09%,2026-03,2025,永裕,10.2,19.8999996185,792.05,-172.04999999999995,-23.91,1.25%,-89.88,1323.TW,❌ 暫避觀望
-43.18,2.3,11.958525697211982,0.28,📉 獲利侵蝕,45.13%,2026-03,2025,精湛,65.1,51.9000015259,129.05,-172.23000000000002,-2.97,17.87%,-22.56,2070.TWO,⚪ 中性觀察
-55.88,5.37,3.307635773649046,0.75,📉 獲利侵蝕,N/A,2026-03,2025,動力-KY,204.29999999999998,45.0499992371,116.4,-172.28,38.81,N/A,60.88,6591.TW,⚪ 中性觀察
6.25,0.54,24.570313096015624,0.17,⚠️ 獲利稀釋,40.82%,2026-03,2025,誠品生活,19.2,31.4500007629,178.72,-172.47,1.84,-1.48%,100.0,2926.TWO,❌ 暫避觀望
28.57,0.47,23.86178892804878,-0.05,⚠️ 獲利稀釋,30.70%,2026-03,2025,杭特,18.45,29.3500003815,201.59,-173.02,20.59,-18.51%,461.54,3297.TWO,❌ 暫避觀望
42.86,2.07,10.897959495081635,0.7,⚠️ 獲利稀釋,N/A,2026-03,2025,明遠精密,73.49999999999999,53.4000015259,216.12,-173.26,-11.73,N/A,-22.56,7704.TWO,⚪ 中性觀察
18.94,2.35,9.534883720930234,1.57,⚠️ 獲利稀釋,N/A,2026-03,2025,諾貝兒,96.74999999999999,61.5,192.24,-173.3,1.36,N/A,-21.14,6844.TWO,⚪ 中性觀察
218.52,12.75,29.011395133969813,5.19,⚠️ 獲利稀釋,N/A,2026-03,2025,均華,487.05000000000007,942.0,392.93,-174.41,10.19,N/A,-14.04,6640.TWO,❌ 暫避觀望
3.17,4.99,11.106719367588932,1.3,⚠️ 獲利稀釋,33.63%,2026-03,2025,中華電,189.75,140.5,177.66,-174.49,2.67,17.33%,3.96,2412.TW,⚪ 中性觀察
29.27,1.75,8.58465628648148,0.53,⚠️ 獲利稀釋,N/A,2026-03,2025,邁達康,56.7,32.4500007629,203.95,-174.67999999999998,-3.52,N/A,-13.79,9960.TWO,⚪ 中性觀察
416.67,0.33,20.931372923039216,0.19,⚠️ 獲利稀釋,N/A,2026-03,2025,鴻名,15.3,21.3500003815,592.65,-175.97999999999996,-3.87,N/A,-43.1,3021.TW,❌ 暫避觀望
11.85,2.67,38.772213247172864,1.51,⚠️ 獲利稀釋,36.51%,2026-03,2025,德微,92.85,240.0,188.41,-176.56,-9.88,9.03%,-66.46,3675.TWO,❌ 暫避觀望
84.31,5.62,11.475964793500339,3.81,⚠️ 獲利稀釋,N/A,2026-03,2025,研揚,221.54999999999998,169.5,261.06,-176.75,20.03,N/A,-27.15,6579.TW,⚪ 中性觀察
-30.0,0.2,18.61111146425926,0.14,📉 獲利侵蝕,21.75%,2026-03,2025,寶徠,8.100000000000001,10.0500001907,147.2,-177.2,-54.43,10.56%,-93.38,1805.TW,❌ 暫避觀望
42.31,0.5,35.16339819418301,0.37,⚠️ 獲利稀釋,31.63%,2026-03,2025,通嘉,22.95,53.7999992371,219.88,-177.57,-7.24,-1.96%,-73.51,3588.TW,❌ 暫避觀望
196.0,6.1,16.723202170963365,2.24,⚠️ 獲利稀釋,30.02%,2026-03,2025,閎康,221.1,246.5,373.81,-177.81,8.51,10.45%,-40.84,3587.TWO,❌ 暫避觀望
24.71,2.97,46.642857142857146,1.06,⚠️ 獲利稀釋,37.27%,2026-03,2025,全新,105.0,326.5,202.94,-178.23,4.29,21.78%,-18.46,2455.TW,❌ 暫避觀望
-10.71,2.31,4.549356386888412,0.5,📉 獲利侵蝕,25.16%,2026-03,2025,太普高,69.89999999999999,21.2000007629,167.71,-178.42000000000002,-17.82,13.35%,-12.16,3284.TWO,⚪ 中性觀察
-9.84,4.21,4.364102485856411,0.55,📉 獲利侵蝕,N/A,2026-03,2025,綠界科技*,146.25,42.5499992371,168.81,-178.65,8.73,N/A,117.01,6763.TWO,⚪ 中性觀察
-16.67,0.03,0.0,0.1,📉 獲利侵蝕,N/A,2026-03,2025,天鉞電,-4.35,27.25,162.23,-178.89999999999998,10.32,N/A,-50.0,5251.TWO,⚪ 數據不足
-26.34,8.57,4.78437356934551,1.42,📉 獲利侵蝕,N/A,2026-03,2025,中菲,295.65000000000003,94.3000030518,152.96,-179.3,7.88,N/A,-0.37,5403.TWO,⚪ 中性觀察
-81.89,0.01,18.53571483064286,0.48,📉 獲利侵蝕,N/A,2026-03,2025,嘉威,21.0,25.9500007629,97.83,-179.72,-24.49,N/A,-99.85,3557.TW,❌ 暫避觀望
-70.51,5.01,36.34854771784232,0.69,📉 獲利侵蝕,26.67%,2026-03,2025,聯鈞,180.75,438.0,109.26,-179.77,13.44,15.62%,31.15,3450.TW,❌ 暫避觀望
-23.33,4.57,4.707495429616088,0.92,📉 獲利侵蝕,N/A,2026-03,2025,岱稜,164.1,51.5,156.53,-179.86,0.49,N/A,16.97,3303.TWO,⚪ 中性觀察
8.33,0.03,49.79166587208333,0.13,⚠️ 獲利稀釋,37.93%,2026-03,2025,中電,3.6,11.9499998093,188.41,-180.07999999999998,-8.17,11.05%,-94.0,1611.TW,❌ 暫避觀望
-48.65,3.27,6.011342010793951,0.57,📉 獲利侵蝕,N/A,2026-03,2025,森田,79.35,31.7999992371,131.75,-180.4,-4.28,N/A,-56.63,8410.TWO,⚪ 中性觀察
-24.52,5.04,6.085069311987848,1.18,📉 獲利侵蝕,N/A,2026-03,2025,虎山,172.79999999999998,70.0999984741,156.16,-180.68,22.39,N/A,-31.43,7736.TW,⚪ 中性觀察
-67.69,10.03,3.883861236802413,0.83,📉 獲利侵蝕,N/A,2026-03,2025,波力-KY,397.80000000000007,103.0,113.25,-180.94,-1.52,N/A,-10.98,8467.TW,⚪ 中性觀察
152.58,3.44,1.469740606520173,2.45,⚠️ 獲利稀釋,N/A,2026-03,2025,坤悅,208.2,20.3999996185,334.61,-182.03,55.14,N/A,66.99,5206.TWO,⚪ 中性觀察
100.0,0.05,2339.999961849998,0.02,⚠️ 獲利稀釋,N/A,2026-03,2025,宏齊,0.15000000000000013,23.3999996185,282.06,-182.06,5.6,N/A,66.67,6168.TW,❌ 暫避觀望
45.45,-0.76,0.0,-0.12,⚠️ 獲利稀釋,29.80%,2026-03,2025,東訊,-23.549999999999997,15.0,228.74,-183.29000000000002,16.01,-5.26%,18.37,2321.TW,⚪ 數據不足
-42.76,4.2,7.134207562885973,0.83,📉 獲利侵蝕,39.87%,2026-03,2025,倫飛,148.65,70.6999969482,140.62,-183.38,20.5,7.82%,2.69,2364.TW,⚪ 中性觀察
-34.88,-3.97,0.0,-1.18,📉 獲利侵蝕,N/A,2026-03,2025,科懋,-152.85,24.7000007629,148.52,-183.4,4.22,N/A,-85.58,6496.TWO,⚪ 數據不足
2.36,6.9,9.98367791077258,2.6,⚠️ 獲利稀釋,N/A,2026-03,2025,宸曜,275.7,183.5,186.36,-184.0,13.67,N/A,-8.99,6922.TWO,⚪ 中性觀察
8.33,-0.36,0.0,-0.11,⚠️ 獲利稀釋,33.58%,2026-03,2025,優盛,-13.799999999999999,13.3000001907,192.47,-184.14,-1.34,-3.01%,-5.88,4121.TWO,⚪ 數據不足
-99.76,1.57,5.798816568047338,0.01,📉 獲利侵蝕,N/A,2026-03,2025,安格,126.74999999999999,49.0,84.83,-184.59,-15.36,N/A,137.2,6684.TWO,⚪ 中性觀察
92.31,4.68,13.311382878645345,2.25,⚠️ 獲利稀釋,33.38%,2026-03,2025,艾訊,159.45,141.5,277.35,-185.04000000000002,1.82,10.77%,-37.99,3088.TWO,⚪ 中性觀察
-45.58,10.02,3.548895899053628,1.23,📉 獲利侵蝕,N/A,2026-03,2025,生展,380.4,90.0,139.57,-185.14999999999998,6.1,N/A,13.09,8279.TWO,⚪ 中性觀察
26.37,3.45,8.193411102454835,1.15,⚠️ 獲利稀釋,31.73%,2026-03,2025,統一,141.15,77.0999984741,211.77,-185.4,2.32,2.59%,-5.22,1216.TW,⚪ 中性觀察
-2.33,2.65,8.500000123048387,0.42,📉 獲利侵蝕,N/A,2026-03,2025,碩網,92.99999999999999,52.7000007629,183.17,-185.5,5.66,N/A,22.61,7547.TWO,⚪ 中性觀察
19.05,1.03,13.936781609195402,0.5,⚠️ 獲利稀釋,N/A,2026-03,2025,凌通,52.2,48.5,204.61,-185.56,-13.56,N/A,-54.63,4952.TW,⚪ 中性觀察
6.4,4.0,15.426695842450766,1.34,⚠️ 獲利稀釋,N/A,2026-03,2025,宏觀,137.10000000000002,141.0,192.19,-185.79,6.74,N/A,4.76,6568.TWO,❌ 暫避觀望
-12.5,13.97,4.051987767584097,4.41,📉 獲利侵蝕,N/A,2026-03,2025,帝寶,490.50000000000006,132.5,173.42,-185.92,-3.69,N/A,-26.4,6605.TW,⚪ 中性觀察
-3.23,7.39,9.868796349115803,1.8,📉 獲利侵蝕,38.51%,2026-03,2025,融程電,262.95,173.0,182.83,-186.06,19.07,18.05%,4.56,3416.TW,⚪ 中性觀察
46.38,1.8,77.58284600389864,1.02,⚠️ 獲利稀釋,N/A,2026-03,2025,嘉基,76.95,398.0,232.47,-186.09,-25.1,N/A,-65.38,6715.TW,❌ 暫避觀望
-38.46,11.33,7.750822368421052,2.63,📉 獲利侵蝕,33.00%,2026-03,2025,可成,364.8,188.5,147.7,-186.16,3.18,13.69%,-37.78,2474.TW,⚪ 中性觀察
9.03,5.73,16.072754268745356,1.57,⚠️ 獲利稀釋,N/A,2026-03,2025,富鼎,202.05000000000004,216.5,195.24,-186.21,6.37,N/A,19.71,8261.TW,❌ 暫避觀望
40.71,13.04,10.162991371045063,3.68,⚠️ 獲利稀釋,N/A,2026-03,2025,茂達,469.34999999999997,318.0,226.99,-186.28,22.89,N/A,31.94,6138.TWO,⚪ 中性觀察
560.0,1.8,6.028985286115942,0.33,⚠️ 獲利稀釋,13.84%,2026-03,2025,欣陸,51.74999999999999,20.7999992371,746.29,-186.28999999999996,11.98,7.24%,25.87,3703.TW,⚪ 中性觀察
18.42,-1.72,0.0,-0.31,⚠️ 獲利稀釋,N/A,2026-03,2025,上亞科技,-57.3,24.7999992371,205.02,-186.60000000000002,-20.79,N/A,-129.33,6130.TWO,⚪ 數據不足
108.06,3.34,14.806110458284373,1.29,⚠️ 獲利稀釋,30.67%,2026-03,2025,聯電,127.64999999999999,126.0,295.15,-187.08999999999997,2.26,19.78%,-11.97,2303.TW,⚪ 中性觀察
-34.62,0.21,0.0,0.17,📉 獲利侵蝕,18.12%,2026-03,2025,昶和,-0.5999999999999996,13.1499996185,152.59,-187.21,-23.26,2.42%,-77.66,1468.TW,⚪ 數據不足
62.2,-1.11,0.0,-0.31,⚠️ 獲利稀釋,-8.98%,2026-03,2025,德晉,-46.50000000000001,29.0499992371,249.55,-187.35000000000002,-72.48,-223.66%,58.98,3466.TWO,⚪ 數據不足
66.67,0.49,0.0,-0.07,⚠️ 獲利稀釋,41.27%,2026-03,2025,磐儀,-0.5999999999999996,57.9000015259,254.52,-187.85000000000002,29.3,10.21%,-63.43,3594.TWO,⚪ 數據不足
118.18,2.01,40.1840490797546,0.96,⚠️ 獲利稀釋,38.42%,2026-03,2025,大銀微系統,73.35,196.5,306.09,-187.90999999999997,20.44,13.23%,294.12,4576.TW,❌ 暫避觀望
18.82,4.81,10.343618513323985,2.05,⚠️ 獲利稀釋,25.60%,2026-03,2025,宜特,213.89999999999998,147.5,207.08,-188.26000000000002,11.44,4.49%,-34.26,3289.TWO,⚪ 中性觀察
30.65,1.63,7.187500170290178,0.81,⚠️ 獲利稀釋,30.15%,2026-03,2025,五鼎,67.19999999999999,32.2000007629,219.52,-188.87,5.0,7.57%,27.34,1733.TW,⚪ 中性觀察
-41.67,-9.56,0.0,0.28,🔄 轉虧為盈,N/A,2026-03,2025,上福,-268.8,20.2000007629,147.3,-188.97000000000003,-4.71,N/A,-431.94,6128.TW,⚪ 數據不足
-43.51,4.1,4.469194457431279,0.87,📉 獲利侵蝕,N/A,2026-03,2025,百和,158.25,47.1500015259,145.78,-189.29,2.05,N/A,-13.68,9938.TW,⚪ 中性觀察
-17.39,3.02,4.271255009244265,0.76,📉 獲利侵蝕,33.75%,2026-03,2025,強信-KY,111.15,31.6499996185,171.96,-189.35000000000002,6.92,16.61%,48.04,4560.TW,⚪ 中性觀察
-81.73,15.5,12.650294192888206,1.54,📉 獲利侵蝕,29.12%,2026-03,2025,營邦,586.35,494.5,107.78,-189.51,-11.96,0.48%,-38.69,3693.TWO,⚪ 中性觀察
15.17,8.36,8.742258218199142,2.46,⚠️ 獲利稀釋,36.55%,2026-03,2025,世禾,314.85,183.5,205.07,-189.9,16.17,18.42%,17.2,3551.TWO,⚪ 中性觀察
9.67,13.99,23.30875280538634,3.29,⚠️ 獲利稀釋,42.20%,2026-03,2025,華城,467.85,727.0,200.1,-190.43,20.89,19.22%,-6.3,1519.TW,❌ 暫避觀望
3.13,1.13,22.763976103043483,0.33,⚠️ 獲利稀釋,43.31%,2026-03,2025,普安,24.15,36.6500015259,194.32,-191.19,-10.89,9.76%,-49.1,2495.TW,❌ 暫避觀望
-17.11,5.77,4.314484954523625,1.9,📉 獲利侵蝕,28.71%,2026-03,2025,友輝,193.65,55.7000007629,174.54,-191.64999999999998,2.41,12.48%,-18.35,4933.TWO,⚪ 中性觀察
177.08,3.77,8.380368472613497,1.33,⚠️ 獲利稀釋,N/A,2026-03,2025,迎廣,122.25,68.3000030518,369.13,-192.04999999999998,11.78,N/A,-7.65,6117.TW,⚪ 中性觀察
94.64,-0.92,0.0,-0.03,⚠️ 獲利稀釋,N/A,2026-03,2025,創業家,-30.450000000000003,15.6999998093,286.81,-192.17000000000002,-52.73,N/A,53.77,8477.TWO,⚪ 數據不足
39.39,3.53,6.404833683192346,1.38,⚠️ 獲利稀釋,N/A,2026-03,2025,幸康,148.95,63.5999984741,231.62,-192.23000000000002,19.44,N/A,61.93,3332.TWO,⚪ 中性觀察
64.76,4.85,17.923763179237636,1.73,⚠️ 獲利稀釋,N/A,2026-03,2025,騰輝電子-KY,184.95,221.0,257.27,-192.51,0.88,N/A,-2.81,6672.TW,❌ 暫避觀望
-103.03,-0.06,0.0,-0.67,📉 獲利侵蝕,N/A,2026-03,2025,凱衛,-22.8,27.6000003815,89.63,-192.66,12.63,N/A,-102.22,5201.TWO,⚪ 數據不足
-20.0,-3.43,0.0,-0.48,📉 獲利侵蝕,5.61%,2026-03,2025,揚智,-106.95,23.1000003815,172.74,-192.74,-29.93,-198.78%,-35.42,3041.TW,⚪ 數據不足
-3.47,1.34,11.83206106870229,1.96,📉 獲利侵蝕,19.80%,2026-03,2025,世德,78.60000000000001,62.0,190.77,-194.24,-9.64,-4.97%,-77.5,2066.TWO,⚪ 中性觀察
201.59,-2.87,0.0,0.67,🔄 轉虧為盈,N/A,2026-03,2025,智崴,-137.10000000000002,95.8000030518,396.14,-194.54999999999998,-3.81,N/A,-356.73,5263.TWO,⚪ 數據不足
24.03,14.08,5.420094007050529,3.82,⚠️ 獲利稀釋,N/A,2026-03,2025,視陽,510.59999999999997,184.5,219.37,-195.34,15.02,N/A,39.41,6782.TW,⚪ 中性觀察
22.93,7.1,11.455596426694692,2.52,⚠️ 獲利稀釋,N/A,2026-03,2025,意德士,285.45000000000005,218.0,218.89,-195.95999999999998,19.26,N/A,19.42,7556.TWO,⚪ 中性觀察
-4.35,1.72,6.107142766309524,0.44,📉 獲利侵蝕,N/A,2026-03,2025,晶采,63.0,25.6499996185,192.14,-196.48999999999998,-0.92,N/A,-31.2,8049.TWO,⚪ 中性觀察
10.24,12.71,5.958055290753099,3.66,⚠️ 獲利稀釋,N/A,2026-03,2025,望隼,472.04999999999995,187.5,206.96,-196.72,16.17,N/A,10.57,4771.TW,⚪ 中性觀察
-70.0,-2.15,0.0,-0.51,📉 獲利侵蝕,19.82%,2026-03,2025,鴻華先進-創,-69.45,32.0,126.74,-196.74,-51.34,-262.93%,-73.98,2258.TW,⚪ 數據不足
-61.08,6.07,3.431758480124672,0.72,📉 獲利侵蝕,23.99%,2026-03,2025,僑威,228.6,52.2999992371,135.88,-196.95999999999998,16.17,12.10%,8.01,3078.TWO,⚪ 中性觀察
8.26,20.25,6.1934389140271495,6.55,⚠️ 獲利稀釋,33.74%,2026-03,2025,南寶,795.6,328.5,205.28,-197.02,0.95,16.17%,-9.03,4766.TW,⚪ 中性觀察
28.57,3.08,14.712778429073856,0.9,⚠️ 獲利稀釋,N/A,2026-03,2025,正淩,127.95000000000002,125.5,226.47,-197.9,29.59,N/A,62.03,8147.TWO,⚪ 中性觀察
-91.84,0.32,33.9622641509434,0.04,🏰 高護城河,58.07%,2026-03,2025,遠見,15.9,36.0,106.5,-198.34,-4.54,-3.25%,-57.53,3040.TW,❌ 暫避觀望
350.0,11.19,6.570512820512821,3.24,⚠️ 獲利稀釋,24.61%,2026-03,2025,鮮活果汁-KY,421.2,184.5,548.43,-198.42999999999995,2.94,6.32%,24.88,1256.TW,⚪ 中性觀察
-19.45,9.61,6.364013266998342,2.41,📉 獲利侵蝕,33.35%,2026-03,2025,鈞興-KY,361.8,153.5,179.22,-198.67,0.1,18.52%,4.45,4571.TW,⚪ 中性觀察
-29.91,4.38,8.443540183112919,0.75,📉 獲利侵蝕,N/A,2026-03,2025,立端,147.45,83.0,168.9,-198.81,-3.53,N/A,-28.08,6245.TWO,⚪ 中性觀察
0.64,6.77,6.648616125150422,1.6,⚠️ 獲利稀釋,N/A,2026-03,2025,中保科,249.29999999999995,110.5,199.94,-199.3,6.29,N/A,5.71,9917.TW,⚪ 中性觀察
-17.07,0.93,10.717054115697675,0.35,📉 獲利侵蝕,30.14%,2026-03,2025,裕隆,38.7,27.6499996185,182.28,-199.35,-15.65,7.44%,-75.14,2201.TW,⚪ 中性觀察
53.66,5.99,14.109589041095889,1.95,⚠️ 獲利稀釋,37.83%,2026-03,2025,欣銓,219.00000000000003,206.0,253.02,-199.36,7.08,26.59%,34.97,3264.TWO,⚪ 中性觀察
23.53,1.66,8.333333333333334,0.21,⚠️ 獲利稀釋,N/A,2026-03,2025,樂斯科,53.1,29.5,223.18,-199.65,-10.2,N/A,-3.49,6662.TWO,⚪ 中性觀察
-92.57,0.51,2.6543211053858022,0.13,📉 獲利侵蝕,N/A,2026-03,2025,大研生醫*,97.2,17.2000007629,107.98,-200.55,39.1,N/A,-76.4,7780.TW,⚪ 中性觀察
6.45,10.78,8.547466095645966,2.97,⚠️ 獲利稀釋,34.07%,2026-03,2025,統一超,420.30000000000007,239.5,208.08,-201.63000000000002,3.79,2.95%,-2.88,2912.TW,⚪ 中性觀察
-91.21,9.06,9.652928416485901,0.08,📉 獲利侵蝕,48.58%,2026-03,2025,喬山,207.45,133.5,110.9,-202.11,13.69,9.78%,13.11,1736.TW,⚪ 中性觀察
58.9,3.92,9.00229357798165,1.17,⚠️ 獲利稀釋,N/A,2026-03,2025,瀚荃,130.8,78.5,261.03,-202.12999999999997,5.25,N/A,17.71,8103.TW,⚪ 中性觀察
-25.59,11.76,8.686210640608035,2.21,📉 獲利侵蝕,39.10%,2026-03,2025,興勤,414.45,240.0,176.57,-202.16,6.85,22.33%,-2.81,2428.TW,⚪ 中性觀察
17.61,5.64,6.981279251170047,1.67,⚠️ 獲利稀釋,N/A,2026-03,2025,勁豐,192.29999999999998,89.5,219.85,-202.24,-7.81,N/A,-14.93,6577.TWO,⚪ 中性觀察
-1.22,1.73,7.6923076923076925,0.82,📉 獲利侵蝕,N/A,2026-03,2025,金興精密,70.19999999999999,36.0,201.11,-202.33,0.66,N/A,-37.18,7732.TW,⚪ 中性觀察
-43.27,5.78,6.990204808548531,0.59,📉 獲利侵蝕,N/A,2026-03,2025,互動,168.45000000000002,78.5,159.18,-202.45000000000002,6.12,N/A,2.66,6486.TWO,⚪ 中性觀察
41.46,5.37,3.5082174462705433,2.91,⚠️ 獲利稀釋,N/A,2026-03,2025,台灣虎航,237.30000000000004,55.5,244.12,-202.66,2.9,N/A,-10.95,6757.TW,⚪ 中性觀察
-5.07,5.28,12.182936202920828,1.32,📉 獲利侵蝕,32.18%,2026-03,2025,晶技,195.15000000000003,158.5,198.02,-203.09,5.34,14.07%,-15.57,3042.TW,⚪ 中性觀察
19.4,4.37,28.35004557885141,1.61,⚠️ 獲利稀釋,N/A,2026-03,2025,昇陽半導體,164.55,311.0,222.57,-203.17,26.97,N/A,51.58,8028.TW,❌ 暫避觀望
33.56,6.04,3.2884902840059795,1.95,⚠️ 獲利稀釋,N/A,2026-03,2025,洛��,200.7,44.0,236.89,-203.32999999999998,1.41,N/A,37.27,8077.TWO,⚪ 中性觀察
-45.41,18.83,1.9761958230406471,2.08,📉 獲利侵蝕,N/A,2026-03,2025,寬宏藝術,667.9499999999999,88.0,158.08,-203.49,78.68,N/A,242.99,6596.TWO,⚪ 中性觀察
-29.35,14.92,4.262168426474376,3.61,📉 獲利侵蝕,32.65%,2026-03,2025,拓凱,582.4499999999999,165.5,174.36,-203.71,-2.91,10.54%,-20.89,4536.TW,⚪ 中性觀察
-3.08,10.2,8.4246316584813,2.52,📉 獲利侵蝕,28.63%,2026-03,2025,上品,397.04999999999995,223.0,200.72,-203.8,-26.81,14.44%,-52.93,4770.TW,⚪ 中性觀察
-83.33,-1.84,0.0,0.01,🔄 轉虧為盈,39.78%,2026-03,2025,聚積,-56.85,54.9000015259,120.7,-204.03,-19.18,-22.71%,-757.14,3527.TWO,⚪ 數據不足
-35.0,0.06,0.0,-0.27,📉 獲利侵蝕,N/A,2026-03,2025,威健生技,-5.25,17.8999996185,169.3,-204.3,16.55,N/A,20.0,6661.TWO,⚪ 數據不足
-68.52,1.43,4.77077352965616,0.17,📉 獲利侵蝕,N/A,2026-03,2025,百和興業-KY,52.35,16.6499996185,136.36,-204.88,8.24,N/A,55.43,8404.TW,⚪ 中性觀察
-84.0,3.67,8.57142831795681,0.16,📉 獲利侵蝕,41.59%,2026-03,2025,台耀,90.3,51.5999984741,121.25,-205.25,2.54,21.37%,180.15,4746.TW,⚪ 中性觀察
17.65,1.34,10.194805070941559,0.4,⚠️ 獲利稀釋,32.08%,2026-03,2025,精聯,46.2,31.3999996185,222.99,-205.34,0.59,2.52%,7.2,3652.TW,⚪ 中性觀察
-25.0,0.76,24.44954093444954,0.3,📉 獲利侵蝕,N/A,2026-03,2025,盛群,32.7,53.2999992371,180.5,-205.5,22.23,N/A,213.64,6202.TW,❌ 暫避觀望
-35.29,0.72,11.512195308048781,0.22,📉 獲利侵蝕,N/A,2026-03,2025,光譜,30.749999999999996,23.6000003815,170.48,-205.76999999999998,-5.88,N/A,2.44,5381.TWO,⚪ 中性觀察
