name,prev_eps_yoy,prev_year,date,status,advice,prev_eps,eps,prev_rev_yoy,pe,est_price,symbol,price,gm,rev_yoy,expansion,om,eps_yoy
前鼎,-29.79,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.98,0.76,-12.98,32.27091633466136,75.3,4908.TWO,162.0,46.40%,129.18,-127.85000000000001,17.75%,1.33
嘉澤,-15.21,2025,2026-03,🏰 高護城河,⚪ 中性觀察,70.17,21.37,12.28,11.828798458945341,2491.8,3533.TW,1965.0,51.54%,133.38,-128.04,29.92%,5.34
耕興,-14.93,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,10.77,2.97,-1.34,7.3012939001848425,405.75,6146.TWO,197.5,N/A,133.06,-128.85,N/A,4.21
寶雅,10.48,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,29.54,9.3,7.16,10.017963244438302,1085.5500000000002,5904.TWO,725.0,N/A,153.5,-129.17000000000002,N/A,24.33
創為精密,7.23,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.59,1.08,27.05,6.636050429058553,130.65,6899.TWO,57.7999992371,N/A,133.24,-129.32000000000002,N/A,3.92
友霖,79.17,2025,2026-03,🏰 高護城河,⚪ 中性觀察,0.9,0.16,14.52,14.391534795185184,28.35,4166.TWO,27.2000007629,60.10%,100.47,-130.9,23.50%,-30.43
新代,51.69,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,35.12,15.38,29.17,22.81767955801105,1357.5,7750.TW,2065.0,N/A,234.77,-131.37,N/A,103.4
詮欣,-25.66,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.0,0.38,-3.02,14.779874213836479,71.55,6205.TW,70.5,N/A,86.74,-132.45,N/A,-45.71
立積,56.47,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.66,0.58,2.24,24.72647702407002,68.55000000000001,4968.TW,113.0,N/A,239.86,-132.72000000000003,N/A,107.14
同亨,382.35,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.69,0.7,12.01,6.851441157095344,67.64999999999999,5490.TWO,30.8999996185,N/A,127.49,-133.04999999999998,N/A,-5.56
家登,-22.51,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,9.43,2.55,12.26,26.9394261424017,282.3,3680.TWO,507.0,43.28%,149.46,-133.55,17.47%,15.91
寶陞,-2.28,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.14,0.4,1.84,7.44660164545631,77.25,2948.TWO,38.3499984741,48.05%,136.2,-133.64,9.02%,2.56
弘塑,56.98,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,45.48,16.11,59.93,30.752148305493872,1553.55,3131.TWO,3185.0,42.10%,215.25,-134.24,29.56%,81.01
台南-KY,-41.32,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.98,0.11,-7.04,12.420495238833922,42.45,5906.TW,35.1500015259,N/A,64.29,-134.56,N/A,-70.27
大城地產,-33.33,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.82,0.08,-35.35,2.2628083853415557,158.10000000000002,6171.TWO,23.8500003815,N/A,301.75,-135.08,N/A,166.67
耀登,-51.49,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.5,-0.02,2.05,111.27450980392156,15.3,3138.TW,113.5,41.30%,226.98,-136.5,7.58%,90.48
尚凡*,56.72,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.05,0.29,18.28,9.498069645366796,38.849999999999994,5278.TWO,24.6000003815,N/A,115.09,-136.71,N/A,-21.62
富致,-27.37,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.6,0.74,3.61,12.882447665056361,93.15,6642.TWO,80.0,N/A,124.86,-136.76,N/A,-11.9
加捷生醫,-80.37,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,0.43,0.15,-9.62,13.651684964606742,13.35,4109.TWO,12.1499996185,24.70%,182.43,-136.98000000000002,-7.54%,45.45
鑫創電子,-106.78,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.29,0.08,-15.41,0.0,-35.849999999999994,6680.TWO,50.0999984741,N/A,237.41,-137.41,N/A,100.0
東陽,-13.11,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,6.43,1.62,-1.96,0.0,0.0,1319.TW,0.0,33.68%,102.78,-137.46,18.07%,-34.68
保勝光學,-55.59,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.63,0.52,-1.73,21.82119255824503,45.3,6517.TWO,65.9000015259,N/A,102.54,-137.54000000000002,N/A,-35.0
農林,31.82,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.15,-0.04,9.13,0.0,-5.7,2913.TW,11.0500001907,40.70%,137.61,-137.61,-7.01%,0.0
可寧衛*,-87.79,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.29,0.21,-7.53,1.392088093995994,299.54999999999995,8422.TW,27.7999992371,N/A,43.67,-137.88,N/A,-94.21
飛捷,-0.43,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.9,2.51,9.26,7.077255537547271,277.65000000000003,6206.TW,131.0,N/A,148.7,-138.13,N/A,10.57
瑞耘,81.39,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.31,0.84,-6.21,6.969178212833904,175.2,6532.TWO,81.4000015259,N/A,103.42,-138.3,N/A,-34.88
蒙恬,34.19,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.77,-0.18,34.16,0.0,-33.3,5211.TWO,21.1000003815,N/A,174.21,-138.5,N/A,35.71
鼎天,-33.45,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.95,0.11,10.49,8.895870599120288,83.55000000000001,3306.TWO,49.5499992371,25.80%,312.01,-138.67999999999998,1.28%,173.33
博大,-4.63,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.18,1.75,15.04,10.824396782841823,223.8,8109.TWO,161.5,N/A,148.79,-138.73,N/A,10.06
東和,-19.23,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.19,0.06,-10.66,50.0,5.8500000000000005,1414.TW,19.5,15.75%,539.09,-139.09000000000003,-3.56%,400.0
君曜,-47.4,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.0,0.1,12.79,8.403846300557692,78.0,7770.TWO,43.7000007629,N/A,51.4,-139.35,N/A,-87.95
中華資安,2.97,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,11.47,3.38,3.64,7.6072157930565005,440.70000000000005,7765.TW,223.5,N/A,142.19,-139.45,N/A,2.74
生合,-6.08,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.29,0.39,4.97,3.7896365042536737,193.95,1295.TWO,49.0,49.97%,70.64,-139.69,11.73%,-69.05
迅杰,-147.27,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.52,-0.03,-12.93,0.0,-18.6,6243.TW,39.25,N/A,30.39,-140.07,N/A,-109.68
君帆,-4.72,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.43,0.91,-1.51,4.45312517030134,134.39999999999998,4584.TWO,39.9000015259,34.23%,108.67,-140.25,12.30%,-31.58
瓦城,-24.75,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.76,1.64,0.46,8.12274368231047,290.85,2729.TWO,157.5,N/A,104.46,-140.68,N/A,-36.22
智原,-29.75,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,2.81,0.4,62.61,29.92481203007519,99.74999999999999,3035.TW,199.0,42.16%,71.65,-141.57,2.86%,-69.92
迅德,-48.05,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.0,0.73,-3.28,16.798866639405098,52.95,6292.TWO,59.2999992371,N/A,244.55,-141.77,N/A,102.78
致新,-0.84,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,17.76,4.62,5.0,6.907146108329539,659.1,8081.TW,303.5,N/A,137.6,-141.78,N/A,-4.18
明達醫,15.63,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.8,1.33,9.33,5.076495132127956,215.7,6527.TWO,73.0,N/A,133.59,-141.87,N/A,-8.28
益得,18.35,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-2.57,-0.63,170.31,0.0,-88.05,6461.TWO,15.8000001907,N/A,143.49,-141.93,N/A,1.56
裕山,-39.84,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.09,0.64,-27.76,3.89541733559342,127.64999999999999,7715.TWO,33.1500015259,N/A,89.96,-142.2,N/A,-52.24
亞德客-KY,10.18,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,42.0,13.35,11.97,13.071895424836601,1583.5500000000002,1590.TW,1380.0,47.51%,180.17,-142.26,31.25%,37.91
正峰,6.47,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.59,-1.11,1.9,0.0,-39.0,1538.TW,10.5,32.24%,51.34,-142.72,-58.77%,-91.38
凱鈺,-246.15,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.65,0.12,36.88,0.0,-13.65,5468.TWO,30.6499996185,N/A,443.05,-143.05,N/A,300.0
聯詠,-19.62,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,26.87,6.19,-2.07,7.7337605592776,1029.8999999999999,3034.TW,531.0,38.19%,114.65,-143.09,16.92%,-28.44
雷虎,14.0,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.58,0.34,14.37,88.08510638297874,35.24999999999999,8033.TW,207.0,N/A,185.98,-144.31,N/A,41.67
譜瑞-KY,6.64,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,34.51,6.77,1.76,7.5379798214078635,1293.4499999999998,4966.TWO,650.0,N/A,125.8,-144.99,N/A,-19.19
鴻勁,110.03,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,75.71,25.7,116.34,33.20795271359484,2791.5,7769.TW,6180.0,N/A,206.98,-145.23999999999998,N/A,61.74
晶達,-50.22,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.25,1.01,-7.32,9.37888182962733,72.45,4995.TWO,45.2999992371,N/A,237.89,-145.57999999999998,N/A,92.31
訊映,-10.94,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.58,0.39,-6.81,20.194805442467537,11.549999999999999,4155.TW,15.5500001907,N/A,269.52,-145.98999999999998,N/A,123.53
味王,-23.5,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.81,0.49,-10.06,10.165877138838864,63.3,1203.TW,42.9000015259,33.56%,130.66,-146.18,14.34%,-15.52
昶瑞機電,-50.94,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.29,0.5,-15.67,8.791714790092058,130.35000000000002,7642.TWO,76.4000015259,N/A,79.57,-146.45999999999998,N/A,-66.89
捷創科技,47.62,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.25,1.83,34.56,15.02225519287834,202.2,7810.TWO,202.5,N/A,177.74,-147.03,N/A,30.71
智通*,-7.07,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.85,0.53,51.84,16.106442577030812,107.1,8932.TWO,115.0,N/A,107.87,-147.64000000000001,N/A,-39.77
聯寶,-5.93,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.13,0.32,2.84,19.244604316546763,41.699999999999996,6821.TWO,53.5,N/A,151.01,-147.67999999999998,N/A,3.33
達興材料,32.55,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,7.37,2.21,12.43,20.69247546346783,275.1,5234.TW,379.5,N/A,165.36,-147.81,N/A,17.55
三能-KY,-25.47,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.37,0.26,-2.1,4.814814963528266,76.94999999999999,6671.TW,24.7000007629,N/A,118.45,-148.18,N/A,-29.73
時報,3.23,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.96,0.18,2.69,8.245613700482457,34.199999999999996,8923.TWO,18.7999992371,N/A,86.03,-148.53,N/A,-62.5
駐龍,-58.85,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,3.0,0.92,-23.02,20.646067415730336,106.8,4572.TW,147.0,N/A,119.1,-148.87,N/A,-29.77
健策,49.96,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,36.75,9.53,42.0,35.24933804060018,1359.6,3653.TW,3195.0,41.25%,148.55,-149.18,31.26%,-0.63
為升,-148.96,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.63,0.4,-21.77,0.0,-24.3,2231.TW,116.0,23.65%,106.56,-149.42000000000002,-15.73%,-42.86
安克,-10.0,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.88,-0.21,-42.69,0.0,-33.75,4188.TWO,10.8999996185,N/A,166.01,-150.01,N/A,16.0
光鼎,38.64,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.28,0.01,-3.71,0.0,-9.9,6226.TW,23.6000003815,N/A,261.16,-150.05,N/A,111.11
星亞,10.39,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.22,1.08,9.51,4.045583900674264,157.95,7753.TWO,42.5999984741,N/A,159.56,-150.47,N/A,9.09
國光生,1.75,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.57,-0.44,-9.99,0.0,-47.25000000000001,4142.TW,17.7000007629,49.56%,167.87,-150.56,23.11%,17.31
力智,198.64,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.58,2.1,23.89,19.197031039136302,222.3,6719.TW,284.5,N/A,192.82,-150.93,N/A,41.89
雍智科技,-12.9,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,15.42,6.23,23.03,45.2316076294278,550.4999999999999,6683.TWO,1660.0,N/A,216.06,-151.18,N/A,64.88
華義*,-192.54,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.62,-0.01,5.99,0.0,-25.5,3086.TWO,31.8999996185,44.07%,47.85,-152.4,-19.63%,-104.55
穎崴,40.24,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,46.93,19.54,35.51,65.32888309996744,1842.6000000000001,6515.TW,8025.0,N/A,166.0,-152.6,N/A,13.4
辣椒,131.69,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.14,0.41,786.25,10.455486542443063,144.9,4946.TWO,101.0,N/A,69.99,-152.6,N/A,-82.61
奕力-KY,-39.39,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.87,0.58,-15.03,4.720149348619402,120.60000000000001,6962.TW,37.9500007629,N/A,83.05,-152.73000000000002,N/A,-69.68
聯發國際,61.83,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.93,0.51,69.66,7.04545472797847,125.39999999999999,2756.TWO,58.9000015259,49.60%,148.91,-152.76,5.94%,-3.85
類比科,-33.77,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.0,0.24,4.92,36.92307692307692,29.250000000000004,3438.TWO,72.0,38.12%,125.85,-153.12,-0.86%,-27.27
鼎基,-45.5,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.64,1.86,-13.21,8.678571428571429,210.0,6585.TW,121.5,N/A,124.98,-153.44,N/A,-28.46
聯德,-32.0,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.68,0.01,-88.36,40.56603773584906,7.95,3308.TW,21.5,23.48%,55.25,-153.53,-362.94%,-98.28
海悅,-51.27,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.85,0.16,-27.63,5.3818441605331415,208.2,2348.TW,74.6999969482,34.04%,60.26,-153.63,22.47%,-93.37
耿鼎,-45.98,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.95,0.53,-12.78,6.310043584825328,68.7,1524.TW,28.8999996185,N/A,108.08,-154.0,N/A,-45.92
台航,3.25,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,3.18,0.71,-2.28,0.0,0.0,2617.TW,0.0,46.23%,177.0,-154.59,41.07%,22.41
笙泉,-22.38,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.75,-0.29,-11.1,0.0,-67.95,3122.TWO,30.3999996185,34.82%,199.88,-154.6,-12.95%,45.28
芯鼎,-355.0,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.83,-0.68,10.49,0.0,-87.9,6695.TW,55.0999984741,N/A,159.07,-154.78,N/A,4.29
昇達科,-12.03,2025,2026-03,🏰 高護城河,❌ 暫避觀望,7.83,3.68,5.02,61.66150670794634,290.7,3491.TWO,1195.0,58.57%,225.35,-154.98,27.57%,70.37
捷波,-20.23,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.72,0.83,12.38,8.245877061469265,100.05,6161.TWO,55.0,N/A,200.61,-155.0,N/A,45.61
鐿鈦,-5.16,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.13,1.29,1.22,11.297071129707112,179.25000000000003,4163.TWO,135.0,N/A,132.18,-155.49,N/A,-23.31
穩得,2.89,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.34,1.6,-2.32,10.362116991643454,269.25,6761.TWO,186.0,N/A,140.64,-155.52999999999997,N/A,-14.89
港建*,15.09,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.22,0.08,38.76,20.73578595317726,44.849999999999994,3093.TWO,62.0,40.97%,74.54,-155.94,11.18%,-81.4
聰泰,-22.13,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.49,0.6,22.92,13.126009693053312,185.7,5474.TWO,162.5,N/A,115.66,-156.84,N/A,-41.18
久禾光,11.33,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.51,1.75,19.77,5.825179585896934,229.95000000000002,6498.TWO,89.3000030518,N/A,173.58,-156.91000000000003,N/A,16.67
欣天然,-28.18,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.61,0.63,2.96,9.942660200481651,65.4,9918.TW,43.3499984741,N/A,174.38,-157.4,N/A,16.98
志旭,16.9,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.59,-0.62,-2.17,0.0,-29.85,8067.TWO,13.3999996185,N/A,57.79,-157.79,N/A,-100.0
笙科,-1377.78,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.33,-0.57,2.86,0.0,-50.4,5272.TWO,20.6000003815,N/A,68.27,-158.26999999999998,N/A,-90.0
憶聲,-57.58,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.28,0.02,-31.39,13.369565424673912,13.800000000000002,3024.TW,12.3000001907,24.73%,68.51,-158.51,-2.71%,-90.0
泰霖,139.29,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.12,0.02,22.38,46.16666793816667,9.0,8080.TWO,27.7000007629,N/A,76.73,-158.55,N/A,-81.82
三集瑞-KY,-19.59,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,8.29,1.0,2.98,9.940572663425177,277.65,6862.TW,184.0,N/A,90.37,-159.02,N/A,-68.65
中天,31.02,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.29,-0.31,9.94,0.0,-58.650000000000006,4128.TWO,17.6499996185,42.56%,185.58,-159.39000000000001,-18.87%,26.19
力領科技,-14.17,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,12.15,3.27,-9.4,7.234726688102893,419.85,6996.TWO,202.5,N/A,195.54,-159.41,N/A,36.13
倉佑,-13.92,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.36,0.51,0.3,10.410334346504559,49.35,1568.TW,34.25,34.44%,155.84,-159.61,17.09%,-3.77
驊訊,-462.96,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.52,-0.24,11.69,0.0,-67.2,6237.TWO,43.5499992371,N/A,214.29,-161.35,N/A,52.94
傑霖科技,-62.55,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.25,0.4,-23.31,12.5660374479434,79.49999999999999,8102.TWO,66.5999984741,N/A,100.37,-162.27,N/A,-61.9
海韻電,57.43,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.51,1.37,37.15,6.132848182520473,164.85,6203.TWO,67.4000015259,N/A,137.15,-162.29000000000002,N/A,-25.14
全宇昕,-22.95,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.32,2.47,3.91,10.352564102564102,234.00000000000003,6651.TWO,161.5,N/A,186.39,-163.5,N/A,22.89
茂訊,-12.32,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.4,2.59,1.19,7.003591585428424,292.35,3213.TWO,136.5,25.33%,155.73,-164.20999999999998,7.00%,-8.48
隴華,59.69,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.34,-0.58,34.04,0.0,-58.8,2424.TW,9.5500001907,27.86%,50.4,-165.21,-40.94%,-114.81
曜亞,-32.69,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.81,0.84,-11.82,5.288066000606996,145.8,4138.TWO,51.4000015259,44.64%,139.24,-165.56,12.42%,-26.32
裕民,-22.2,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.31,1.17,-4.75,6.7025862891056045,139.19999999999996,2606.TW,62.2000007629,35.36%,499.13,-165.8,30.49%,333.33
海灣,141.94,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.13,0.09,-3.71,103.52941400882354,2.55,3252.TWO,17.6000003815,43.11%,179.42,-166.92,22.84%,12.5
有成精密,240.74,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.91,1.19,-0.48,13.558052720205993,80.1,4949.TW,72.4000015259,N/A,364.73,-167.23000000000002,N/A,197.5
佳必琪,-0.23,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,8.67,3.21,12.03,16.58986175115208,325.49999999999994,6197.TW,360.0,N/A,264.19,-167.26,N/A,96.93
北極星藥業-KY,-40.62,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-5.1,-0.64,-62.05,0.0,-160.04999999999998,6550.TW,13.5500001907,N/A,192.98,-167.39999999999998,N/A,25.58
連宇,-234.57,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.09,-0.23,-16.89,0.0,-45.3,2482.TW,17.6499996185,35.81%,162.93,-167.48000000000002,-38.32%,-4.55
大地-KY,-516.13,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.29,-0.4,-31.28,0.0,-46.050000000000004,8437.TWO,10.1499996185,N/A,157.19,-168.3,N/A,-11.11
研華,17.26,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,12.25,3.85,18.56,16.41865079365079,453.6,2395.TW,496.5,39.78%,190.06,-168.54,15.69%,21.52
聚鼎,-69.96,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.67,0.64,-2.5,23.99360973613419,46.949999999999996,6224.TW,75.0999984741,N/A,215.08,-168.57000000000002,N/A,46.51
新應材,32.78,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,11.33,3.66,28.3,31.171983356449378,432.6,4749.TWO,899.0,44.02%,232.49,-169.10000000000002,23.34%,63.39
天虹,-50.25,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.01,0.96,-13.26,38.2608695652174,103.49999999999999,6937.TW,264.0,N/A,201.37,-169.86,N/A,31.51
安�硌穈T,36.27,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,10.22,2.27,13.3,6.93689928959465,358.95000000000005,6690.TWO,166.0,N/A,191.57,-170.18,N/A,21.39
點序,152.21,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.71,0.0,16.84,110.99999564028572,10.5,6485.TWO,77.6999969482,N/A,70.28,-170.28,N/A,-100.0
佑全,-54.29,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.63,-0.21,-1.45,0.0,-49.05,6929.TWO,22.9500007629,N/A,195.61,-170.61,N/A,25.0
杰力,-22.77,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.58,1.65,-12.32,11.838440111420612,161.55,5299.TWO,127.5,N/A,189.52,-170.81,N/A,18.71
永裕,-89.88,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.26,0.36,-23.91,29.63235238014706,10.2,1323.TW,20.1499996185,15.09%,792.05,-172.04999999999995,1.25%,620.0
精湛,-22.56,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.3,0.28,-2.97,14.124423787350231,65.1,2070.TWO,61.2999992371,45.13%,129.05,-172.23000000000002,17.87%,-43.18
動力-KY,60.88,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.37,0.75,38.81,3.744493392070485,204.29999999999998,6591.TW,51.0,N/A,116.4,-172.28,N/A,-55.88
誠品生活,100.0,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.54,0.17,1.84,25.507813692109377,19.2,2926.TWO,32.6500015259,40.82%,178.72,-172.47,-1.48%,6.25
杭特,461.54,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.47,-0.05,20.59,24.55284614869919,18.45,3297.TWO,30.2000007629,30.70%,201.59,-173.02,-18.51%,28.57
明遠精密,-22.56,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.07,0.7,-11.73,12.428571739979594,73.49999999999999,7704.TWO,60.9000015259,N/A,216.12,-173.26,N/A,42.86
諾貝兒,-21.14,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.35,1.57,1.36,9.596899461379847,96.74999999999999,6844.TWO,61.9000015259,N/A,192.24,-173.3,N/A,18.94
均華,-14.04,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,12.75,5.19,10.19,31.259624268555584,487.05000000000007,6640.TWO,1015.0,N/A,392.93,-174.41,N/A,218.52
中華電,3.96,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.99,1.3,2.67,11.146245059288537,189.75,2412.TW,141.0,33.63%,177.66,-174.49,17.33%,3.17
邁達康,-13.79,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.75,0.53,-3.52,8.862433862433862,56.7,9960.TWO,33.5,N/A,203.95,-174.67999999999998,N/A,29.27
鴻名,-43.1,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.33,0.19,-3.87,26.568627825,15.3,3021.TW,27.1000003815,N/A,592.65,-175.97999999999996,N/A,416.67
德微,-66.46,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.67,1.51,-9.88,65.4281098546042,92.85,3675.TWO,405.0,36.51%,188.41,-176.56,9.03%,11.85
研揚,-27.15,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.62,3.81,20.03,12.119160460392688,221.54999999999998,6579.TW,179.0,N/A,261.06,-176.75,N/A,84.31
寶徠,-93.38,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.2,0.14,-54.43,18.796295589814815,8.100000000000001,1805.TW,10.1499996185,21.75%,147.2,-177.2,10.56%,-30.0
通嘉,-73.51,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.5,0.37,-7.24,44.70588335026143,22.95,3588.TW,68.4000015259,31.63%,219.88,-177.57,-1.96%,42.31
閎康,-40.84,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.1,2.24,8.51,19.674355495251017,221.1,3587.TWO,290.0,30.02%,373.81,-177.81,10.45%,196.0
全新,-18.46,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.97,1.06,4.29,45.5,105.0,2455.TW,318.5,37.27%,202.94,-178.23,21.78%,24.71
