====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260731 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 12.94      | 💥 賣出           |      +11.17% |     15 |    54.24% | [P:0.43] RSI:41.39|MACD:-0.50|KD_Diff:-0.40|BIAS_20:-4.39
2105.TW      | 正新         | 30.45      | 🟢 持股           |      +11.15% |     35 |    51.06% | [P:0.53] KD_Diff:-2.57|D_Value:13.63|MA_Slope:-0.27|MA_Bull:0.00
2106.TW      | 建大         | 18.15      | 🚀 買進           |       +8.97% |     30 |    56.68% | [P:0.52] MACD:0.21|Vol_Ratio:1.47|BIAS_20:1.48|MA_Slope:0.11
2108.TW      | 南帝         | 27.50      | 🟢 持股           |      +28.93% |     45 |    50.60% | [P:0.60] RSI:42.96|KD_Diff:-0.86|MA_Slope:-0.41|MA_Bull:0.00
2115.TW      | 六暉-KY      | 21.75      | 🟢 持股           |       -4.49% |     17 |    55.92% | [P:0.50] D_Value:46.61|Vol_Ratio:1.18|BIAS_20:0.09|MA_Slope:0.15
2201.TW      | 裕隆         | 28.00      | ❄️ 空倉          |       -5.66% |     18 |    54.07% | [P:0.42] KD_Diff:6.34|D_Value:25.30|BIAS_20:-0.65|BB_Upper:4.94
2204.TW      | 中華         | 53.10      | 🟢 持股           |      -14.17% |     29 |    50.50% | [P:0.60] KD_Diff:15.10|D_Value:25.33|BB_Upper:12.72|MA_Bull:0.00
2206.TW      | 三陽工業       | 64.80      | 🟢 持股           |       +8.14% |     27 |    54.17% | [P:0.50] RSI:54.37|D_Value:67.41|Vol_Ratio:1.22|MA_Slope:0.06
2207.TW      | 和泰車        | 558.00     | ❄️ 空倉          |       +6.78% |     42 |    52.72% | [P:0.43] RSI:92.78|KD_Diff:7.15|Vol_Ratio:1.22|MA_Bull:10.00
2208.TW      | 台船         | 19.00      | ❄️ 空倉          |      -15.54% |     38 |    52.28% | [P:0.40] Vol_Ratio:0.77|BIAS_20:-4.88|BB_Upper:15.41|MA_Bull:0.00
2211.TW      | 長榮鋼        | 87.00      | ❄️ 空倉          |       -2.54% |     12 |    54.97% | [P:0.42] MACD:-1.72|D_Value:44.12|MA_Slope:-0.52|BB_Upper:11.79
2221.TWO     | 大甲         | 43.30      | ❄️ 空倉          |      +48.74% |     30 |    54.18% | [P:0.48] MACD:-0.58|KD_Diff:-7.13|D_Value:16.78|MA_Slope:-0.49
2230.TWO     | 泰茂         | 22.35      | 🚀 買進           |      -25.57% |     28 |    51.72% | [P:0.51] KD_Diff:7.70|MA_Slope:-0.70|BB_Upper:11.15|MA_Bull:0.00
2231.TW      | 為升         | 95.70      | 💥 賣出           |      +14.36% |     41 |    52.54% | [P:0.49] RSI:36.48|MACD:-3.65|KD_Diff:4.71|MA_Bull:0.00
2233.TW      | 宇隆         | 190.50     | ❄️ 空倉          |       -5.99% |     30 |    50.96% | [P:0.46] KD_Diff:2.65|D_Value:16.45|BB_Upper:44.40|MA_Bull:0.00
2235.TWO     | 謚源         | 26.20      | 🟢 持股           |      -11.64% |     29 |    57.98% | [P:0.63] RSI:25.50|KD_Diff:2.90|D_Value:31.55|BIAS_20:-6.31
2236.TW      | 百達-KY      | 130.50     | 🟢 持股           |      +18.75% |     37 |    50.50% | [P:0.63] KD_Diff:3.93|Vol_Ratio:1.20|BB_Upper:48.16|MA_Bull:0.00
2237.TWO     | 華德動能       | 32.50      | 🟢 持股           |      +34.59% |     51 |    55.25% | [P:0.60] RSI:1.58|MACD:-1.52|KD_Diff:-0.76|MA_Bull:0.00
2239.TW      | 英利-KY      | 19.90      | ❄️ 空倉          |       -0.41% |     10 |    55.03% | [P:0.42] RSI:29.09|KD_Diff:13.72|BB_Upper:12.83|MA_Bull:0.00
2241.TW      | 艾姆勒        | 31.10      | ❄️ 空倉          |       +9.41% |     34 |    51.38% | [P:0.47] MACD:-2.94|D_Value:10.72|BIAS_20:-16.74|MA_Bull:0.00
2243.TW      | 宏旭-KY      | 41.55      | ❄️ 空倉          |     +218.34% |     26 |    55.72% | [P:0.40] RSI:33.91|BIAS_20:-18.65|MA_Slope:-2.33|BB_Upper:50.22
2245.TWO     | 詠勝昌*       | 24.70      | 🟢 持股           |      +23.25% |     61 |    49.57% | [P:0.53] KD_Diff:-1.71|D_Value:47.82|Vol_Ratio:0.00|MA_Bull:0.00
2247.TW      | 汎德永業       | 230.00     | ❄️ 空倉          |       -1.64% |     22 |    56.77% | [P:0.37] RSI:59.51|MACD:-0.63|KD_Diff:9.93|D_Value:55.76
2248.TW      | 華勝-KY      | 59.40      | 🟢 持股           |      +22.94% |     29 |    55.56% | [P:0.55] MACD:0.69|KD_Diff:-5.83|BB_Upper:13.78|MA_Bull:0.00
2249.TWO     | 湧盛         | 101.00     | 🟢 持股           |      +34.73% |     27 |    52.37% | [P:0.55] MACD:-3.72|KD_Diff:4.63|D_Value:25.21|MA_Bull:0.00
2250.TW      | IKKA-KY    | 56.40      | 🟢 持股           |       -6.98% |     21 |    55.05% | [P:0.53] MACD:-1.89|D_Value:13.64|BIAS_20:-9.62|BB_Upper:24.15
2252.TWO     | 為昇科        | 16.05      | 🟢 持股           |      +78.12% |     41 |    51.61% | [P:0.51] KD_Diff:5.67|Vol_Ratio:0.87|MA_Slope:-1.03|MA_Bull:0.00
2254.TW      | 巨鎧精密-創     | 61.40      | 🟢 持股           |      +47.47% |     13 |    56.12% | [P:0.53] MACD:0.16|KD_Diff:9.62|D_Value:53.72|MA_Slope:0.17
2255.TWO     | 凱銳光電       | 15.90      | 💥 賣出           |       +1.75% |     45 |    60.18% | [P:0.44] MACD:-0.54|Vol_Ratio:0.08|BIAS_20:-4.93|MA_Slope:-0.51
2256.TWO     | 歐特明        | 60.70      | 🟢 持股           |     +254.03% |     31 |    52.99% | [P:0.53] RSI:33.33|KD_Diff:6.53|D_Value:42.33|MA_Bull:0.00
2258.TW      | 鴻華先進-創     | 32.00      | ❄️ 空倉          |       +9.98% |     42 |    57.05% | [P:0.46] RSI:54.17|KD_Diff:0.28|Vol_Ratio:0.64|BB_Upper:2.39
2301.TW      | 光寶科        | 209.00     | 💥 賣出           |      +39.41% |     51 |    51.82% | [P:0.49] KD_Diff:1.64|Vol_Ratio:0.47|MA_Slope:-0.24|MA_Bull:0.00
2302.TW      | 麗正         | 36.75      | ❄️ 空倉          |      +96.60% |     26 |    52.88% | [P:0.44] MACD:-1.68|KD_Diff:-2.51|Vol_Ratio:0.89|MA_Slope:-1.76
2303.TW      | 聯電         | 121.00     | 💥 賣出           |     +201.22% |     37 |    51.92% | [P:0.41] Vol_Ratio:0.22|BIAS_20:-13.82|MA_Slope:-1.63|BB_Upper:47.69
2305.TW      | 全友         | 30.10      | 🟢 持股           |      +72.60% |     37 |    53.73% | [P:0.55] KD_Diff:3.19|D_Value:20.28|Vol_Ratio:1.12|BIAS_20:-11.27
2308.TW      | 台達電        | 1640.00    | 🟢 持股           |      +74.37% |     13 |    53.77% | [P:0.61] RSI:37.37|MACD:-113.79|KD_Diff:-0.41|MA_Slope:-1.20
2312.TW      | 金寶         | 30.00      | ❄️ 空倉          |      +35.08% |     34 |    52.55% | [P:0.46] RSI:38.77|MACD:-1.33|BB_Upper:21.98|MA_Bull:0.00
2313.TW      | 華通         | 169.00     | ❄️ 空倉          |     +121.88% |     28 |    50.13% | [P:0.39] MACD:-18.23|BIAS_20:-19.27|MA_Slope:-1.42|BB_Upper:53.15
2314.TW      | 台揚         | 11.45      | ❄️ 空倉          |      -12.86% |     18 |    54.93% | [P:0.44] MACD:-0.76|Vol_Ratio:0.78|MA_Slope:-1.02|BB_Upper:26.76
2316.TW      | 楠梓電        | 142.00     | ❄️ 空倉          |      +45.64% |     54 |    53.71% | [P:0.33] RSI:26.74|KD_Diff:1.38|Vol_Ratio:0.31|BB_Upper:59.05
2317.TW      | 鴻海         | 250.50     | 🚀 買進           |       +0.11% |     20 |    52.09% | [P:0.58] KD_Diff:-2.13|BIAS_20:3.75|MA_Slope:0.21|BB_Upper:2.54
2321.TW      | 東訊         | 14.40      | ❄️ 空倉          |      +34.70% |     24 |    55.66% | [P:0.33] RSI:41.67|MACD:0.21|BIAS_20:-2.95|MA_Slope:0.17
2323.TW      | 中環         | 9.94       | 🟢 持股           |       -7.21% |     43 |    51.16% | [P:0.58] MACD:-0.37|KD_Diff:1.16|BB_Upper:19.79|MA_Bull:0.00
2324.TW      | 仁寶         | 36.00      | ❄️ 空倉          |      +11.09% |     54 |    48.87% | [P:0.44] RSI:47.37|D_Value:46.63|Vol_Ratio:1.24|MA_Bull:0.00
2327.TW      | 國巨*        | 502.00     | ❄️ 空倉          |     +238.54% |     24 |    48.74% | [P:0.43] KD_Diff:-0.83|D_Value:9.87|BB_Upper:105.03|MA_Bull:0.00
2328.TW      | 廣宇         | 41.15      | 🟢 持股           |      +18.37% |     37 |    50.60% | [P:0.68] RSI:32.62|KD_Diff:-2.23|D_Value:19.32|MA_Bull:0.00
2329.TW      | 華泰         | 40.55      | 🟢 持股           |       +3.81% |     39 |    53.25% | [P:0.64] RSI:32.40|D_Value:20.13|Vol_Ratio:0.85|BIAS_20:-13.32
2330.TW      | 台積電        | 2425.00    | ❄️ 空倉          |       -1.55% |     22 |    49.50% | [P:0.36] KD_Diff:9.90|D_Value:32.72|Vol_Ratio:1.42|BB_Upper:4.89
2331.TW      | 精英         | 18.40      | 🟢 持股           |      +32.60% |     39 |    50.51% | [P:0.52] KD_Diff:0.49|D_Value:22.54|Vol_Ratio:0.61|MA_Bull:0.00
2332.TW      | 友訊         | 21.25      | 🟢 持股           |      +43.81% |     51 |    51.93% | [P:0.65] KD_Diff:-9.62|Vol_Ratio:1.41|BIAS_20:-5.99|MA_Bull:0.00
2337.TW      | 旺宏         | 100.50     | ❄️ 空倉          |     +205.77% |     42 |    51.32% | [P:0.45] MACD:-12.45|KD_Diff:-3.59|BB_Upper:59.22|MA_Bull:0.00
2338.TW      | 光罩         | 36.70      | 🟢 持股           |      +64.28% |     33 |    52.05% | [P:0.70] RSI:30.93|Vol_Ratio:0.82|MA_Slope:-1.67|MA_Bull:0.00
2340.TW      | 台亞         | 27.40      | 🟢 持股           |      +69.20% |     29 |    53.84% | [P:0.71] RSI:24.42|MACD:-2.64|BIAS_20:-16.76|MA_Slope:-1.60
2342.TW      | 茂矽         | 32.15      | ❄️ 空倉          |      +66.83% |     30 |    52.78% | [P:0.42] D_Value:9.42|Vol_Ratio:0.82|BB_Upper:84.60|MA_Bull:0.00
2344.TW      | 華邦電        | 130.00     | 💥 賣出           |      +43.98% |     47 |    51.16% | [P:0.33] Vol_Ratio:0.18|MA_Slope:-1.68|BB_Upper:50.21|MA_Bull:0.00
2345.TW      | 智邦         | 2125.00    | ❄️ 空倉          |      +53.28% |     54 |    52.38% | [P:0.33] Vol_Ratio:0.39|MA_Slope:-1.33|BB_Upper:24.60|MA_Bull:0.00
2347.TW      | 聯強         | 93.70      | 🚀 買進           |      +38.73% |     34 |    51.45% | [P:0.61] D_Value:60.00|Vol_Ratio:2.45|MA_Slope:-0.06|MA_Bull:10.00
2348.TW      | 海悅         | 76.90      | ❄️ 空倉          |       +3.24% |     22 |    57.02% | [P:0.47] MACD:0.80|BIAS_20:-0.20|BB_Upper:3.89|MA_Bull:0.00
2349.TW      | 錸德         | 10.65      | ❄️ 空倉          |      -20.54% |     34 |    53.42% | [P:0.41] RSI:28.21|Vol_Ratio:0.74|BB_Upper:27.65|MA_Bull:0.00
2351.TW      | 順德         | 145.50     | 🟢 持股           |      +25.16% |     37 |    53.18% | [P:0.67] MACD:-15.17|Vol_Ratio:0.61|BIAS_20:-17.83|MA_Bull:0.00
2352.TW      | 佳世達        | 27.35      | 🟢 持股           |       +9.57% |     29 |    51.42% | [P:0.54] MACD:-1.02|KD_Diff:-0.14|D_Value:17.25|BIAS_20:-10.11
2353.TW      | 宏��        | 28.85      | 🟢 持股           |       +4.73% |     31 |    50.93% | [P:0.58] MACD:-1.14|Vol_Ratio:1.24|BB_Upper:15.89|MA_Bull:0.00
2354.TW      | 鴻準         | 56.50      | 💥 賣出           |      +39.67% |     47 |    53.48% | [P:0.48] RSI:49.66|KD_Diff:4.08|D_Value:49.21|BIAS_20:1.03
2355.TW      | 敬鵬         | 36.65      | ❄️ 空倉          |      +73.75% |     42 |    52.35% | [P:0.42] RSI:19.16|Vol_Ratio:0.83|BB_Upper:51.12|MA_Bull:0.00
2356.TW      | 英業達        | 61.80      | ❄️ 空倉          |      +35.91% |     24 |    50.93% | [P:0.43] MACD:-1.23|D_Value:42.78|Vol_Ratio:0.89|MA_Slope:-0.46
2357.TW      | 華碩         | 810.00     | 💥 賣出           |      +31.18% |     25 |    50.26% | [P:0.29] MACD:13.89|KD_Diff:3.43|BIAS_20:12.06|MA_Bull:10.00
2359.TW      | 所羅門        | 121.00     | ❄️ 空倉          |      -27.52% |     34 |    49.60% | [P:0.44] KD_Diff:-15.54|BIAS_20:-12.60|MA_Slope:-0.75|BB_Upper:25.95
2360.TW      | 致茂         | 2100.00    | 🟢 持股           |     +133.54% |      9 |    52.45% | [P:0.57] RSI:59.62|MACD:-37.98|KD_Diff:0.30|MA_Slope:-0.42
2362.TW      | 藍天         | 41.95      | ❄️ 空倉          |       -7.39% |     40 |    51.09% | [P:0.48] RSI:49.04|KD_Diff:-13.10|Vol_Ratio:1.03|MA_Bull:0.00
2363.TW      | 矽統         | 49.20      | 🟢 持股           |      +15.74% |     45 |    51.92% | [P:0.60] Vol_Ratio:1.07|BIAS_20:-16.13|MA_Slope:-1.79|BB_Upper:48.87
2364.TW      | 倫飛         | 70.30      | ❄️ 空倉          |       +1.18% |     34 |    48.01% | [P:0.42] KD_Diff:-1.00|Vol_Ratio:1.38|BB_Upper:2.86|MA_Bull:0.00
2365.TW      | 昆盈         | 28.05      | 🟢 持股           |       +4.98% |     23 |    53.25% | [P:0.59] KD_Diff:2.19|BIAS_20:-8.00|MA_Slope:-1.13|BB_Upper:23.80
2367.TW      | 燿華         | 36.30      | ❄️ 空倉          |     +163.06% |     32 |    52.12% | [P:0.38] MACD:-5.41|D_Value:12.16|BB_Upper:58.70|MA_Bull:0.00
2368.TW      | 金像電        | 793.00     | 🟢 持股           |      +51.82% |     29 |    50.50% | [P:0.60] KD_Diff:1.72|BIAS_20:-17.88|MA_Slope:-2.58|BB_Upper:56.07
2369.TW      | 菱生         | 29.40      | ❄️ 空倉          |      +18.59% |     58 |    51.82% | [P:0.36] Vol_Ratio:1.28|BIAS_20:-19.03|MA_Slope:-1.34|MA_Bull:0.00
2371.TW      | 大同         | 24.30      | 🟢 持股           |       -8.31% |     33 |    48.74% | [P:0.54] KD_Diff:0.13|D_Value:17.40|Vol_Ratio:0.71|MA_Bull:0.00
2374.TW      | 佳能         | 63.90      | 🟢 持股           |      -27.30% |     45 |    49.97% | [P:0.51] MACD:-3.34|Vol_Ratio:0.81|BB_Upper:24.74|MA_Bull:0.00
2375.TW      | 凱美         | 116.50     | 🟢 持股           |      +36.00% |     41 |    51.47% | [P:0.59] KD_Diff:4.21|Vol_Ratio:0.83|BB_Upper:87.20|MA_Bull:0.00
2376.TW      | 技嘉         | 336.50     | ❄️ 空倉          |       +0.39% |     24 |    50.76% | [P:0.50] KD_Diff:-8.16|BIAS_20:0.01|MA_Slope:-0.03|BB_Upper:5.97
2377.TW      | 微星         | 142.00     | 💥 賣出           |      +41.54% |     39 |    50.70% | [P:0.49] RSI:42.42|D_Value:43.01|MA_Slope:-0.03|MA_Bull:0.00
2379.TW      | 瑞昱         | 683.00     | 💥 賣出           |      +23.59% |     41 |    50.60% | [P:0.42] RSI:33.92|D_Value:39.47|Vol_Ratio:2.04|BIAS_20:-9.18
2380.TW      | 虹光         | 19.05      | ❄️ 空倉          |     +384.91% |     40 |    55.69% | [P:0.47] MACD:0.29|Vol_Ratio:0.44|MA_Slope:-0.75|BB_Upper:11.77
2382.TW      | 廣達         | 291.50     | 🚀 買進           |      -22.20% |     22 |    50.79% | [P:0.54] RSI:24.95|D_Value:18.61|Vol_Ratio:1.40|MA_Slope:-1.25
2383.TW      | 台光電        | 4745.00    | 🟢 持股           |     +244.03% |     15 |    51.59% | [P:0.58] RSI:44.52|MACD:-191.35|KD_Diff:2.20|MA_Slope:-1.35
2385.TW      | 群光         | 106.00     | ❄️ 空倉          |       -1.89% |     24 |    50.60% | [P:0.43] MACD:-2.60|D_Value:48.73|Vol_Ratio:1.64|BB_Upper:2.76
2387.TW      | 精元         | 37.70      | ❄️ 空倉          |       +2.23% |     36 |    52.69% | [P:0.38] Vol_Ratio:0.74|BIAS_20:-2.92|MA_Slope:-0.43|BB_Upper:8.17
2388.TW      | 威盛         | 70.50      | 💥 賣出           |      +23.21% |     53 |    51.99% | [P:0.47] Vol_Ratio:0.77|BIAS_20:-1.57|MA_Slope:-0.05|BB_Upper:9.91
2390.TW      | 云辰         | 10.30      | 🟢 持股           |      +23.27% |     23 |    55.71% | [P:0.55] MACD:-0.47|D_Value:12.99|Vol_Ratio:0.74|MA_Slope:-1.26
2392.TW      | 正崴         | 33.60      | 💥 賣出           |      +24.32% |     33 |    49.74% | [P:0.49] KD_Diff:-7.83|Vol_Ratio:0.82|BB_Upper:16.13|MA_Bull:0.00
2393.TW      | 億光         | 62.50      | 🟢 持股           |      +29.58% |     37 |    49.15% | [P:0.55] MACD:-1.66|KD_Diff:-1.65|BB_Upper:17.17|MA_Bull:0.00
2395.TW      | 研華         | 563.00     | 🟢 持股           |      +69.89% |     43 |    53.08% | [P:0.62] RSI:60.90|Vol_Ratio:1.63|MA_Slope:0.39|MA_Bull:0.00
2397.TW      | 友通         | 53.70      | ❄️ 空倉          |      -15.14% |     54 |    50.50% | [P:0.40] Vol_Ratio:0.85|BIAS_20:-6.66|BB_Upper:16.07|MA_Bull:0.00
2399.TW      | 映泰         | 33.10      | ❄️ 空倉          |      +90.66% |     50 |    52.85% | [P:0.43] RSI:25.88|KD_Diff:0.21|BB_Upper:62.75|MA_Bull:0.00
2401.TW      | 凌陽         | 24.85      | 🟢 持股           |      +30.45% |     41 |    51.03% | [P:0.55] Vol_Ratio:0.88|BIAS_20:-14.26|MA_Slope:-1.46|BB_Upper:41.14
2402.TW      | 毅嘉         | 51.80      | ❄️ 空倉          |       -8.35% |     30 |    52.36% | [P:0.43] MACD:-3.98|D_Value:13.57|Vol_Ratio:0.58|BB_Upper:36.97
2404.TW      | 漢唐         | 1100.00    | 🚀 買進           |       +0.40% |     48 |    50.23% | [P:0.56] Vol_Ratio:1.50|BIAS_20:-5.02|BB_Upper:20.39|MA_Bull:0.00
2405.TW      | 輔信         | 15.80      | ❄️ 空倉          |      +15.28% |     22 |    54.44% | [P:0.44] MACD:-0.60|KD_Diff:3.55|MA_Slope:-0.49|BB_Upper:15.70
2406.TW      | 國碩         | 31.15      | ❄️ 空倉          |      +72.64% |     32 |    53.34% | [P:0.42] D_Value:29.08|BIAS_20:-9.05|MA_Slope:-1.44|BB_Upper:34.01
2408.TW      | 南亞科        | 360.50     | 🚀 買進           |      +16.98% |     44 |    50.93% | [P:0.59] MACD:-10.75|D_Value:23.30|Vol_Ratio:0.13|MA_Slope:-0.58
2409.TW      | 友達         | 24.20      | 🟢 持股           |     +123.41% |     29 |    53.38% | [P:0.53] MACD:-1.14|KD_Diff:6.96|D_Value:22.11|BIAS_20:-9.84
2412.TW      | 中華電        | 139.50     | ❄️ 空倉          |       +7.20% |     40 |    52.75% | [P:0.29] RSI:75.00|KD_Diff:-8.67|D_Value:75.01|MA_Bull:10.00
2413.TW      | 環科         | 37.40      | 🟢 持股           |      +54.66% |     31 |    51.26% | [P:0.59] KD_Diff:0.96|BIAS_20:-11.14|MA_Slope:-1.30|BB_Upper:32.39
2414.TW      | 精技         | 58.00      | 🚀 買進           |      +36.11% |     18 |    51.75% | [P:0.51] MACD:-0.77|D_Value:38.55|BIAS_20:-0.93|BB_Upper:13.96
2415.TW      | 錩新         | 30.65      | 🟢 持股           |      +24.71% |     39 |    50.55% | [P:0.71] RSI:28.06|Vol_Ratio:1.00|BIAS_20:-11.24|MA_Bull:0.00
2417.TW      | 圓剛         | 39.30      | ❄️ 空倉          |      +13.65% |     36 |    50.49% | [P:0.46] MACD:-1.88|D_Value:29.31|BB_Upper:21.07|MA_Bull:0.00
2419.TW      | 仲琦         | 23.55      | 🟢 持股           |      -15.88% |     47 |    51.42% | [P:0.55] Vol_Ratio:0.89|BIAS_20:-9.26|MA_Slope:-1.17|BB_Upper:26.73
2420.TW      | 新巨         | 53.80      | 🟢 持股           |      +23.78% |     35 |    51.59% | [P:0.69] RSI:18.75|D_Value:25.18|MA_Slope:-0.70|MA_Bull:0.00
2421.TW      | 建準         | 131.00     | 🚀 買進           |       +5.19% |     52 |    49.87% | [P:0.51] Vol_Ratio:1.07|BIAS_20:-2.13|BB_Upper:13.81|MA_Bull:0.00
2423.TW      | 固緯         | 72.40      | 🟢 持股           |      +64.08% |     41 |    50.76% | [P:0.55] MACD:-1.56|Vol_Ratio:0.94|BB_Upper:17.89|MA_Bull:0.00
2424.TW      | 隴華         | 8.20       | ❄️ 空倉          |      -21.83% |     14 |    62.78% | [P:0.33] RSI:28.96|Vol_Ratio:0.34|MA_Slope:-1.10|BB_Upper:30.15
2425.TW      | 承啟         | 46.95      | 🚀 買進           |       -1.26% |     34 |    55.10% | [P:0.57] MACD:1.48|KD_Diff:4.64|D_Value:56.21|BIAS_20:8.87
2426.TW      | 鼎元         | 50.30      | ❄️ 空倉          |     +109.57% |     32 |    51.83% | [P:0.42] RSI:29.95|KD_Diff:-5.11|BB_Upper:57.91|MA_Bull:0.00
2427.TW      | 三商電        | 22.40      | ❄️ 空倉          |      +14.93% |     36 |    52.90% | [P:0.45] KD_Diff:0.07|D_Value:16.03|BIAS_20:-7.36|MA_Bull:0.00
2428.TW      | 興勤         | 218.50     | ❄️ 空倉          |      +17.13% |     38 |    49.90% | [P:0.40] KD_Diff:4.44|D_Value:11.44|BIAS_20:-18.65|MA_Bull:0.00
2429.TW      | 銘旺科        | 30.65      | 🟢 持股           |      -24.78% |     27 |    53.20% | [P:0.56] KD_Diff:-2.44|BIAS_20:-25.34|MA_Slope:-2.15|BB_Upper:71.94
2430.TW      | 燦坤         | 16.95      | 🟢 持股           |       -2.02% |     19 |    54.31% | [P:0.53] MACD:-0.33|KD_Diff:-3.16|Vol_Ratio:1.19|BB_Upper:9.37
2431.TW      | 聯昌         | 10.05      | 🟢 持股           |       +5.68% |     31 |    51.66% | [P:0.63] RSI:29.36|BIAS_20:-7.21|MA_Slope:-0.91|MA_Bull:0.00
2432.TW      | 倚天酷��-創    | 28.55      | ❄️ 空倉          |      +18.22% |     16 |    57.14% | [P:0.49] MACD:0.05|KD_Diff:11.91|D_Value:59.03|BB_Upper:0.99
2434.TW      | 統懋         | 53.20      | 🟢 持股           |      +21.52% |     41 |    50.63% | [P:0.67] RSI:38.71|KD_Diff:-4.63|BIAS_20:-19.55|MA_Bull:0.00
2436.TW      | 偉詮電        | 54.90      | 🟢 持股           |      +55.89% |     31 |    50.50% | [P:0.57] KD_Diff:1.37|Vol_Ratio:0.85|BB_Upper:35.91|MA_Bull:0.00
2438.TW      | 翔耀         | 18.05      | 🟢 持股           |      +22.92% |     45 |    48.87% | [P:0.58] KD_Diff:12.75|D_Value:20.37|Vol_Ratio:1.06|MA_Bull:0.00
2439.TW      | 美律         | 80.20      | ❄️ 空倉          |      +13.47% |     28 |    52.81% | [P:0.41] D_Value:21.74|Vol_Ratio:1.84|BB_Upper:14.33|MA_Bull:0.00
2440.TW      | 太空梭        | 15.25      | 🟢 持股           |      +23.18% |     37 |    51.80% | [P:0.67] RSI:39.13|KD_Diff:1.04|MA_Slope:-0.66|MA_Bull:0.00
2441.TW      | 超豐         | 100.50     | 🟢 持股           |      +75.72% |     43 |    50.56% | [P:0.52] MACD:-7.96|Vol_Ratio:1.58|BB_Upper:55.74|MA_Bull:0.00
2442.TW      | 新美齊        | 19.40      | ❄️ 空倉          |       +0.12% |     32 |    52.77% | [P:0.42] MACD:-0.03|BIAS_20:0.58|MA_Slope:-0.08|MA_Bull:0.00
2444.TW      | 兆勁         | 10.95      | 🟢 持股           |      +21.93% |     37 |    49.53% | [P:0.68] RSI:31.88|Vol_Ratio:0.57|MA_Slope:-0.83|MA_Bull:0.00
2449.TW      | 京元電子       | 223.50     | ❄️ 空倉          |      +25.42% |     38 |    51.85% | [P:0.38] MACD:-23.70|Vol_Ratio:0.31|BB_Upper:59.73|MA_Bull:0.00
2451.TW      | 創見         | 293.00     | 🟢 持股           |     +109.85% |     25 |    53.51% | [P:0.58] RSI:62.62|BIAS_20:15.51|MA_Slope:0.59|BB_Upper:-2.06
2453.TW      | 凌群         | 53.20      | 💥 賣出           |       -2.61% |     25 |    50.53% | [P:0.44] D_Value:37.40|Vol_Ratio:0.88|BIAS_20:1.33|MA_Bull:0.00
2454.TW      | 聯發科        | 3555.00    | 🟢 持股           |     +106.09% |     23 |    48.71% | [P:0.53] KD_Diff:0.46|BIAS_20:-3.52|MA_Slope:-0.83|BB_Upper:19.21
2455.TW      | 全新         | 292.00     | 🟢 持股           |     +121.10% |     59 |    51.06% | [P:0.52] RSI:41.89|KD_Diff:-7.61|Vol_Ratio:0.79|MA_Bull:0.00
2457.TW      | 飛宏         | 21.15      | 🟢 持股           |       +5.21% |     33 |    50.40% | [P:0.58] KD_Diff:0.22|BIAS_20:-16.30|MA_Slope:-1.63|BB_Upper:45.89
2458.TW      | 義隆         | 151.00     | 🟢 持股           |      +27.58% |     37 |    52.05% | [P:0.66] RSI:25.00|D_Value:21.87|BIAS_20:-11.45|MA_Bull:0.00
2459.TW      | 敦吉         | 64.50      | 🟢 持股           |      +14.36% |     17 |    49.71% | [P:0.50] [⚠️降級預設] RSI:50.00|MACD:0.12|KD_Diff:-3.41|D_Value:28.79
2460.TW      | 建通         | 30.30      | 🟢 持股           |      +98.64% |     35 |    52.91% | [P:0.55] MACD:-1.40|BIAS_20:-6.86|MA_Slope:-1.28|BB_Upper:25.46
2461.TW      | 光群雷        | 16.00      | 🚀 買進           |       +0.32% |     30 |    52.75% | [P:0.50] MACD:-0.47|D_Value:29.81|BIAS_20:-2.91|MA_Bull:0.00
2462.TW      | 良得電        | 19.80      | 🟢 持股           |       +1.85% |     23 |    54.28% | [P:0.53] MACD:-0.96|Vol_Ratio:0.59|BIAS_20:-6.85|MA_Slope:-1.09
2464.TW      | 盟立         | 134.50     | 🟢 持股           |      +95.59% |     43 |    50.73% | [P:0.56] KD_Diff:3.20|Vol_Ratio:0.69|BB_Upper:31.57|MA_Bull:0.00
2465.TW      | 麗臺         | 73.40      | 🟢 持股           |      +35.99% |     41 |    49.82% | [P:0.54] KD_Diff:-4.41|D_Value:27.26|Vol_Ratio:0.74|MA_Bull:0.00
2466.TW      | 冠西電        | 91.10      | ❄️ 空倉          |      +67.97% |     32 |    50.70% | [P:0.40] MACD:5.52|D_Value:25.60|Vol_Ratio:1.09|MA_Slope:0.24
2467.TW      | 志聖         | 478.50     | ❄️ 空倉          |      +47.41% |     40 |    50.30% | [P:0.42] MACD:-29.84|KD_Diff:2.24|BB_Upper:35.89|MA_Bull:0.00
2468.TW      | 華經         | 32.50      | ❄️ 空倉          |       -5.93% |     22 |    53.18% | [P:0.35] BIAS_20:-8.61|MA_Slope:-0.87|BB_Upper:21.18|MA_Bull:0.00
2472.TW      | 立隆電        | 220.00     | 🟢 持股           |     +144.26% |     21 |    50.07% | [P:0.60] KD_Diff:2.64|BIAS_20:-26.47|MA_Slope:-3.31|BB_Upper:89.97
