====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260811 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 14.00      | 🚀 買進           |      +13.47% |     16 |    50.00% | [P:0.52] RSI:51.28|MACD:-0.08|KD_Diff:10.94|BIAS_20:4.94
1616.TW      | 億泰         | 19.60      | ❄️ 空倉          |       -1.49% |     12 |    52.96% | [P:0.45] RSI:44.58|MA_Slope:-0.26|BB_Upper:6.72|MA_Bull:0.00
1617.TW      | 榮星         | 19.00      | 🟢 持股           |       -2.69% |     41 |    58.90% | [P:0.53] RSI:49.45|KD_Diff:13.58|Vol_Ratio:0.42|BB_Upper:21.63
1618.TW      | 合機         | 40.80      | 🟢 持股           |      -21.46% |     19 |    50.12% | [P:0.60] MACD:-0.05|KD_Diff:10.54|BB_Upper:-0.85|MA_Bull:10.00
1623.TW      | 大東電        | 208.00     | 🟢 持股           |      +23.60% |     25 |    57.14% | [P:0.65] RSI:31.82|KD_Diff:-1.00|BIAS_20:-3.71|MA_Slope:-0.61
1626.TW      | 艾美特-KY     | 9.54       | 🟢 持股           |      +12.64% |     35 |    50.28% | [P:0.66] RSI:30.83|MACD:-0.21|MA_Slope:-0.31|MA_Bull:0.00
1702.TW      | 南僑         | 33.35      | 🟢 持股           |       -1.81% |     11 |    49.12% | [P:0.52] [⚠️降級預設] RSI:47.69|MACD:0.20|KD_Diff:-5.05|D_Value:31.87
1707.TW      | 葡萄王        | 89.60      | 🟢 持股           |      -12.37% |      9 |    48.02% | [P:0.50] [⚠️降級預設] RSI:45.00|MACD:-1.21|KD_Diff:6.24|D_Value:27.70
1708.TW      | 東鹼         | 49.25      | 💥 賣出           |      +69.42% |     55 |    49.95% | [P:0.44] KD_Diff:10.86|D_Value:46.53|Vol_Ratio:0.82|MA_Bull:0.00
1709.TW      | 和益         | 27.40      | 🟢 持股           |      +31.95% |     29 |    54.10% | [P:0.57] RSI:47.83|D_Value:60.16|Vol_Ratio:0.79|BIAS_20:5.20
1710.TW      | 東聯         | 14.95      | 🚀 買進           |      +55.51% |     32 |    56.03% | [P:0.57] D_Value:52.60|Vol_Ratio:1.13|MA_Slope:-0.15|BB_Upper:20.46
1711.TW      | 永光         | 37.85      | 🟢 持股           |     +117.24% |     47 |    51.70% | [P:0.56] MACD:-1.76|Vol_Ratio:2.85|BB_Upper:15.03|MA_Bull:0.00
1712.TW      | 興農         | 39.40      | 🟢 持股           |       -0.93% |     41 |    50.62% | [P:0.52] RSI:58.21|D_Value:34.56|MA_Slope:0.00|MA_Bull:0.00
1714.TW      | 和桐         | 16.65      | ❄️ 空倉          |      +20.25% |     36 |    50.08% | [P:0.39] RSI:55.90|D_Value:65.78|MA_Slope:-0.13|MA_Bull:0.00
1717.TW      | 長興         | 71.90      | 🟢 持股           |     +108.08% |     39 |    52.00% | [P:0.61] MACD:-0.72|BIAS_20:13.00|MA_Slope:0.15|BB_Upper:2.19
1718.TW      | 中纖         | 10.20      | 🟢 持股           |      -25.78% |     39 |    50.23% | [P:0.56] MACD:-0.54|D_Value:45.49|MA_Slope:-1.65|MA_Bull:0.00
1721.TW      | 三晃         | 19.80      | 💥 賣出           |      +48.99% |     33 |    53.71% | [P:0.49] RSI:43.39|MACD:-1.04|BB_Upper:15.75|MA_Bull:0.00
1722.TW      | 台肥         | 46.10      | 🟢 持股           |      +13.88% |     45 |    51.50% | [P:0.53] RSI:45.83|Vol_Ratio:0.44|MA_Slope:-0.16|MA_Bull:0.00
1723.TW      | 中碳         | 85.20      | ❄️ 空倉          |      +31.00% |     32 |    54.91% | [P:0.41] MACD:-0.10|Vol_Ratio:1.09|MA_Slope:-0.01|MA_Bull:0.00
1725.TW      | 元禎         | 30.60      | ❄️ 空倉          |      +40.21% |     44 |    56.56% | [P:0.48] RSI:56.86|Vol_Ratio:1.24|MA_Slope:0.20|MA_Bull:10.00
1726.TW      | 永記         | 77.40      | ❄️ 空倉          |       +4.55% |     32 |    53.09% | [P:0.42] RSI:66.67|BIAS_20:0.75|MA_Slope:-0.12|MA_Bull:0.00
1727.TW      | 中華化        | 76.60      | ❄️ 空倉          |      +42.21% |     32 |    51.91% | [P:0.44] RSI:45.12|MACD:-3.50|D_Value:60.36|MA_Bull:0.00
1731.TW      | 美吾華        | 21.05      | ❄️ 空倉          |       -6.26% |      6 |    56.59% | [P:0.39] MACD:0.02|D_Value:46.86|BIAS_20:1.83|BB_Upper:0.20
1733.TW      | 五鼎         | 30.85      | 🟢 持股           |       +6.65% |     59 |    50.32% | [P:0.51] Vol_Ratio:0.88|BIAS_20:-2.71|MA_Slope:0.04|MA_Bull:0.00
1734.TW      | 杏輝         | 31.55      | ❄️ 空倉          |       +3.34% |      8 |    48.49% | [P:0.46] [⚠️降級預設] RSI:72.96|MACD:0.54|KD_Diff:-11.55|D_Value:64.66
1735.TW      | 日勝化        | 20.15      | 🟢 持股           |      +93.73% |     29 |    53.65% | [P:0.59] MACD:-0.45|D_Value:70.72|MA_Slope:-0.09|BB_Upper:6.80
1736.TW      | 喬山         | 145.00     | ❄️ 空倉          |       +7.74% |     26 |    52.49% | [P:0.45] MACD:3.17|KD_Diff:13.32|D_Value:61.29|MA_Bull:0.00
1742.TWO     | 台蠟         | 17.90      | ❄️ 空倉          |      +12.04% |     28 |    56.95% | [P:0.28] RSI:73.03|KD_Diff:-1.45|D_Value:73.57|BIAS_20:5.54
1760.TW      | 寶齡富錦       | 59.30      | 💥 賣出           |       -0.79% |     35 |    59.12% | [P:0.36] RSI:33.82|MACD:-0.62|Vol_Ratio:0.75|BB_Upper:5.30
1762.TW      | 中化生        | 36.10      | 💥 賣出           |      +22.40% |     31 |    53.12% | [P:0.44] MACD:-0.49|KD_Diff:17.68|Vol_Ratio:0.57|MA_Bull:0.00
1773.TW      | 勝一         | 161.00     | 🟢 持股           |       +0.00% |     25 |    50.15% | [P:0.56] MACD:-3.92|D_Value:57.49|Vol_Ratio:0.79|BB_Upper:13.54
1776.TW      | 展宇         | 17.05      | 🟢 持股           |      +26.32% |     43 |    53.60% | [P:0.53] RSI:30.23|MACD:-0.49|D_Value:48.91|MA_Bull:0.00
1780.TWO     | 立弘         | 23.05      | ❄️ 空倉          |      +30.00% |     28 |    52.50% | [P:0.42] KD_Diff:-5.05|D_Value:60.69|BIAS_20:-0.85|MA_Bull:0.00
1781.TWO     | 合世         | 11.05      | 🟢 持股           |       +7.27% |     27 |    56.73% | [P:0.54] RSI:34.15|MACD:-0.14|Vol_Ratio:2.46|BB_Upper:9.35
1784.TWO     | 訊聯         | 61.50      | 🟢 持股           |      -18.29% |     27 |    51.40% | [P:0.58] KD_Diff:12.88|Vol_Ratio:0.70|BB_Upper:4.61|MA_Bull:0.00
1785.TWO     | 光洋科        | 107.00     | 💥 賣出           |      +67.12% |     39 |    49.49% | [P:0.49] RSI:46.47|MACD:-5.01|BB_Upper:14.42|MA_Bull:0.00
1786.TW      | 科妍         | 51.20      | 🚀 買進           |       -7.53% |     24 |    53.56% | [P:0.51] MACD:-0.73|D_Value:60.19|Vol_Ratio:0.69|BB_Upper:2.79
1789.TW      | 神隆         | 18.95      | ❄️ 空倉          |      +28.24% |     44 |    56.00% | [P:0.38] RSI:38.57|MACD:-0.35|Vol_Ratio:0.48|BB_Upper:9.12
1795.TW      | 美時         | 189.00     | 💥 賣出           |       -9.75% |     29 |    51.90% | [P:0.45] KD_Diff:10.88|D_Value:69.58|BIAS_20:1.07|MA_Bull:0.00
1796.TWO     | 金穎生技       | 30.75      | ❄️ 空倉          |       +1.21% |     14 |    56.73% | [P:0.41] MACD:-0.64|KD_Diff:2.47|D_Value:66.18|BIAS_20:-0.90
1799.TWO     | 易威         | 31.00      | ❄️ 空倉          |       +8.56% |     16 |    59.84% | [P:0.43] RSI:44.56|MACD:-0.43|KD_Diff:-2.90|D_Value:10.83
1802.TW      | 台玻         | 55.90      | 🚀 買進           |      +87.05% |     22 |    53.78% | [P:0.58] D_Value:66.78|BIAS_20:5.99|MA_Slope:-0.60|BB_Upper:12.98
1805.TW      | 寶徠         | 9.99       | ❄️ 空倉          |       -1.09% |     20 |    54.21% | [P:0.39] MACD:-0.07|KD_Diff:11.49|MA_Slope:0.00|MA_Bull:0.00
1806.TW      | 冠軍         | 8.00       | ❄️ 空倉          |      +15.80% |     28 |    54.76% | [P:0.47] D_Value:26.12|Vol_Ratio:0.54|BIAS_20:-1.15|MA_Slope:-0.16
1808.TW      | 潤隆         | 32.45      | ❄️ 空倉          |      +18.20% |     32 |    56.56% | [P:0.49] RSI:53.85|KD_Diff:-0.45|D_Value:62.87|MA_Bull:0.00
1809.TW      | 中釉         | 41.95      | 🟢 持股           |     +185.28% |     37 |    51.27% | [P:0.62] KD_Diff:13.16|Vol_Ratio:2.03|BB_Upper:8.69|MA_Bull:0.00
1810.TW      | 和成         | 24.80      | 🟢 持股           |      -36.10% |     25 |    53.53% | [P:0.57] KD_Diff:11.98|D_Value:36.06|BIAS_20:-7.32|BB_Upper:32.74
1813.TWO     | 寶利徠        | 11.45      | 🟢 持股           |       -5.06% |     13 |    49.79% | [P:0.53] [⚠️降級預設] RSI:34.38|MACD:-0.13|KD_Diff:0.25|D_Value:44.46
1815.TWO     | 富喬         | 88.70      | 💥 賣出           |      +22.71% |     43 |    50.71% | [P:0.46] MACD:-1.78|Vol_Ratio:0.13|BB_Upper:9.07|MA_Bull:0.00
1904.TW      | 正隆         | 24.50      | 🟢 持股           |      +31.88% |     23 |    56.62% | [P:0.52] MACD:0.37|KD_Diff:16.43|D_Value:69.28|MA_Slope:0.51
1905.TW      | 華紙         | 13.40      | ❄️ 空倉          |      +36.24% |     20 |    54.88% | [P:0.44] MACD:-0.43|KD_Diff:18.11|MA_Slope:-0.49|BB_Upper:11.66
1906.TW      | 寶隆         | 11.10      | 🚀 買進           |      +31.36% |     14 |    56.78% | [P:0.50] RSI:48.00|KD_Diff:2.65|D_Value:62.91|Vol_Ratio:1.64
1907.TW      | 永豐餘        | 30.25      | ❄️ 空倉          |       +6.91% |     12 |    54.59% | [P:0.35] MACD:0.84|KD_Diff:-1.65|D_Value:81.31|BB_Upper:2.35
1909.TW      | 榮成         | 10.10      | ❄️ 空倉          |       +6.66% |     34 |    53.69% | [P:0.46] MACD:0.02|Vol_Ratio:0.72|MA_Slope:-0.05|MA_Bull:0.00
2002.TW      | 中鋼         | 19.75      | ❄️ 空倉          |      +15.47% |     32 |    54.11% | [P:0.47] RSI:78.36|MACD:0.15|BB_Upper:-0.78|MA_Bull:10.00
2006.TW      | 東和鋼鐵       | 85.50      | ❄️ 空倉          |      +27.89% |     40 |    51.17% | [P:0.47] MACD:4.23|Vol_Ratio:0.58|BB_Upper:3.71|MA_Bull:10.00
2007.TW      | 燁興         | 7.14       | ❄️ 空倉          |       +8.35% |     22 |    55.05% | [P:0.44] RSI:51.43|MACD:-0.05|BB_Upper:2.12|MA_Bull:0.00
2009.TW      | 第一銅        | 40.05      | 🟢 持股           |       -3.29% |     55 |    53.35% | [P:0.63] Vol_Ratio:0.66|BIAS_20:7.00|MA_Slope:0.30|BB_Upper:1.56
2010.TW      | 春源         | 23.00      | 🟢 持股           |       +2.77% |     33 |    54.21% | [P:0.54] MACD:0.13|Vol_Ratio:0.73|BB_Upper:-0.34|MA_Bull:10.00
2012.TW      | 春雨         | 15.15      | 💥 賣出           |       -3.27% |     45 |    53.75% | [P:0.48] KD_Diff:-2.50|Vol_Ratio:0.75|MA_Slope:-0.13|MA_Bull:0.00
2013.TW      | 中鋼構        | 41.40      | ❄️ 空倉          |       -0.36% |      8 |    57.42% | [P:0.36] RSI:63.16|MACD:-0.15|Vol_Ratio:1.27|BB_Upper:0.19
2014.TW      | 中鴻         | 17.65      | 🚀 買進           |      +15.02% |     28 |    55.14% | [P:0.53] RSI:59.26|Vol_Ratio:0.69|BB_Upper:1.41|MA_Bull:0.00
2015.TW      | 豐興         | 64.60      | ❄️ 空倉          |       +8.80% |     14 |    49.18% | [P:0.49] [⚠️降級預設] RSI:58.72|MACD:0.68|KD_Diff:-1.47|D_Value:52.58
2017.TW      | 官田鋼        | 8.90       | ❄️ 空倉          |      +11.54% |     38 |    55.44% | [P:0.44] MACD:-0.05|Vol_Ratio:0.83|BIAS_20:0.22|MA_Bull:0.00
2020.TW      | 美亞         | 21.20      | ❄️ 空倉          |       +4.28% |     50 |    52.10% | [P:0.43] RSI:51.92|KD_Diff:3.06|Vol_Ratio:1.18|MA_Bull:0.00
2022.TW      | 聚亨         | 7.80       | ❄️ 空倉          |      +33.87% |     46 |    54.15% | [P:0.47] KD_Diff:7.74|Vol_Ratio:0.73|MA_Slope:-0.01|MA_Bull:0.00
2023.TW      | 燁輝         | 13.85      | ❄️ 空倉          |       -4.05% |     28 |    54.74% | [P:0.39] MACD:-0.00|Vol_Ratio:0.66|BIAS_20:0.60|MA_Slope:-0.09
2024.TW      | 志聯         | 13.50      | ❄️ 空倉          |      +12.00% |     30 |    57.05% | [P:0.41] RSI:48.94|D_Value:29.97|BIAS_20:-1.66|MA_Slope:-0.18
2025.TW      | 千興         | 12.70      | 🟢 持股           |      +22.12% |     45 |    52.08% | [P:0.59] KD_Diff:9.91|MA_Slope:0.46|BB_Upper:0.40|MA_Bull:10.00
2027.TW      | 大成鋼        | 46.45      | ❄️ 空倉          |      +19.33% |     18 |    52.58% | [P:0.48] MACD:1.42|KD_Diff:3.22|Vol_Ratio:0.72|BB_Upper:2.73
2028.TW      | 威致         | 15.55      | ❄️ 空倉          |       +6.59% |     46 |    54.75% | [P:0.45] RSI:48.89|MACD:-0.17|Vol_Ratio:0.70|BB_Upper:2.61
2030.TW      | 彰源         | 21.15      | 🟢 持股           |      +31.90% |     35 |    56.95% | [P:0.54] RSI:87.13|MACD:0.39|Vol_Ratio:2.04|BB_Upper:-5.44
2031.TW      | 新光鋼        | 46.10      | 🟢 持股           |      -11.97% |     41 |    52.33% | [P:0.51] MACD:1.28|Vol_Ratio:0.54|BB_Upper:-1.43|MA_Bull:10.00
2032.TW      | 新鋼         | 17.30      | 🚀 買進           |      +10.13% |     34 |    53.52% | [P:0.52] RSI:64.04|Vol_Ratio:1.21|BB_Upper:0.92|MA_Bull:10.00
2033.TW      | 佳大         | 20.55      | 🟢 持股           |       -7.91% |     35 |    56.18% | [P:0.63] MACD:0.69|Vol_Ratio:2.72|MA_Slope:1.79|BB_Upper:-8.93
2034.TW      | 允強         | 20.45      | 🟢 持股           |       -4.84% |     41 |    52.49% | [P:0.60] Vol_Ratio:0.88|BIAS_20:5.89|MA_Slope:0.24|BB_Upper:0.82
2035.TWO     | 唐榮         | 26.80      | ❄️ 空倉          |      +12.13% |     46 |    56.49% | [P:0.47] RSI:42.22|KD_Diff:2.47|BIAS_20:-0.72|MA_Bull:0.00
2038.TW      | 海光         | 13.00      | ❄️ 空倉          |      +26.21% |     44 |    56.08% | [P:0.46] RSI:57.78|MACD:-0.11|Vol_Ratio:0.45|BB_Upper:2.20
2049.TW      | 上銀         | 368.00     | 💥 賣出           |      +22.75% |     35 |    48.89% | [P:0.48] KD_Diff:4.66|MA_Slope:0.78|BB_Upper:5.80|MA_Bull:10.00
2059.TW      | 川湖         | 12315.00   | 🟢 持股           |      +99.42% |     23 |    51.50% | [P:0.57] RSI:78.16|MACD:1009.84|KD_Diff:7.68|MA_Bull:10.00
2061.TWO     | 風青         | 63.10      | ❄️ 空倉          |     +141.69% |     36 |    55.47% | [P:0.35] KD_Diff:13.28|Vol_Ratio:1.61|BIAS_20:13.05|BB_Upper:2.90
2062.TW      | 橋椿         | 18.75      | ❄️ 空倉          |       -5.07% |     14 |    49.52% | [P:0.50] [⚠️降級預設] RSI:46.81|MACD:-0.08|KD_Diff:-0.49|D_Value:54.66
2063.TWO     | 世鎧         | 24.60      | 🚀 買進           |       -0.21% |      8 |    56.72% | [P:0.51] MACD:-0.03|D_Value:59.18|Vol_Ratio:1.10|MA_Slope:0.11
2064.TWO     | 晉椿         | 12.55      | 🟢 持股           |       +8.55% |     35 |    50.55% | [P:0.61] D_Value:27.62|BIAS_20:1.64|MA_Slope:-0.30|MA_Bull:0.00
2065.TWO     | 世豐         | 37.50      | 🟢 持股           |      +13.93% |     21 |    60.09% | [P:0.51] MACD:0.47|BIAS_20:16.04|BB_Upper:-5.86|MA_Bull:10.00
2066.TWO     | 世德         | 61.60      | 💥 賣出           |       -1.61% |     35 |    51.70% | [P:0.40] MACD:-0.52|D_Value:63.17|BIAS_20:-0.77|MA_Bull:0.00
2067.TWO     | 嘉鋼         | 6.45       | ❄️ 空倉          |      +14.03% |     42 |    55.14% | [P:0.43] KD_Diff:16.30|BIAS_20:-0.21|MA_Slope:-0.12|MA_Bull:0.00
2069.TW      | 運錩         | 20.05      | ❄️ 空倉          |      +20.52% |     44 |    51.40% | [P:0.37] KD_Diff:4.94|D_Value:72.53|BIAS_20:7.26|MA_Bull:10.00
2070.TWO     | 精湛         | 59.00      | 🚀 買進           |      +25.14% |     24 |    57.63% | [P:0.53] MACD:-0.62|KD_Diff:8.61|D_Value:65.16|MA_Slope:0.35
2071.TWO     | 震南鐵        | 35.25      | ❄️ 空倉          |      +60.00% |     34 |    47.00% | [P:0.33] RSI:65.02|D_Value:61.45|BIAS_20:4.45|MA_Bull:10.00
2072.TW      | 世紀風電       | 152.50     | ❄️ 空倉          |      -12.16% |     22 |    55.56% | [P:0.45] RSI:59.00|KD_Diff:-11.95|Vol_Ratio:0.46|BIAS_20:1.82
2101.TW      | 南港         | 33.80      | 🟢 持股           |      +12.83% |     15 |    53.75% | [P:0.58] MACD:0.33|D_Value:67.90|MA_Slope:-0.06|BB_Upper:4.29
2102.TW      | 泰豐         | 18.80      | ❄️ 空倉          |       +4.03% |     36 |    55.70% | [P:0.48] KD_Diff:-5.82|Vol_Ratio:0.96|MA_Slope:0.03|BB_Upper:3.53
2103.TW      | 台橡         | 28.65      | ❄️ 空倉          |      +65.49% |     52 |    53.21% | [P:0.45] RSI:68.91|MACD:0.85|Vol_Ratio:2.62|BB_Upper:-3.38
2104.TW      | 國際中橡       | 10.40      | 🟢 持股           |      +24.57% |     33 |    55.53% | [P:0.59] RSI:47.40|KD_Diff:19.65|MA_Slope:0.00|BB_Upper:5.94
2105.TW      | 正新         | 31.80      | ❄️ 空倉          |       +9.96% |     36 |    50.97% | [P:0.41] KD_Diff:21.59|D_Value:55.99|MA_Slope:-0.13|MA_Bull:0.00
2106.TW      | 建大         | 18.90      | ❄️ 空倉          |       +9.23% |     32 |    56.68% | [P:0.44] MACD:0.22|Vol_Ratio:1.41|BIAS_20:4.30|MA_Slope:0.39
2108.TW      | 南帝         | 29.75      | 🟢 持股           |      +30.65% |     47 |    50.51% | [P:0.58] RSI:62.60|KD_Diff:15.04|MA_Slope:0.28|MA_Bull:0.00
2115.TW      | 六暉-KY      | 23.00      | ❄️ 空倉          |       -0.16% |     20 |    55.93% | [P:0.30] D_Value:67.62|Vol_Ratio:1.25|BIAS_20:4.36|MA_Slope:0.33
2201.TW      | 裕隆         | 27.75      | ❄️ 空倉          |       -5.66% |     18 |    54.05% | [P:0.43] KD_Diff:5.09|D_Value:36.47|BIAS_20:-0.19|BB_Upper:4.16
2204.TW      | 中華         | 51.80      | 🟢 持股           |      -16.89% |     31 |    50.41% | [P:0.53] KD_Diff:4.43|D_Value:29.87|BB_Upper:8.64|MA_Bull:0.00
2206.TW      | 三陽工業       | 62.00      | ❄️ 空倉          |       +0.55% |     28 |    54.08% | [P:0.41] RSI:57.25|D_Value:37.43|Vol_Ratio:0.98|MA_Slope:-0.13
2207.TW      | 和泰車        | 511.00     | 🚀 買進           |       +4.40% |     44 |    52.73% | [P:0.53] RSI:57.48|KD_Diff:-12.08|Vol_Ratio:1.16|MA_Bull:0.00
2208.TW      | 台船         | 19.15      | 🚀 買進           |      -15.54% |     38 |    52.26% | [P:0.56] Vol_Ratio:1.23|BIAS_20:-1.78|BB_Upper:11.31|MA_Bull:0.00
2211.TW      | 長榮鋼        | 88.50      | ❄️ 空倉          |       -2.54% |     12 |    54.98% | [P:0.41] MACD:-1.25|D_Value:44.41|MA_Slope:-0.00|BB_Upper:0.89
2221.TWO     | 大甲         | 49.10      | 🟢 持股           |      +59.11% |     33 |    54.25% | [P:0.55] MACD:-0.21|KD_Diff:22.55|D_Value:53.07|MA_Slope:0.08
2230.TWO     | 泰茂         | 27.20      | 🟢 持股           |      -25.57% |     29 |    51.83% | [P:0.58] KD_Diff:6.70|MA_Slope:1.12|BB_Upper:0.14|MA_Bull:10.00
2231.TW      | 為升         | 103.00     | ❄️ 空倉          |      +12.97% |     44 |    52.49% | [P:0.45] RSI:47.76|MACD:-1.84|KD_Diff:17.00|MA_Bull:0.00
2233.TW      | 宇隆         | 201.00     | 🟢 持股           |       -5.99% |     31 |    50.94% | [P:0.62] KD_Diff:3.59|D_Value:55.20|BB_Upper:17.51|MA_Bull:0.00
2235.TWO     | 謚源         | 27.55      | ❄️ 空倉          |      -12.08% |     32 |    57.94% | [P:0.42] RSI:49.51|KD_Diff:5.93|D_Value:78.66|BIAS_20:0.37
2236.TW      | 百達-KY      | 136.00     | 🟢 持股           |      +18.75% |     37 |    50.48% | [P:0.67] KD_Diff:9.61|Vol_Ratio:1.34|BB_Upper:22.53|MA_Bull:0.00
2239.TW      | 英利-KY      | 19.20      | ❄️ 空倉          |       -0.41% |     10 |    55.07% | [P:0.43] RSI:39.06|KD_Diff:-11.19|BB_Upper:6.42|MA_Bull:0.00
2241.TW      | 艾姆勒        | 33.35      | 🟢 持股           |      +10.75% |     37 |    51.35% | [P:0.50] MACD:-1.87|D_Value:48.47|BIAS_20:-2.58|MA_Bull:0.00
2243.TW      | 宏旭-KY      | 40.30      | ❄️ 空倉          |     +218.34% |     26 |    55.68% | [P:0.37] RSI:25.71|BIAS_20:-13.64|MA_Slope:-1.15|BB_Upper:41.70
2245.TWO     | 詠勝昌*       | 23.80      | 🟢 持股           |      +24.41% |     65 |    49.50% | [P:0.55] KD_Diff:-8.58|D_Value:42.92|Vol_Ratio:0.31|MA_Bull:0.00
2247.TW      | 汎德永業       | 229.00     | ❄️ 空倉          |       -1.64% |     22 |    56.77% | [P:0.39] RSI:65.52|MACD:0.25|KD_Diff:-0.54|D_Value:54.24
2248.TW      | 華勝-KY      | 56.90      | 🟢 持股           |      +22.94% |     29 |    55.29% | [P:0.58] MACD:-0.03|KD_Diff:1.86|BB_Upper:17.70|MA_Bull:0.00
2249.TWO     | 湧盛         | 101.50     | 💥 賣出           |      +34.73% |     27 |    52.32% | [P:0.49] MACD:-3.44|KD_Diff:9.10|D_Value:33.65|MA_Bull:0.00
2250.TW      | IKKA-KY    | 59.70      | 🟢 持股           |       -9.22% |     23 |    55.23% | [P:0.58] MACD:-1.11|D_Value:58.05|BIAS_20:-0.49|BB_Upper:8.97
2252.TWO     | 為昇科        | 17.55      | 🚀 買進           |      +79.83% |     42 |    51.65% | [P:0.52] KD_Diff:13.63|Vol_Ratio:0.39|MA_Slope:-0.06|MA_Bull:0.00
2254.TW      | 巨鎧精密-創     | 60.90      | ❄️ 空倉          |      +45.10% |     14 |    56.13% | [P:0.44] MACD:0.12|KD_Diff:-3.25|D_Value:56.57|MA_Slope:0.13
2255.TWO     | 凱銳光電       | 15.05      | 🚀 買進           |       +0.00% |     48 |    60.07% | [P:0.57] MACD:-0.73|Vol_Ratio:1.39|BIAS_20:-5.51|MA_Slope:-0.61
2256.TWO     | 歐特明        | 80.30      | ❄️ 空倉          |     +255.00% |     32 |    53.02% | [P:0.37] RSI:65.24|KD_Diff:2.13|D_Value:69.92|MA_Bull:10.00
2258.TW      | 鴻華先進-創     | 31.15      | 🚀 買進           |       +9.98% |     44 |    57.05% | [P:0.55] RSI:45.26|KD_Diff:4.11|Vol_Ratio:1.16|BB_Upper:7.13
2301.TW      | 光寶科        | 268.50     | ❄️ 空倉          |      +61.87% |     54 |    51.83% | [P:0.36] KD_Diff:7.55|Vol_Ratio:1.04|MA_Slope:1.28|MA_Bull:10.00
2302.TW      | 麗正         | 46.05      | ❄️ 空倉          |      +96.60% |     26 |    52.82% | [P:0.47] MACD:0.16|KD_Diff:13.34|Vol_Ratio:1.95|MA_Slope:0.40
2303.TW      | 聯電         | 123.00     | 💥 賣出           |     +186.84% |     39 |    51.93% | [P:0.41] Vol_Ratio:0.47|BIAS_20:-3.72|MA_Slope:-1.08|BB_Upper:29.44
2305.TW      | 全友         | 27.25      | 🟢 持股           |      +56.16% |     39 |    53.81% | [P:0.54] KD_Diff:-4.54|D_Value:27.54|Vol_Ratio:0.73|BIAS_20:-11.65
2308.TW      | 台達電        | 1805.00    | ❄️ 空倉          |      +67.84% |     14 |    53.82% | [P:0.44] RSI:45.81|MACD:-59.25|KD_Diff:15.04|MA_Slope:-0.15
2312.TW      | 金寶         | 32.85      | ❄️ 空倉          |      +38.78% |     38 |    52.53% | [P:0.49] RSI:49.43|MACD:-0.42|BB_Upper:6.47|MA_Bull:0.00
2313.TW      | 華通         | 211.50     | ❄️ 空倉          |     +111.84% |     30 |    50.08% | [P:0.44] MACD:-5.11|BIAS_20:4.16|MA_Slope:-0.34|BB_Upper:17.17
2314.TW      | 台揚         | 11.50      | ❄️ 空倉          |      -12.86% |     18 |    54.94% | [P:0.42] MACD:-0.53|Vol_Ratio:2.24|MA_Slope:-0.71|BB_Upper:16.70
2316.TW      | 楠梓電        | 172.00     | 💥 賣出           |      +49.11% |     57 |    53.71% | [P:0.46] RSI:55.93|KD_Diff:12.69|Vol_Ratio:1.54|BB_Upper:5.58
2317.TW      | 鴻海         | 263.00     | 🟢 持股           |       -0.10% |     23 |    52.06% | [P:0.51] KD_Diff:6.80|BIAS_20:5.64|MA_Slope:0.56|BB_Upper:2.92
2321.TW      | 東訊         | 15.60      | ❄️ 空倉          |      +34.70% |     28 |    55.53% | [P:0.42] RSI:44.44|MACD:0.22|BIAS_20:2.46|MA_Slope:0.02
2323.TW      | 中環         | 10.20      | 🟢 持股           |       -7.21% |     43 |    51.14% | [P:0.53] MACD:-0.19|KD_Diff:7.55|BB_Upper:8.45|MA_Bull:0.00
2324.TW      | 仁寶         | 36.30      | ❄️ 空倉          |       +8.65% |     56 |    48.86% | [P:0.40] RSI:50.53|D_Value:68.88|Vol_Ratio:0.78|MA_Bull:0.00
2327.TW      | 國巨*        | 617.00     | 🟢 持股           |     +238.54% |     25 |    48.73% | [P:0.69] KD_Diff:18.17|D_Value:50.09|BB_Upper:28.58|MA_Bull:0.00
2328.TW      | 廣宇         | 46.10      | ❄️ 空倉          |      +16.15% |     38 |    50.65% | [P:0.43] RSI:47.41|KD_Diff:14.29|D_Value:66.08|MA_Bull:0.00
2329.TW      | 華泰         | 44.50      | 🟢 持股           |       -8.89% |     41 |    53.25% | [P:0.50] RSI:43.85|D_Value:68.23|Vol_Ratio:0.81|BIAS_20:0.76
2330.TW      | 台積電        | 2395.00    | 🟢 持股           |       +3.82% |     25 |    49.62% | [P:0.59] KD_Diff:8.37|D_Value:70.94|Vol_Ratio:0.75|BB_Upper:4.40
2331.TW      | 精英         | 19.20      | ❄️ 空倉          |      +38.29% |     42 |    50.50% | [P:0.41] KD_Diff:8.14|D_Value:68.55|Vol_Ratio:1.11|MA_Bull:0.00
2332.TW      | 友訊         | 22.60      | ❄️ 空倉          |      +62.21% |     54 |    52.01% | [P:0.43] KD_Diff:0.41|Vol_Ratio:0.93|BIAS_20:-0.14|MA_Bull:0.00
