prev_year,gm,rev_yoy,prev_eps_yoy,om,eps,date,status,advice,prev_eps,name,eps_yoy,symbol,expansion,price,pe,est_price,prev_rev_yoy
2025,31.57%,298.59,-42.92,12.43%,1.76,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.03,捷流閥業,170.77,4580.TWO,-127.81999999999996,81.4000015259,6.24233140536043,195.6,-5.55
2025,46.40%,129.18,-29.79,17.75%,0.76,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.98,前鼎,1.33,4908.TWO,-127.85000000000001,164.0,32.669322709163346,75.3,-12.98
2025,51.54%,133.38,-15.21,29.92%,21.37,2026-03,🏰 高護城河,⚪ 中性觀察,70.17,嘉澤,5.34,3533.TW,-128.04,1955.0,11.76860101131712,2491.8,12.28
2025,N/A,133.06,-14.93,N/A,2.97,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,10.77,耕興,4.21,6146.TWO,-128.85,206.0,7.615526802218114,405.75,-1.34
2025,N/A,153.5,10.48,N/A,9.3,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,29.54,寶雅,24.33,5904.TWO,-129.17000000000002,720.0,9.948873842752521,1085.5500000000002,7.16
2025,N/A,133.24,7.23,N/A,1.08,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.59,創為精密,3.92,6899.TWO,-129.32000000000002,54.7000007629,6.280137860264063,130.65,27.05
2025,60.10%,100.47,79.17,23.50%,0.16,2026-03,🏰 高護城河,⚪ 中性觀察,0.9,友霖,-30.43,4166.TWO,-130.9,27.25,14.417989417989418,28.35,14.52
2025,N/A,234.77,51.69,N/A,15.38,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,35.12,新代,103.4,7750.TW,-131.37,2065.0,22.81767955801105,1357.5,29.17
2025,N/A,86.74,-25.66,N/A,0.38,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.0,詮欣,-45.71,6205.TW,-132.45,69.5,14.570230607966458,71.55,-3.02
2025,N/A,239.86,56.47,N/A,0.58,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.66,立積,107.14,4968.TW,-132.72000000000003,111.5,24.398249452954047,68.55000000000001,2.24
2025,N/A,127.49,382.35,N/A,0.7,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.69,同亨,-5.56,5490.TWO,-133.04999999999998,29.9500007629,6.640798395321508,67.64999999999999,12.01
2025,43.28%,149.46,-22.51,17.47%,2.55,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,9.43,家登,15.91,3680.TWO,-133.55,496.0,26.354941551540914,282.3,12.26
2025,48.05%,136.2,-2.28,9.02%,0.4,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.14,寶陞,2.56,2948.TWO,-133.64,38.75,7.524271844660194,77.25,1.84
2025,42.10%,215.25,56.98,29.56%,16.11,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,45.48,弘塑,81.01,3131.TWO,-134.24,3305.0,31.9107849763445,1553.55,59.93
2025,N/A,64.29,-41.32,N/A,0.11,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.98,台南-KY,-70.27,5906.TW,-134.56,36.7999992371,13.003533299328623,42.45,-7.04
2025,N/A,301.75,-33.33,N/A,0.08,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.82,大城地產,166.67,6171.TWO,-135.08,23.6000003815,2.2390892202561665,158.10000000000002,-35.35
2025,41.30%,226.98,-51.49,7.58%,-0.02,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.5,耀登,90.48,3138.TW,-136.5,115.0,112.74509803921569,15.3,2.05
2025,N/A,115.09,56.72,N/A,0.29,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.05,尚凡*,-21.62,5278.TWO,-136.71,24.1499996185,9.324324177027028,38.849999999999994,18.28
2025,N/A,124.86,-27.37,N/A,0.74,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.6,富致,-11.9,6642.TWO,-136.76,83.0,13.365539452495975,93.15,3.61
2025,24.70%,182.43,-80.37,-7.54%,0.15,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,0.43,加捷生醫,45.45,4109.TWO,-136.98000000000002,12.0,13.48314606741573,13.35,-9.62
2025,N/A,237.41,-106.78,N/A,0.08,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.29,鑫創電子,100.0,6680.TWO,-137.41,49.3499984741,0.0,-35.849999999999994,-15.41
2025,33.68%,102.78,-13.11,18.07%,1.62,2026-03,📉 獲利侵蝕,⚪ 數據不足,6.43,東陽,-34.68,1319.TW,-137.46,0.0,0.0,0.0,-1.96
2025,N/A,102.54,-55.59,N/A,0.52,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.63,保勝光學,-35.0,6517.TWO,-137.54000000000002,65.5,21.688741721854303,45.3,-1.73
2025,40.70%,137.61,31.82,-7.01%,-0.04,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.15,農林,0.0,2913.TW,-137.61,11.75,0.0,-5.7,9.13
2025,N/A,43.67,-87.79,N/A,0.21,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.29,可寧衛*,-94.21,8422.TW,-137.88,27.0,1.3520280420630948,299.54999999999995,-7.53
2025,N/A,148.7,-0.43,N/A,2.51,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.9,飛捷,10.57,6206.TW,-138.13,131.5,7.1042679632631005,277.65000000000003,9.26
2025,N/A,103.42,81.39,N/A,0.84,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.31,瑞耘,-34.88,6532.TWO,-138.3,78.0,6.678082191780822,175.2,-6.21
2025,N/A,174.21,34.19,N/A,-0.18,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.77,蒙恬,35.71,5211.TWO,-138.5,22.2000007629,0.0,-33.3,34.16
2025,25.80%,312.01,-33.45,1.28%,0.11,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.95,鼎天,173.33,3306.TWO,-138.67999999999998,48.4500007629,8.698384338043088,83.55000000000001,10.49
2025,N/A,148.79,-4.63,N/A,1.75,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.18,博大,10.06,8109.TWO,-138.73,151.0,10.120643431635388,223.8,15.04
2025,15.75%,539.09,-19.23,-3.56%,0.06,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.19,東和,400.0,1414.TW,-139.09000000000003,19.3999996185,49.743588765384615,5.8500000000000005,-10.66
2025,N/A,51.4,-47.4,N/A,0.1,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.0,君曜,-87.95,7770.TWO,-139.35,42.5999984741,8.192307398865385,78.0,12.79
2025,N/A,142.19,2.97,N/A,3.38,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,11.47,中華資安,2.74,7765.TW,-139.45,221.5,7.539142273655547,440.70000000000005,3.64
2025,49.97%,70.64,-6.08,11.73%,0.39,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.29,生合,-69.05,1295.TWO,-139.69,49.4000015259,3.820572430464037,193.95,4.97
2025,N/A,30.39,-147.27,N/A,-0.03,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.52,迅杰,-109.68,6243.TW,-140.07,39.5499992371,0.0,-18.6,-12.93
2025,34.23%,108.67,-4.72,12.30%,0.91,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.43,君帆,-31.58,4584.TWO,-140.25,40.2000007629,4.486607228002232,134.39999999999998,-1.51
2025,N/A,104.46,-24.75,N/A,1.64,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.76,瓦城,-36.22,2729.TWO,-140.68,158.0,8.14853017019082,290.85,0.46
2025,42.16%,71.65,-29.75,2.86%,0.4,2026-03,📉 獲利侵蝕,❌ 暫避觀望,2.81,智原,-69.92,3035.TW,-141.57,216.0,32.4812030075188,99.74999999999999,62.61
2025,N/A,244.55,-48.05,N/A,0.73,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.0,迅德,102.78,6292.TWO,-141.77,58.0999984741,16.458923080481586,52.95,-3.28
2025,N/A,137.6,-0.84,N/A,4.62,2026-03,📉 獲利侵蝕,⚪ 中性觀察,17.76,致新,-4.18,8081.TW,-141.78,283.0,6.440600819299044,659.1,5.0
2025,N/A,133.59,15.63,N/A,1.33,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.8,明達醫,-8.28,6527.TWO,-141.87,72.4000015259,5.034770620716273,215.7,9.33
2025,N/A,143.49,18.35,N/A,-0.63,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-2.57,益得,1.56,6461.TWO,-141.93,16.1000003815,0.0,-88.05,170.31
2025,N/A,89.96,-39.84,N/A,0.64,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.09,裕山,-52.24,7715.TWO,-142.2,34.0,3.9952996474735607,127.64999999999999,-27.76
2025,47.51%,180.17,10.18,31.25%,13.35,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,42.0,亞德客-KY,37.91,1590.TW,-142.26,1280.0,12.124656625935398,1583.5500000000002,11.97
2025,32.24%,51.34,6.47,-58.77%,-1.11,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.59,正峰,-91.38,1538.TW,-142.72,10.0,0.0,-39.0,1.9
2025,N/A,443.05,-246.15,N/A,0.12,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.65,凱鈺,300.0,5468.TWO,-143.05,28.7000007629,0.0,-13.65,36.88
2025,38.19%,114.65,-19.62,16.92%,6.19,2026-03,📉 獲利侵蝕,⚪ 中性觀察,26.87,聯詠,-28.44,3034.TW,-143.09,542.0,7.8939702883775125,1029.8999999999999,-2.07
2025,N/A,185.98,14.0,N/A,0.34,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.58,雷虎,41.67,8033.TW,-144.31,227.0,96.59574468085108,35.24999999999999,14.37
2025,N/A,125.8,6.64,N/A,6.77,2026-03,📉 獲利侵蝕,⚪ 中性觀察,34.51,譜瑞-KY,-19.19,4966.TWO,-144.99,655.0,7.59596428157254,1293.4499999999998,1.76
2025,N/A,206.98,110.03,N/A,25.7,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,75.71,鴻勁,61.74,7769.TW,-145.23999999999998,6660.0,35.78721117678668,2791.5,116.34
2025,N/A,237.89,-50.22,N/A,1.01,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.25,晶達,92.31,4995.TWO,-145.57999999999998,46.0499992371,9.53416133273292,72.45,-7.32
2025,N/A,269.52,-10.94,N/A,0.39,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.58,訊映,123.53,4155.TW,-145.98999999999998,15.6000003815,20.259740755194805,11.549999999999999,-6.81
2025,33.56%,130.66,-23.5,14.34%,0.49,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.81,味王,-15.52,1203.TW,-146.18,43.1500015259,10.225118845,63.3,-10.06
2025,N/A,79.57,-50.94,N/A,0.5,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.29,昶瑞機電,-66.89,7642.TWO,-146.45999999999998,75.9000015259,8.734177390782508,130.35000000000002,-15.67
2025,N/A,177.74,47.62,N/A,1.83,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.25,捷創科技,30.71,7810.TWO,-147.03,203.5,15.096439169139467,202.2,34.56
2025,N/A,107.87,-7.07,N/A,0.53,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.85,智通*,-39.77,8932.TWO,-147.64000000000001,118.5,16.596638655462186,107.1,51.84
2025,N/A,151.01,-5.93,N/A,0.32,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.13,聯寶,3.33,6821.TWO,-147.67999999999998,51.5999984741,18.561150530251798,41.699999999999996,2.84
2025,N/A,165.36,32.55,N/A,2.21,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,7.37,達興材料,17.55,5234.TW,-147.81,380.5,20.74700109051254,275.1,12.43
2025,N/A,118.45,-25.47,N/A,0.26,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.37,三能-KY,-29.73,6671.TW,-148.18,24.6000003815,4.795321711793373,76.94999999999999,-2.1
2025,N/A,86.03,3.23,N/A,0.18,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.96,時報,-62.5,8923.TWO,-148.53,19.25,8.442982456140351,34.199999999999996,2.69
2025,N/A,119.1,-58.85,N/A,0.92,2026-03,📉 獲利侵蝕,❌ 暫避觀望,3.0,駐龍,-29.77,4572.TW,-148.87,147.5,20.71629213483146,106.8,-23.02
2025,41.25%,148.55,49.96,31.26%,9.53,2026-03,📉 獲利侵蝕,❌ 暫避觀望,36.75,健策,-0.63,3653.TW,-149.18,3205.0,35.35966460723742,1359.6,42.0
2025,23.65%,106.56,-148.96,-15.73%,0.4,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.63,為升,-42.86,2231.TW,-149.42000000000002,111.0,0.0,-24.3,-21.77
2025,N/A,166.01,-10.0,N/A,-0.21,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.88,安克,16.0,4188.TWO,-150.01,10.6999998093,0.0,-33.75,-42.69
2025,N/A,261.16,38.64,N/A,0.01,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.28,光鼎,111.11,6226.TW,-150.05,26.6000003815,0.0,-9.9,-3.71
2025,N/A,159.56,10.39,N/A,1.08,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.22,星亞,9.09,7753.TWO,-150.47,42.5,4.036087369420703,157.95,9.51
2025,49.56%,167.87,1.75,23.11%,-0.44,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.57,國光生,17.31,4142.TW,-150.56,17.6499996185,0.0,-47.25000000000001,-9.99
2025,N/A,192.82,198.64,N/A,2.1,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.58,力智,41.89,6719.TW,-150.93,266.5,17.982456140350877,222.3,23.89
2025,N/A,216.06,-12.9,N/A,6.23,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,15.42,雍智科技,64.88,6683.TWO,-151.18,1725.0,47.00272479564033,550.4999999999999,23.03
2025,44.07%,47.85,-192.54,-19.63%,-0.01,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.62,華義*,-104.55,3086.TWO,-152.4,31.7000007629,0.0,-25.5,5.99
2025,N/A,166.0,40.24,N/A,19.54,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,46.93,穎崴,13.4,6515.TW,-152.6,7765.0,63.212308694236405,1842.6000000000001,35.51
2025,N/A,69.99,131.69,N/A,0.41,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.14,辣椒,-82.61,4946.TWO,-152.6,100.5,10.403726708074535,144.9,786.25
2025,N/A,83.05,-39.39,N/A,0.58,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.87,奕力-KY,-69.68,6962.TW,-152.73000000000002,35.9500007629,4.471393129713929,120.60000000000001,-15.03
2025,49.60%,148.91,61.83,5.94%,0.51,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.93,聯發國際,-3.85,2756.TWO,-152.76,59.5,7.117224880382776,125.39999999999999,69.66
2025,38.12%,125.85,-33.77,-0.86%,0.24,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.0,類比科,-27.27,3438.TWO,-153.12,67.9000015259,34.82051360302564,29.250000000000004,4.92
2025,N/A,124.98,-45.5,N/A,1.86,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.64,鼎基,-28.46,6585.TW,-153.44,124.5,8.892857142857142,210.0,-13.21
2025,23.48%,55.25,-32.0,-362.94%,0.01,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.68,聯德,-98.28,3308.TW,-153.53,21.6000003815,40.754717700943395,7.95,-88.36
2025,34.04%,60.26,-51.27,22.47%,0.16,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.85,海悅,-93.37,2348.TW,-153.63,75.9000015259,5.468299821750721,208.2,-27.63
2025,N/A,108.08,-45.98,N/A,0.53,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.95,耿鼎,-45.92,1524.TW,-154.0,28.2999992371,6.179039134737991,68.7,-12.78
2025,46.23%,177.0,3.25,41.07%,0.71,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,3.18,台航,22.41,2617.TW,-154.59,0.0,0.0,0.0,-2.28
2025,34.82%,199.88,-22.38,-12.95%,-0.29,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.75,笙泉,45.28,3122.TWO,-154.6,30.1499996185,0.0,-67.95,-11.1
2025,N/A,159.07,-355.0,N/A,-0.68,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.83,芯鼎,4.29,6695.TW,-154.78,53.7000007629,0.0,-87.9,10.49
2025,58.57%,225.35,-12.03,27.57%,3.68,2026-03,🏰 高護城河,❌ 暫避觀望,7.83,昇達科,70.37,3491.TWO,-154.98,1270.0,65.53147574819401,290.7,5.02
2025,N/A,200.61,-20.23,N/A,0.83,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.72,捷波,45.61,6161.TWO,-155.0,54.0999984741,8.110944298965517,100.05,12.38
2025,N/A,132.18,-5.16,N/A,1.29,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.13,鐿鈦,-23.31,4163.TWO,-155.49,127.5,10.669456066945605,179.25000000000003,1.22
2025,N/A,140.64,2.89,N/A,1.6,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.34,穩得,-14.89,6761.TWO,-155.52999999999997,181.0,10.083565459610028,269.25,-2.32
2025,40.97%,74.54,15.09,11.18%,0.08,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.22,港建*,-81.4,3093.TWO,-155.94,56.4000015259,18.862876764515054,44.849999999999994,38.76
2025,N/A,115.66,-22.13,N/A,0.6,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.49,聰泰,-41.18,5474.TWO,-156.84,160.5,12.964458804523426,185.7,22.92
2025,N/A,173.58,11.33,N/A,1.75,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.51,久禾光,16.67,6498.TWO,-156.91000000000003,91.8000030518,5.988258516099152,229.95000000000002,19.77
2025,N/A,174.38,-28.18,N/A,0.63,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.61,欣天然,16.98,9918.TW,-157.4,43.75,10.03440366972477,65.4,2.96
2025,N/A,57.79,16.9,N/A,-0.62,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.59,志旭,-100.0,8067.TWO,-157.79,12.8500003815,0.0,-29.85,-2.17
2025,N/A,68.27,-1377.78,N/A,-0.57,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.33,笙科,-90.0,5272.TWO,-158.26999999999998,20.7000007629,0.0,-50.4,2.86
2025,24.73%,68.51,-57.58,-2.71%,0.02,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.28,憶聲,-90.0,3024.TW,-158.51,12.3999996185,13.478260454891302,13.800000000000002,-31.39
2025,N/A,76.73,139.29,N/A,0.02,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.12,泰霖,-81.82,8080.TWO,-158.55,27.6499996185,46.083332697500005,9.0,22.38
2025,N/A,90.37,-19.59,N/A,1.0,2026-03,📉 獲利侵蝕,⚪ 中性觀察,8.29,三集瑞-KY,-68.65,6862.TW,-159.02,181.5,9.80551053484603,277.65,2.98
2025,42.56%,185.58,31.02,-18.87%,-0.31,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.29,中天,26.19,4128.TWO,-159.39000000000001,17.1499996185,0.0,-58.650000000000006,9.94
2025,N/A,195.54,-14.17,N/A,3.27,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,12.15,力領科技,36.13,6996.TWO,-159.41,195.0,6.966773847802786,419.85,-9.4
2025,34.44%,155.84,-13.92,17.09%,0.51,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.36,倉佑,-3.77,1568.TW,-159.61,32.9000015259,10.000000463799394,49.35,0.3
2025,N/A,214.29,-462.96,N/A,-0.24,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.52,驊訊,52.94,6237.TWO,-161.35,42.0,0.0,-67.2,11.69
2025,N/A,100.37,-62.55,N/A,0.4,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.25,傑霖科技,-61.9,8102.TWO,-162.27,68.4000015259,12.905660665264152,79.49999999999999,-23.31
2025,N/A,137.15,57.43,N/A,1.37,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.51,海韻電,-25.14,6203.TWO,-162.29000000000002,67.1999969482,6.114649403839854,164.85,37.15
2025,N/A,186.39,-22.95,N/A,2.47,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.32,全宇昕,22.89,6651.TWO,-163.5,153.0,9.807692307692307,234.00000000000003,3.91
2025,25.33%,155.73,-12.32,7.00%,2.59,2026-03,📉 獲利侵蝕,⚪ 中性觀察,7.4,茂訊,-8.48,3213.TWO,-164.20999999999998,133.0,6.824012314007183,292.35,1.19
2025,27.86%,50.4,59.69,-40.94%,-0.58,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.34,隴華,-114.81,2424.TW,-165.21,10.1000003815,0.0,-58.8,34.04
2025,44.64%,139.24,-32.69,12.42%,0.84,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.81,曜亞,-26.32,4138.TWO,-165.56,50.9000015259,5.236625671388889,145.8,-11.82
2025,35.36%,499.13,-22.2,30.49%,1.17,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.31,裕民,333.33,2606.TW,-165.8,63.0999984741,6.7995688010883635,139.19999999999996,-4.75
2025,43.11%,179.42,141.94,22.84%,0.09,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.13,海灣,12.5,3252.TWO,-166.92,17.7000007629,104.1176515464706,2.55,-3.71
2025,N/A,364.73,240.74,N/A,1.19,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.91,有成精密,197.5,4949.TW,-167.23000000000002,79.0,14.794007490636705,80.1,-0.48
2025,N/A,264.19,-0.23,N/A,3.21,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,8.67,佳必琪,96.93,6197.TW,-167.26,358.5,16.520737327188943,325.49999999999994,12.03
2025,N/A,192.98,-40.62,N/A,-0.64,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-5.1,北極星藥業-KY,25.58,6550.TW,-167.39999999999998,13.0,0.0,-160.04999999999998,-62.05
2025,35.81%,162.93,-234.57,-38.32%,-0.23,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.09,連宇,-4.55,2482.TW,-167.48000000000002,17.6499996185,0.0,-45.3,-16.89
2025,N/A,157.19,-516.13,N/A,-0.4,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.29,大地-KY,-11.11,8437.TWO,-168.3,10.0,0.0,-46.050000000000004,-31.28
2025,39.78%,190.06,17.26,15.69%,3.85,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,12.25,研華,21.52,2395.TW,-168.54,540.0,17.857142857142858,453.6,18.56
2025,N/A,215.08,-69.96,N/A,0.64,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.67,聚鼎,46.51,6224.TW,-168.57000000000002,74.5,23.80191693290735,46.949999999999996,-2.5
2025,44.02%,232.49,32.78,23.34%,3.66,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,11.33,新應材,63.39,4749.TWO,-169.10000000000002,866.0,30.027739251040224,432.6,28.3
2025,N/A,201.37,-50.25,N/A,0.96,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.01,天虹,31.51,6937.TW,-169.86,258.5,37.46376811594203,103.49999999999999,-13.26
2025,N/A,191.57,36.27,N/A,2.27,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,10.22,安�硌穈T,21.39,6690.TWO,-170.18,166.5,6.957793564563309,358.95000000000005,13.3
2025,N/A,70.28,152.21,N/A,0.0,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.71,點序,-100.0,6485.TWO,-170.28,76.8000030518,109.71429007400002,10.5,16.84
2025,N/A,195.61,-54.29,N/A,-0.21,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.63,佑全,25.0,6929.TWO,-170.61,22.5,0.0,-49.05,-1.45
2025,N/A,189.52,-22.77,N/A,1.65,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.58,杰力,18.71,5299.TWO,-170.81,118.0,10.956360259981428,161.55,-12.32
2025,15.09%,792.05,-89.88,1.25%,0.36,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.26,永裕,620.0,1323.TW,-172.04999999999995,20.3999996185,29.99999943897059,10.2,-23.91
2025,45.13%,129.05,-22.56,17.87%,0.28,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.3,精湛,-43.18,2070.TWO,-172.23000000000002,60.5999984741,13.963133288963133,65.1,-2.97
2025,N/A,116.4,60.88,N/A,0.75,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.37,動力-KY,-55.88,6591.TW,-172.28,49.4000015259,3.6270192016079297,204.29999999999998,38.81
2025,40.82%,178.72,100.0,-1.48%,0.17,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.54,誠品生活,6.25,2926.TWO,-172.47,32.5499992371,25.429686903984376,19.2,1.84
2025,30.70%,201.59,461.54,-18.51%,-0.05,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.47,杭特,28.57,3297.TWO,-173.02,30.6499996185,24.918698876829268,18.45,20.59
2025,N/A,216.12,-22.56,N/A,0.7,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.07,明遠精密,42.86,7704.TWO,-173.26,60.0,12.244897959183675,73.49999999999999,-11.73
2025,N/A,192.24,-21.14,N/A,1.57,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.35,諾貝兒,18.94,6844.TWO,-173.3,63.0,9.767441860465118,96.74999999999999,1.36
2025,N/A,392.93,-14.04,N/A,5.19,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,12.75,均華,218.52,6640.TWO,-174.41,995.0,30.643671080997837,487.05000000000007,10.19
2025,33.63%,177.66,3.96,17.33%,1.3,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.99,中華電,3.17,2412.TW,-174.49,133.5,10.553359683794467,189.75,2.67
2025,N/A,203.95,-13.79,N/A,0.53,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.75,邁達康,29.27,9960.TWO,-174.67999999999998,33.5,8.862433862433862,56.7,-3.52
2025,N/A,592.65,-43.1,N/A,0.19,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.33,鴻名,416.67,3021.TW,-175.97999999999996,26.5,25.980392156862745,15.3,-3.87
2025,36.51%,188.41,-66.46,9.03%,1.51,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.67,德微,11.85,3675.TWO,-176.56,396.0,63.974151857835224,92.85,-9.88
2025,N/A,261.06,-27.15,N/A,3.81,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.62,研揚,84.31,6579.TW,-176.75,168.0,11.374407582938389,221.54999999999998,20.03
2025,21.75%,147.2,-93.38,10.56%,0.14,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.2,寶徠,-30.0,1805.TW,-177.2,10.1000003815,18.703704410185182,8.100000000000001,-54.43
2025,31.63%,219.88,-73.51,-1.96%,0.37,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.5,通嘉,42.31,3588.TW,-177.57,66.8000030518,43.66013271359478,22.95,-7.24
2025,30.02%,373.81,-40.84,10.45%,2.24,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.1,閎康,196.0,3587.TWO,-177.81,290.0,19.674355495251017,221.1,8.51
