股號,名稱,收盤價,隔日勝率%,累積獲利%,交易次數,目前ATR,目前狀態,專家分析原因
6668.TW,中揚光,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 32.47，與現價緩衝空間為 nan%。
020030.TW,統一智慧電動車N,13.75,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3691.TWO,碩禾,125.00,50.00,-16.59,3,7.29,持股中,📈 趨勢續強。目前防禦位設於 108.39，與現價緩衝空間為 13.3%。
9136.TW,巨騰-DR,nan,33.33,nan,11,nan,持股中,📈 趨勢續強。目前防禦位設於 7.90，與現價緩衝空間為 nan%。
2897.TW,王道銀行,10.20,100.00,10.57,1,0.14,持股中,📈 趨勢續強。目前防禦位設於 9.70，與現價緩衝空間為 4.9%。
9939.TW,宏全,nan,100.00,-3.49,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 118.00，建議耐心等待突破。
3592.TW,瑞鼎,239.50,40.00,-2.34,9,6.04,持股中,📈 趨勢續強。目前防禦位設於 224.50，與現價緩衝空間為 6.3%。
4760.TWO,勤凱,267.00,66.67,39.79,5,16.64,持股中,📈 趨勢續強。目前防禦位設於 187.60，與現價緩衝空間為 29.7%。
4806.TWO,桂田文創,10.15,33.33,2.12,11,0.54,持股中,📈 趨勢續強。目前防禦位設於 9.76，與現價緩衝空間為 3.9%。
1718.TW,中纖,6.89,50.00,-8.37,12,0.20,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 7.12，建議耐心等待突破。
6491.TW,晶碩,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 289.50，與現價緩衝空間為 nan%。
00955.TWO,中信日本商社,15.35,0.00,-11.49,4,0.32,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.69，建議耐心等待突破。
3078.TWO,僑威,57.40,33.33,-21.16,6,1.31,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 57.40，建議耐心等待突破。
2484.TW,希華,42.40,64.71,65.50,33,2.83,持股中,📈 趨勢續強。目前防禦位設於 29.20，與現價緩衝空間為 31.1%。
6829.TWO,千附精密,nan,0.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 112.50，與現價緩衝空間為 nan%。
2520.TW,冠德,31.05,60.00,-8.13,10,0.62,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 31.55，建議耐心等待突破。
6996.TWO,力領科技,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 158.86，與現價緩衝空間為 nan%。
3388.TWO,崇越電,99.30,42.86,53.11,13,3.69,持股中,📈 趨勢續強。目前防禦位設於 64.70，與現價緩衝空間為 34.8%。
3115.TWO,富榮綱,9.45,0.00,-5.96,2,0.20,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.80，建議耐心等待突破。
6166.TW,凌華,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 58.76，與現價緩衝空間為 nan%。
6259.TWO,百徽,nan,75.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 17.15，與現價緩衝空間為 nan%。
6103.TWO,合邦,nan,40.00,8.40,10,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 42.00，建議耐心等待突破。
2102.TW,泰豐,18.90,100.00,-13.74,4,0.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.60，建議耐心等待突破。
1338.TW,廣華-KY,16.05,100.00,-5.56,2,0.74,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.15，建議耐心等待突破。
3023.TW,信邦,282.00,0.00,11.90,1,10.64,持股中,📈 趨勢續強。目前防禦位設於 247.00，與現價緩衝空間為 12.4%。
2106.TW,建大,18.60,50.00,-7.96,7,0.47,持股中,📈 趨勢續強。目前防禦位設於 18.00，與現價緩衝空間為 3.2%。
00738U.TW,期元大道瓊白銀,64.25,50.00,-7.07,3,2.39,持股中,📈 趨勢續強。目前防禦位設於 54.38，與現價緩衝空間為 15.4%。
6672.TW,騰輝電子-KY,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 123.29，與現價緩衝空間為 nan%。
3694.TW,海華,61.30,50.00,-2.66,3,2.26,持股中,📈 趨勢續強。目前防禦位設於 51.14，與現價緩衝空間為 16.6%。
6596.TWO,寬宏藝術,nan,60.00,-8.95,10,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 105.50，建議耐心等待突破。
6160.TWO,欣技,nan,20.00,nan,9,nan,持股中,📈 趨勢續強。目前防禦位設於 14.77，與現價緩衝空間為 nan%。
5426.TWO,振發,nan,50.00,-14.71,4,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.00，建議耐心等待突破。
8048.TWO,德勝,nan,50.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 51.57，與現價緩衝空間為 nan%。
2312.TW,金寶,24.55,35.71,-4.15,27,1.00,持股中,📈 趨勢續強。目前防禦位設於 21.22，與現價緩衝空間為 13.6%。
2208.TW,台船,21.10,60.00,-14.62,19,0.64,持股中,📈 趨勢續強。目前防禦位設於 19.38，與現價緩衝空間為 8.2%。
2028.TW,威致,19.15,0.00,5.46,1,0.54,持股中,📈 趨勢續強。目前防禦位設於 17.90，與現價緩衝空間為 6.5%。
1909.TW,榮成,9.61,100.00,-7.82,3,0.35,持股中,📈 趨勢續強。目前防禦位設於 9.59，與現價緩衝空間為 0.2%。
009803.TW,保德信市值動能50,17.62,0.00,0.00,0,0.44,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
7584.TWO,樂意,nan,0.00,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 32.01，與現價緩衝空間為 nan%。
8050.TWO,廣積,nan,25.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 39.35，與現價緩衝空間為 nan%。
2348.TW,海悅,77.50,66.67,-6.82,12,1.99,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 72.70，建議耐心等待突破。
3455.TWO,由田,192.50,0.00,61.48,1,10.29,持股中,📈 趨勢續強。目前防禦位設於 122.50，與現價緩衝空間為 36.4%。
2104.TW,國際中橡,11.45,100.00,-14.30,4,0.43,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.35，建議耐心等待突破。
6122.TWO,擎邦,nan,100.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 48.54，與現價緩衝空間為 nan%。
02001L.TW,富邦蘋果正二N,87.35,100.00,17.97,1,4.49,持股中,📈 趨勢續強。目前防禦位設於 66.50，與現價緩衝空間為 23.9%。
2880.TW,華南金,36.15,20.00,9.14,9,0.81,持股中,📈 趨勢續強。目前防禦位設於 32.17，與現價緩衝空間為 11.0%。
6435.TWO,大中,nan,80.00,nan,9,nan,持股中,📈 趨勢續強。目前防禦位設於 160.00，與現價緩衝空間為 nan%。
6585.TW,鼎基,nan,0.00,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 91.80，與現價緩衝空間為 nan%。
6909.TW,創控,nan,0.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 41.40，與現價緩衝空間為 nan%。
8942.TWO,森鉅,nan,71.43,nan,13,nan,持股中,📈 趨勢續強。目前防禦位設於 36.15，與現價緩衝空間為 nan%。
8476.TW,台境*,nan,25.00,-18.18,8,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.05，建議耐心等待突破。
6530.TWO,創威,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 83.70，與現價緩衝空間為 nan%。
3226.TWO,龍鋒,39.85,50.00,0.31,12,2.61,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 44.85，建議耐心等待突破。
6806.TW,森崴能源,nan,33.33,-5.82,12,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 43.00，建議耐心等待突破。
2755.TWO,揚秦,139.50,75.00,20.05,8,3.18,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 143.50，建議耐心等待突破。
3390.TWO,旭軟,24.25,0.00,-1.57,3,0.73,持股中,📈 趨勢續強。目前防禦位設於 20.29，與現價緩衝空間為 16.3%。
1605.TW,華新,32.30,0.00,0.33,1,1.13,持股中,📈 趨勢續強。目前防禦位設於 28.73，與現價緩衝空間為 11.1%。
8038.TWO,長園科,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 37.76，與現價緩衝空間為 nan%。
4726.TWO,永昕,29.80,0.00,0.00,0,0.66,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 31.40，建議耐心等待突破。
00648R.TW,元大S&P500反1,4.26,40.00,-8.77,10,0.08,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 4.32，建議耐心等待突破。
3006.TW,晶豪科,153.00,100.00,-15.76,2,11.18,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 161.50，建議耐心等待突破。
1442.TW,名軒,29.00,33.33,-15.66,5,0.96,建議買入,🚀 今日收盤 29.00 突破關鍵高點 27.75，啟動波段漲勢。
3376.TW,新日興,195.00,25.00,-9.35,8,10.14,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 200.50，建議耐心等待突破。
1303.TW,南亞,87.70,60.00,-32.39,9,5.76,持股中,📈 趨勢續強。目前防禦位設於 69.80，與現價緩衝空間為 20.4%。
00715L.TW,期街口S&P布蘭特油正2,49.38,0.00,0.00,0,5.41,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
8349.TWO,�矬�,nan,80.00,nan,9,nan,持股中,📈 趨勢續強。目前防禦位設於 41.40，與現價緩衝空間為 nan%。
2633.TW,台灣高鐵,27.00,0.00,-2.53,3,0.43,持股中,📈 趨勢續強。目前防禦位設於 26.70，與現價緩衝空間為 1.1%。
4530.TWO,宏易,28.00,16.67,-10.30,11,1.46,持股中,📈 趨勢續強。目前防禦位設於 28.00，與現價緩衝空間為 0.0%。
00760B.TWO,復華新興企業債,54.15,0.00,-4.53,7,0.29,持股中,📈 趨勢續強。目前防禦位設於 54.05，與現價緩衝空間為 0.2%。
8931.TWO,大汽電,nan,66.67,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 40.66，與現價緩衝空間為 nan%。
6654.TWO,天正國際,nan,57.14,-6.61,14,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 91.50，建議耐心等待突破。
3693.TWO,營邦,662.00,0.00,0.00,0,43.50,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
1295.TWO,生合,59.30,0.00,0.00,0,1.74,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 60.70，建議耐心等待突破。
6290.TWO,良維,nan,53.33,nan,29,nan,持股中,📈 趨勢續強。目前防禦位設於 230.00，與現價緩衝空間為 nan%。
2543.TW,皇昌,57.60,60.00,6.87,10,1.48,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 59.70，建議耐心等待突破。
1762.TW,中化生,29.35,77.78,1.22,17,0.65,持股中,📈 趨勢續強。目前防禦位設於 29.10，與現價緩衝空間為 0.9%。
2388.TW,威盛,65.30,0.00,17.71,3,3.19,持股中,📈 趨勢續強。目前防禦位設於 51.60，與現價緩衝空間為 21.0%。
6234.TWO,高僑,nan,66.67,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 28.20，與現價緩衝空間為 nan%。
3360.TWO,尚立,14.15,60.00,-2.89,9,0.42,持股中,📈 趨勢續強。目前防禦位設於 13.47，與現價緩衝空間為 4.8%。
1256.TW,鮮活果汁-KY,157.00,50.00,-4.74,3,4.75,持股中,📈 趨勢續強。目前防禦位設於 142.32，與現價緩衝空間為 9.3%。
3260.TWO,威剛,368.50,50.00,18.92,16,29.29,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 285.45，建議耐心等待突破。
3673.TW,TPK-KY,72.10,66.67,60.42,5,4.07,持股中,📈 趨勢續強。目前防禦位設於 43.20，與現價緩衝空間為 40.1%。
2035.TWO,唐榮,28.30,33.33,-10.64,5,0.20,持股中,📈 趨勢續強。目前防禦位設於 28.00，與現價緩衝空間為 1.1%。
6418.TWO,詠昇,nan,50.00,-18.13,4,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 29.75，建議耐心等待突破。
5230.TWO,雷笛克光學,nan,33.33,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 15.80，與現價緩衝空間為 nan%。
3169.TWO,亞信,95.40,33.33,-15.43,5,2.86,持股中,📈 趨勢續強。目前防禦位設於 85.66，與現價緩衝空間為 10.2%。
1516.TW,川飛,19.70,50.00,-9.03,8,1.01,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 21.50，建議耐心等待突破。
3413.TW,京鼎,314.50,33.33,4.31,5,9.46,持股中,📈 趨勢續強。目前防禦位設於 294.50，與現價緩衝空間為 6.4%。
00693U.TW,期街口S&P黃豆,21.89,75.00,-5.86,16,0.18,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.38，建議耐心等待突破。
3516.TWO,亞帝歐,19.95,0.00,0.92,1,0.58,持股中,📈 趨勢續強。目前防禦位設於 18.34，與現價緩衝空間為 8.1%。
2201.TW,裕隆,26.75,50.00,-12.69,4,0.74,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 28.00，建議耐心等待突破。
1323.TW,永裕,21.00,50.00,11.45,4,1.36,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 18.60，建議耐心等待突破。
1733.TW,五鼎,29.60,60.00,-8.61,9,0.46,持股中,📈 趨勢續強。目前防禦位設於 29.55，與現價緩衝空間為 0.2%。
3071.TWO,協禧,30.15,0.00,21.09,1,1.56,持股中,📈 趨勢續強。目前防禦位設於 26.65，與現價緩衝空間為 11.6%。
00662.TW,富邦NASDAQ,106.80,33.33,-3.03,5,1.70,持股中,📈 趨勢續強。目前防禦位設於 97.05，與現價緩衝空間為 9.1%。
8046.TW,南電,nan,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
1445.TW,大宇,13.10,40.00,-12.66,20,0.51,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.45，建議耐心等待突破。
1229.TW,聯華,44.40,50.00,-0.92,7,0.61,建議買入,🚀 今日收盤 44.40 突破關鍵高點 43.60，啟動波段漲勢。
00931B.TWO,統一美債20年,13.62,35.71,-10.06,28,0.09,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.64，建議耐心等待突破。
2948.TWO,寶陞,39.10,0.00,-14.37,8,0.54,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 39.90，建議耐心等待突破。
2419.TW,仲琦,36.80,50.00,13.95,3,2.68,持股中,📈 趨勢續強。目前防禦位設於 35.15，與現價緩衝空間為 4.5%。
2392.TW,正崴,36.60,55.56,-7.79,17,1.32,持股中,📈 趨勢續強。目前防禦位設於 32.26，與現價緩衝空間為 11.9%。
4741.TWO,泓瀚,58.30,100.00,165.83,1,4.09,持股中,📈 趨勢續強。目前防禦位設於 52.40，與現價緩衝空間為 10.1%。
4966.TWO,譜瑞-KY,546.00,50.00,-7.01,3,19.92,持股中,📈 趨勢續強。目前防禦位設於 459.73，與現價緩衝空間為 15.8%。
6186.TWO,新潤,nan,100.00,-7.52,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 41.35，建議耐心等待突破。
3045.TW,台灣大,112.50,100.00,4.40,3,0.93,持股中,📈 趨勢續強。目前防禦位設於 108.50，與現價緩衝空間為 3.6%。
6515.TW,穎崴,nan,100.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 7226.79，與現價緩衝空間為 nan%。
8171.TWO,天宇,nan,50.00,-18.07,28,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.70，建議耐心等待突破。
8102.TWO,傑霖科技,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 50.68，與現價緩衝空間為 nan%。
8437.TWO,大地-KY,nan,0.00,-4.73,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 12.50，建議耐心等待突破。
8085.TWO,福華,nan,16.67,-22.61,12,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.65，建議耐心等待突破。
00634R.TW,富邦上証反1,3.14,25.00,-2.96,8,0.04,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 3.16，建議耐心等待突破。
8416.TWO,實威,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 166.07，與現價緩衝空間為 nan%。
3715.TW,定穎投控,198.00,0.00,0.00,0,12.07,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6958.TW,日盛台駿,nan,66.67,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 17.10，與現價緩衝空間為 nan%。
3444.TWO,利機,83.00,0.00,10.33,3,4.52,持股中,📈 趨勢續強。目前防禦位設於 58.16，與現價緩衝空間為 29.9%。
8027.TWO,鈦昇,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 128.00，與現價緩衝空間為 nan%。
4164.TW,承業醫,31.15,0.00,-6.60,1,0.61,持股中,📈 趨勢續強。目前防禦位設於 31.10，與現價緩衝空間為 0.2%。
4991.TWO,環宇-KY,660.00,100.00,208.73,1,42.04,持股中,📈 趨勢續強。目前防禦位設於 388.00，與現價緩衝空間為 41.2%。
2024.TW,志聯,14.95,50.00,-10.82,3,0.20,持股中,📈 趨勢續強。目前防禦位設於 14.30，與現價緩衝空間為 4.4%。
4542.TWO,科嶠,169.50,0.00,-9.66,1,12.07,持股中,📈 趨勢續強。目前防禦位設於 158.45，與現價緩衝空間為 6.5%。
6415.TW,矽力*-KY,nan,40.00,nan,19,nan,持股中,📈 趨勢續強。目前防禦位設於 294.50，與現價緩衝空間為 nan%。
6573.TW,虹揚-KY,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 11.63，與現價緩衝空間為 nan%。
2207.TW,和泰車,515.00,33.33,-12.90,5,13.07,持股中,📈 趨勢續強。目前防禦位設於 483.54，與現價緩衝空間為 6.1%。
3597.TWO,映興,24.70,50.00,-5.20,3,0.44,持股中,📈 趨勢續強。目前防禦位設於 22.54，與現價緩衝空間為 8.8%。
5536.TWO,聖暉*,nan,100.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 692.00，與現價緩衝空間為 nan%。
6104.TWO,創惟,nan,25.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 85.13，與現價緩衝空間為 nan%。
910322.TW,康師傅-DR,nan,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
3321.TW,同泰,15.85,50.00,-20.14,3,0.64,持股中,📈 趨勢續強。目前防禦位設於 15.40，與現價緩衝空間為 2.8%。
2211.TW,長榮鋼,100.00,100.00,-6.26,2,1.72,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 101.00，建議耐心等待突破。
4439.TW,冠星-KY,97.40,0.00,8.54,3,3.09,持股中,📈 趨勢續強。目前防禦位設於 79.31，與現價緩衝空間為 18.6%。
00949.TW,復華日本龍頭,19.75,20.00,-11.44,10,0.35,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.54，建議耐心等待突破。
2542.TW,興富發,34.95,33.33,-11.11,5,0.66,持股中,📈 趨勢續強。目前防禦位設於 34.30，與現價緩衝空間為 1.9%。
6431.TW,光麗-KY,nan,0.00,-25.51,6,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.85，建議耐心等待突破。
7721.TW,微程式,nan,100.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 87.00，與現價緩衝空間為 nan%。
6625.TW,必應,nan,0.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 70.20，與現價緩衝空間為 nan%。
02001R.TW,富邦蘋果反一N,nan,0.00,0.00,0,nan,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4192.TWO,杏國,19.80,0.00,-24.40,8,0.60,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.45，建議耐心等待突破。
00994A.TW,主動第一金台股優,15.27,50.00,15.69,7,0.50,持股中,📈 趨勢續強。目前防禦位設於 12.64，與現價緩衝空間為 17.2%。
9917.TW,中保科,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 115.00，與現價緩衝空間為 nan%。
8074.TWO,鉅橡,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 50.21，與現價緩衝空間為 nan%。
4924.TWO,欣厚-KY,10.10,0.00,0.00,0,0.55,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.00，建議耐心等待突破。
5548.TWO,安倉,nan,25.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 24.90，與現價緩衝空間為 nan%。
8271.TW,宇瞻,nan,20.00,nan,9,nan,持股中,📈 趨勢續強。目前防禦位設於 131.00，與現價緩衝空間為 nan%。
8182.TWO,加高,nan,54.55,nan,21,nan,持股中,📈 趨勢續強。目前防禦位設於 27.75，與現價緩衝空間為 nan%。
7455.TWO,樺緯物聯,nan,0.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 60.71，與現價緩衝空間為 nan%。
6167.TWO,久正,nan,50.00,nan,15,nan,持股中,📈 趨勢續強。目前防禦位設於 14.15，與現價緩衝空間為 nan%。
2926.TWO,誠品生活,36.20,0.00,0.00,0,1.00,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 40.65，建議耐心等待突破。
8047.TWO,星雲,nan,80.00,nan,9,nan,持股中,📈 趨勢續強。目前防禦位設於 53.00，與現價緩衝空間為 nan%。
4540.TW,全球傳動,57.90,0.00,21.83,3,2.75,持股中,📈 趨勢續強。目前防禦位設於 38.33，與現價緩衝空間為 33.8%。
3056.TW,富華新,14.65,33.33,-11.89,5,0.32,持股中,📈 趨勢續強。目前防禦位設於 14.65，與現價緩衝空間為 0.0%。
3158.TWO,嘉實,89.10,0.00,-1.37,6,2.21,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 83.84，建議耐心等待突破。
3669.TW,圓展,39.35,0.00,4.05,3,2.07,持股中,📈 趨勢續強。目前防禦位設於 33.40，與現價緩衝空間為 15.1%。
1309.TW,台達化,19.60,25.00,82.23,7,2.25,建議買入,🚀 今日收盤 19.60 突破關鍵高點 11.70，啟動波段漲勢。
6028.TWO,公勝保經,nan,0.00,-6.32,2,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 84.70，建議耐心等待突破。
00904.TW,新光臺灣半導體30,31.85,100.00,6.50,1,0.82,持股中,📈 趨勢續強。目前防禦位設於 27.94，與現價緩衝空間為 12.3%。
6756.TW,威鋒電子,nan,66.67,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 67.48，與現價緩衝空間為 nan%。
6919.TW,康霈*,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 106.00，與現價緩衝空間為 nan%。
3211.TWO,順達,359.00,75.00,1.92,7,21.61,持股中,📈 趨勢續強。目前防禦位設於 342.50，與現價緩衝空間為 4.6%。
2360.TW,致茂,2255.00,0.00,0.00,0,148.57,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
00708L.TW,期元大S&P黃金正2,102.75,50.00,-9.37,4,3.80,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 96.20，建議耐心等待突破。
9962.TWO,有益,nan,0.00,0.00,0,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.15，建議耐心等待突破。
6180.TWO,橘子,nan,0.00,-13.95,4,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 44.20，建議耐心等待突破。
8016.TW,矽創,nan,66.67,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 188.89，與現價緩衝空間為 nan%。
3094.TW,聯傑,24.80,0.00,-12.29,3,0.79,持股中,📈 趨勢續強。目前防禦位設於 22.39，與現價緩衝空間為 9.7%。
5484.TW,慧友,nan,50.00,-15.02,4,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 38.90，建議耐心等待突破。
6284.TWO,佳邦,nan,75.00,nan,7,nan,持股中,📈 趨勢續強。目前防禦位設於 81.00，與現價緩衝空間為 nan%。
4558.TWO,寶緯,19.90,50.00,-5.26,3,1.06,持股中,📈 趨勢續強。目前防禦位設於 18.63，與現價緩衝空間為 6.4%。
5211.TWO,蒙恬,23.55,0.00,4.68,3,0.74,持股中,📈 趨勢續強。目前防禦位設於 20.54，與現價緩衝空間為 12.8%。
7783.TWO,佳運,111.50,100.00,5.22,3,6.47,持股中,📈 趨勢續強。目前防禦位設於 70.98，與現價緩衝空間為 36.3%。
7794.TWO,宏�硒撥s,nan,50.00,nan,3,nan,持股中,📈 趨勢續強。目前防禦位設於 48.65，與現價緩衝空間為 nan%。
00941.TW,中信上游半導體,23.84,33.33,4.20,5,0.41,持股中,📈 趨勢續強。目前防禦位設於 22.11，與現價緩衝空間為 7.3%。
3014.TW,聯陽,124.00,37.50,-12.29,15,1.93,持股中,📈 趨勢續強。目前防禦位設於 113.50，與現價緩衝空間為 8.5%。
6870.TWO,騰雲,nan,0.00,-19.17,4,nan,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 193.50，建議耐心等待突破。
3558.TWO,神準,112.00,66.67,-11.68,6,4.04,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 112.50，建議耐心等待突破。
3406.TW,玉晶光,503.00,60.00,7.97,9,19.25,持股中,📈 趨勢續強。目前防禦位設於 452.00，與現價緩衝空間為 10.1%。
6794.TW,向榮生技,nan,0.00,nan,1,nan,持股中,📈 趨勢續強。目前防禦位設於 80.10，與現價緩衝空間為 nan%。
2383.TW,台光電,3800.00,0.00,0.00,0,207.50,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
7402.TWO,邑錡,nan,33.33,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 117.50，與現價緩衝空間為 nan%。
6235.TW,華孚,nan,33.33,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 43.49，與現價緩衝空間為 nan%。
3149.TW,正達,42.30,0.00,-25.27,4,2.34,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 42.95，建議耐心等待突破。
7717.TWO,萊德光電-KY,nan,33.33,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 846.00，與現價緩衝空間為 nan%。
00963.TW,中信全球高股息,12.95,50.00,0.09,3,0.10,持股中,📈 趨勢續強。目前防禦位設於 12.90，與現價緩衝空間為 0.4%。
4580.TWO,捷流閥業,80.00,0.00,-5.42,4,1.02,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 80.30，建議耐心等待突破。
6739.TWO,竹陞科技,nan,100.00,nan,5,nan,持股中,📈 趨勢續強。目前防禦位設於 1160.00，與現價緩衝空間為 nan%。
7702.TWO,前端風電,22.00,33.33,6.20,5,1.21,持股中,📈 趨勢續強。目前防禦位設於 15.87，與現價緩衝空間為 27.9%。
