status,date,prev_rev_yoy,advice,prev_eps,eps,expansion,name,prev_year,pe,eps_yoy,rev_yoy,prev_eps_yoy,om,gm,price,symbol,est_price
🚀 利潤擴張,2025-12,27.65,✅ 穩健價值,7.17,9.01,11.590000000000003,京元電子,2025,12.69015212169736,41.67,30.08,52.55,28.21%,37.66%,317.0,2449.TW,374.69999999999993
🚀 利潤擴張,2025-12,-12.49,💎 強力關注,1.11,1.98,11.55,康和證,2025,11.809045226130655,13.14,1.59,-23.97,N/A,N/A,23.5,6016.TWO,29.849999999999998
🌑 雙重衰退,2025-12,-39.2,⚪ 數據不足,-1.73,-2.68,11.239999999999998,蔚華科,2025,0.0,-20.55,-31.79,-19.72,-125.48%,16.83%,118.0,3055.TW,-99.60000000000001
🚀 利潤擴張,2025-12,19.97,💎 強力關注,12.09,17.36,11.120000000000001,華景電,2025,10.425374969264816,31.09,19.97,34.48,N/A,N/A,424.0,6788.TWO,610.05
🚀 利潤擴張,2025-12,4.12,⚠️ 追價風險,0.81,1.35,10.98,鉅橡,2025,29.52554800215328,15.38,4.4,-10.99,N/A,N/A,80.9000015259,8074.TWO,41.1
🚀 利潤擴張,2025-12,49.83,⚠️ 追價風險,13.61,19.47,10.75,金像電,2025,32.563985374771484,64.8,54.05,50.06,24.30%,33.66%,1425.0,2368.TW,656.4
🚀 利潤擴張,2025-12,11.61,💎 強力關注,14.75,19.45,10.400000000000002,健鼎,2025,10.332566408701108,21.94,11.54,25.96,17.08%,25.47%,494.0,3044.TW,717.1500000000001
🚀 利潤擴張,2025-12,25.51,✅ 穩健價值,0.77,1.25,10.27,華經,2025,12.096774193548386,30.21,19.94,32.76,4.34%,11.41%,33.75,2468.TW,41.85
🏰 高護城河,2025-12,-70.82,⚠️ 追價風險,0.6,0.93,10.25,宏璟,2025,436.87500953625016,-80.68,-90.93,-55.04,12.48%,61.03%,34.9500007629,2527.TW,1.1999999999999993
🧐 疑業外收益,2025-12,-6.62,⚪ 數據不足,1.07,1.59,10.05,泰山,2025,0.0,4.73,-5.32,-16.8,2.59%,16.49%,0.0,1218.TW,0.0
🚀 利潤擴張,2025-12,19.83,💎 強力關注,8.11,11.61,10.049999999999997,文曄,2025,11.23323397913562,32.83,22.78,41.71,1.75%,3.74%,301.5,3036.TW,402.59999999999997
🚀 利潤擴張,2025-12,20.14,✅ 穩健價值,7.84,10.26,9.989999999999998,臺慶科,2025,10.698945724326435,30.29,20.3,58.06,14.20%,28.44%,274.0,3357.TWO,384.15
🚀 利潤擴張,2025-12,22.45,✅ 穩健價值,2.65,3.42,9.86,虹冠電,2025,6.59393957889697,39.18,29.32,26.19,18.06%,45.11%,54.4000015259,3257.TW,123.75
🏰 高護城河,2025-12,15.61,✅ 穩健價值,1.62,2.12,9.619999999999997,玉山金,2025,5.7973732867729835,30.06,20.44,23.66,40.48%,91.14%,30.8999996185,2884.TW,79.95
🔄 轉虧為盈,2025-12,-27.03,⚠️ 追價風險,-0.05,0.03,9.369999999999997,首利,2025,48.86363636363637,-25.0,-34.37,-117.24,-72.91%,5.75%,10.75,1471.TW,3.3
🧐 疑業外收益,2025-12,-2.5,✅ 穩健價值,4.55,6.47,9.21,東和鋼鐵,2025,4.269156667855763,5.37,-3.84,-0.44,10.83%,15.94%,66.3000030518,2006.TW,232.95
🚀 利潤擴張,2025-12,21.32,✅ 穩健價值,9.27,13.04,9.05,茂達,2025,11.585567692816948,31.94,22.89,24.31,N/A,N/A,350.0,6138.TWO,453.15000000000003
🏰 高護城河,2025-12,1.87,✅ 穩健價值,1.43,1.9,9.04,華南金,2025,6.699561236206141,13.1,4.06,10.0,45.93%,97.25%,30.5499992371,2880.TW,68.39999999999999
🧐 疑業外收益,2025-12,5.88,⚪ 數據不足,-0.1,-0.73,8.95,攸泰科技,2025,0.0,6.41,-2.54,79.17,N/A,N/A,46.8499984741,6928.TW,-7.05
🧐 疑業外收益,2025-12,-6.16,✅ 穩健價值,0.65,0.72,8.32,光譜,2025,12.235022689907835,2.44,-5.88,12.28,N/A,N/A,26.5499992371,5381.TWO,32.55
🚀 利潤擴張,2025-12,3.98,⚪ 數據不足,7.92,9.97,8.3,力泰,2025,0.0,10.9,2.6,17.13,N/A,N/A,0.0,5520.TWO,0.0
🚀 利潤擴張,2025-12,8.04,⚪ 數據不足,-0.65,-1.54,8.24,大略-KY,2025,0.0,15.65,7.41,55.65,-65.06%,-7.81%,3.2699999809,4804.TWO,-39.300000000000004
🧐 疑業外收益,2025-12,12.82,✅ 穩健價值,2.27,3.87,8.06,宇智,2025,6.0606060606060606,7.5,-0.56,14.07,N/A,N/A,48.0,6470.TWO,118.8
🧐 疑業外收益,2025-12,-8.2,✅ 穩健價值,5.84,7.93,8.03,智冠,2025,5.069623674667354,4.25,-3.78,-5.4,N/A,N/A,98.3000030518,5478.TWO,290.85
🚀 利潤擴張,2025-12,19.58,✅ 穩健價值,1.41,2.45,8.0,華泰,2025,11.417004357469636,28.92,20.92,-2.16,8.19%,15.35%,56.4000015259,2329.TW,74.1
🚀 利潤擴張,2025-12,52.19,⚠️ 追價風險,26.92,36.75,7.960000000000001,健策,2025,41.56560088202866,49.96,42.0,62.75,31.26%,41.25%,3770.0,3653.TW,1360.5
🚀 利潤擴張,2025-12,40.71,✅ 穩健價值,13.9,19.63,7.640000000000001,鼎翰,2025,4.0616854908774975,38.68,31.04,23.16,8.38%,32.53%,187.0,3611.TWO,690.6
🚀 利潤擴張,2025-12,17.89,✅ 穩健價值,2.82,4.74,7.530000000000001,凌網,2025,5.717821876596534,23.44,15.91,-1.4,N/A,N/A,46.2000007629,5212.TWO,121.2
🚀 利潤擴張,2025-12,15.97,✅ 穩健價值,1.22,2.02,7.41,東浦,2025,11.967005463426396,25.64,18.23,-0.64,14.85%,30.40%,47.1500015259,3290.TWO,59.1
🧐 疑業外收益,2025-12,1.3,⚪ 數據不足,-1.0,-1.18,7.279999999999999,矽瑪,2025,0.0,6.35,-0.93,11.5,-5.62%,15.28%,21.1000003815,3511.TWO,-45.89999999999999
🧐 疑業外收益,2025-12,-0.21,⚪ 中性觀察,0.52,0.75,7.18,華新,2025,21.936416625953754,4.35,-2.83,-41.67,-1.88%,4.90%,37.9500007629,1605.TW,25.95
🚀 利潤擴張,2025-12,30.93,✅ 穩健價值,34.07,48.08,7.150000000000006,漢唐,2025,11.250677751671786,46.52,39.37,52.4,13.88%,17.19%,1245.0,2404.TW,1659.9
🚀 利潤擴張,2025-12,5.39,⚠️ 追價風險,4.75,6.58,7.09,禾伸堂,2025,32.524875621890544,12.1,5.01,5.79,5.81%,17.62%,523.0,3026.TW,241.20000000000002
🚀 利潤擴張,2025-12,7.66,✅ 穩健價值,8.62,10.02,6.99,生展,2025,3.7135278514588856,13.09,6.1,28.46,N/A,N/A,98.0,8279.TWO,395.85
🚀 利潤擴張,2025-12,23.16,✅ 穩健價值,4.94,6.64,6.98,光寶科,2025,14.236545682102628,28.09,21.11,28.23,10.49%,21.72%,227.5,2301.TW,239.70000000000002
🌑 雙重衰退,2025-12,-7.37,✅ 穩健價值,0.99,1.66,6.709999999999999,樂斯科,2025,8.214285714285714,-3.49,-10.2,3.13,N/A,N/A,28.75,6662.TWO,52.5
🚀 利潤擴張,2025-12,0.48,✅ 穩健價值,0.94,1.34,6.61,精聯,2025,10.57947045129139,7.2,0.59,10.59,2.52%,32.08%,31.9500007629,3652.TW,45.3
🚀 利潤擴張,2025-12,3.26,✅ 穩健價值,2.56,3.06,6.409999999999999,上海商銀,2025,4.853479853479853,10.11,3.7,17.51,N/A,N/A,39.75,5876.TW,122.85000000000002
🧐 疑業外收益,2025-12,38.55,⚪ 數據不足,-3.69,-3.92,6.380000000000001,惠特,2025,0.0,2.97,-3.41,7.98,N/A,N/A,179.5,6706.TW,-168.45000000000002
🚀 利潤擴張,2025-12,29.4,✅ 穩健價值,8.17,9.14,6.300000000000001,元太,2025,9.90725126475548,18.59,12.29,75.65,N/A,N/A,235.0,8069.TWO,355.8
🌑 雙重衰退,2025-12,-15.54,✅ 穩健價值,5.77,9.9,6.289999999999999,軒郁,2025,5.059523809523808,-2.0,-8.29,-23.43,N/A,N/A,110.5,6703.TWO,327.6
🧐 疑業外收益,2025-12,-0.93,✅ 穩健價值,1.5,2.05,6.26,瑞智,2025,4.386447026172162,0.5,-5.76,2.8,6.80%,17.17%,23.9500007629,4532.TW,81.89999999999999
🚀 利潤擴張,2025-12,0.55,⚠️ 追價風險,4.31,6.4,6.200000000000001,矽力*-KY,2025,43.52112676056338,8.14,1.94,19.44,N/A,N/A,618.0,6415.TW,213.00000000000003
🌑 雙重衰退,2025-12,-38.06,✅ 穩健價值,2.24,6.0,6.09,長虹,2025,7.4478649453823245,-23.57,-29.66,-17.65,N/A,N/A,75.0,5534.TW,151.04999999999998
🚀 利潤擴張,2025-12,9.96,✅ 穩健價值,6.36,8.43,6.070000000000002,神基,2025,4.926225606853879,16.67,10.6,15.04,14.37%,31.02%,103.5,3005.TW,315.15000000000003
🚀 利潤擴張,2025-12,1.76,⚠️ 追價風險,0.32,0.42,5.880000000000001,台聯櫃,2025,33.04761977419047,7.69,1.81,0.0,N/A,N/A,34.7000007629,5601.TWO,15.75
🌑 雙重衰退,2025-12,-18.71,⚪ 數據不足,-1.24,-1.74,5.83,再生-KY,2025,0.0,-12.99,-18.82,-18.1,-65.33%,-19.71%,4.7600002289,1337.TW,-62.85000000000001
🧐 疑業外收益,2025-12,-2.3,✅ 穩健價值,2.07,2.6,5.68,興農,2025,5.644699359011462,4.0,-1.68,6.7,5.88%,29.22%,39.4000015259,1712.TW,104.69999999999999
🚀 利潤擴張,2025-12,-2.12,✅ 穩健價值,3.44,4.78,5.67,擎邦,2025,4.1054451166810715,7.03,1.36,-0.87,N/A,N/A,47.5,6122.TWO,173.55
🌑 雙重衰退,2025-12,-29.91,✅ 穩健價值,1.21,2.31,5.66,太普高,2025,3.5275422920550845,-12.16,-17.82,-53.6,13.35%,25.16%,16.6499996185,3284.TWO,70.80000000000001
🧐 疑業外收益,2025-12,-5.48,⚪ 數據不足,2.36,3.18,5.529999999999999,台航,2025,0.0,3.25,-2.28,0.43,41.07%,46.23%,0.0,2617.TW,0.0
🧐 疑業外收益,2025-12,2.55,✅ 穩健價值,5.51,7.34,5.21,穩得,2025,11.40446379967338,2.89,-2.32,1.73,N/A,N/A,209.5,6761.TWO,275.55
🚀 利潤擴張,2025-12,6.33,✅ 穩健價值,1.87,2.64,5.189999999999998,群益證,2025,5.599315199126712,17.33,12.14,5.65,N/A,N/A,32.7000007629,6005.TW,87.6
🏰 高護城河,2025-12,7.51,✅ 穩健價值,1.2,1.51,5.18,彰銀,2025,5.233160819404144,13.53,8.35,20.0,38.59%,88.90%,20.2000007629,2801.TW,57.900000000000006
🌑 雙重衰退,2025-12,-27.73,✅ 穩健價值,1.86,2.45,5.170000000000002,欣高,2025,5.5220225895758555,-14.34,-19.51,-6.06,N/A,N/A,33.8499984741,9931.TW,91.95000000000002
🚀 利潤擴張,2025-12,69.45,✅ 穩健價值,15.84,18.5,4.989999999999995,振樺電,2025,4.886299567750423,35.66,30.67,86.67,N/A,N/A,260.0,8114.TW,798.15
🌑 雙重衰退,2025-12,-6.0,✅ 穩健價值,1.74,2.36,4.94,全國,2025,9.702797202797203,-1.26,-6.2,-1.14,N/A,N/A,55.5,9937.TW,85.8
🚀 利潤擴張,2025-12,16.23,✅ 穩健價值,10.38,13.61,4.890000000000001,鴻海,2025,7.849624060150376,23.02,18.13,34.73,3.28%,5.88%,261.0,2317.TW,498.75
🧐 疑業外收益,2025-12,-0.87,✅ 穩健價值,3.49,4.77,4.89,台灣大,2025,9.473237043330501,4.58,-0.31,1.8,10.58%,19.71%,111.5,3045.TW,176.54999999999998
🚀 利潤擴張,2025-12,28.79,✅ 穩健價值,6.2,8.73,4.739999999999998,良維,2025,14.306016106110848,31.08,26.34,42.86,N/A,N/A,302.0,6290.TWO,316.65
🚀 利潤擴張,2025-12,32.04,⚠️ 追價風險,33.4,46.93,4.730000000000004,穎崴,2025,73.43788897186955,40.24,35.51,39.53,N/A,N/A,8850.0,6515.TW,1807.6499999999999
🚀 利潤擴張,2025-12,22.91,⚪ 數據不足,-0.36,-1.59,4.57,正峰,2025,0.0,6.47,1.9,64.0,-58.77%,32.24%,11.8000001907,1538.TW,-31.050000000000004
🚀 利潤擴張,2025-12,7.91,✅ 穩健價值,1.63,1.77,4.569999999999999,長盛,2025,4.537223186539236,9.26,4.69,26.36,-0.96%,27.24%,22.5499992371,3492.TWO,74.55
🚀 利潤擴張,2025-12,23.81,✅ 穩健價值,3.11,4.3,4.509999999999998,炎洲流通,2025,7.040715146564051,36.94,32.43,36.4,7.94%,25.09%,70.9000015259,3171.TWO,151.05
🚀 利潤擴張,2025-12,35.15,⚠️ 追價風險,3.35,6.88,4.480000000000004,博智,2025,33.492442322991245,41.38,36.9,1.87,N/A,N/A,421.0,8155.TWO,188.55
🚀 利潤擴張,2025-12,32.03,⚠️ 追價風險,8.49,11.33,4.48,新應材,2025,42.0611798980335,32.78,28.3,32.29,23.34%,44.02%,1155.0,4749.TWO,411.90000000000003
🏰 高護城河,2025-12,-0.7,✅ 穩健價值,0.91,1.29,4.4399999999999995,聯邦銀,2025,6.722408154347826,8.94,4.5,-1.98,35.36%,94.34%,20.1000003815,2838.TW,44.85
🌑 雙重衰退,2025-12,-63.75,✅ 穩健價值,2.49,3.03,4.43,名軒,2025,2.9119637965124157,-57.74,-62.17,-57.58,34.02%,49.04%,25.7999992371,1442.TW,132.89999999999998
🚀 利潤擴張,2025-12,4.55,✅ 穩健價值,7.33,9.61,4.3500000000000005,鈞興-KY,2025,9.186564144071227,4.45,0.1,7.67,18.52%,33.35%,227.0,4571.TW,370.65
🚀 利潤擴張,2025-12,12.28,⚠️ 追價風險,2.06,4.38,4.32,欣興,2025,129.24281984334206,18.07,13.75,-37.88,6.82%,15.77%,990.0,3037.TW,114.89999999999999
🌑 雙重衰退,2025-12,-20.23,⚠️ 追價風險,0.45,0.81,4.299999999999999,岳豐,2025,53.36207028086206,-12.9,-17.2,-25.0,N/A,N/A,30.9500007629,6220.TWO,8.700000000000001
🧐 疑業外收益,2025-12,-1.43,⚪ 數據不足,2.67,4.33,4.28,大成,2025,0.0,2.79,-1.49,-9.42,5.11%,15.43%,0.0,1210.TW,0.0
🧐 疑業外收益,2025-12,-2.28,✅ 穩健價值,3.06,4.15,4.16,崇越電,2025,10.45816733067729,1.47,-2.69,2.0,6.27%,17.90%,105.0,3388.TWO,150.60000000000002
🧐 疑業外收益,2025-12,-2.77,✅ 穩健價值,6.28,8.84,4.14,華立,2025,6.779661016949152,1.84,-2.3,-5.56,5.39%,8.77%,140.0,3010.TW,309.75000000000006
🚀 利潤擴張,2025-12,28.56,⚪ 數據不足,-0.64,-1.02,3.9399999999999995,寶德,2025,0.0,9.52,5.58,48.21,-15.09%,15.17%,18.8999996185,3349.TWO,-35.1
🚀 利潤擴張,2025-12,28.35,✅ 穩健價值,1.53,1.57,3.830000000000002,微矽電子-創,2025,15.607477348551402,23.62,19.79,96.15,N/A,N/A,66.8000030518,8162.TW,64.2
🚀 利潤擴張,2025-12,8.39,✅ 穩健價值,9.52,12.6,3.51,智易,2025,6.038338658146966,11.7,8.19,12.4,6.31%,15.29%,189.0,3596.TW,469.49999999999994
🧐 疑業外收益,2025-12,2.81,✅ 穩健價值,1.15,2.31,3.44,伊雲谷,2025,13.888888888888888,1.77,-1.67,-34.29,N/A,N/A,67.5,6689.TW,72.9
🚀 利潤擴張,2025-12,-0.37,✅ 穩健價值,21.26,30.6,3.3400000000000003,新普,2025,5.274695163721058,5.99,2.65,3.45,N/A,N/A,385.0,6121.TWO,1094.85
🚀 利潤擴張,2025-12,14.74,✅ 穩健價值,2.54,3.04,3.3100000000000005,東捷資訊,2025,5.072463768115942,16.48,13.17,27.0,N/A,N/A,42.0,6697.TWO,124.19999999999999
🚀 利潤擴張,2025-12,18.72,✅ 穩健價值,3.01,3.63,3.2600000000000016,東生華,2025,5.808988849764045,23.05,19.79,11.48,N/A,N/A,51.7000007629,8432.TWO,133.49999999999997
🚀 利潤擴張,2025-12,3.96,✅ 穩健價值,1.79,2.24,3.25,德記,2025,6.499133448873483,6.16,2.91,1.13,N/A,N/A,37.5,5902.TWO,86.55000000000001
🚀 利潤擴張,2025-12,8.43,✅ 穩健價值,3.25,4.83,3.1999999999999993,韋僑,2025,12.877442273534637,11.03,7.83,9.43,N/A,N/A,145.0,6417.TWO,168.9
🚀 利潤擴張,2025-12,4.97,⚠️ 追價風險,1.55,3.13,3.16,新盛力,2025,32.34442836468886,26.02,22.86,-8.33,15.45%,26.27%,223.5,4931.TWO,103.64999999999999
🚀 利潤擴張,2025-12,10.67,⚪ 數據不足,-2.06,-2.97,3.09,生華科,2025,0.0,10.09,7.0,13.87,N/A,N/A,45.0999984741,6492.TWO,-105.60000000000001
🌑 雙重衰退,2025-12,-7.8,✅ 穩健價值,0.89,1.09,3.04,佰鴻,2025,11.648935629113476,0.0,-3.04,-8.25,11.22%,30.45%,32.8499984741,3031.TW,42.3
🚀 利潤擴張,2025-12,15.96,✅ 穩健價值,0.37,0.5,3.0100000000000016,和桐,2025,8.391304016086956,19.51,16.5,5.71,8.91%,14.20%,9.6499996185,1714.TW,17.250000000000004
🚀 利潤擴張,2025-12,9.03,✅ 穩健價值,5.99,8.07,2.960000000000001,中興電,2025,8.19672131147541,10.14,7.18,6.72,17.59%,27.00%,160.0,1513.TW,292.80000000000007
🌑 雙重衰退,2025-12,62.0,✅ 穩健價值,3.53,3.46,2.9299999999999997,昇益,2025,2.1522556032424816,-40.65,-43.58,44.67,N/A,N/A,22.8999996185,5455.TWO,159.6
🚀 利潤擴張,2025-12,10.39,⚠️ 追價風險,2.12,3.26,2.8200000000000003,信昌電,2025,30.128205128205128,11.72,8.9,-7.86,N/A,N/A,211.5,6173.TWO,105.30000000000001
🏰 高護城河,2025-12,-5.03,✅ 穩健價值,1.91,2.36,2.62,兆豐金,2025,6.539735099337748,0.85,-1.77,-3.54,33.61%,83.45%,39.5,2886.TW,90.6
🔄 轉虧為盈,2025-12,-23.49,⚪ 數據不足,-0.23,1.91,2.4899999999999984,中鼎,2025,0.0,-20.92,-23.41,-112.85,N/A,N/A,39.5,9933.TW,-15.600000000000001
🧐 疑業外收益,2025-12,0.54,✅ 穩健價值,1.71,2.63,2.41,白紗科,2025,3.8739494516134454,1.54,-0.87,-0.58,N/A,N/A,23.0499992371,8401.TWO,89.25
🚀 利潤擴張,2025-12,3.48,✅ 穩健價值,1.44,2.14,2.4000000000000004,三商家購,2025,8.49075944026694,5.94,3.54,-2.04,1.25%,27.39%,41.3499984741,2945.TW,73.05
🚀 利潤擴張,2025-12,31.38,✅ 穩健價值,2.55,3.5,2.3900000000000006,榮昌,2025,7.969348853882504,25.0,22.61,50.0,7.78%,34.09%,62.4000015259,3684.TWO,117.44999999999999
🚀 利潤擴張,2025-12,20.22,⚠️ 追價風險,9.71,13.82,2.3900000000000006,辛耘,2025,27.94386821232459,19.76,17.37,15.18,15.14%,37.11%,916.0,3583.TW,491.70000000000005
🚀 利潤擴張,2025-12,19.86,⚪ 數據不足,-0.3,-0.76,2.3599999999999994,東訊,2025,0.0,18.37,16.01,67.57,-5.26%,29.80%,13.0,2321.TW,-29.1
🚀 利潤擴張,2025-12,38.81,✅ 穩健價值,4.87,5.2,2.3000000000000007,神準,2025,8.353510895883776,27.76,25.46,73.93,0.40%,14.36%,138.0,3558.TWO,247.80000000000004
🔄 轉虧為盈,2025-12,36.23,⚪ 數據不足,-0.68,0.2,2.280000000000001,晉弘,2025,0.0,25.0,22.72,22.73,N/A,N/A,60.5,6796.TW,-18.75
🌑 雙重衰退,2025-12,-10.3,✅ 穩健價值,1.27,1.72,2.219999999999999,世鎧,2025,5.903755778990611,-10.88,-13.1,-13.01,2.75%,17.29%,25.1499996185,2063.TWO,63.9
🚀 利潤擴張,2025-12,18.97,⚠️ 追價風險,1.4,1.95,2.219999999999999,創威,2025,24.622030237580994,18.9,16.68,20.69,N/A,N/A,114.0,6530.TWO,69.45
🚀 利潤擴張,2025-12,10.75,✅ 穩健價值,3.35,4.3,2.17,世界,2025,14.806678383128295,12.47,10.3,4.1,N/A,N/A,168.5,5347.TWO,170.70000000000002
🌑 雙重衰退,2025-12,-4.9,✅ 穩健價值,7.66,10.06,2.0,巨路,2025,5.105222135619642,-4.01,-6.01,6.98,N/A,N/A,131.0,6192.TW,384.9
🚀 利潤擴張,2025-12,5.13,✅ 穩健價值,5.46,6.27,1.9100000000000001,士電,2025,11.114175399889684,7.92,6.01,9.86,7.03%,17.20%,201.5,1503.TW,271.95000000000005
🏰 高護城河,2025-12,35.41,✅ 穩健價值,1.76,2.18,1.8800000000000026,德英,2025,5.539130501130434,26.01,24.13,46.67,42.63%,85.36%,31.8500003815,4911.TWO,86.25000000000001
🚀 利潤擴張,2025-12,36.49,✅ 穩健價值,3.69,5.04,1.759999999999998,AMAX-KY,2025,13.566206336311941,28.97,27.21,86.8,N/A,N/A,167.0,6933.TW,184.65
🏰 高護城河,2025-12,24.04,✅ 穩健價值,4.47,5.83,1.7200000000000024,聯合,2025,6.112618621037991,23.26,21.54,29.11,11.96%,78.77%,90.0999984741,4129.TWO,221.10000000000002
🚀 利潤擴張,2025-12,22.35,✅ 穩健價值,2.19,2.77,1.7100000000000009,宏泰,2025,5.198581776723405,16.39,14.68,14.06,13.07%,16.53%,36.6500015259,1612.TW,105.75
🏰 高護城河,2025-12,31.3,⚪ 中性觀察,7.59,10.49,1.6099999999999994,德律,2025,16.600476568705325,34.83,33.22,37.0,34.18%,60.64%,418.0,3030.TW,377.69999999999993
🚀 利潤擴張,2025-12,2.92,✅ 穩健價值,2.79,3.81,1.5499999999999998,遠傳,2025,10.096462695412647,7.02,5.47,9.41,14.21%,27.10%,94.1999969482,4904.TW,139.95
🚀 利潤擴張,2025-12,51.33,⚠️ 追價風險,31.23,41.67,1.5399999999999991,台光電,2025,53.47775403147464,47.96,46.42,51.99,19.80%,28.58%,5505.0,2383.TW,1544.1000000000001
🚀 利潤擴張,2025-12,32.78,⚪ 數據不足,-1.36,-1.38,1.5300000000000011,鑽石投資,2025,0.0,53.38,51.85,33.98,N/A,N/A,13.3000001907,6901.TW,-69.00000000000001
🚀 利潤擴張,2025-12,5.97,✅ 穩健價值,4.28,5.5,1.4499999999999997,永記,2025,5.445544554455445,4.17,2.72,12.04,10.08%,28.35%,77.0,1726.TW,212.10000000000002
🚀 利潤擴張,2025-12,33.01,⚠️ 追價風險,23.65,33.49,1.3099999999999987,旺矽,2025,78.31249210559557,32.76,31.45,39.51,N/A,N/A,6200.0,6223.TWO,1187.5499999999997
🚀 利潤擴張,2025-12,3.52,✅ 穩健價值,3.79,4.99,1.29,中華電,2025,10.824742268041236,3.96,2.67,4.12,17.33%,33.63%,136.5,2412.TW,189.15
🏰 高護城河,2025-12,-29.02,✅ 穩健價值,1.09,1.74,1.2699999999999996,凱基金,2025,5.947802092994506,-10.99,-12.26,-34.81,39.14%,78.38%,21.6499996185,2883.TW,54.6
🌑 雙重衰退,2025-12,-6.07,✅ 穩健價值,4.6,5.78,1.2199999999999998,三陽工業,2025,3.991989268164219,-3.34,-4.56,-1.93,4.93%,18.31%,59.7999992371,2206.TW,224.70000000000002
🚀 利潤擴張,2025-12,10.63,✅ 穩健價值,2.53,3.45,1.1399999999999997,大毅,2025,14.371257485029938,8.95,7.81,13.57,12.13%,24.27%,120.0,2478.TW,125.25000000000003
🚀 利潤擴張,2025-12,7.95,✅ 穩健價值,4.21,5.46,1.0699999999999994,中航,2025,4.084709370129218,6.43,5.36,94.01,23.81%,34.11%,56.9000015259,2612.TW,208.95
🚀 利潤擴張,2025-12,11.48,✅ 穩健價值,2.44,4.03,1.0299999999999994,晟銘電,2025,13.981588032220941,13.2,12.17,15.64,14.33%,21.20%,121.5,3013.TW,130.35000000000002
🚀 利潤擴張,2025-12,12.87,✅ 穩健價值,6.12,8.36,1.0299999999999976,世禾,2025,9.801548886737658,17.2,16.17,23.67,18.42%,36.55%,202.5,3551.TWO,309.9
🚀 利潤擴張,2025-12,16.17,✅ 穩健價值,3.23,4.22,0.8800000000000008,星亞,2025,4.109195548457855,10.39,9.51,10.53,N/A,N/A,42.9000015259,7753.TWO,156.6
🌑 雙重衰退,2025-12,-32.0,⚪ 數據不足,-0.92,-0.92,0.8299999999999992,國碩,2025,0.0,-6.98,-7.81,-217.24,-2.28%,11.28%,33.9000015259,2406.TW,-41.85
🏰 高護城河,2025-12,21.48,✅ 穩健價值,27.9,38.51,0.8099999999999987,鈊象,2025,7.905686546463246,19.82,19.01,21.2,59.33%,97.58%,741.0,3293.TWO,1405.9499999999998
🚀 利潤擴張,2025-12,-0.69,⚪ 數據不足,-2.11,-2.18,0.7999999999999989,合一,2025,0.0,10.29,9.49,-31.06,-478.52%,41.13%,0.0,4743.TWO,0.0
🚀 利潤擴張,2025-12,17.98,✅ 穩健價值,2.95,4.08,0.7800000000000011,國統,2025,5.3411512232515985,21.07,20.29,28.82,N/A,N/A,50.0999984741,8936.TWO,140.70000000000002
🚀 利潤擴張,2025-12,23.71,✅ 穩健價值,2.38,3.17,0.5599999999999987,精技,2025,6.28140703517588,18.73,18.17,21.43,2.38%,8.10%,50.0,2414.TW,119.4
🚀 利潤擴張,2025-12,9.05,✅ 穩健價值,0.6,0.96,0.54,時報,2025,7.7906978222868215,3.23,2.69,0.0,N/A,N/A,20.1000003815,8923.TWO,38.7
🌑 雙重衰退,2025-12,-1.16,✅ 穩健價值,0.61,0.89,0.45999999999999996,磐亞,2025,7.139303672388058,-6.32,-6.78,-10.29,-7.50%,-0.45%,14.3500003815,4707.TWO,30.150000000000002
🌑 雙重衰退,2025-12,-18.9,⚪ 數據不足,-1.56,-1.96,0.3800000000000008,欣大健康,2025,0.0,-14.62,-15.0,16.58,-23.61%,30.43%,39.5999984741,4198.TWO,-73.8
🌑 雙重衰退,2025-12,-3.25,✅ 穩健價值,2.43,2.92,0.3799999999999999,第一保,2025,3.462033412934363,-2.67,-3.05,-5.81,10.03%,31.15%,26.8999996185,2852.TW,116.55
🚀 利潤擴張,2025-12,19.5,✅ 穩健價值,5.54,7.1,0.16000000000000014,意德士,2025,15.517241379310343,19.42,19.26,25.35,N/A,N/A,288.0,7556.TWO,278.40000000000003
🚀 利潤擴張,2025-12,15.99,✅ 穩健價值,4.38,5.88,0.14000000000000057,捷敏-KY,2025,8.585503166783955,14.17,14.03,21.33,N/A,N/A,122.0,6525.TW,213.14999999999998
🚀 利潤擴張,2025-12,25.77,⚪ 數據不足,-0.68,-0.77,0.030000000000001137,蒙恬,2025,0.0,34.19,34.16,26.09,N/A,N/A,18.2000007629,5211.TWO,-34.800000000000004
⚠️ 獲利稀釋,2025-12,11.75,❌ 暫避觀望,2.71,4.21,-0.17999999999999972,金居,2025,56.30165289256198,15.34,15.52,-5.9,N/A,N/A,545.0,8358.TWO,145.2
⚠️ 獲利稀釋,2025-12,13.98,⚪ 中性觀察,4.16,5.46,-0.20000000000000107,長榮航太,2025,12.199699699699698,11.43,11.63,10.05,9.96%,14.11%,162.5,2645.TW,199.80000000000004
🌑 雙重衰退,2025-12,8.43,⚪ 數據不足,-1.54,-1.86,-0.2999999999999994,元翎,2025,0.0,-4.02,-3.72,-8.76,-35.14%,-20.30%,15.5,4564.TW,-73.05
🏰 高護城河,2025-12,17.43,⚪ 數據不足,-0.95,-1.3,-0.3000000000000007,杏國,2025,0.0,15.58,15.88,18.8,-174.96%,76.40%,19.9500007629,4192.TWO,-50.4
