rev_yoy,date,name,pe,prev_year,price,prev_eps_yoy,expansion,prev_eps,eps_yoy,prev_rev_yoy,status,est_price,advice,symbol,om,eps,gm
115.66,2026-03,聰泰,12.802907915993538,2025,158.5,-22.13,-156.84,5.49,-41.18,22.92,📉 獲利侵蝕,185.7,⚪ 中性觀察,5474.TWO,N/A,0.6,N/A
173.58,2026-03,久禾光,4.944553362804958,2025,75.8000030518,11.33,-156.91000000000003,6.51,16.67,19.77,⚠️ 獲利稀釋,229.95000000000002,⚪ 中性觀察,6498.TWO,N/A,1.75,N/A
174.38,2026-03,欣天然,9.816513586490826,2025,42.7999992371,-28.18,-157.4,1.61,16.98,2.96,⚠️ 獲利稀釋,65.4,⚪ 中性觀察,9918.TW,N/A,0.63,N/A
57.79,2026-03,志旭,0.0,2025,12.8000001907,16.9,-157.79,-0.59,-100.0,-2.17,📉 獲利侵蝕,-29.85,⚪ 數據不足,8067.TWO,N/A,-0.62,N/A
68.27,2026-03,笙科,0.0,2025,17.0499992371,-1377.78,-158.26999999999998,-1.33,-90.0,2.86,📉 獲利侵蝕,-50.4,⚪ 數據不足,5272.TWO,N/A,-0.57,N/A
68.51,2026-03,憶聲,14.891304140543475,2025,13.6999998093,-57.58,-158.51,0.28,-90.0,-31.39,📉 獲利侵蝕,13.800000000000002,⚪ 中性觀察,3024.TW,-2.71%,0.02,24.73%
76.73,2026-03,泰霖,46.33333206183333,2025,27.7999992371,139.29,-158.55,0.12,-81.82,22.38,📉 獲利侵蝕,9.0,❌ 暫避觀望,8080.TWO,N/A,0.02,N/A
90.37,2026-03,三集瑞-KY,7.401404646137224,2025,137.0,-19.59,-159.02,8.29,-68.65,2.98,📉 獲利侵蝕,277.65,⚪ 中性觀察,6862.TW,N/A,1.0,N/A
185.58,2026-03,中天,0.0,2025,15.25,31.02,-159.39000000000001,-1.29,26.19,9.94,⚠️ 獲利稀釋,-58.650000000000006,⚪ 數據不足,4128.TWO,-18.87%,-0.31,42.56%
195.54,2026-03,力領科技,6.448731689889246,2025,180.5,-14.17,-159.41,12.15,36.13,-9.4,⚠️ 獲利稀釋,419.85,⚪ 中性觀察,6996.TWO,N/A,3.27,N/A
155.84,2026-03,倉佑,8.875380171094225,2025,29.2000007629,-13.92,-159.61,1.36,-3.77,0.3,📉 獲利侵蝕,49.35,⚪ 中性觀察,1568.TW,17.09%,0.51,34.44%
214.29,2026-03,驊訊,0.0,2025,34.0,-462.96,-161.35,-1.52,52.94,11.69,⚠️ 獲利稀釋,-67.2,⚪ 數據不足,6237.TWO,N/A,-0.24,N/A
100.37,2026-03,傑霖科技,13.018867924528305,2025,69.0,-62.55,-162.27,2.25,-61.9,-23.31,📉 獲利侵蝕,79.49999999999999,⚪ 中性觀察,8102.TWO,N/A,0.4,N/A
137.15,2026-03,海韻電,5.486806118025478,2025,60.2999992371,57.43,-162.29000000000002,5.51,-25.14,37.15,📉 獲利侵蝕,164.85,⚪ 中性觀察,6203.TWO,N/A,1.37,N/A
186.39,2026-03,全宇昕,8.942307692307692,2025,139.5,-22.95,-163.5,6.32,22.89,3.91,⚠️ 獲利稀釋,234.00000000000003,⚪ 中性觀察,6651.TWO,N/A,2.47,N/A
155.73,2026-03,茂訊,6.7213955874807585,2025,131.0,-12.32,-164.20999999999998,7.4,-8.48,1.19,📉 獲利侵蝕,292.35,⚪ 中性觀察,3213.TWO,7.00%,2.59,25.33%
50.4,2026-03,隴華,0.0,2025,8.0200004578,59.69,-165.21,-1.34,-114.81,34.04,📉 獲利侵蝕,-58.8,⚪ 數據不足,2424.TW,-40.94%,-0.58,27.86%
139.24,2026-03,曜亞,5.26748979042181,2025,51.2000007629,-32.69,-165.56,3.81,-26.32,-11.82,📉 獲利侵蝕,145.8,⚪ 中性觀察,4138.TWO,12.42%,0.84,44.64%
499.13,2026-03,裕民,7.564654843556036,2025,70.1999969482,-22.2,-165.8,4.31,333.33,-4.75,⚠️ 獲利稀釋,139.19999999999996,⚪ 中性觀察,2606.TW,30.49%,1.17,35.36%
179.42,2026-03,海灣,92.94117759235296,2025,15.8000001907,141.94,-166.92,0.13,12.5,-3.71,⚠️ 獲利稀釋,2.55,❌ 暫避觀望,3252.TWO,22.84%,0.09,43.11%
364.73,2026-03,有成精密,13.258427537790263,2025,70.8000030518,240.74,-167.23000000000002,1.91,197.5,-0.48,⚠️ 獲利稀釋,80.1,⚪ 中性觀察,4949.TW,N/A,1.19,N/A
264.19,2026-03,佳必琪,13.847926267281109,2025,300.5,-0.23,-167.26,8.67,96.93,12.03,⚠️ 獲利稀釋,325.49999999999994,⚪ 中性觀察,6197.TW,N/A,3.21,N/A
192.98,2026-03,北極星藥業-KY,0.0,2025,11.1499996185,-40.62,-167.39999999999998,-5.1,25.58,-62.05,⚠️ 獲利稀釋,-160.04999999999998,⚪ 數據不足,6550.TW,N/A,-0.64,N/A
162.93,2026-03,連宇,0.0,2025,15.75,-234.57,-167.48000000000002,-1.09,-4.55,-16.89,📉 獲利侵蝕,-45.3,⚪ 數據不足,2482.TW,-38.32%,-0.23,35.81%
157.19,2026-03,大地-KY,0.0,2025,9.0799999237,-516.13,-168.3,-1.29,-11.11,-31.28,📉 獲利侵蝕,-46.050000000000004,⚪ 數據不足,8437.TWO,N/A,-0.4,N/A
190.06,2026-03,研華,22.255291005291003,2025,673.0,17.26,-168.54,12.25,21.52,18.56,⚠️ 獲利稀釋,453.6,❌ 暫避觀望,2395.TW,15.69%,3.85,39.78%
215.08,2026-03,聚鼎,23.035143282460066,2025,72.0999984741,-69.96,-168.57000000000002,0.67,46.51,-2.5,⚠️ 獲利稀釋,46.949999999999996,❌ 暫避觀望,6224.TW,N/A,0.64,N/A
232.49,2026-03,新應材,26.386962552011095,2025,761.0,32.78,-169.10000000000002,11.33,63.39,28.3,⚠️ 獲利稀釋,432.6,❌ 暫避觀望,4749.TWO,23.34%,3.66,44.02%
201.37,2026-03,天虹,38.69565217391305,2025,267.0,-50.25,-169.86,3.01,31.51,-13.26,⚠️ 獲利稀釋,103.49999999999999,❌ 暫避觀望,6937.TW,N/A,0.96,N/A
191.57,2026-03,安�硌穈T,6.79063936481404,2025,162.5,36.27,-170.18,10.22,21.39,13.3,⚠️ 獲利稀釋,358.95000000000005,⚪ 中性觀察,6690.TWO,N/A,2.27,N/A
70.28,2026-03,點序,85.71428571428572,2025,60.0,152.21,-170.28,0.71,-100.0,16.84,📉 獲利侵蝕,10.5,❌ 暫避觀望,6485.TWO,N/A,0.0,N/A
195.61,2026-03,佑全,0.0,2025,23.3500003815,-54.29,-170.61,-1.63,25.0,-1.45,⚠️ 獲利稀釋,-49.05,⚪ 數據不足,6929.TWO,N/A,-0.21,N/A
189.52,2026-03,杰力,9.164345120538531,2025,98.6999969482,-22.77,-170.81,4.58,18.71,-12.32,⚠️ 獲利稀釋,161.55,⚪ 中性觀察,5299.TWO,N/A,1.65,N/A
792.05,2026-03,永裕,31.764706443382355,2025,21.6000003815,-89.88,-172.04999999999995,0.26,620.0,-23.91,⚠️ 獲利稀釋,10.2,❌ 暫避觀望,1323.TW,1.25%,0.36,15.09%
129.05,2026-03,精湛,15.829492384377879,2025,68.6999969482,-22.56,-172.23000000000002,2.3,-43.18,-2.97,📉 獲利侵蝕,65.1,❌ 暫避觀望,2070.TWO,17.87%,0.28,45.13%
116.4,2026-03,動力-KY,3.1461085516960354,2025,42.8499984741,60.88,-172.28,5.37,-55.88,38.81,📉 獲利侵蝕,204.29999999999998,⚪ 中性觀察,6591.TW,N/A,0.75,N/A
178.72,2026-03,誠品生活,23.828125,2025,30.5,100.0,-172.47,0.54,6.25,1.84,⚠️ 獲利稀釋,19.2,❌ 暫避觀望,2926.TWO,-1.48%,0.17,40.82%
201.59,2026-03,杭特,21.829268602845527,2025,26.8500003815,461.54,-173.02,0.47,28.57,20.59,⚠️ 獲利稀釋,18.45,❌ 暫避觀望,3297.TWO,-18.51%,-0.05,30.70%
216.12,2026-03,明遠精密,12.85714285714286,2025,63.0,-22.56,-173.26,2.07,42.86,-11.73,⚠️ 獲利稀釋,73.49999999999999,⚪ 中性觀察,7704.TWO,N/A,0.7,N/A
192.24,2026-03,諾貝兒,9.286821942000001,2025,59.9000015259,-21.14,-173.3,2.35,18.94,1.36,⚠️ 獲利稀釋,96.74999999999999,⚪ 中性觀察,6844.TWO,N/A,1.57,N/A
392.93,2026-03,均華,29.38096704650446,2025,954.0,-14.04,-174.41,12.75,218.52,10.19,⚠️ 獲利稀釋,487.05000000000007,❌ 暫避觀望,6640.TWO,N/A,5.19,N/A
177.66,2026-03,中華電,10.790513833992094,2025,136.5,3.96,-174.49,4.99,3.17,2.67,⚠️ 獲利稀釋,189.75,⚪ 中性觀察,2412.TW,17.33%,1.3,33.63%
203.95,2026-03,邁達康,8.029100630026454,2025,30.3500003815,-13.79,-174.67999999999998,1.75,29.27,-3.52,⚠️ 獲利稀釋,56.7,⚪ 中性觀察,9960.TWO,N/A,0.53,N/A
592.65,2026-03,鴻名,19.705882726960784,2025,20.1000003815,-43.1,-175.97999999999996,0.33,416.67,-3.87,⚠️ 獲利稀釋,15.3,❌ 暫避觀望,3021.TW,N/A,0.19,N/A
188.41,2026-03,德微,43.45718901453959,2025,269.0,-66.46,-176.56,2.67,11.85,-9.88,⚠️ 獲利稀釋,92.85,❌ 暫避觀望,3675.TWO,9.03%,1.51,36.51%
261.06,2026-03,研揚,10.15572105619499,2025,150.0,-27.15,-176.75,5.62,84.31,20.03,⚠️ 獲利稀釋,221.54999999999998,⚪ 中性觀察,6579.TW,N/A,3.81,N/A
147.2,2026-03,寶徠,18.98148148148148,2025,10.25,-93.38,-177.2,0.2,-30.0,-54.43,📉 獲利侵蝕,8.100000000000001,❌ 暫避觀望,1805.TW,10.56%,0.14,21.75%
219.88,2026-03,通嘉,34.11764755745098,2025,52.2000007629,-73.51,-177.57,0.5,42.31,-7.24,⚠️ 獲利稀釋,22.95,❌ 暫避觀望,3588.TW,-1.96%,0.37,31.63%
373.81,2026-03,閎康,16.51967435549525,2025,243.5,-40.84,-177.81,6.1,196.0,8.51,⚠️ 獲利稀釋,221.1,❌ 暫避觀望,3587.TWO,10.45%,2.24,30.02%
202.94,2026-03,全新,58.857142857142854,2025,412.0,-18.46,-178.23,2.97,24.71,4.29,⚠️ 獲利稀釋,105.0,❌ 暫避觀望,2455.TW,21.78%,1.06,37.27%
167.71,2026-03,太普高,4.431330390236052,2025,20.6499996185,-12.16,-178.42000000000002,2.31,-10.71,-17.82,📉 獲利侵蝕,69.89999999999999,⚪ 中性觀察,3284.TWO,13.35%,0.5,25.16%
168.81,2026-03,綠界科技*,4.297436053938462,2025,41.9000015259,117.01,-178.65,4.21,-9.84,8.73,📉 獲利侵蝕,146.25,⚪ 中性觀察,6763.TWO,N/A,0.55,N/A
162.23,2026-03,天鉞電,0.0,2025,24.7999992371,-50.0,-178.89999999999998,0.03,-16.67,10.32,📉 獲利侵蝕,-4.35,⚪ 數據不足,5251.TWO,N/A,0.1,N/A
152.96,2026-03,中菲,4.703196192196854,2025,92.6999969482,-0.37,-179.3,8.57,-26.34,7.88,📉 獲利侵蝕,295.65000000000003,⚪ 中性觀察,5403.TWO,N/A,1.42,N/A
97.83,2026-03,嘉威,17.42857115607143,2025,24.3999996185,-99.85,-179.72,0.01,-81.89,-24.49,📉 獲利侵蝕,21.0,❌ 暫避觀望,3557.TW,N/A,0.48,N/A
109.26,2026-03,聯鈞,45.892116182572614,2025,553.0,31.15,-179.77,5.01,-70.51,13.44,📉 獲利侵蝕,180.75,❌ 暫避觀望,3450.TW,15.62%,0.69,26.67%
156.53,2026-03,岱稜,4.899451414451554,2025,53.5999984741,16.97,-179.86,4.57,-23.33,0.49,📉 獲利侵蝕,164.1,⚪ 中性觀察,3303.TWO,N/A,0.92,N/A
188.41,2026-03,中電,50.83333253874999,2025,12.1999998093,-94.0,-180.07999999999998,0.03,8.33,-8.17,⚠️ 獲利稀釋,3.6,❌ 暫避觀望,1611.TW,11.05%,0.13,37.93%
131.75,2026-03,森田,6.190926275992439,2025,32.75,-56.63,-180.4,3.27,-48.65,-4.28,📉 獲利侵蝕,79.35,⚪ 中性觀察,8410.TWO,N/A,0.57,N/A
156.16,2026-03,虎山,6.145833598246528,2025,70.8000030518,-31.43,-180.68,5.04,-24.52,22.39,📉 獲利侵蝕,172.79999999999998,⚪ 中性觀察,7736.TW,N/A,1.18,N/A
113.25,2026-03,波力-KY,3.65761689291101,2025,97.0,-10.98,-180.94,10.03,-67.69,-1.52,📉 獲利侵蝕,397.80000000000007,⚪ 中性觀察,8467.TW,N/A,0.83,N/A
334.61,2026-03,坤悅,1.610230575036023,2025,22.3500003815,66.99,-182.03,3.44,152.58,55.14,⚠️ 獲利稀釋,208.2,⚪ 中性觀察,5206.TWO,N/A,2.45,N/A
282.06,2026-03,宏齊,2499.9999999999977,2025,25.0,66.67,-182.06,0.05,100.0,5.6,⚠️ 獲利稀釋,0.15000000000000013,❌ 暫避觀望,6168.TW,N/A,0.02,N/A
228.74,2026-03,東訊,0.0,2025,15.0,18.37,-183.29000000000002,-0.76,45.45,16.01,⚠️ 獲利稀釋,-23.549999999999997,⚪ 數據不足,2321.TW,-5.26%,-0.12,29.80%
140.62,2026-03,倫飛,8.284560895469223,2025,82.0999984741,2.69,-183.38,4.2,-42.76,20.5,📉 獲利侵蝕,148.65,⚪ 中性觀察,2364.TW,7.82%,0.83,39.87%
148.52,2026-03,科懋,0.0,2025,25.0,-85.58,-183.4,-3.97,-34.88,4.22,📉 獲利侵蝕,-152.85,⚪ 數據不足,6496.TWO,N/A,-1.18,N/A
186.36,2026-03,宸曜,10.609357997823722,2025,195.0,-8.99,-184.0,6.9,2.36,13.67,⚠️ 獲利稀釋,275.7,⚪ 中性觀察,6922.TWO,N/A,2.6,N/A
192.47,2026-03,優盛,0.0,2025,13.1999998093,-5.88,-184.14,-0.36,8.33,-1.34,⚠️ 獲利稀釋,-13.799999999999999,⚪ 數據不足,4121.TWO,-3.01%,-0.11,33.58%
84.83,2026-03,安格,5.497041510402367,2025,46.4500007629,137.2,-184.59,1.57,-99.76,-15.36,📉 獲利侵蝕,126.74999999999999,⚪ 中性觀察,6684.TWO,N/A,0.01,N/A
277.35,2026-03,艾訊,11.75917215428034,2025,125.0,-37.99,-185.04000000000002,4.68,92.31,1.82,⚠️ 獲利稀釋,159.45,⚪ 中性觀察,3088.TWO,10.77%,2.25,33.38%
139.57,2026-03,生展,3.3438487007807574,2025,84.8000030518,13.09,-185.14999999999998,10.02,-45.58,6.1,📉 獲利侵蝕,380.4,⚪ 中性觀察,8279.TWO,N/A,1.23,N/A
211.77,2026-03,統一,8.310307858469713,2025,78.1999969482,-5.22,-185.4,3.45,26.37,2.32,⚠️ 獲利稀釋,141.15,⚪ 中性觀察,1216.TW,2.59%,1.15,31.73%
183.17,2026-03,碩網,8.774193794500002,2025,54.4000015259,22.61,-185.5,2.65,-2.33,5.66,📉 獲利侵蝕,92.99999999999999,⚪ 中性觀察,7547.TWO,N/A,0.42,N/A
204.61,2026-03,凌通,14.942528735632184,2025,52.0,-54.63,-185.56,1.03,19.05,-13.56,⚠️ 獲利稀釋,52.2,⚪ 中性觀察,4952.TW,N/A,0.5,N/A
192.19,2026-03,宏觀,13.785557986870897,2025,126.0,4.76,-185.79,4.0,6.4,6.74,⚠️ 獲利稀釋,137.10000000000002,⚪ 中性觀察,6568.TWO,N/A,1.34,N/A
173.42,2026-03,帝寶,4.311926605504587,2025,141.0,-26.4,-185.92,13.97,-12.5,-3.69,📉 獲利侵蝕,490.50000000000006,⚪ 中性觀察,6605.TW,N/A,4.41,N/A
182.83,2026-03,融程電,10.15402167712493,2025,178.0,4.56,-186.06,7.39,-3.23,19.07,📉 獲利侵蝕,262.95,⚪ 中性觀察,3416.TW,18.05%,1.8,38.51%
232.47,2026-03,嘉基,95.90643274853801,2025,492.0,-65.38,-186.09,1.8,46.38,-25.1,⚠️ 獲利稀釋,76.95,❌ 暫避觀望,6715.TW,N/A,1.02,N/A
147.7,2026-03,可成,8.388157894736842,2025,204.0,-37.78,-186.16,11.33,-38.46,3.18,📉 獲利侵蝕,364.8,⚪ 中性觀察,2474.TW,13.69%,2.63,33.00%
195.24,2026-03,富鼎,13.325909428359315,2025,179.5,19.71,-186.21,5.73,9.03,6.37,⚠️ 獲利稀釋,202.05000000000004,⚪ 中性觀察,8261.TW,N/A,1.57,N/A
226.99,2026-03,茂達,9.268136784915308,2025,290.0,31.94,-186.28,13.04,40.71,22.89,⚠️ 獲利稀釋,469.34999999999997,⚪ 中性觀察,6138.TWO,N/A,3.68,N/A
746.29,2026-03,欣陸,5.768115831449276,2025,19.8999996185,25.87,-186.28999999999996,1.8,560.0,11.98,⚠️ 獲利稀釋,51.74999999999999,⚪ 中性觀察,3703.TW,7.24%,0.33,13.84%
205.02,2026-03,上亞科技,0.0,2025,28.1000003815,-129.33,-186.60000000000002,-1.72,18.42,-20.79,⚠️ 獲利稀釋,-57.3,⚪ 數據不足,6130.TWO,N/A,-0.31,N/A
295.15,2026-03,聯電,13.572267920094008,2025,115.5,-11.97,-187.08999999999997,3.34,108.06,2.26,⚠️ 獲利稀釋,127.64999999999999,⚪ 中性觀察,2303.TW,19.78%,1.29,30.67%
152.59,2026-03,昶和,0.0,2025,13.1000003815,-77.66,-187.21,0.21,-34.62,-23.26,📉 獲利侵蝕,-0.5999999999999996,⚪ 數據不足,1468.TW,2.42%,0.17,18.12%
249.55,2026-03,德晉,0.0,2025,24.4500007629,58.98,-187.35000000000002,-1.11,62.2,-72.48,⚠️ 獲利稀釋,-46.50000000000001,⚪ 數據不足,3466.TWO,-223.66%,-0.31,-8.98%
254.52,2026-03,磐儀,0.0,2025,51.4000015259,-63.43,-187.85000000000002,0.49,66.67,29.3,⚠️ 獲利稀釋,-0.5999999999999996,⚪ 數據不足,3594.TWO,10.21%,-0.07,41.27%
306.09,2026-03,大銀微系統,42.535787321063395,2025,208.0,294.12,-187.90999999999997,2.01,118.18,20.44,⚠️ 獲利稀釋,73.35,❌ 暫避觀望,4576.TW,13.23%,0.96,38.42%
207.08,2026-03,宜特,9.642356241234223,2025,137.5,-34.26,-188.26000000000002,4.81,18.82,11.44,⚠️ 獲利稀釋,213.89999999999998,⚪ 中性觀察,3289.TWO,4.49%,2.05,25.60%
219.52,2026-03,五鼎,7.165178230825893,2025,32.0999984741,27.34,-188.87,1.63,30.65,5.0,⚠️ 獲利稀釋,67.19999999999999,⚪ 中性觀察,1733.TW,7.57%,0.81,30.15%
147.3,2026-03,上福,0.0,2025,20.25,-431.94,-188.97000000000003,-9.56,-41.67,-4.71,🔄 轉虧為盈,-268.8,⚪ 數據不足,6128.TW,N/A,0.28,N/A
145.78,2026-03,百和,4.018957490606635,2025,42.4000015259,-13.68,-189.29,4.1,-43.51,2.05,📉 獲利侵蝕,158.25,⚪ 中性觀察,9938.TW,N/A,0.87,N/A
171.96,2026-03,強信-KY,4.4534412955465585,2025,33.0,48.04,-189.35000000000002,3.02,-17.39,6.92,📉 獲利侵蝕,111.15,⚪ 中性觀察,4560.TW,16.61%,0.76,33.75%
107.78,2026-03,營邦,13.200306983883346,2025,516.0,-38.69,-189.51,15.5,-81.73,-11.96,📉 獲利侵蝕,586.35,⚪ 中性觀察,3693.TWO,0.48%,1.54,29.12%
205.07,2026-03,世禾,8.384945212005716,2025,176.0,17.2,-189.9,8.36,15.17,16.17,⚠️ 獲利稀釋,314.85,⚪ 中性觀察,3551.TWO,18.42%,2.46,36.55%
200.1,2026-03,華城,23.30875280538634,2025,727.0,-6.3,-190.43,13.99,9.67,20.89,⚠️ 獲利稀釋,467.85,❌ 暫避觀望,1519.TW,19.22%,3.29,42.20%
194.32,2026-03,普安,23.105590535962733,2025,37.2000007629,-49.1,-191.19,1.13,3.13,-10.89,⚠️ 獲利稀釋,24.15,❌ 暫避觀望,2495.TW,9.76%,0.33,43.31%
174.54,2026-03,友輝,4.175058212695585,2025,53.9000015259,-18.35,-191.64999999999998,5.77,-17.11,2.41,📉 獲利侵蝕,193.65,⚪ 中性觀察,4933.TWO,12.48%,1.9,28.71%
369.13,2026-03,迎廣,7.496932328110429,2025,61.0999984741,-7.65,-192.04999999999998,3.77,177.08,11.78,⚠️ 獲利稀釋,122.25,⚪ 中性觀察,6117.TW,N/A,1.33,N/A
286.81,2026-03,創業家,0.0,2025,15.6499996185,53.77,-192.17000000000002,-0.92,94.64,-52.73,⚠️ 獲利稀釋,-30.450000000000003,⚪ 數據不足,8477.TWO,N/A,-0.03,N/A
231.62,2026-03,幸康,6.243705941591138,2025,62.0,61.93,-192.23000000000002,3.53,39.39,19.44,⚠️ 獲利稀釋,148.95,⚪ 中性觀察,3332.TWO,N/A,1.38,N/A
257.27,2026-03,騰輝電子-KY,23.31711273317113,2025,287.5,-2.81,-192.51,4.85,64.76,0.88,⚠️ 獲利稀釋,184.95,❌ 暫避觀望,6672.TW,N/A,1.73,N/A
89.63,2026-03,凱衛,0.0,2025,26.7000007629,-102.22,-192.66,-0.06,-103.03,12.63,📉 獲利侵蝕,-22.8,⚪ 數據不足,5201.TWO,N/A,-0.67,N/A
172.74,2026-03,揚智,0.0,2025,22.3999996185,-35.42,-192.74,-3.43,-20.0,-29.93,📉 獲利侵蝕,-106.95,⚪ 數據不足,3041.TW,-198.78%,-0.48,5.61%
190.77,2026-03,世德,11.068702290076335,2025,58.0,-77.5,-194.24,1.34,-3.47,-9.64,📉 獲利侵蝕,78.60000000000001,⚪ 中性觀察,2066.TWO,-4.97%,1.96,19.80%
396.14,2026-03,智崴,0.0,2025,88.0999984741,-356.73,-194.54999999999998,-2.87,201.59,-3.81,🔄 轉虧為盈,-137.10000000000002,⚪ 數據不足,5263.TWO,N/A,0.67,N/A
219.37,2026-03,視陽,5.992949471210341,2025,204.0,39.41,-195.34,14.08,24.03,15.02,⚠️ 獲利稀釋,510.59999999999997,⚪ 中性觀察,6782.TW,N/A,3.82,N/A
218.89,2026-03,意德士,13.005780346820808,2025,247.5,19.42,-195.95999999999998,7.1,22.93,19.26,⚠️ 獲利稀釋,285.45000000000005,⚪ 中性觀察,7556.TWO,N/A,2.52,N/A
192.14,2026-03,晶采,5.833333333333333,2025,24.5,-31.2,-196.48999999999998,1.72,-4.35,-0.92,📉 獲利侵蝕,63.0,⚪ 中性觀察,8049.TWO,N/A,0.44,N/A
206.96,2026-03,望隼,6.3870352716873215,2025,201.0,10.57,-196.72,12.71,10.24,16.17,⚠️ 獲利稀釋,472.04999999999995,⚪ 中性觀察,4771.TW,N/A,3.66,N/A
126.74,2026-03,鴻華先進-創,0.0,2025,32.1500015259,-73.98,-196.74,-2.15,-70.0,-51.34,📉 獲利侵蝕,-69.45,⚪ 數據不足,2258.TW,-262.93%,-0.51,19.82%
135.88,2026-03,僑威,3.510498687664042,2025,53.5,8.01,-196.95999999999998,6.07,-61.08,16.17,📉 獲利侵蝕,228.6,⚪ 中性觀察,3078.TWO,12.10%,0.72,23.99%
205.28,2026-03,南寶,6.551659125188537,2025,347.5,-9.03,-197.02,20.25,8.26,0.95,⚠️ 獲利稀釋,795.6,⚪ 中性觀察,4766.TW,16.17%,6.55,33.74%
226.47,2026-03,正淩,14.24384525205158,2025,121.5,62.03,-197.9,3.08,28.57,29.59,⚠️ 獲利稀釋,127.95000000000002,⚪ 中性觀察,8147.TWO,N/A,0.9,N/A
106.5,2026-03,遠見,36.462265590471695,2025,38.6500015259,-57.53,-198.34,0.32,-91.84,-4.54,🏰 高護城河,15.9,❌ 暫避觀望,3040.TW,-3.25%,0.04,58.07%
548.43,2026-03,鮮活果汁-KY,6.3924501424501425,2025,179.5,24.88,-198.42999999999995,11.19,350.0,2.94,⚠️ 獲利稀釋,421.2,⚪ 中性觀察,1256.TW,6.32%,3.24,24.61%
179.22,2026-03,鈞興-KY,6.695688225538971,2025,161.5,4.45,-198.67,9.61,-19.45,0.1,📉 獲利侵蝕,361.8,⚪ 中性觀察,4571.TW,18.52%,2.41,33.35%
168.9,2026-03,立端,8.382502698463885,2025,82.4000015259,-28.08,-198.81,4.38,-29.91,-3.53,📉 獲利侵蝕,147.45,⚪ 中性觀察,6245.TWO,N/A,0.75,N/A
199.94,2026-03,中保科,6.618531889290013,2025,110.0,5.71,-199.3,6.77,0.64,6.29,⚠️ 獲利稀釋,249.29999999999995,⚪ 中性觀察,9917.TW,N/A,1.6,N/A
182.28,2026-03,裕隆,11.317829753062016,2025,29.2000007629,-75.14,-199.35,0.93,-17.07,-15.65,📉 獲利侵蝕,38.7,⚪ 中性觀察,2201.TW,7.44%,0.35,30.14%
253.02,2026-03,欣銓,14.280821917808218,2025,208.5,34.97,-199.36,5.99,53.66,7.08,⚠️ 獲利稀釋,219.00000000000003,⚪ 中性觀察,3264.TWO,26.59%,1.95,37.83%
223.18,2026-03,樂斯科,8.319209255056498,2025,29.4500007629,-3.49,-199.65,1.66,23.53,-10.2,⚠️ 獲利稀釋,53.1,⚪ 中性觀察,6662.TWO,N/A,0.21,N/A
107.98,2026-03,大研生醫*,2.6003087008487653,2025,16.8500003815,-76.4,-200.55,0.51,-92.57,39.1,📉 獲利侵蝕,97.2,⚪ 中性觀察,7780.TW,N/A,0.13,N/A
208.08,2026-03,統一超,7.851534618129906,2025,220.0,-2.88,-201.63000000000002,10.78,6.45,3.79,⚠️ 獲利稀釋,420.30000000000007,⚪ 中性觀察,2912.TW,2.95%,2.97,34.07%
110.9,2026-03,喬山,9.436008676789587,2025,130.5,13.11,-202.11,9.06,-91.21,13.69,📉 獲利侵蝕,207.45,⚪ 中性觀察,1736.TW,9.78%,0.08,48.58%
261.03,2026-03,瀚荃,10.538991000676605,2025,91.9000015259,17.71,-202.12999999999997,3.92,58.9,5.25,⚠️ 獲利稀釋,130.8,⚪ 中性觀察,8103.TW,N/A,1.17,N/A
176.57,2026-03,興勤,9.66340933767644,2025,267.0,-2.81,-202.16,11.76,-25.59,6.85,📉 獲利侵蝕,414.45,⚪ 中性觀察,2428.TW,22.33%,2.21,39.10%
219.85,2026-03,勁豐,6.294851556021841,2025,80.6999969482,-14.93,-202.24,5.64,17.61,-7.81,⚠️ 獲利稀釋,192.29999999999998,⚪ 中性觀察,6577.TWO,N/A,1.67,N/A
201.11,2026-03,金興精密,7.3290596660470095,2025,34.2999992371,-37.18,-202.33,1.73,-1.22,0.66,📉 獲利侵蝕,70.19999999999999,⚪ 中性觀察,7732.TW,N/A,0.82,N/A
159.18,2026-03,互動,6.571683263739982,2025,73.8000030518,2.66,-202.45000000000002,5.78,-43.27,6.12,📉 獲利侵蝕,168.45000000000002,⚪ 中性觀察,6486.TWO,N/A,0.59,N/A
244.12,2026-03,台灣虎航,3.558786298173198,2025,56.2999992371,-10.95,-202.66,5.37,41.46,2.9,⚠️ 獲利稀釋,237.30000000000004,⚪ 中性觀察,6757.TW,N/A,2.91,N/A
198.02,2026-03,晶技,14.488854727132972,2025,188.5,-15.57,-203.09,5.28,-5.07,5.34,📉 獲利侵蝕,195.15000000000003,⚪ 中性觀察,3042.TW,14.07%,1.32,32.18%
222.57,2026-03,昇陽半導體,22.51595259799453,2025,247.0,51.58,-203.17,4.37,19.4,26.97,⚠️ 獲利稀釋,164.55,❌ 暫避觀望,8028.TW,N/A,1.61,N/A
236.89,2026-03,洛��,3.3258594917787745,2025,44.5,37.27,-203.32999999999998,6.04,33.56,1.41,⚠️ 獲利稀釋,200.7,⚪ 中性觀察,8077.TWO,N/A,1.95,N/A
158.08,2026-03,寬宏藝術,2.1086908045340222,2025,93.9000015259,242.99,-203.49,18.83,-45.41,78.68,📉 獲利侵蝕,667.9499999999999,⚪ 中性觀察,6596.TWO,N/A,2.08,N/A
