股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
00634R.TW,2026-03-23,3.38,2026-03-24,3.36,2026-03-27,3.37,0.30%,0.0029761877417267806,交易結束,00634R.TW 富邦上証反1
3715.TW,2026-01-12,144.5,2026-01-13,146.5,2026-01-21,133.5,-8.87%,-0.08873720136518772,交易結束,3715.TW 定穎投控
3715.TW,2026-01-26,155.5,2026-01-27,157.5,2026-02-03,142.0,-9.84%,-0.09841269841269841,交易結束,3715.TW 定穎投控
3715.TW,2026-02-04,157.5,2026-02-05,155.5,2026-02-09,147.5,-5.14%,-0.05144694533762058,交易結束,3715.TW 定穎投控
3715.TW,2026-02-26,158.0,2026-03-02,151.0,2026-03-05,153.0,1.32%,0.013245033112582781,交易結束,3715.TW 定穎投控
3715.TW,2026-03-13,166.0,2026-03-16,163.0,2026-03-25,171.0,4.91%,0.049079754601226995,交易結束,3715.TW 定穎投控
3715.TW,2026-03-27,203.5,2026-03-30,199.5,2026-04-01,185.5,-7.02%,-0.07017543859649122,交易結束,3715.TW 定穎投控
6958.TW,2026-03-12,17.55,2026-03-13,17.3,2026-03-18,17.25,-0.29%,-0.002890129439588411,交易結束,6958.TW 日盛台駿
3444.TWO,2026-01-15,79.8,2026-01-16,79.3,2026-01-21,72.1,-9.08%,-0.09079450568238748,交易結束,3444.TWO 利機
3444.TWO,2026-04-07,65.4,2026-04-08,67.0,持股中,67.0,0.00%,0.0,續抱中,3444.TWO 利機
8027.TWO,2026-03-23,117.0,2026-03-24,118.5,2026-04-08,150.5,27.00%,0.270042194092827,交易結束,8027.TWO 鈦昇
4991.TWO,2026-02-04,265.5,2026-02-05,268.0,2026-03-10,324.5,21.08%,0.21082089552238806,交易結束,4991.TWO 環宇-KY
4991.TWO,2026-03-20,427.0,2026-03-23,412.5,2026-04-01,415.0,0.61%,0.006060606060606061,交易結束,4991.TWO 環宇-KY
2024.TW,2026-02-10,16.35,2026-02-11,16.35,2026-03-05,15.5,-5.20%,-0.051987789704382725,交易結束,2024.TW 志聯
4542.TWO,2026-01-09,105.0,2026-01-12,105.0,2026-01-20,97.3,-7.33%,-0.07333330426857139,交易結束,4542.TWO 科嶠
4542.TWO,2026-02-05,130.0,2026-02-06,129.0,2026-03-05,145.0,12.40%,0.12403100775193798,交易結束,4542.TWO 科嶠
4542.TWO,2026-03-12,178.5,2026-03-13,180.0,2026-03-25,176.5,-1.94%,-0.019444444444444445,交易結束,4542.TWO 科嶠
6415.TW,2026-01-21,266.16,2026-01-22,271.62,2026-02-06,268.64,-1.09%,-0.010948926289698103,交易結束,6415.TW 矽力*-KY
2207.TW,2026-02-24,559.0,2026-02-25,559.0,2026-03-04,543.0,-2.86%,-0.028622540250447227,交易結束,2207.TW 和泰車
3597.TWO,2026-01-16,27.15,2026-01-19,27.4,2026-01-28,26.5,-3.28%,-0.03284670186244589,交易結束,3597.TWO 映興
5536.TWO,2026-01-06,812.4,2026-01-07,815.38,2026-01-12,790.55,-3.05%,-0.030450660710112494,交易結束,5536.TWO 聖暉*
5536.TWO,2026-02-26,723.0,2026-03-02,685.0,2026-03-05,666.0,-2.77%,-0.027737226277372264,交易結束,5536.TWO 聖暉*
6104.TWO,2026-01-09,101.5,2026-01-12,103.5,2026-01-22,101.5,-1.93%,-0.01932367149758454,交易結束,6104.TWO 創惟
3321.TW,2026-01-05,20.45,2026-01-06,20.0,2026-01-07,19.05,-4.75%,-0.04750003814500001,交易結束,3321.TW 同泰
00949.TW,2026-02-11,20.88,2026-02-23,20.8,2026-03-04,19.57,-5.91%,-0.05913459554873956,交易結束,00949.TW 復華日本龍頭
6431.TW,2026-03-30,25.0,2026-03-31,25.0,2026-04-07,22.6,-9.60%,-0.09599998474000003,交易結束,6431.TW 光麗-KY
7721.TW,2026-02-25,53.0,2026-02-26,53.7,2026-03-10,50.0,-6.89%,-0.0689013167660183,交易結束,7721.TW 微程式
7721.TW,2026-03-27,61.2,2026-03-30,67.3,持股中,85.0,26.30%,0.26300142861177167,續抱中,7721.TW 微程式
6625.TW,2026-01-13,88.1,2026-01-14,88.2,2026-01-27,87.5,-0.79%,-0.007936473610210042,交易結束,6625.TW 必應
9917.TW,2026-01-08,110.0,2026-01-09,110.0,2026-01-19,108.0,-1.82%,-0.01818181818181818,交易結束,9917.TW 中保科
9917.TW,2026-03-11,111.5,2026-03-12,111.5,2026-03-24,113.0,1.35%,0.013452914798206279,交易結束,9917.TW 中保科
9917.TW,2026-04-01,115.5,2026-04-02,116.0,持股中,116.5,0.43%,0.004310344827586207,續抱中,9917.TW 中保科
8074.TWO,2026-01-09,56.3,2026-01-12,57.0,2026-02-02,61.6,8.07%,0.08070172761578943,交易結束,8074.TWO 鉅橡
4924.TWO,2026-01-29,11.5,2026-01-30,11.15,2026-02-04,10.95,-1.79%,-0.017937203232560026,交易結束,4924.TWO 欣厚-KY
5548.TWO,2026-03-09,23.25,2026-03-10,22.95,2026-03-24,23.8,3.70%,0.03703696932220024,交易結束,5548.TWO 安倉
5548.TWO,2026-03-25,24.4,2026-03-26,24.55,持股中,24.9,1.43%,0.014256635123274458,續抱中,5548.TWO 安倉
8271.TW,2026-01-07,119.5,2026-01-08,119.5,2026-01-22,125.0,4.60%,0.04602510460251046,交易結束,8271.TW 宇瞻
8271.TW,2026-03-16,190.5,2026-03-17,186.0,2026-03-24,170.0,-8.60%,-0.08602150537634409,交易結束,8271.TW 宇瞻
8182.TWO,2026-01-13,26.3,2026-01-14,26.85,2026-02-02,27.85,3.72%,0.037243947329289914,交易結束,8182.TWO 加高
8047.TWO,2026-03-27,59.9,2026-03-30,59.9,2026-03-31,51.4,-14.19%,-0.14190316833839658,交易結束,8047.TWO 星雲
4540.TW,2026-01-06,37.9,2026-01-07,38.35,2026-01-13,36.0,-6.13%,-0.06127766799487853,交易結束,4540.TW 全球傳動
4540.TW,2026-01-15,38.95,2026-01-16,40.2,2026-02-02,46.8,16.42%,0.1641790634066617,交易結束,4540.TW 全球傳動
4540.TW,2026-02-23,51.4,2026-02-24,51.2,2026-03-05,48.75,-4.79%,-0.04785157668738338,交易結束,4540.TW 全球傳動
3158.TWO,2026-03-19,86.36,2026-03-20,85.9,2026-04-07,90.1,4.89%,0.04893702224914457,交易結束,3158.TWO 嘉實
3669.TW,2026-03-18,35.5,2026-03-19,35.2,2026-03-24,34.7,-1.42%,-0.014204545146686152,交易結束,3669.TW 圓展
1309.TW,2026-01-12,11.7,2026-01-13,11.65,2026-01-22,11.75,0.86%,0.008583724014994845,交易結束,1309.TW 台達化
1309.TW,2026-01-26,12.85,2026-01-27,12.9,2026-02-03,11.7,-9.30%,-0.09302324377429215,交易結束,1309.TW 台達化
1309.TW,2026-03-06,13.95,2026-03-09,15.3,持股中,23.85,55.88%,0.5588235349171471,續抱中,1309.TW 台達化
6028.TWO,2026-02-26,116.5,2026-03-02,116.0,2026-03-10,105.5,-9.05%,-0.09051724137931035,交易結束,6028.TWO 公勝保經
00904.TW,2026-01-02,23.21,2026-01-05,24.01,2026-02-03,27.74,15.54%,0.15538369879166591,交易結束,00904.TW 新光臺灣半導體30
00904.TW,2026-02-24,29.71,2026-02-25,30.95,2026-03-05,28.77,-7.04%,-0.07043619552065358,交易結束,00904.TW 新光臺灣半導體30
6919.TW,2026-01-16,170.0,2026-01-19,172.0,2026-01-27,160.5,-6.69%,-0.06686046511627906,交易結束,6919.TW 康霈*
3211.TWO,2026-03-02,312.0,2026-03-03,314.5,2026-03-05,321.0,2.07%,0.02066772655007949,交易結束,3211.TWO 順達
3211.TWO,2026-03-24,316.0,2026-03-25,335.0,2026-04-07,345.0,2.99%,0.029850746268656716,交易結束,3211.TWO 順達
2360.TW,2026-01-06,856.0,2026-01-07,941.0,2026-02-02,975.0,3.61%,0.036131774707757705,交易結束,2360.TW 致茂
2360.TW,2026-02-24,1225.0,2026-02-25,1240.0,2026-03-10,1315.0,6.05%,0.06048387096774194,交易結束,2360.TW 致茂
2360.TW,2026-03-17,1470.0,2026-03-18,1480.0,2026-03-25,1545.0,4.39%,0.04391891891891892,交易結束,2360.TW 致茂
00708L.TW,2026-01-21,113.3,2026-01-22,109.4,2026-02-03,106.4,-2.74%,-0.027422303091008297,交易結束,00708L.TW 期元大S&P黃金正2
9962.TWO,2026-01-29,11.85,2026-01-30,11.85,2026-02-03,11.45,-3.38%,-0.033755321461801234,交易結束,9962.TWO 有益
8016.TW,2026-02-23,194.0,2026-02-24,194.0,2026-03-04,191.0,-1.55%,-0.015463917525773196,交易結束,8016.TW 矽創
3094.TW,2026-01-07,25.85,2026-01-08,25.85,2026-01-30,25.8,-0.19%,-0.0019342802190356508,交易結束,3094.TW 聯傑
5484.TW,2026-01-23,45.3,2026-01-26,45.05,2026-02-02,40.85,-9.32%,-0.09322976324361802,交易結束,5484.TW 慧友
6284.TWO,2026-01-02,83.9,2026-01-05,85.1,2026-01-27,91.5,7.52%,0.07520565970218931,交易結束,6284.TWO 佳邦
4558.TWO,2026-01-28,21.35,2026-01-29,21.3,2026-02-03,19.5,-8.45%,-0.08450700946339894,交易結束,4558.TWO 寶緯
4558.TWO,2026-03-30,20.75,2026-03-31,22.8,2026-04-08,19.3,-15.35%,-0.15350877706630903,交易結束,4558.TWO 寶緯
00941.TW,2026-01-12,19.17,2026-01-13,19.32,2026-02-03,20.75,7.40%,0.0740165801133468,交易結束,00941.TW 中信上游半導體
3014.TW,2026-01-26,122.0,2026-01-27,122.0,2026-02-02,119.5,-2.05%,-0.020491803278688523,交易結束,3014.TW 聯陽
3558.TWO,2026-01-19,138.0,2026-01-20,138.5,2026-01-28,138.0,-0.36%,-0.0036101083032490976,交易結束,3558.TWO 神準
3558.TWO,2026-02-24,143.0,2026-02-25,145.5,2026-03-04,134.5,-7.56%,-0.07560137457044673,交易結束,3558.TWO 神準
3406.TW,2026-01-09,456.0,2026-01-12,464.0,2026-01-30,450.5,-2.91%,-0.029094827586206896,交易結束,3406.TW 玉晶光
3406.TW,2026-03-24,454.5,2026-03-25,464.0,2026-03-30,436.0,-6.03%,-0.0603448275862069,交易結束,3406.TW 玉晶光
6794.TW,2026-01-28,89.1,2026-01-29,89.0,2026-02-02,88.5,-0.56%,-0.0056179775280898875,交易結束,6794.TW 向榮生技
6794.TW,2026-02-25,92.0,2026-02-26,91.9,2026-03-02,88.1,-4.13%,-0.04134932523074054,交易結束,6794.TW 向榮生技
2383.TW,2026-01-06,1695.0,2026-01-07,1720.0,2026-01-08,1600.0,-6.98%,-0.06976744186046512,交易結束,2383.TW 台光電
2383.TW,2026-02-04,2040.0,2026-02-05,1980.0,2026-03-05,2350.0,18.69%,0.18686868686868688,交易結束,2383.TW 台光電
2383.TW,2026-03-12,2600.0,2026-03-13,2580.0,2026-03-25,2790.0,8.14%,0.08139534883720931,交易結束,2383.TW 台光電
7402.TWO,2026-01-21,141.5,2026-01-22,145.0,2026-01-28,139.0,-4.14%,-0.041379310344827586,交易結束,7402.TWO 邑錡
7402.TWO,2026-02-24,143.0,2026-02-25,145.0,2026-03-05,131.0,-9.66%,-0.09655172413793103,交易結束,7402.TWO 邑錡
3149.TW,2026-01-12,44.7,2026-01-13,48.3,2026-02-02,51.6,6.83%,0.06832296664852144,交易結束,3149.TW 正達
7717.TWO,2026-01-15,479.5,2026-01-16,478.0,2026-02-09,635.0,32.85%,0.3284518828451883,交易結束,7717.TWO 萊德光電-KY
7717.TWO,2026-02-23,692.0,2026-02-24,710.0,2026-03-05,745.0,4.93%,0.04929577464788732,交易結束,7717.TWO 萊德光電-KY
00963.TW,2026-02-05,12.25,2026-02-06,12.17,2026-03-05,12.19,0.12%,0.0011629342457187435,交易結束,00963.TW 中信全球高股息
6739.TWO,2026-01-30,950.0,2026-02-02,931.0,2026-02-10,855.0,-8.16%,-0.08163265306122448,交易結束,6739.TWO 竹陞科技
6739.TWO,2026-02-26,1095.0,2026-03-02,1010.0,2026-03-05,973.0,-3.66%,-0.03663366336633663,交易結束,6739.TWO 竹陞科技
6739.TWO,2026-03-13,1145.0,2026-03-16,1185.0,2026-03-25,1180.0,-0.42%,-0.004219409282700422,交易結束,6739.TWO 竹陞科技
2023.TW,2026-01-07,15.2,2026-01-08,15.25,2026-01-09,14.85,-2.62%,-0.02622948318032792,交易結束,2023.TW 燁輝
2023.TW,2026-01-29,15.35,2026-01-30,15.3,2026-02-04,14.8,-3.27%,-0.03267973815476954,交易結束,2023.TW 燁輝
3454.TW,2026-02-26,99.4,2026-03-02,99.4,2026-03-06,99.3,-0.10%,-0.0010060208507535555,交易結束,3454.TW 未知
3454.TW,2026-03-09,99.4,2026-03-10,99.4,2026-03-11,99.3,-0.10%,-0.0010060208507535555,交易結束,3454.TW 未知
3543.TW,2026-01-20,50.3,2026-01-21,50.5,2026-01-29,47.0,-6.93%,-0.06930693069306931,交易結束,3543.TW 州巧
2345.TW,2026-02-09,1305.0,2026-02-10,1365.0,2026-03-05,1375.0,0.73%,0.007326007326007326,交易結束,2345.TW 智邦
2345.TW,2026-03-18,1600.0,2026-03-19,1585.0,2026-04-01,1585.0,0.00%,0.0,交易結束,2345.TW 智邦
3018.TW,2026-03-16,13.05,2026-03-17,13.05,2026-03-19,12.5,-4.21%,-0.04214560786688376,交易結束,3018.TW 隆銘綠能
6526.TW,2026-02-26,517.0,2026-03-02,530.0,2026-03-10,495.5,-6.51%,-0.06509433962264151,交易結束,6526.TW 達發
8240.TWO,2026-01-02,37.35,2026-01-05,37.5,2026-01-22,42.6,13.60%,0.13599995930933328,交易結束,8240.TWO 華宏
8240.TWO,2026-03-11,42.5,2026-03-12,42.8,2026-03-27,50.0,16.82%,0.16822431988874603,交易結束,8240.TWO 華宏
3686.TW,2026-02-03,21.55,2026-02-04,20.8,2026-02-10,20.05,-3.61%,-0.03605769363021223,交易結束,3686.TW 達能
2061.TWO,2026-01-30,19.95,2026-02-02,19.85,2026-02-09,18.1,-8.82%,-0.08816120737362718,交易結束,2061.TWO 風青
2415.TW,2026-01-16,27.8,2026-01-19,27.85,2026-01-28,27.1,-2.69%,-0.0269299816777814,交易結束,2415.TW 錩新
2415.TW,2026-04-07,30.65,2026-04-08,30.3,2026-04-08,30.3,0.00%,0.0,交易結束,2415.TW 錩新
1337.TW,2026-03-30,6.43,2026-03-31,6.6,2026-04-01,6.17,-6.52%,-0.06515149007809877,交易結束,1337.TW 再生-KY
3663.TWO,2026-01-15,68.4,2026-01-16,69.6,2026-01-28,64.2,-7.76%,-0.07758623052139135,交易結束,3663.TWO 鑫科
3663.TWO,2026-02-11,68.5,2026-02-23,68.0,2026-03-03,61.7,-9.26%,-0.09264704760441181,交易結束,3663.TWO 鑫科
6588.TWO,2026-01-29,61.4,2026-01-30,64.0,2026-03-05,91.5,42.97%,0.4296875,交易結束,6588.TWO 東典光電
4563.TWO,2026-01-06,49.3,2026-01-07,49.8,2026-01-30,60.5,21.49%,0.2148594563617726,交易結束,4563.TWO 百德
6494.TWO,2026-01-26,38.4,2026-01-27,38.85,2026-02-03,38.15,-1.80%,-0.018017940172292676,交易結束,6494.TWO 九齊
6494.TWO,2026-02-10,41.65,2026-02-11,43.1,2026-03-05,44.65,3.60%,0.035962949110809016,交易結束,6494.TWO 九齊
6494.TWO,2026-03-18,48.5,2026-03-19,47.8,2026-03-30,45.2,-5.44%,-0.0543932743869589,交易結束,6494.TWO 九齊
6155.TW,2026-01-15,60.7,2026-01-16,61.0,2026-01-27,58.5,-4.10%,-0.040983606557377046,交易結束,6155.TW 鈞寶
3707.TWO,2026-01-05,56.3,2026-01-06,56.8,2026-01-12,54.0,-4.93%,-0.04929576187865739,交易結束,3707.TWO 漢磊
3707.TWO,2026-01-20,61.9,2026-01-21,63.4,2026-01-30,60.7,-4.26%,-0.04258676179837328,交易結束,3707.TWO 漢磊
8103.TW,2026-01-22,101.5,2026-01-23,101.5,2026-01-26,95.9,-5.52%,-0.05517239875960596,交易結束,8103.TW 瀚荃
3498.TWO,2026-01-08,55.6,2026-01-09,56.2,2026-01-19,52.0,-7.47%,-0.0747331086456603,交易結束,3498.TWO 陽程
3498.TWO,2026-03-04,63.0,2026-03-05,66.0,2026-03-10,60.9,-7.73%,-0.07727270415303027,交易結束,3498.TWO 陽程
3297.TWO,2026-01-20,42.65,2026-01-21,43.5,2026-01-26,41.65,-4.25%,-0.042528700554022934,交易結束,3297.TWO 杭特
2883.TW,2026-01-19,18.1,2026-01-20,18.1,2026-02-03,18.1,0.00%,0.0,交易結束,2883.TW 凱基金
2883.TW,2026-02-09,18.85,2026-02-10,18.9,2026-03-05,20.5,8.47%,0.08465610655006899,交易結束,2883.TW 凱基金
9937.TW,2026-03-06,59.1,2026-03-09,64.0,2026-03-11,57.7,-9.84%,-0.09843748807968755,交易結束,9937.TW 全國
6788.TWO,2026-03-25,401.0,2026-03-26,405.0,2026-03-31,365.0,-9.88%,-0.09876543209876543,交易結束,6788.TWO 華景電
6793.TWO,2026-01-21,5.6,2026-01-22,5.59,2026-02-03,6.1,9.12%,0.09123430019278095,交易結束,6793.TWO 天力離岸
2308.TW,2026-01-06,1050.0,2026-01-07,1080.0,2026-02-03,1205.0,11.57%,0.11574074074074074,交易結束,2308.TW 台達電
6903.TWO,2026-01-02,246.0,2026-01-05,250.5,2026-01-07,230.5,-7.98%,-0.07984031936127745,交易結束,6903.TWO 巨漢
6903.TWO,2026-01-13,276.5,2026-01-14,285.0,2026-01-23,272.0,-4.56%,-0.0456140350877193,交易結束,6903.TWO 巨漢
6903.TWO,2026-02-26,315.5,2026-03-02,302.0,2026-03-05,272.5,-9.77%,-0.09768211920529801,交易結束,6903.TWO 巨漢
6903.TWO,2026-03-06,314.0,2026-03-09,283.0,2026-03-10,300.0,6.01%,0.06007067137809187,交易結束,6903.TWO 巨漢
6903.TWO,2026-03-13,324.0,2026-03-16,326.5,2026-03-24,309.5,-5.21%,-0.05206738131699847,交易結束,6903.TWO 巨漢
2324.TW,2026-01-07,30.95,2026-01-08,31.05,2026-01-09,29.95,-3.54%,-0.035426682809243666,交易結束,2324.TW 仁寶
2324.TW,2026-01-14,31.35,2026-01-15,31.55,2026-01-22,32.62,3.39%,0.033904381073396266,交易結束,2324.TW 仁寶
6108.TW,2026-01-12,15.15,2026-01-13,15.3,2026-01-21,14.95,-2.29%,-0.022875841636443007,交易結束,6108.TW 競國
6108.TW,2026-01-23,15.45,2026-01-26,15.5,2026-02-03,14.6,-5.81%,-0.05806449151612908,交易結束,6108.TW 競國
6108.TW,2026-02-26,15.6,2026-03-02,15.5,2026-03-26,16.6,7.10%,0.07096776654838705,交易結束,6108.TW 競國
4148.TW,2026-03-09,38.45,2026-03-10,37.9,2026-04-08,42.8,12.93%,0.1292875333488167,交易結束,4148.TW 全宇生技-KY
6578.TWO,2026-01-15,20.05,2026-01-16,20.05,2026-01-20,19.75,-1.50%,-0.014962556035657545,交易結束,6578.TWO 達邦蛋白
6578.TWO,2026-01-30,20.05,2026-02-02,20.4,2026-02-04,19.8,-2.94%,-0.02941178395199003,交易結束,6578.TWO 達邦蛋白
6578.TWO,2026-02-05,20.0,2026-02-06,20.05,2026-02-09,19.35,-3.49%,-0.03491266245560452,交易結束,6578.TWO 達邦蛋白
1907.TW,2026-03-26,25.95,2026-03-27,26.25,2026-04-08,26.15,-0.38%,-0.0038095383428571137,交易結束,1907.TW 永豐餘
2375.TW,2026-01-14,100.0,2026-01-15,100.0,2026-01-27,102.0,2.00%,0.02,交易結束,2375.TW 凱美
00965.TW,2026-01-08,24.67,2026-01-09,24.84,2026-01-26,25.49,2.62%,0.026167456300597705,交易結束,00965.TW 元大航太防衛科技
4513.TWO,2026-01-15,18.8,2026-01-16,19.6,2026-01-29,20.1,2.55%,0.025510203585094763,交易結束,4513.TWO 福裕
6805.TW,2026-02-26,1710.0,2026-03-02,1715.0,2026-03-16,1780.0,3.79%,0.037900874635568516,交易結束,6805.TW 富世達
2905.TW,2026-02-23,15.95,2026-02-24,15.85,2026-02-25,16.0,0.95%,0.009463698100290217,交易結束,2905.TW 三商
2905.TW,2026-02-26,16.5,2026-03-02,16.35,2026-03-05,15.6,-4.59%,-0.04587155856269116,交易結束,2905.TW 三商
2073.TWO,2026-03-03,26.5,2026-03-04,26.5,2026-03-18,26.8,1.13%,0.011320725928301878,交易結束,2073.TWO 雄順
5292.TW,2026-01-05,173.5,2026-01-06,175.5,2026-01-27,201.0,14.53%,0.1452991452991453,交易結束,5292.TW 華懋
5292.TW,2026-03-25,220.0,2026-03-26,231.0,2026-04-07,212.5,-8.01%,-0.08008658008658008,交易結束,5292.TW 華懋
00958B.TWO,2026-01-09,9.42,2026-01-12,9.42,2026-01-20,9.44,0.24%,0.002423961674766883,交易結束,00958B.TWO 永豐ESG銀行債15+
00958B.TWO,2026-01-22,9.46,2026-01-23,9.49,2026-01-27,9.44,-0.52%,-0.005219207965666531,交易結束,00958B.TWO 永豐ESG銀行債15+
00958B.TWO,2026-02-02,9.47,2026-02-03,9.45,2026-02-04,9.41,-0.42%,-0.004192776551469883,交易結束,00958B.TWO 永豐ESG銀行債15+
00958B.TWO,2026-03-02,9.53,2026-03-03,9.5,2026-03-04,9.52,0.21%,0.00209647714074668,交易結束,00958B.TWO 永豐ESG銀行債15+
00958B.TWO,2026-04-07,9.35,2026-04-08,9.39,持股中,9.39,0.00%,0.0,續抱中,00958B.TWO 永豐ESG銀行債15+
3605.TW,2026-01-22,65.0,2026-01-23,65.4,2026-02-02,64.3,-1.68%,-0.016819548141208597,交易結束,3605.TW 宏致
3313.TWO,2026-03-16,13.65,2026-03-17,13.45,2026-03-19,12.85,-4.46%,-0.0446096235172532,交易結束,3313.TWO 斐成
4433.TWO,2026-01-13,24.2,2026-01-14,23.65,2026-01-23,22.6,-4.44%,-0.04439743145613622,交易結束,4433.TWO 興采
3529.TWO,2026-02-24,2385.0,2026-02-25,2495.0,2026-03-10,2305.0,-7.62%,-0.07615230460921844,交易結束,3529.TWO 力旺
3529.TWO,2026-03-16,2555.0,2026-03-17,2620.0,2026-03-25,2660.0,1.53%,0.015267175572519083,交易結束,3529.TWO 力旺
8436.TWO,2026-01-07,120.5,2026-01-08,122.5,2026-02-04,151.5,23.67%,0.23673469387755103,交易結束,8436.TWO 大江
6276.TWO,2026-03-20,37.6,2026-03-23,36.95,2026-03-26,33.9,-8.25%,-0.0825439559953237,交易結束,6276.TWO 安鈦克
8473.TW,2026-01-12,39.1,2026-01-13,39.1,2026-01-23,39.4,0.77%,0.007672712621682781,交易結束,8473.TW 山林水
8473.TW,2026-03-25,41.1,2026-03-26,41.1,2026-03-30,38.6,-6.08%,-0.060827252866576774,交易結束,8473.TW 山林水
6182.TWO,2026-01-07,34.95,2026-01-08,35.1,2026-01-28,39.45,12.39%,0.12393169452727555,交易結束,6182.TWO 合晶
6598.TW,2026-01-05,22.35,2026-01-06,22.35,2026-01-22,24.0,7.38%,0.07382548502620037,交易結束,6598.TW ABC-KY
6598.TW,2026-01-28,24.8,2026-01-29,24.85,2026-01-30,23.9,-3.82%,-0.03822940637486841,交易結束,6598.TW ABC-KY
2387.TW,2026-02-25,39.42,2026-02-26,40.01,2026-03-25,40.6,1.48%,0.014789480977916582,交易結束,2387.TW 精元
2609.TW,2026-01-07,57.6,2026-01-08,58.0,2026-01-13,56.5,-2.59%,-0.02586206896551724,交易結束,2609.TW 陽明
2609.TW,2026-02-26,57.4,2026-03-02,61.9,2026-03-11,60.5,-2.26%,-0.022617148487697823,交易結束,2609.TW 陽明
3632.TWO,2026-02-26,10.2,2026-03-02,9.94,2026-03-12,9.51,-4.33%,-0.04325949392874092,交易結束,3632.TWO 研勤
5013.TWO,2026-01-07,29.0,2026-01-08,29.2,2026-01-23,30.2,3.42%,0.03424657444771535,交易結束,5013.TWO 強新
5013.TWO,2026-01-29,32.0,2026-01-30,30.9,2026-02-04,29.7,-3.88%,-0.03883491490017866,交易結束,5013.TWO 強新
6548.TWO,2026-01-06,47.8,2026-01-07,49.05,2026-02-03,55.76,13.68%,0.1367713916787541,交易結束,6548.TWO 長科*
00713.TW,2026-01-05,50.65,2026-01-06,50.7,2026-01-07,50.75,0.10%,0.0009861782317090325,交易結束,00713.TW 元大台灣高息低波
4764.TW,2026-03-06,144.0,2026-03-09,130.0,2026-03-23,139.0,6.92%,0.06923076923076923,交易結束,4764.TW 雙鍵
2887I.TW,2026-03-24,9.35,2026-03-25,9.35,持股中,9.4,0.53%,0.005347511760419871,續抱中,2887I.TW 台新新光辛特
6472.TW,2026-01-16,547.0,2026-01-19,559.0,2026-01-22,518.0,-7.33%,-0.07334525939177101,交易結束,6472.TW 保瑞
6472.TW,2026-01-26,542.0,2026-01-27,548.0,2026-02-06,571.0,4.20%,0.041970802919708027,交易結束,6472.TW 保瑞
6863.TW,2026-01-12,130.0,2026-01-13,130.0,2026-01-19,120.0,-7.69%,-0.07692307692307693,交易結束,6863.TW 永道-KY
2365.TW,2026-01-26,40.7,2026-01-27,41.2,2026-02-03,36.9,-10.44%,-0.10436891158681923,交易結束,2365.TW 昆盈
2425.TW,2026-01-02,31.7,2026-01-05,32.0,2026-01-07,30.55,-4.53%,-0.04531252384062501,交易結束,2425.TW 承啟
2425.TW,2026-01-19,33.15,2026-01-20,32.95,2026-01-22,31.3,-5.01%,-0.05007591768124672,交易結束,2425.TW 承啟
3594.TWO,2026-03-12,43.15,2026-03-13,43.65,2026-03-19,41.2,-5.61%,-0.056128308759537664,交易結束,3594.TWO 磐儀
4561.TWO,2026-01-20,43.7,2026-01-21,42.5,2026-02-02,44.55,4.82%,0.0482352761670589,交易結束,4561.TWO 健椿
6128.TW,2026-01-27,24.5,2026-01-28,24.85,2026-02-04,23.8,-4.23%,-0.04225356653039291,交易結束,6128.TW 上福
6128.TW,2026-02-11,25.1,2026-02-23,25.1,2026-03-04,24.25,-3.39%,-0.0338645565171582,交易結束,6128.TW 上福
2313.TW,2026-01-07,110.5,2026-01-08,111.0,2026-02-06,168.0,51.35%,0.5135135135135135,交易結束,2313.TW 華通
6823.TWO,2026-03-12,68.7,2026-03-13,75.5,2026-03-20,61.5,-18.54%,-0.18543046357615894,交易結束,6823.TWO 濾能
2390.TW,2026-01-14,10.95,2026-01-15,10.9,2026-01-30,10.55,-3.21%,-0.03211004037155786,交易結束,2390.TW 云辰
2390.TW,2026-03-18,10.85,2026-03-19,11.65,2026-03-30,10.3,-11.59%,-0.11587978300499033,交易結束,2390.TW 云辰
6175.TWO,2026-01-14,55.9,2026-01-15,56.2,2026-01-22,54.5,-3.02%,-0.030249123484393958,交易結束,6175.TWO 立敦
6175.TWO,2026-03-13,48.45,2026-03-16,48.8,2026-03-24,46.1,-5.53%,-0.055327885352656744,交易結束,6175.TWO 立敦
01004T.TW,2026-03-31,10.89,2026-04-01,10.89,持股中,10.9,0.09%,0.0009182070601266968,續抱中,01004T.TW 土銀富邦R2
5321.TWO,2026-01-02,37.0,2026-01-05,37.0,2026-01-07,36.2,-2.16%,-0.021621601002702794,交易結束,5321.TWO 美而快
5321.TWO,2026-01-08,36.15,2026-01-09,36.0,2026-01-12,35.8,-0.56%,-0.00555557674722213,交易結束,5321.TWO 美而快
3379.TWO,2026-01-14,51.5,2026-01-15,51.5,2026-01-22,51.1,-0.78%,-0.007767019920388393,交易結束,3379.TWO 彬台
3379.TWO,2026-01-23,52.2,2026-01-26,52.8,2026-01-28,51.2,-3.03%,-0.030303001843147097,交易結束,3379.TWO 彬台
2723.TW,2026-01-12,74.7,2026-01-13,74.8,2026-01-26,76.5,2.27%,0.022727231000548555,交易結束,2723.TW 美食-KY
3141.TWO,2026-01-26,53.2,2026-01-27,54.0,2026-01-30,49.7,-7.96%,-0.07962961550185191,交易結束,3141.TWO 晶宏
