symbol,om,price,gm,date,advice,eps,pe,prev_eps,eps_yoy,prev_year,prev_rev_yoy,status,est_price,name,prev_eps_yoy,rev_yoy,expansion
7547.TWO,N/A,59.5,N/A,2025-12,💎 強力關注,2.65,9.58132045088567,2.13,22.61,2025,11.11,🚀 利潤擴張,93.14999999999999,碩網,41.18,5.66,16.95
2472.TW,21.55%,371.5,32.60%,2025-12,⚪ 中性觀察,8.73,20.091941590048673,5.19,24.54,2025,8.92,🚀 利潤擴張,277.35,立隆電,4.85,7.68,16.86
8034.TWO,N/A,23.3999996185,N/A,2025-12,💎 強力關注,1.42,7.7740862519933565,1.09,31.78,2025,71.04,🚀 利潤擴張,45.15,榮群,208.57,15.15,16.630000000000003
5515.TW,N/A,44.0,N/A,2025-12,💎 強力關注,4.48,5.146198830409356,2.91,32.54,2025,28.4,🚀 利潤擴張,128.25,建國,20.75,15.92,16.619999999999997
2851.TW,21.14%,37.1500015259,24.99%,2025-12,💎 強力關注,3.66,4.986577386026846,2.0,16.56,2025,-7.87,🚀 利潤擴張,111.75,中再保,-23.95,0.05,16.509999999999998
3593.TW,-22.91%,16.9500007629,-4.13%,2025-12,⚪ 數據不足,-1.4,0.0,-1.8,41.55,2025,43.83,🚀 利潤擴張,-66.3,力銘,7.69,25.06,16.49
8436.TWO,N/A,120.5,N/A,2025-12,💎 強力關注,8.68,6.276041666666667,5.89,12.64,2025,-3.22,🧐 疑業外收益,288.0,大江,16.0,-3.47,16.11
2357.TW,4.63%,785.0,15.94%,2025-12,💎 強力關注,59.99,5.155654800998292,44.63,41.92,2025,23.74,🚀 利潤擴張,2283.9,華碩,11.41,25.86,16.060000000000002
4979.TWO,N/A,501.0,N/A,2025-12,⚠️ 追價風險,5.43,38.92773892773893,3.73,43.01,2025,34.44,🚀 利潤擴張,193.04999999999998,華星光,37.64,27.06,15.95
1593.TWO,10.89%,31.7000007629,31.32%,2025-12,💎 強力關注,2.18,6.673684371136842,1.28,28.24,2025,12.07,🚀 利潤擴張,71.25,祺驊,26.73,12.31,15.929999999999998
5302.TWO,N/A,11.3000001907,N/A,2025-12,⚪ 數據不足,-0.12,0.0,-0.2,55.56,2025,22.1,🚀 利潤擴張,-8.85,太欣,0.0,39.69,15.870000000000005
6969.TW,N/A,27.0,N/A,2025-12,⚪ 數據不足,-0.09,0.0,-0.24,95.65,2025,95.06,🚀 利潤擴張,-8.85,成信實業*-創,87.3,79.86,15.790000000000006
3234.TWO,-32.45%,111.5,8.38%,2025-12,⚪ 數據不足,-1.4,0.0,-0.94,34.88,2025,19.64,🚀 利潤擴張,-41.099999999999994,光環,45.03,19.09,15.790000000000003
3711.TW,9.94%,590.0,19.52%,2025-12,⚠️ 追價風險,9.37,28.654686741136473,5.99,24.18,2025,7.92,🚀 利潤擴張,308.85,日月光投控,11.64,8.39,15.79
1799.TWO,-18.36%,0.0,41.11%,2025-12,⚪ 數據不足,-0.59,0.0,-0.35,26.25,2025,12.53,🚀 利潤擴張,0.0,易威,44.44,10.54,15.71
6124.TWO,N/A,30.2000007629,N/A,2025-12,⚪ 數據不足,-0.99,0.0,-0.86,16.81,2025,12.2,🚀 利潤擴張,-49.95,業強,-22.86,1.16,15.649999999999999
5289.TWO,N/A,1805.0,N/A,2025-12,⚠️ 追價風險,21.72,41.43709825528007,12.46,75.21,2025,41.37,🚀 利潤擴張,653.4000000000001,宜鼎,33.7,59.96,15.249999999999993
2423.TW,18.42%,74.9000015259,51.76%,2025-12,💎 強力關注,2.92,11.030928059779086,2.0,20.66,2025,4.13,🏰 高護城河,101.85,固緯,26.58,5.54,15.120000000000001
6222.TWO,N/A,20.75,N/A,2025-12,⚪ 數據不足,-0.4,0.0,-0.31,14.63,2025,12.72,🧐 疑業外收益,-15.449999999999998,立軒,16.13,-0.4,15.030000000000001
2330.TW,54.00%,2310.0,62.33%,2025-12,✅ 穩健價值,66.26,14.782107890190057,46.75,46.42,2025,36.39,🏰 高護城河,2344.0499999999997,台積電,51.8,31.61,14.810000000000002
6509.TWO,N/A,46.25,N/A,2025-12,💎 強力關注,2.87,6.2080536912751665,2.35,17.48,2025,4.39,🚀 利潤擴張,111.75000000000001,聚和,9.22,2.77,14.71
6722.TW,N/A,38.7999992371,N/A,2025-12,⚪ 數據不足,2.9,0.0,2.02,11.54,2025,-0.96,🧐 疑業外收益,0.0,輝創,-11.4,-2.79,14.329999999999998
1225.TW,5.38%,31.1499996185,10.74%,2025-12,💎 強力關注,1.62,7.946428474107143,1.12,8.0,2025,-5.83,🧐 疑業外收益,58.8,福懋油,-6.67,-6.25,14.25
6614.TW,N/A,39.9500007629,N/A,2025-12,⚪ 數據不足,2.08,0.0,0.87,11.76,2025,15.97,🧐 疑業外收益,0.0,資拓宏宇,163.64,-2.37,14.129999999999999
7738.TWO,N/A,170.5,N/A,2025-12,⚪ 數據不足,14.61,0.0,11.58,44.26,2025,32.44,🚀 利潤擴張,0.0,東聯互動,75.19,30.15,14.11
1560.TW,15.49%,652.0,34.18%,2025-12,⚠️ 追價風險,9.28,30.988593155893536,6.02,30.18,2025,15.28,🚀 利潤擴張,315.59999999999997,中砂,9.71,16.1,14.079999999999998
5864.TWO,N/A,47.2000007629,N/A,2025-12,⚠️ 追價風險,2.56,22.159624771314554,1.17,56.1,2025,-34.55,🚀 利潤擴張,31.95,致和證,-53.39,42.16,13.940000000000005
8048.TWO,N/A,66.9000015259,N/A,2025-12,💎 強力關注,2.67,11.634782874069565,1.67,13.14,2025,-5.79,🧐 疑業外收益,86.25,德勝,5.03,-0.76,13.9
3703.TW,7.24%,22.0499992371,13.84%,2025-12,💎 強力關注,1.8,6.95583572148265,0.92,25.87,2025,-3.98,🚀 利潤擴張,47.55,欣陸,-42.14,11.98,13.89
6225.TW,N/A,23.2999992371,N/A,2025-12,⚪ 數據不足,-0.06,0.0,-0.19,14.29,2025,-19.16,🚀 利潤擴張,-7.199999999999999,天瀚,-375.0,0.42,13.87
5457.TWO,N/A,35.5499992371,N/A,2025-12,💎 強力關注,2.77,6.045918237602041,1.54,21.15,2025,11.53,🚀 利潤擴張,88.20000000000002,宣德,-11.11,7.36,13.79
2836.TW,32.37%,12.25,89.95%,2025-12,💎 強力關注,0.68,7.515337423312884,0.49,28.3,2025,13.69,🏰 高護城河,24.45,高雄銀,28.21,14.52,13.780000000000001
2007.TW,-33.95%,7.4000000954,-29.22%,2025-12,⚪ 數據不足,-2.24,0.0,-1.54,-9.8,2025,-17.76,🌑 雙重衰退,-76.95,燁興,0.0,-23.43,13.629999999999999
6727.TWO,N/A,399.0,N/A,2025-12,⚠️ 追價風險,6.8,27.785515320334262,4.14,22.08,2025,-2.39,🚀 利潤擴張,215.39999999999998,亞泰金屬,-7.17,8.58,13.499999999999998
3704.TW,1.57%,45.4000015259,30.58%,2025-12,✅ 穩健價值,1.56,14.41269889711111,1.13,10.87,2025,6.34,🧐 疑業外收益,47.25000000000001,合勤控,633.33,-2.6,13.469999999999999
6272.TW,N/A,35.25,N/A,2025-12,⚪ 數據不足,3.43,0.0,2.94,44.34,2025,41.28,🚀 利潤擴張,0.0,驊陞,137.1,30.88,13.460000000000004
4927.TW,-27.74%,49.5,-13.35%,2025-12,⚪ 數據不足,-8.65,0.0,-4.9,6.63,2025,-4.71,🧐 疑業外收益,-262.95000000000005,泰鼎-KY,31.27,-6.83,13.46
6414.TW,N/A,375.5,N/A,2025-12,💎 強力關注,23.26,6.653082919914954,17.04,10.59,2025,-3.72,🧐 疑業外收益,846.5999999999999,樺漢,28.02,-2.8,13.39
7810.TWO,N/A,204.5,N/A,2025-12,⚪ 數據不足,6.25,0.0,3.21,47.62,2025,23.91,🚀 利潤擴張,0.0,捷創科技,56.59,34.56,13.059999999999995
6603.TWO,N/A,22.2000007629,N/A,2025-12,⚠️ 追價風險,0.61,25.517242256206895,0.27,25.0,2025,9.61,🚀 利潤擴張,13.05,富強鑫,-35.71,12.22,12.78
6625.TW,N/A,77.5,N/A,2025-12,💎 強力關注,9.13,4.036458333333334,6.5,51.64,2025,33.28,🚀 利潤擴張,288.0,必應,68.94,38.99,12.649999999999999
8103.TW,N/A,97.0,N/A,2025-12,💎 強力關注,3.92,11.714975845410626,2.47,17.71,2025,4.44,🚀 利潤擴張,124.20000000000002,瀚荃,2.54,5.25,12.46
2313.TW,10.97%,263.0,18.70%,2025-12,⚪ 中性觀察,5.51,21.880199667221298,3.61,17.23,2025,4.46,🚀 利潤擴張,180.29999999999998,華通,9.06,4.87,12.36
8416.TWO,N/A,182.0,N/A,2025-12,💎 強力關注,13.46,6.072739406072739,8.34,22.25,2025,13.82,🚀 利潤擴張,449.54999999999995,實威,24.85,9.96,12.29
2356.TW,1.48%,66.1999969482,5.21%,2025-12,💎 強力關注,2.42,11.355059510840482,1.85,19.21,2025,15.92,🚀 利潤擴張,87.44999999999999,英業達,35.04,6.95,12.260000000000002
3379.TWO,7.02%,36.25,13.52%,2025-12,✅ 穩健價值,2.12,12.288135593220339,0.5,94.5,2025,71.69,🚀 利潤擴張,44.25,彬台,100.0,82.32,12.180000000000007
5274.TWO,N/A,18445.0,N/A,2025-12,⚠️ 追價風險,103.92,76.94393459035541,72.23,52.82,2025,52.48,🚀 利潤擴張,3595.8,信驊,67.72,40.64,12.18
5206.TWO,N/A,23.3500003815,N/A,2025-12,💎 強力關注,3.44,1.8830645468951612,3.69,66.99,2025,56.94,🚀 利潤擴張,186.0,坤悅,61.14,55.14,11.849999999999994
2013.TW,2.40%,43.0,4.40%,2025-12,💎 強力關注,3.19,5.7640750670241285,2.27,18.15,2025,10.09,🚀 利潤擴張,111.9,中鋼構,13.5,6.36,11.79
4142.TW,23.11%,17.6499996185,49.56%,2025-12,⚪ 數據不足,-0.57,0.0,-1.09,1.75,2025,-35.17,🧐 疑業外收益,-48.6,國光生,-137.78,-9.99,11.74
2449.TW,28.21%,282.0,37.66%,2025-12,💎 強力關注,9.01,11.289031224979986,7.17,41.67,2025,27.65,🚀 利潤擴張,374.69999999999993,京元電子,52.55,30.08,11.590000000000003
6016.TWO,N/A,28.4500007629,N/A,2025-12,✅ 穩健價值,1.98,14.296482795427137,1.11,13.14,2025,-12.49,🚀 利潤擴張,29.849999999999998,康和證,-23.97,1.59,11.55
3055.TW,-125.48%,79.9000015259,16.83%,2025-12,⚪ 數據不足,-2.68,0.0,-1.73,-20.55,2025,-39.2,🌑 雙重衰退,-99.60000000000001,蔚華科,-19.72,-31.79,11.239999999999998
6788.TWO,N/A,421.0,N/A,2025-12,💎 強力關注,17.36,10.351610523727565,12.09,31.09,2025,19.97,🚀 利潤擴張,610.05,華景電,34.48,19.97,11.120000000000001
8074.TWO,N/A,70.5,N/A,2025-12,⚠️ 追價風險,1.35,25.729927007299267,0.81,15.38,2025,4.12,🚀 利潤擴張,41.1,鉅橡,-10.99,4.4,10.98
2368.TW,24.30%,1320.0,33.66%,2025-12,⚠️ 追價風險,19.47,30.16453382084095,13.61,64.8,2025,49.83,🚀 利潤擴張,656.4,金像電,50.06,54.05,10.75
3044.TW,17.08%,497.0,25.47%,2025-12,💎 強力關注,19.45,10.395314787701317,14.75,21.94,2025,11.61,🚀 利潤擴張,717.1500000000001,健鼎,25.96,11.54,10.400000000000002
2468.TW,4.34%,39.2000007629,11.41%,2025-12,✅ 穩健價值,1.25,14.050179484910393,0.77,30.21,2025,25.51,🚀 利潤擴張,41.85,華經,32.76,19.94,10.27
2527.TW,12.48%,36.5,61.03%,2025-12,⚠️ 追價風險,0.93,456.2500000000002,0.6,-80.68,2025,-70.82,🏰 高護城河,1.1999999999999993,宏璟,-55.04,-90.93,10.25
1218.TW,2.59%,0.0,16.49%,2025-12,⚪ 數據不足,1.59,0.0,1.07,4.73,2025,-6.62,🧐 疑業外收益,0.0,泰山,-16.8,-5.32,10.05
3036.TW,1.75%,228.5,3.74%,2025-12,💎 強力關注,11.61,8.513412816691506,8.11,32.83,2025,19.83,🚀 利潤擴張,402.59999999999997,文曄,41.71,22.78,10.049999999999997
3357.TWO,14.20%,293.0,28.44%,2025-12,✅ 穩健價值,10.26,11.440843420538853,7.84,30.29,2025,20.14,🚀 利潤擴張,384.15,臺慶科,58.06,20.3,9.989999999999998
3257.TW,18.06%,55.2000007629,45.11%,2025-12,✅ 穩健價值,3.42,6.690909183381818,2.65,39.18,2025,22.45,🚀 利潤擴張,123.75,虹冠電,26.19,29.32,9.86
2884.TW,40.48%,34.3499984741,91.14%,2025-12,✅ 穩健價值,2.12,6.444652621782364,1.62,30.06,2025,15.61,🏰 高護城河,79.95,玉山金,23.66,20.44,9.619999999999997
1471.TW,-72.91%,10.6999998093,5.75%,2025-12,⚠️ 追價風險,0.03,48.63636276954545,-0.05,-25.0,2025,-27.03,🔄 轉虧為盈,3.3,首利,-117.24,-34.37,9.369999999999997
2006.TW,10.83%,68.5,15.94%,2025-12,✅ 穩健價值,6.47,4.410817772054089,4.55,5.37,2025,-2.5,🧐 疑業外收益,232.95,東和鋼鐵,-0.44,-3.84,9.21
6138.TWO,N/A,313.0,N/A,2025-12,✅ 穩健價值,13.04,10.360807679576299,9.27,31.94,2025,21.32,🚀 利潤擴張,453.15000000000003,茂達,24.31,22.89,9.05
2880.TW,45.93%,36.0,97.25%,2025-12,✅ 穩健價值,1.9,7.894736842105264,1.43,13.1,2025,1.87,🏰 高護城河,68.39999999999999,華南金,10.0,4.06,9.04
6928.TW,N/A,43.8499984741,N/A,2025-12,⚪ 數據不足,-0.73,0.0,-0.1,6.41,2025,5.88,🧐 疑業外收益,-7.05,攸泰科技,79.17,-2.54,8.95
5381.TWO,N/A,28.0499992371,N/A,2025-12,✅ 穩健價值,0.72,12.926266929539171,0.65,2.44,2025,-6.16,🧐 疑業外收益,32.55,光譜,12.28,-5.88,8.32
5520.TWO,N/A,82.0,N/A,2025-12,✅ 穩健價值,9.97,3.208137715179969,7.92,10.9,2025,3.98,🚀 利潤擴張,383.4,力泰,17.13,2.6,8.3
4804.TWO,-65.06%,0.0,-7.81%,2025-12,⚪ 數據不足,-1.54,0.0,-0.65,15.65,2025,8.04,🚀 利潤擴張,0.0,大略-KY,55.65,7.41,8.24
6470.TWO,N/A,48.3499984741,N/A,2025-12,✅ 穩健價值,3.87,6.104797787133839,2.27,7.5,2025,12.82,🧐 疑業外收益,118.8,宇智,14.07,-0.56,8.06
5478.TWO,N/A,102.5,N/A,2025-12,✅ 穩健價值,7.93,5.286230015471893,5.84,4.25,2025,-8.2,🧐 疑業外收益,290.85,智冠,-5.4,-3.78,8.03
2329.TW,8.19%,53.7999992371,15.35%,2025-12,✅ 穩健價值,2.45,10.890688104676116,1.41,28.92,2025,19.58,🚀 利潤擴張,74.1,華泰,-2.16,20.92,8.0
3653.TW,31.26%,3690.0,41.25%,2025-12,⚠️ 追價風險,36.75,40.68357221609702,26.92,49.96,2025,52.19,🚀 利潤擴張,1360.5,健策,62.75,42.0,7.960000000000001
3611.TWO,8.38%,193.5,32.53%,2025-12,✅ 穩健價值,19.63,4.202867072111208,13.9,38.68,2025,40.71,🚀 利潤擴張,690.6,鼎翰,23.16,31.04,7.640000000000001
5212.TWO,N/A,0.0,N/A,2025-12,⚪ 數據不足,4.74,0.0,2.82,23.44,2025,17.89,🚀 利潤擴張,0.0,凌網,-1.4,15.91,7.530000000000001
3290.TWO,14.85%,61.4000015259,30.40%,2025-12,✅ 穩健價值,2.02,15.58375673246193,1.22,25.64,2025,15.97,🚀 利潤擴張,59.1,東浦,-0.64,18.23,7.41
3511.TWO,-5.62%,23.6499996185,15.28%,2025-12,⚪ 數據不足,-1.18,0.0,-1.0,6.35,2025,1.3,🧐 疑業外收益,-45.89999999999999,矽瑪,11.5,-0.93,7.279999999999999
1605.TW,-1.88%,37.7000007629,4.90%,2025-12,⚪ 中性觀察,0.75,21.791907955433523,0.52,4.35,2025,-0.21,🧐 疑業外收益,25.95,華新,-41.67,-2.83,7.18
2404.TW,13.88%,1310.0,17.19%,2025-12,✅ 穩健價值,48.08,11.838062533887582,34.07,46.52,2025,30.93,🚀 利潤擴張,1659.9,漢唐,52.4,39.37,7.150000000000006
3026.TW,5.81%,764.0,17.62%,2025-12,⚠️ 追價風險,6.58,47.512437810945265,4.75,12.1,2025,5.39,🚀 利潤擴張,241.20000000000002,禾伸堂,5.79,5.01,7.09
8279.TWO,N/A,96.9000015259,N/A,2025-12,✅ 穩健價值,10.02,3.671845453804471,8.62,13.09,2025,7.66,🚀 利潤擴張,395.85,生展,28.46,6.1,6.99
2301.TW,10.49%,217.0,21.72%,2025-12,✅ 穩健價值,6.64,13.57947434292866,4.94,28.09,2025,23.16,🚀 利潤擴張,239.70000000000002,光寶科,28.23,21.11,6.98
6662.TWO,N/A,30.2000007629,N/A,2025-12,✅ 穩健價值,1.66,8.628571646542857,0.99,-3.49,2025,-7.37,🌑 雙重衰退,52.5,樂斯科,3.13,-10.2,6.709999999999999
3652.TW,2.52%,35.5499992371,32.08%,2025-12,✅ 穩健價值,1.34,11.771522926192054,0.94,7.2,2025,0.48,🚀 利潤擴張,45.3,精聯,10.59,0.59,6.61
5876.TW,N/A,42.5,N/A,2025-12,✅ 穩健價值,3.06,5.189255189255189,2.56,10.11,2025,3.26,🚀 利潤擴張,122.85000000000002,上海商銀,17.51,3.7,6.409999999999999
6706.TW,N/A,167.0,N/A,2025-12,⚪ 數據不足,-3.92,0.0,-3.69,2.97,2025,38.55,🧐 疑業外收益,-168.45000000000002,惠特,7.98,-3.41,6.380000000000001
8069.TWO,N/A,196.0,N/A,2025-12,✅ 穩健價值,9.14,8.263069139966273,8.17,18.59,2025,29.4,🚀 利潤擴張,355.8,元太,75.65,12.29,6.300000000000001
6703.TWO,N/A,111.5,N/A,2025-12,✅ 穩健價值,9.9,5.105311355311355,5.77,-2.0,2025,-15.54,🌑 雙重衰退,327.6,軒郁,-23.43,-8.29,6.289999999999999
4532.TW,6.80%,24.4500007629,17.17%,2025-12,✅ 穩健價值,2.05,4.478022117747254,1.5,0.5,2025,-0.93,🧐 疑業外收益,81.89999999999999,瑞智,2.8,-5.76,6.26
6415.TW,N/A,487.0,N/A,2025-12,⚠️ 追價風險,6.4,34.29577464788732,4.31,8.14,2025,0.55,🚀 利潤擴張,213.00000000000003,矽力*-KY,19.44,1.94,6.200000000000001
5534.TW,N/A,83.4000015259,N/A,2025-12,✅ 穩健價值,6.0,8.28202597079444,2.24,-23.57,2025,-38.06,🌑 雙重衰退,151.04999999999998,長虹,-17.65,-29.66,6.09
3005.TW,14.37%,105.5,31.02%,2025-12,✅ 穩健價值,8.43,5.021418372203712,6.36,16.67,2025,9.96,🚀 利潤擴張,315.15000000000003,神基,15.04,10.6,6.070000000000002
5601.TWO,N/A,32.1500015259,N/A,2025-12,⚠️ 追價風險,0.42,30.619049072285716,0.32,7.69,2025,1.76,🚀 利潤擴張,15.75,台聯櫃,0.0,1.81,5.880000000000001
1337.TW,-65.33%,5.0999999046,-19.71%,2025-12,⚪ 數據不足,-1.74,0.0,-1.24,-12.99,2025,-18.71,🌑 雙重衰退,-62.85000000000001,再生-KY,-18.1,-18.82,5.83
1712.TW,5.88%,39.75,29.22%,2025-12,✅ 穩健價值,2.6,5.694842406876791,2.07,4.0,2025,-2.3,🧐 疑業外收益,104.69999999999999,興農,6.7,-1.68,5.68
6122.TWO,N/A,46.4000015259,N/A,2025-12,✅ 穩健價值,4.78,4.010371782705272,3.44,7.03,2025,-2.12,🚀 利潤擴張,173.55,擎邦,-0.87,1.36,5.67
3284.TWO,13.35%,19.5499992371,25.16%,2025-12,✅ 穩健價值,2.31,4.1419489909110165,1.21,-12.16,2025,-29.91,🌑 雙重衰退,70.80000000000001,太普高,-53.6,-17.82,5.66
2617.TW,41.07%,0.0,46.23%,2025-12,⚪ 數據不足,3.18,0.0,2.36,3.25,2025,-5.48,🧐 疑業外收益,0.0,台航,0.43,-2.28,5.529999999999999
6761.TWO,N/A,197.0,N/A,2025-12,✅ 穩健價值,7.34,10.724006532389765,5.51,2.89,2025,2.55,🧐 疑業外收益,275.55,穩得,1.73,-2.32,5.21
6005.TW,N/A,39.0,N/A,2025-12,✅ 穩健價值,2.64,6.678082191780822,1.87,17.33,2025,6.33,🚀 利潤擴張,87.6,群益證,5.65,12.14,5.189999999999998
2801.TW,38.59%,22.6000003815,88.90%,2025-12,✅ 穩健價值,1.51,5.854922378626942,1.2,13.53,2025,7.51,🏰 高護城河,57.900000000000006,彰銀,20.0,8.35,5.18
9931.TW,N/A,34.8499984741,N/A,2025-12,✅ 穩健價值,2.45,5.68515472660685,1.86,-14.34,2025,-27.73,🌑 雙重衰退,91.95000000000002,欣高,-6.06,-19.51,5.170000000000002
8114.TW,N/A,210.5,N/A,2025-12,✅ 穩健價值,18.5,3.956023303890246,15.84,35.66,2025,69.45,🚀 利潤擴張,798.15,振樺電,86.67,30.67,4.989999999999995
9937.TW,N/A,55.5999984741,N/A,2025-12,✅ 穩健價值,2.36,9.720279453513987,1.74,-1.26,2025,-6.0,🌑 雙重衰退,85.8,全國,-1.14,-6.2,4.94
2317.TW,3.28%,260.5,5.88%,2025-12,✅ 穩健價值,13.61,7.834586466165414,10.38,23.02,2025,16.23,🚀 利潤擴張,498.75,鴻海,34.73,18.13,4.890000000000001
3045.TW,10.58%,119.5,19.71%,2025-12,✅ 穩健價值,4.77,10.152931180968565,3.49,4.58,2025,-0.87,🧐 疑業外收益,176.54999999999998,台灣大,1.8,-0.31,4.89
6290.TWO,N/A,301.5,N/A,2025-12,✅ 穩健價值,8.73,14.282330648981526,6.2,31.08,2025,28.79,🚀 利潤擴張,316.65,良維,42.86,26.34,4.739999999999998
6515.TW,N/A,9590.0,N/A,2025-12,⚠️ 追價風險,46.93,79.57845821923492,33.4,40.24,2025,32.04,🚀 利潤擴張,1807.6499999999999,穎崴,39.53,35.51,4.730000000000004
1538.TW,-58.77%,11.6999998093,32.24%,2025-12,⚪ 數據不足,-1.59,0.0,-0.36,6.47,2025,22.91,🚀 利潤擴張,-31.050000000000004,正峰,64.0,1.9,4.57
3492.TWO,-0.96%,22.7000007629,27.24%,2025-12,✅ 穩健價值,1.77,4.567404580060362,1.63,9.26,2025,7.91,🚀 利潤擴張,74.55,長盛,26.36,4.69,4.569999999999999
3171.TWO,7.94%,72.4000015259,25.09%,2025-12,✅ 穩健價值,4.3,7.189672445471698,3.11,36.94,2025,23.81,🚀 利潤擴張,151.05,炎洲流通,36.4,32.43,4.509999999999998
8155.TWO,N/A,351.5,N/A,2025-12,⚠️ 追價風險,6.88,27.96340493237868,3.35,41.38,2025,35.15,🚀 利潤擴張,188.55,博智,1.87,36.9,4.480000000000004
4749.TWO,23.34%,921.0,44.02%,2025-12,⚠️ 追價風險,11.33,33.539694100509834,8.49,32.78,2025,32.03,🚀 利潤擴張,411.90000000000003,新應材,32.29,28.3,4.48
2838.TW,35.36%,21.75,94.34%,2025-12,✅ 穩健價值,1.29,7.274247491638795,0.91,8.94,2025,-0.7,🏰 高護城河,44.85,聯邦銀,-1.98,4.5,4.4399999999999995
1442.TW,34.02%,27.9500007629,49.04%,2025-12,✅ 穩健價值,3.03,3.154627625609481,2.49,-57.74,2025,-63.75,🌑 雙重衰退,132.89999999999998,名軒,-57.58,-62.17,4.43
4571.TW,18.52%,181.0,33.35%,2025-12,✅ 穩健價值,9.61,7.324969647915824,7.33,4.45,2025,4.55,🚀 利潤擴張,370.65,鈞興-KY,7.67,0.1,4.3500000000000005
3037.TW,6.82%,902.0,15.77%,2025-12,⚠️ 追價風險,4.38,117.75456919060053,2.06,18.07,2025,12.28,🚀 利潤擴張,114.89999999999999,欣興,-37.88,13.75,4.32
6220.TWO,N/A,34.5999984741,N/A,2025-12,⚠️ 追價風險,0.81,59.655169782931026,0.45,-12.9,2025,-20.23,🌑 雙重衰退,8.700000000000001,岳豐,-25.0,-17.2,4.299999999999999
1210.TW,5.11%,0.0,15.43%,2025-12,⚪ 數據不足,4.33,0.0,2.67,2.79,2025,-1.43,🧐 疑業外收益,0.0,大成,-9.42,-1.49,4.28
3388.TWO,6.27%,93.6999969482,17.90%,2025-12,✅ 穩健價值,4.15,9.332669018745019,3.06,1.47,2025,-2.28,🧐 疑業外收益,150.60000000000002,崇越電,2.0,-2.69,4.16
3010.TW,5.39%,132.0,8.77%,2025-12,✅ 穩健價值,8.84,6.392251815980629,6.28,1.84,2025,-2.77,🧐 疑業外收益,309.75000000000006,華立,-5.56,-2.3,4.14
3349.TWO,-15.09%,18.3500003815,15.17%,2025-12,⚪ 數據不足,-1.02,0.0,-0.64,9.52,2025,28.56,🚀 利潤擴張,-35.1,寶德,48.21,5.58,3.9399999999999995
8162.TW,N/A,66.9000015259,N/A,2025-12,✅ 穩健價值,1.57,15.630841478014016,1.53,23.62,2025,28.35,🚀 利潤擴張,64.2,微矽電子-創,96.15,19.79,3.830000000000002
3596.TW,6.31%,182.5,15.29%,2025-12,✅ 穩健價值,12.6,5.8306709265175725,9.52,11.7,2025,8.39,🚀 利潤擴張,469.49999999999994,智易,12.4,8.19,3.51
6689.TW,N/A,67.1999969482,N/A,2025-12,✅ 穩健價值,2.31,13.827159865884772,1.15,1.77,2025,2.81,🧐 疑業外收益,72.9,伊雲谷,-34.29,-1.67,3.44
6121.TWO,N/A,411.5,N/A,2025-12,✅ 穩健價值,30.6,5.637758597068092,21.26,5.99,2025,-0.37,🚀 利潤擴張,1094.85,新普,3.45,2.65,3.3400000000000003
6697.TWO,N/A,41.9000015259,N/A,2025-12,✅ 穩健價值,3.04,5.060386657717392,2.54,16.48,2025,14.74,🚀 利潤擴張,124.19999999999999,東捷資訊,27.0,13.17,3.3100000000000005
8432.TWO,N/A,50.7999992371,N/A,2025-12,✅ 穩健價值,3.63,5.707865082820226,3.01,23.05,2025,18.72,🚀 利潤擴張,133.49999999999997,東生華,11.48,19.79,3.2600000000000016
5902.TWO,N/A,36.2999992371,N/A,2025-12,✅ 穩健價值,2.24,6.291161046291161,1.79,6.16,2025,3.96,🚀 利潤擴張,86.55000000000001,德記,1.13,2.91,3.25
6417.TWO,N/A,133.0,N/A,2025-12,✅ 穩健價值,4.83,11.811722912966253,3.25,11.03,2025,8.43,🚀 利潤擴張,168.9,韋僑,9.43,7.83,3.1999999999999993
4931.TWO,15.45%,236.0,26.27%,2025-12,⚠️ 追價風險,3.13,34.153400868306804,1.55,26.02,2025,4.97,🚀 利潤擴張,103.64999999999999,新盛力,-8.33,22.86,3.16
6492.TWO,N/A,44.2999992371,N/A,2025-12,⚪ 數據不足,-2.97,0.0,-2.06,10.09,2025,10.67,🚀 利潤擴張,-105.60000000000001,生華科,13.87,7.0,3.09
3031.TW,11.22%,28.0,30.45%,2025-12,✅ 穩健價值,1.09,9.929078014184398,0.89,0.0,2025,-7.8,🌑 雙重衰退,42.3,佰鴻,-8.25,-3.04,3.04
1714.TW,8.91%,15.1999998093,14.20%,2025-12,✅ 穩健價值,0.5,13.217391138521737,0.37,19.51,2025,15.96,🚀 利潤擴張,17.250000000000004,和桐,5.71,16.5,3.0100000000000016
1513.TW,17.59%,167.0,27.00%,2025-12,✅ 穩健價值,8.07,8.555327868852457,5.99,10.14,2025,9.03,🚀 利潤擴張,292.80000000000007,中興電,6.72,7.18,2.960000000000001
5455.TWO,N/A,27.0,N/A,2025-12,✅ 穩健價值,3.46,2.5375939849624065,3.53,-40.65,2025,62.0,🌑 雙重衰退,159.6,昇益,44.67,-43.58,2.9299999999999997
6173.TWO,N/A,276.5,N/A,2025-12,⚠️ 追價風險,3.26,39.387464387464384,2.12,11.72,2025,10.39,🚀 利潤擴張,105.30000000000001,信昌電,-7.86,8.9,2.8200000000000003
