eps_yoy,advice,prev_year,price,prev_eps,prev_rev_yoy,pe,expansion,gm,name,om,symbol,status,rev_yoy,eps,prev_eps_yoy,est_price,date
35.71,⚪ 數據不足,2025,20.3999996185,-0.77,34.16,0.0,-138.5,N/A,蒙恬,N/A,5211.TWO,⚠️ 獲利稀釋,174.21,-0.18,34.19,-33.3,2026-03
173.33,⚪ 中性觀察,2025,44.0,1.95,10.49,7.899461400359066,-138.67999999999998,25.80%,鼎天,1.28%,3306.TWO,⚠️ 獲利稀釋,312.01,0.11,-33.45,83.55000000000001,2026-03
10.06,⚪ 中性觀察,2025,132.5,6.18,15.04,8.880697050938338,-138.73,N/A,博大,N/A,8109.TWO,⚠️ 獲利稀釋,148.79,1.75,-4.63,223.8,2026-03
400.0,❌ 暫避觀望,2025,19.75,0.19,-10.66,50.64102564102564,-139.09000000000003,15.75%,東和,-3.56%,1414.TW,⚠️ 獲利稀釋,539.09,0.06,-19.23,5.8500000000000005,2026-03
-87.95,⚪ 中性觀察,2025,39.75,3.0,12.79,7.644230769230769,-139.35,N/A,君曜,N/A,7770.TWO,📉 獲利侵蝕,51.4,0.1,-47.4,78.0,2026-03
2.74,⚪ 中性觀察,2025,225.5,11.47,3.64,7.675289312457453,-139.45,N/A,中華資安,N/A,7765.TW,⚠️ 獲利稀釋,142.19,3.38,2.97,440.70000000000005,2026-03
-69.05,⚪ 中性觀察,2025,46.6500015259,5.29,4.97,3.607888749102862,-139.69,49.97%,生合,11.73%,1295.TWO,📉 獲利侵蝕,70.64,0.39,-6.08,193.95,2026-03
-109.68,⚪ 數據不足,2025,45.7000007629,-0.52,-12.93,0.0,-140.07,N/A,迅杰,N/A,6243.TW,📉 獲利侵蝕,30.39,-0.03,-147.27,-18.6,2026-03
-31.58,⚪ 中性觀察,2025,40.0,3.43,-1.51,4.464285714285714,-140.25,34.23%,君帆,12.30%,4584.TWO,📉 獲利侵蝕,108.67,0.91,-4.72,134.39999999999998,2026-03
-36.22,⚪ 中性觀察,2025,160.0,6.76,0.46,8.251676121712222,-140.68,N/A,瓦城,N/A,2729.TWO,📉 獲利侵蝕,104.46,1.64,-24.75,290.85,2026-03
-69.92,❌ 暫避觀望,2025,178.0,2.81,62.61,26.766917293233085,-141.57,42.16%,智原,2.86%,3035.TW,📉 獲利侵蝕,71.65,0.4,-29.75,99.74999999999999,2026-03
102.78,❌ 暫避觀望,2025,60.2000007629,2.0,-3.28,17.05382457872521,-141.77,N/A,迅德,N/A,6292.TWO,⚠️ 獲利稀釋,244.55,0.73,-48.05,52.95,2026-03
-4.18,⚪ 中性觀察,2025,268.0,17.76,5.0,6.099226217569412,-141.78,N/A,致新,N/A,8081.TW,📉 獲利侵蝕,137.6,4.62,-0.84,659.1,2026-03
-8.28,⚪ 中性觀察,2025,76.1999969482,5.8,9.33,5.299026213365786,-141.87,N/A,明達醫,N/A,6527.TWO,📉 獲利侵蝕,133.59,1.33,15.63,215.7,2026-03
1.56,⚪ 數據不足,2025,15.9499998093,-2.57,170.31,0.0,-141.93,N/A,益得,N/A,6461.TWO,⚠️ 獲利稀釋,143.49,-0.63,18.35,-88.05,2026-03
-52.24,⚪ 中性觀察,2025,33.7000007629,3.09,-27.76,3.960047093172738,-142.2,N/A,裕山,N/A,7715.TWO,📉 獲利侵蝕,89.96,0.64,-39.84,127.64999999999999,2026-03
37.91,⚪ 中性觀察,2025,1570.0,42.0,11.97,14.871649142748886,-142.26,47.51%,亞德客-KY,31.25%,1590.TW,⚠️ 獲利稀釋,180.17,13.35,10.18,1583.5500000000002,2026-03
-91.38,⚪ 數據不足,2025,0.0,-1.59,1.9,0.0,-142.72,32.24%,正峰,-58.77%,1538.TW,📉 獲利侵蝕,51.34,-1.11,6.47,0.0,2026-03
300.0,⚪ 數據不足,2025,27.7999992371,-0.65,36.88,0.0,-143.05,N/A,凱鈺,N/A,5468.TWO,🔄 轉虧為盈,443.05,0.12,-246.15,-13.65,2026-03
-28.44,⚪ 中性觀察,2025,544.0,26.87,-2.07,7.923099330032042,-143.09,38.19%,聯詠,16.92%,3034.TW,📉 獲利侵蝕,114.65,6.19,-19.62,1029.8999999999999,2026-03
41.67,❌ 暫避觀望,2025,172.0,0.58,14.37,73.19148936170214,-144.31,N/A,雷虎,N/A,8033.TW,⚠️ 獲利稀釋,185.98,0.34,14.0,35.24999999999999,2026-03
-19.19,⚪ 中性觀察,2025,600.0,34.51,1.76,6.958135219761105,-144.99,N/A,譜瑞-KY,N/A,4966.TWO,📉 獲利侵蝕,125.8,6.77,6.64,1293.4499999999998,2026-03
61.74,❌ 暫避觀望,2025,6280.0,75.71,116.34,33.74529822675981,-145.23999999999998,N/A,鴻勁,N/A,7769.TW,⚠️ 獲利稀釋,206.98,25.7,110.03,2791.5,2026-03
92.31,⚪ 中性觀察,2025,49.6500015259,2.25,-7.32,10.279503421511388,-145.57999999999998,N/A,晶達,N/A,4995.TWO,⚠️ 獲利稀釋,237.89,1.01,-50.22,72.45,2026-03
123.53,❌ 暫避觀望,2025,14.6499996185,0.58,-6.81,19.025973530519483,-145.98999999999998,N/A,訊映,N/A,4155.TW,⚠️ 獲利稀釋,269.52,0.39,-10.94,11.549999999999999,2026-03
-15.52,⚪ 中性觀察,2025,46.1500015259,1.81,-10.06,10.936019318933651,-146.18,33.56%,味王,14.34%,1203.TW,📉 獲利侵蝕,130.66,0.49,-23.5,63.3,2026-03
-66.89,⚪ 中性觀察,2025,79.6999969482,3.29,-15.67,9.17146109875719,-146.45999999999998,N/A,昶瑞機電,N/A,7642.TWO,📉 獲利侵蝕,79.57,0.5,-50.94,130.35000000000002,2026-03
30.71,⚪ 中性觀察,2025,196.0,6.25,34.56,14.54005934718101,-147.03,N/A,捷創科技,N/A,7810.TWO,⚠️ 獲利稀釋,177.74,1.83,47.62,202.2,2026-03
-39.77,⚪ 中性觀察,2025,102.0,1.85,51.84,14.285714285714286,-147.64000000000001,N/A,智通*,N/A,8932.TWO,📉 獲利侵蝕,107.87,0.53,-7.07,107.1,2026-03
3.33,❌ 暫避觀望,2025,42.2000007629,1.13,2.84,15.179856389532373,-147.67999999999998,N/A,聯寶,N/A,6821.TWO,⚠️ 獲利稀釋,151.01,0.32,-5.93,41.699999999999996,2026-03
17.55,❌ 暫避觀望,2025,333.0,7.37,12.43,18.15703380588877,-147.81,N/A,達興材料,N/A,5234.TW,⚠️ 獲利稀釋,165.36,2.21,32.55,275.1,2026-03
-29.73,⚪ 中性觀察,2025,22.6499996185,2.37,-2.1,4.415204603996102,-148.18,N/A,三能-KY,N/A,6671.TW,📉 獲利侵蝕,118.45,0.26,-25.47,76.94999999999999,2026-03
-62.5,⚪ 中性觀察,2025,19.0,0.96,2.69,8.333333333333334,-148.53,N/A,時報,N/A,8923.TWO,📉 獲利侵蝕,86.03,0.18,3.23,34.199999999999996,2026-03
-29.77,❌ 暫避觀望,2025,142.0,3.0,-23.02,19.9438202247191,-148.87,N/A,駐龍,N/A,4572.TW,📉 獲利侵蝕,119.1,0.92,-58.85,106.8,2026-03
-0.63,❌ 暫避觀望,2025,4135.0,36.75,42.0,45.62003530450132,-149.18,41.25%,健策,31.26%,3653.TW,📉 獲利侵蝕,148.55,9.53,49.96,1359.6,2026-03
-42.86,⚪ 數據不足,2025,99.0,-1.63,-21.77,0.0,-149.42000000000002,23.65%,為升,-15.73%,2231.TW,🔄 轉虧為盈,106.56,0.4,-148.96,-24.3,2026-03
16.0,⚪ 數據不足,2025,9.7100000381,-0.88,-42.69,0.0,-150.01,N/A,安克,N/A,4188.TWO,⚠️ 獲利稀釋,166.01,-0.21,-10.0,-33.75,2026-03
111.11,⚪ 數據不足,2025,21.3999996185,-0.28,-3.71,0.0,-150.05,N/A,光鼎,N/A,6226.TW,🔄 轉虧為盈,261.16,0.01,38.64,-9.9,2026-03
9.09,⚪ 中性觀察,2025,37.8499984741,4.22,9.51,3.5944917829154797,-150.47,N/A,星亞,N/A,7753.TWO,⚠️ 獲利稀釋,159.56,1.08,10.39,157.95,2026-03
17.31,⚪ 數據不足,2025,17.5499992371,-0.57,-9.99,0.0,-150.56,49.56%,國光生,23.11%,4142.TW,⚠️ 獲利稀釋,167.87,-0.44,1.75,-47.25000000000001,2026-03
41.89,⚪ 中性觀察,2025,205.5,6.58,23.89,13.866396761133602,-150.93,N/A,力智,N/A,6719.TW,⚠️ 獲利稀釋,192.82,2.1,198.64,222.3,2026-03
64.88,❌ 暫避觀望,2025,1230.0,15.42,23.03,33.5149863760218,-151.18,N/A,雍智科技,N/A,6683.TWO,⚠️ 獲利稀釋,216.06,6.23,-12.9,550.4999999999999,2026-03
-104.55,⚪ 數據不足,2025,27.5499992371,-0.62,5.99,0.0,-152.4,44.07%,華義*,-19.63%,3086.TWO,📉 獲利侵蝕,47.85,-0.01,-192.54,-25.5,2026-03
13.4,❌ 暫避觀望,2025,6830.0,46.93,35.51,55.60078150439596,-152.6,N/A,穎崴,N/A,6515.TW,⚠️ 獲利稀釋,166.0,19.54,40.24,1842.6000000000001,2026-03
-82.61,⚪ 中性觀察,2025,84.1999969482,3.14,786.25,8.71635579173913,-152.6,N/A,辣椒,N/A,4946.TWO,📉 獲利侵蝕,69.99,0.41,131.69,144.9,2026-03
-69.68,⚪ 中性觀察,2025,34.1500015259,2.87,-15.03,4.2475126275995025,-152.73000000000002,N/A,奕力-KY,N/A,6962.TW,📉 獲利侵蝕,83.05,0.58,-39.39,120.60000000000001,2026-03
-3.85,⚪ 中性觀察,2025,57.0,3.93,69.66,6.818181818181818,-152.76,49.60%,聯發國際,5.94%,2756.TWO,📉 獲利侵蝕,148.91,0.51,61.83,125.39999999999999,2026-03
-27.27,❌ 暫避觀望,2025,61.4000015259,1.0,4.92,31.487180269692306,-153.12,38.12%,類比科,-0.86%,3438.TWO,📉 獲利侵蝕,125.85,0.24,-33.77,29.250000000000004,2026-03
-28.46,⚪ 中性觀察,2025,117.5,5.64,-13.21,8.392857142857142,-153.44,N/A,鼎基,N/A,6585.TW,📉 獲利侵蝕,124.98,1.86,-45.5,210.0,2026-03
-98.28,❌ 暫避觀望,2025,19.6499996185,0.68,-88.36,37.07547097830189,-153.53,23.48%,聯德,-362.94%,3308.TW,📉 獲利侵蝕,55.25,0.01,-32.0,7.95,2026-03
-93.37,⚪ 中性觀察,2025,71.0999984741,6.85,-27.63,5.122478276231989,-153.63,34.04%,海悅,22.47%,2348.TW,📉 獲利侵蝕,60.26,0.16,-51.27,208.2,2026-03
-45.92,⚪ 中性觀察,2025,27.1499996185,1.95,-12.78,5.927947514956332,-154.0,N/A,耿鼎,N/A,1524.TW,📉 獲利侵蝕,108.08,0.53,-45.98,68.7,2026-03
22.41,⚪ 數據不足,2025,0.0,3.18,-2.28,0.0,-154.59,46.23%,台航,41.07%,2617.TW,⚠️ 獲利稀釋,177.0,0.71,3.25,0.0,2026-03
45.28,⚪ 數據不足,2025,25.2999992371,-1.75,-11.1,0.0,-154.6,34.82%,笙泉,-12.95%,3122.TWO,⚠️ 獲利稀釋,199.88,-0.29,-22.38,-67.95,2026-03
4.29,⚪ 數據不足,2025,49.0499992371,-1.83,10.49,0.0,-154.78,N/A,芯鼎,N/A,6695.TW,⚠️ 獲利稀釋,159.07,-0.68,-355.0,-87.9,2026-03
70.37,❌ 暫避觀望,2025,1235.0,7.83,5.02,63.72549019607843,-154.98,58.57%,昇達科,27.57%,3491.TWO,🏰 高護城河,225.35,3.68,-12.03,290.7,2026-03
45.61,⚪ 中性觀察,2025,53.0999984741,2.72,12.38,7.961019261484258,-155.0,N/A,捷波,N/A,6161.TWO,⚠️ 獲利稀釋,200.61,0.83,-20.23,100.05,2026-03
-23.31,⚪ 中性觀察,2025,150.0,5.13,1.22,12.552301255230125,-155.49,N/A,鐿鈦,N/A,4163.TWO,📉 獲利侵蝕,132.18,1.29,-5.16,179.25000000000003,2026-03
-14.89,⚪ 中性觀察,2025,168.0,7.34,-2.32,9.35933147632312,-155.52999999999997,N/A,穩得,N/A,6761.TWO,📉 獲利侵蝕,140.64,1.6,2.89,269.25,2026-03
-81.4,❌ 暫避觀望,2025,48.0,1.22,38.76,16.05351170568562,-155.94,40.97%,港建*,11.18%,3093.TWO,📉 獲利侵蝕,74.54,0.08,15.09,44.849999999999994,2026-03
-41.18,⚪ 中性觀察,2025,149.5,5.49,22.92,12.075928917609048,-156.84,N/A,聰泰,N/A,5474.TWO,📉 獲利侵蝕,115.66,0.6,-22.13,185.7,2026-03
16.67,⚪ 中性觀察,2025,77.0,6.51,19.77,5.02283105022831,-156.91000000000003,N/A,久禾光,N/A,6498.TWO,⚠️ 獲利稀釋,173.58,1.75,11.33,229.95000000000002,2026-03
16.98,⚪ 中性觀察,2025,42.5,1.61,2.96,9.747706422018348,-157.4,N/A,欣天然,N/A,9918.TW,⚠️ 獲利稀釋,174.38,0.63,-28.18,65.4,2026-03
-100.0,⚪ 數據不足,2025,13.1000003815,-0.59,-2.17,0.0,-157.79,N/A,志旭,N/A,8067.TWO,📉 獲利侵蝕,57.79,-0.62,16.9,-29.85,2026-03
-90.0,⚪ 數據不足,2025,18.1000003815,-1.33,2.86,0.0,-158.26999999999998,N/A,笙科,N/A,5272.TWO,📉 獲利侵蝕,68.27,-0.57,-1377.78,-50.4,2026-03
-90.0,⚪ 中性觀察,2025,13.1000003815,0.28,-31.39,14.239130849456519,-158.51,24.73%,憶聲,-2.71%,3024.TW,📉 獲利侵蝕,68.51,0.02,-57.58,13.800000000000002,2026-03
-81.82,❌ 暫避觀望,2025,27.6000003815,0.12,22.38,46.00000063583333,-158.55,N/A,泰霖,N/A,8080.TWO,📉 獲利侵蝕,76.73,0.02,139.29,9.0,2026-03
-68.65,⚪ 中性觀察,2025,149.0,8.29,2.98,8.049702863317126,-159.02,N/A,三集瑞-KY,N/A,6862.TW,📉 獲利侵蝕,90.37,1.0,-19.59,277.65,2026-03
26.19,⚪ 數據不足,2025,14.5,-1.29,9.94,0.0,-159.39000000000001,42.56%,中天,-18.87%,4128.TWO,⚠️ 獲利稀釋,185.58,-0.31,31.02,-58.650000000000006,2026-03
36.13,⚪ 中性觀察,2025,178.0,12.15,-9.4,6.359414076455876,-159.41,N/A,力領科技,N/A,6996.TWO,⚠️ 獲利稀釋,195.54,3.27,-14.17,419.85,2026-03
-3.77,⚪ 中性觀察,2025,28.6000003815,1.36,0.3,8.69300923449848,-159.61,34.44%,倉佑,17.09%,1568.TW,📉 獲利侵蝕,155.84,0.51,-13.92,49.35,2026-03
52.94,⚪ 數據不足,2025,34.4000015259,-1.52,11.69,0.0,-161.35,N/A,驊訊,N/A,6237.TWO,⚠️ 獲利稀釋,214.29,-0.24,-462.96,-67.2,2026-03
-61.9,⚪ 中性觀察,2025,68.8000030518,2.25,-23.31,12.981132651283023,-162.27,N/A,傑霖科技,N/A,8102.TWO,📉 獲利侵蝕,100.37,0.4,-62.55,79.49999999999999,2026-03
-25.14,⚪ 中性觀察,2025,61.0,5.51,37.15,5.550500454959054,-162.29000000000002,N/A,海韻電,N/A,6203.TWO,📉 獲利侵蝕,137.15,1.37,57.43,164.85,2026-03
22.89,⚪ 中性觀察,2025,135.0,6.32,3.91,8.653846153846153,-163.5,N/A,全宇昕,N/A,6651.TWO,⚠️ 獲利稀釋,186.39,2.47,-22.95,234.00000000000003,2026-03
-8.48,⚪ 中性觀察,2025,138.0,7.4,1.19,7.080554130323242,-164.20999999999998,25.33%,茂訊,7.00%,3213.TWO,📉 獲利侵蝕,155.73,2.59,-12.32,292.35,2026-03
-114.81,⚪ 數據不足,2025,8.7100000381,-1.34,34.04,0.0,-165.21,27.86%,隴華,-40.94%,2424.TW,📉 獲利侵蝕,50.4,-0.58,59.69,-58.8,2026-03
-26.32,⚪ 中性觀察,2025,51.0999984741,3.81,-11.82,5.257201489104938,-165.56,44.64%,曜亞,12.42%,4138.TWO,📉 獲利侵蝕,139.24,0.84,-32.69,145.8,2026-03
333.33,⚪ 中性觀察,2025,66.8000030518,4.31,-4.75,7.198276190926727,-165.8,35.36%,裕民,30.49%,2606.TW,⚠️ 獲利稀釋,499.13,1.17,-22.2,139.19999999999996,2026-03
12.5,❌ 暫避觀望,2025,16.3999996185,0.13,-3.71,96.47058599117648,-166.92,43.11%,海灣,22.84%,3252.TWO,⚠️ 獲利稀釋,179.42,0.09,141.94,2.55,2026-03
197.5,⚪ 中性觀察,2025,72.5,1.91,-0.48,13.57677902621723,-167.23000000000002,N/A,有成精密,N/A,4949.TW,⚠️ 獲利稀釋,364.73,1.19,240.74,80.1,2026-03
96.93,⚪ 中性觀察,2025,309.0,8.67,12.03,14.239631336405532,-167.26,N/A,佳必琪,N/A,6197.TW,⚠️ 獲利稀釋,264.19,3.21,-0.23,325.49999999999994,2026-03
25.58,⚪ 數據不足,2025,11.25,-5.1,-62.05,0.0,-167.39999999999998,N/A,北極星藥業-KY,N/A,6550.TW,⚠️ 獲利稀釋,192.98,-0.64,-40.62,-160.04999999999998,2026-03
-4.55,⚪ 數據不足,2025,16.1499996185,-1.09,-16.89,0.0,-167.48000000000002,35.81%,連宇,-38.32%,2482.TW,📉 獲利侵蝕,162.93,-0.23,-234.57,-45.3,2026-03
-11.11,⚪ 數據不足,2025,9.0699996948,-1.29,-31.28,0.0,-168.3,N/A,大地-KY,N/A,8437.TWO,📉 獲利侵蝕,157.19,-0.4,-516.13,-46.050000000000004,2026-03
21.52,❌ 暫避觀望,2025,667.0,12.25,18.56,22.056878306878307,-168.54,39.78%,研華,15.69%,2395.TW,⚠️ 獲利稀釋,190.06,3.85,17.26,453.6,2026-03
46.51,❌ 暫避觀望,2025,56.0,0.67,-2.5,17.891373801916934,-168.57000000000002,N/A,聚鼎,N/A,6224.TW,⚠️ 獲利稀釋,215.08,0.64,-69.96,46.949999999999996,2026-03
63.39,❌ 暫避觀望,2025,786.0,11.33,28.3,27.25381414701803,-169.10000000000002,44.02%,新應材,23.34%,4749.TWO,⚠️ 獲利稀釋,232.49,3.66,32.78,432.6,2026-03
31.51,❌ 暫避觀望,2025,270.5,3.01,-13.26,39.20289855072464,-169.86,N/A,天虹,N/A,6937.TW,⚠️ 獲利稀釋,201.37,0.96,-50.25,103.49999999999999,2026-03
21.39,⚪ 中性觀察,2025,164.0,10.22,13.3,6.853322189720016,-170.18,N/A,安�硌穈T,N/A,6690.TWO,⚠️ 獲利稀釋,191.57,2.27,36.27,358.95000000000005,2026-03
-100.0,❌ 暫避觀望,2025,65.1999969482,0.71,16.84,93.14285278314286,-170.28,N/A,點序,N/A,6485.TWO,📉 獲利侵蝕,70.28,0.0,152.21,10.5,2026-03
25.0,⚪ 數據不足,2025,22.8500003815,-1.63,-1.45,0.0,-170.61,N/A,佑全,N/A,6929.TWO,⚠️ 獲利稀釋,195.61,-0.21,-54.29,-49.05,2026-03
18.71,⚪ 中性觀察,2025,102.0,4.58,-12.32,9.47075208913649,-170.81,N/A,杰力,N/A,5299.TWO,⚠️ 獲利稀釋,189.52,1.65,-22.77,161.55,2026-03
620.0,❌ 暫避觀望,2025,21.6000003815,0.26,-23.91,31.764706443382355,-172.04999999999995,15.09%,永裕,1.25%,1323.TW,⚠️ 獲利稀釋,792.05,0.36,-89.88,10.2,2026-03
-43.18,⚪ 中性觀察,2025,59.0,2.3,-2.97,13.59447004608295,-172.23000000000002,45.13%,精湛,17.87%,2070.TWO,📉 獲利侵蝕,129.05,0.28,-22.56,65.1,2026-03
-55.88,⚪ 中性觀察,2025,44.9000015259,5.37,38.81,3.296622725837005,-172.28,N/A,動力-KY,N/A,6591.TW,📉 獲利侵蝕,116.4,0.75,60.88,204.29999999999998,2026-03
6.25,❌ 暫避觀望,2025,30.2000007629,0.54,1.84,23.593750596015624,-172.47,40.82%,誠品生活,-1.48%,2926.TWO,⚠️ 獲利稀釋,178.72,0.17,100.0,19.2,2026-03
28.57,❌ 暫避觀望,2025,28.2000007629,0.47,20.59,22.926829888536584,-173.02,30.70%,杭特,-18.51%,3297.TWO,⚠️ 獲利稀釋,201.59,-0.05,461.54,18.45,2026-03
42.86,⚪ 中性觀察,2025,64.1999969482,2.07,-11.73,13.102040193510204,-173.26,N/A,明遠精密,N/A,7704.TWO,⚠️ 獲利稀釋,216.12,0.7,-22.56,73.49999999999999,2026-03
18.94,⚪ 中性觀察,2025,60.5999984741,2.35,1.36,9.395348600635659,-173.3,N/A,諾貝兒,N/A,6844.TWO,⚠️ 獲利稀釋,192.24,1.57,-21.14,96.74999999999999,2026-03
218.52,❌ 暫避觀望,2025,1005.0,12.75,10.19,30.951647674776712,-174.41,N/A,均華,N/A,6640.TWO,⚠️ 獲利稀釋,392.93,5.19,-14.04,487.05000000000007,2026-03
3.17,⚪ 中性觀察,2025,136.5,4.99,2.67,10.790513833992094,-174.49,33.63%,中華電,17.33%,2412.TW,⚠️ 獲利稀釋,177.66,1.3,3.96,189.75,2026-03
29.27,⚪ 中性觀察,2025,30.7999992371,1.75,-3.52,8.148147946322752,-174.67999999999998,N/A,邁達康,N/A,9960.TWO,⚠️ 獲利稀釋,203.95,0.53,-13.79,56.7,2026-03
416.67,❌ 暫避觀望,2025,21.0,0.33,-3.87,20.588235294117645,-175.97999999999996,N/A,鴻名,N/A,3021.TW,⚠️ 獲利稀釋,592.65,0.19,-43.1,15.3,2026-03
11.85,❌ 暫避觀望,2025,280.5,2.67,-9.88,45.315024232633284,-176.56,36.51%,德微,9.03%,3675.TWO,⚠️ 獲利稀釋,188.41,1.51,-66.46,92.85,2026-03
84.31,⚪ 中性觀察,2025,164.5,5.62,20.03,11.13744075829384,-176.75,N/A,研揚,N/A,6579.TW,⚠️ 獲利稀釋,261.06,3.81,-27.15,221.54999999999998,2026-03
-30.0,❌ 暫避觀望,2025,9.9899997711,0.2,-54.43,18.49999957611111,-177.2,21.75%,寶徠,10.56%,1805.TW,📉 獲利侵蝕,147.2,0.14,-93.38,8.100000000000001,2026-03
42.31,❌ 暫避觀望,2025,57.9000015259,0.5,-7.24,37.843138252222225,-177.57,31.63%,通嘉,-1.96%,3588.TW,⚠️ 獲利稀釋,219.88,0.37,-73.51,22.95,2026-03
196.0,❌ 暫避觀望,2025,253.5,6.1,8.51,17.19810040705563,-177.81,30.02%,閎康,10.45%,3587.TWO,⚠️ 獲利稀釋,373.81,2.24,-40.84,221.1,2026-03
24.71,❌ 暫避觀望,2025,384.5,2.97,4.29,54.92857142857143,-178.23,37.27%,全新,21.78%,2455.TW,⚠️ 獲利稀釋,202.94,1.06,-18.46,105.0,2026-03
-10.71,⚪ 中性觀察,2025,20.5499992371,2.31,-17.82,4.4098710809227475,-178.42000000000002,25.16%,太普高,13.35%,3284.TWO,📉 獲利侵蝕,167.71,0.5,-12.16,69.89999999999999,2026-03
-9.84,⚪ 中性觀察,2025,43.3499984741,4.21,8.73,4.446153689651282,-178.65,N/A,綠界科技*,N/A,6763.TWO,📉 獲利侵蝕,168.81,0.55,117.01,146.25,2026-03
-16.67,⚪ 數據不足,2025,25.6000003815,0.03,10.32,0.0,-178.89999999999998,N/A,天鉞電,N/A,5251.TWO,📉 獲利侵蝕,162.23,0.1,-50.0,-4.35,2026-03
-26.34,⚪ 中性觀察,2025,92.5999984741,8.57,7.88,4.698122702897007,-179.3,N/A,中菲,N/A,5403.TWO,📉 獲利侵蝕,152.96,1.42,-0.37,295.65000000000003,2026-03
-81.89,❌ 暫避觀望,2025,26.1000003815,0.01,-24.49,18.642857415357142,-179.72,N/A,嘉威,N/A,3557.TW,📉 獲利侵蝕,97.83,0.48,-99.85,21.0,2026-03
-70.51,❌ 暫避觀望,2025,524.0,5.01,13.44,43.48547717842323,-179.77,26.67%,聯鈞,15.62%,3450.TW,📉 獲利侵蝕,109.26,0.69,31.15,180.75,2026-03
-23.33,⚪ 中性觀察,2025,56.0,4.57,0.49,5.118829981718465,-179.86,N/A,岱稜,N/A,3303.TWO,📉 獲利侵蝕,156.53,0.92,16.97,164.1,2026-03
8.33,❌ 暫避觀望,2025,11.8500003815,0.03,-8.17,49.37500158958333,-180.07999999999998,37.93%,中電,11.05%,1611.TW,⚠️ 獲利稀釋,188.41,0.13,-94.0,3.6,2026-03
-48.65,⚪ 中性觀察,2025,31.4500007629,3.27,-4.28,5.945179728336484,-180.4,N/A,森田,N/A,8410.TWO,📉 獲利侵蝕,131.75,0.57,-56.63,79.35,2026-03
-24.52,⚪ 中性觀察,2025,70.0,5.04,22.39,6.076388888888889,-180.68,N/A,虎山,N/A,7736.TW,📉 獲利侵蝕,156.16,1.18,-31.43,172.79999999999998,2026-03
-67.69,⚪ 中性觀察,2025,106.0,10.03,-1.52,3.996983408748114,-180.94,N/A,波力-KY,N/A,8467.TW,📉 獲利侵蝕,113.25,0.83,-10.98,397.80000000000007,2026-03
152.58,⚪ 中性觀察,2025,22.3500003815,3.44,55.14,1.610230575036023,-182.03,N/A,坤悅,N/A,5206.TWO,⚠️ 獲利稀釋,334.61,2.45,66.99,208.2,2026-03
100.0,❌ 暫避觀望,2025,25.0499992371,0.05,5.6,2504.999923709998,-182.06,N/A,宏齊,N/A,6168.TW,⚠️ 獲利稀釋,282.06,0.02,66.67,0.15000000000000013,2026-03
45.45,⚪ 數據不足,2025,0.0,-0.76,16.01,0.0,-183.29000000000002,29.80%,東訊,-5.26%,2321.TW,⚠️ 獲利稀釋,228.74,-0.12,18.37,0.0,2026-03
-42.76,⚪ 中性觀察,2025,76.0999984741,4.2,20.5,7.679111854096872,-183.38,39.87%,倫飛,7.82%,2364.TW,📉 獲利侵蝕,140.62,0.83,2.69,148.65,2026-03
-34.88,⚪ 數據不足,2025,24.1499996185,-3.97,4.22,0.0,-183.4,N/A,科懋,N/A,6496.TWO,📉 獲利侵蝕,148.52,-1.18,-85.58,-152.85,2026-03
2.36,⚪ 中性觀察,2025,204.0,6.9,13.67,11.099020674646356,-184.0,N/A,宸曜,N/A,6922.TWO,⚠️ 獲利稀釋,186.36,2.6,-8.99,275.7,2026-03
8.33,⚪ 數據不足,2025,13.1000003815,-0.36,-1.34,0.0,-184.14,33.58%,優盛,-3.01%,4121.TWO,⚠️ 獲利稀釋,192.47,-0.11,-5.88,-13.799999999999999,2026-03
-99.76,⚪ 中性觀察,2025,50.2000007629,1.57,-15.36,5.940828492650888,-184.59,N/A,安格,N/A,6684.TWO,📉 獲利侵蝕,84.83,0.01,137.2,126.74999999999999,2026-03
92.31,⚪ 中性觀察,2025,146.0,4.68,1.82,13.734713076199437,-185.04000000000002,33.38%,艾訊,10.77%,3088.TWO,⚠️ 獲利稀釋,277.35,2.25,-37.99,159.45,2026-03
-45.58,⚪ 中性觀察,2025,89.0,10.02,6.1,3.5094637223974763,-185.14999999999998,N/A,生展,N/A,8279.TWO,📉 獲利侵蝕,139.57,1.23,13.09,380.4,2026-03
26.37,⚪ 中性觀察,2025,75.5,3.45,2.32,8.023379383634431,-185.4,31.73%,統一,2.59%,1216.TW,⚠️ 獲利稀釋,211.77,1.15,-5.22,141.15,2026-03
-2.33,⚪ 中性觀察,2025,57.0999984741,2.65,5.66,9.209677173241936,-185.5,N/A,碩網,N/A,7547.TWO,📉 獲利侵蝕,183.17,0.42,22.61,92.99999999999999,2026-03
19.05,⚪ 中性觀察,2025,49.7000007629,1.03,-13.56,14.281609414626436,-185.56,N/A,凌通,N/A,4952.TW,⚠️ 獲利稀釋,204.61,0.5,-54.63,52.2,2026-03
6.4,❌ 暫避觀望,2025,139.5,4.0,6.74,15.262582056892779,-185.79,N/A,宏觀,N/A,6568.TWO,⚠️ 獲利稀釋,192.19,1.34,4.76,137.10000000000002,2026-03
-12.5,⚪ 中性觀察,2025,133.5,13.97,-3.69,4.082568807339449,-185.92,N/A,帝寶,N/A,6605.TW,📉 獲利侵蝕,173.42,4.41,-26.4,490.50000000000006,2026-03
